en,tr,fr,title,speaker,duration,tags
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											So it's 1969, New York City,
											third grade music class,
											and our teacher brings us into a room
with nothing but a piano and chairs.
											And one by one, he calls us up,
											and he plays middle C,
and he asks us to sing it.
									","
											Yıl 1969, New York City,
											üçüncü sınıf müzik dersindeyiz,
											öğretmen bizi içinde sadece piyano
ve sandalyeler olan bir salona götürdü.
											Tek tek bizi çağırdı
											ve do majörü çalarak
bizden söylememizi istedi.
									","
											Nous sommes en 1969, à New York,
											durant le cours de musique 
à l’école primaire.
											Notre professeur nous emmène
dans une salle
											avec seulement un piano et des chaises.
											Il nous appelle au piano un par un,
											il joue un do et nous demande 
de chanter la note.
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											(Singing)
									","
											(Melodiyi söylüyor)
									","
											(Chant)
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											And you're either instructed
to go to the right of the room
											or the left side of the room.
									","
											Sonra ya salonun sol tarafına
ya da sağ tarafına
											gitmemizi istedi.
									","
											Il nous dirigeait
sur la droite de la salle,
											ou sur la gauche.
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											And when all 35 kids are done,
											the left side of the room,
which I was a part of,
											was told to stand up
and go back to home room.
									","
											35 çocuğun hepsi bunu yapınca,
											benim de içinde olduğum
salonun sol tarafına,
											ayağa kalkıp sınıfımıza dönmemiz söylendi.
									","
											Et quand les 35 enfants étaient passés,
											le côté gauche de la salle,
dont je faisais partie,
											devait se lever et repartir 
vers la salle de classe.
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											(Laughter)
											And none of us ever received
another music class again
											in elementary school.
											An in club and an out club
was established,
											and I didn't even know
what the gating test was in the moment.
									","
											(Kahkahalar)
											Bir daha ilkokul boyunca
											müzik dersi almadık.
											Değişik öğrenci kolları belirlendi
											ve ben giriş sınavının
ne olduğunu bile bilmiyordum.
									","
											(Rires)
											Et aucun de nous n’a eu droit
à un cours de musique
											de toutes nos années d’école primaire.
											Il y avait le club des participants,
											et le club des exclus.
											Et je ne savais même pas quel était
le test d’admission.
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
											A few years later, English class ...
									","
											Birkaç yıl sonra, İngilizce dersi...
									","
											Quelques années plus tard, 
nous voici en cours d’anglais...
									","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
"
","
","
","The search for ""aha!"" moments",Matt Goldman,14:11,"children,collaboration,community,creativity,communication,education,humor,innovation,performance art,teaching,society"
