en,fr,title,speaker,duration,tags
"
","
","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
											For the past 24 years,
I have been a firefighter
											in Huntington, West Virginia.
											As firefighters, my team and I
are tasked with saving lives
											and property
											from such disasters
as car wrecks, house fires
											and also life-threatening
medical emergencies.
											I am a woman leading a department
in a male-dominated profession.
									","
											Je suis pompier depuis 24 ans
											à Huntington, en Virginie Occidentale.
											En tant que pompiers,
											mon équipe et moi sommes chargées
de sauver des vies humaines
											et des biens
											de sinistres comme
les accidents de voiture, incendies
											et aussi les urgences médicales.
											Je suis une femme qui 
dirige un département

											dans une profession
dominée par les hommes.
									","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
","
","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
											And 10 years ago,
											I decided to increase my medical knowledge
and I received a nursing degree.
											That was because it became clear
											that the next big threat
facing not only my city,
											but other cities around the country,
											was not the one-and-done disaster,
											where you can ride in
like the cavalry, as a firefighter,
											put out the fire and leave,
feeling like you have made a difference
											and everything is OK.
											The next big disaster in my city
was and is the long, debilitating
											and lethal disaster
known as opioid addiction.
											We now call this a health epidemic,
											and we have replaced the name ""addiction""
with ""substance use disorder.""
									","
											Et il y a 10 ans,
											j'ai décidé d'accroître
mes connaissances médicales
											et j'ai passé mon diplôme d'infirmière.
											Et c'est parce qu'il était devenu clair
											que la prochaine grande menace
pour non seulement ma ville,
											mais aussi pour les autres villes du pays,
											n'était pas un désastre isolé
											où nous, pompiers, pouvons
débarquer comme la cavalerie,
											éteindre le feu et repartir 
avec le sentiment d'avoir géré
											et que tout va bien.
											La prochaine grande catastrophe dans ma
ville était et est la longue, débilitante
											et mortelle catastrophe connue sous le nom
de dépendance aux opioïdes.
											Nous appelons désormais
cela une épidémie,
											remplaçant le mot « addiction » par
« troubles liés à l'usage de substances ».
									","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
","
","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
											To give you some perspective
											of how significant
this epidemic has become,
											in 2017, in my county of 95,000 people,
											we saw 1,831 overdoses
											[and] 183 deaths from overdose.
											This is the job of my firefighters,
as well as other agencies,
											to respond to that.
									","
											Pour vous donner une idée
											de l'ampleur que cette épidémie a prise,
											en 2017, dans ma commune
de 95 000 personnes,
											nous avons vu 1 831 surdoses
											[et] 183 décès par surdose.
											C’est le travail de mes pompiers,
ainsi que celui d'autres autorités,
											de répondre à cela.
									","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
","
","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
											(Coughs)
									","
											(Tousse)
									","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
","
","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
"
											Excuse me.
											So, watching this epidemic
unfold for several years,
											I developed some insight.
											For this disaster, we need to redefine
our job as a first responder.
											We need to be more than just the cavalry.
											We need to do more than just save a life.
											We need to find ways to rebuild that life.
											And it's going to take
a lot of people to do that.
											And that is exactly
what we are trying to do
											in Huntington, West Virginia.
									","
											Excusez-moi.
											Alors, en regardant cette épidémie
se dérouler pendant plusieurs années,
											j'en ai développé une compréhension.
											Pour ce désastre,
											nous devons redéfinir notre travail 
en tant que secouriste.
											Nous devons être plus que la cavalerie.
											Nous devons faire plus que sauver une vie.
											Nous devons trouver des moyens
de reconstruire cette vie.
											Et ça va demander la participation
de beaucoup de personnes.
											Et c'est exactement
ce que nous essayons de faire
											à Huntington.
									","In the opioid crisis, here's what it takes to save a life",Jan Rader,14:31,"leadership,addiction,personal growth,opioids,public health,narcotics,community,society,social change,disease,health"
