en,es,title,speaker,duration,tags
"
","
",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
											I want to start by telling you
two things about myself
											before I get into the full talk.
											And the first is that I've been writing
about manners and civility
											for more than 20 years,
											as a book author
and as a magazine columnist.
											The second is,
											my friends know to be very wary
of inviting me over for dinner
											because any faux pas
that happens at the table
											is likely to wind up in print.
									","
											Quiero comenzar contándoles
dos cosas sobre mí
											antes de entrar en la charla.
											La primera es que llevo escribiendo
sobre modales y civismo
											por más de 20 años
											como escritor de libros
y columnista en revistas.
											La segunda es que
											a mis amigos les preocupa
invitarme a cenar
											ya que cualquier error
que ocurra en la mesa
											probablemente termine
en uno de mis artículos.
									",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
","
",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
											(Laughter)
									","
											(Risas)
									",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
","
",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
											So, I'm watching, I can see back there
and I can see through the portals, too.
									","
											Así que los estoy observando
allá atrás y en los portales.
									",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
","
",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
											(Laughter)
									","
											(Risas)
									",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
","
",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
"
											So, speaking of dinner parties,
											I want to take you back to 2015
and a dinner party that I went to.
											To place this in time,
											this was when Caitlyn Jenner
was first coming out,
											shedding her identity as a Kardashian
											and moving into her life
as a transgender activist.
											I wrote a column
in People magazine at the time,
											talking about the importance of names
											and how names are our identity.
											And that to misuse them or not to use them
erases us in a certain way.
											And especially with Caitlyn Jenner,
											I talked about Caitlyn,
but also the use of her pronouns.
											Her pronouns.
									","
											Hablando de las cenas en grupos,
											les hablaré de una
a la que fui en el 2015.
											Para darles un contexto en el tiempo,
											esto fue en la época en la que
Caitlyn Jenner salió a la luz pública,
											desponjándose de su identidad
como Kardashian
											y comenzando su vida
como activista transgénero.
											En ese momento, escribí una columna
en la revista People
											sobre la importancia
de los nombres propios
											y cómo estos representan
nuestra identidad.
											Al no usarlos o usarlos inapropiadamente
de alguna forma nos hace invisible.
											Especialmente con Caitlyn Jenner,
											hablo de ella y del uso de sus pronombres.
											Sus pronombres.
									",3 ways to practice civility,Steven Petrow,14:26,"communication,society,personal growth,social change,politics,culture"
