en,es,fr,title,speaker,duration,tags
"
","
","
",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
											So, this happy pic of me
was taken in 1999.
											I was a senior in college,
											and it was right after a dance practice.
											I was really, really happy.
											And I remember exactly where I was
about a week and a half later.
											I was sitting in the back
of my used minivan
											in a campus parking lot,
											when I decided
											I was going to commit suicide.
											I went from deciding
to full-blown planning very quickly.
											And I came this close
to the edge of the precipice.
											It's the closest I've ever come.
											And the only reason I took
my finger off the trigger
											was thanks to a few lucky coincidences.
											And after the fact,
											that's what scared me the most:
the element of chance.
									","
											Esta feliz foto de mí es de 1999.
											Estaba en mi último
año de la universidad,
											y era después de mi práctica de danza.
											Estaba muy, muy feliz.
											Y me acuerdo exactamente dónde
estaba una semana y media más tarde.
											Estaba sentado en la parte atrás 
de mi camioneta usada
											en el estacionamiento del campus,
											cuando decidí
											que iba a suicidarme.
											Pasé de decidir a planificar 
muy rápidamente.
											Y llegué así de cerca al abismo.
											Es lo más cerca que he llegado.
											Y la única razón por la que 
quité mi dedo del gatillo
											fue gracias a algunas 
coincidencias afortunadas.
											Y después de los hechos,
											lo que me asustó sobre todo
es el elemento de casualidad.
									","
											Voici une photo de moi, heureux,
prise en 1999.
											J'étais en dernière année universitaire,
											juste après un entraînement de danse.
											J'étais vraiment très heureux.
											Je me souviens aussi où j'étais
une semaine et demie après.
											J'étais assis à l'arrière de mon vieux van
											sur le parking de l'université
											quand j'ai décidé
											de me suicider.
											Je suis très vite passé
de la décision à la planification.
											Je suis passé à deux doigts du précipice.
											Jamais je n'en suis passé si près.
											La seule raison pour laquelle
j'ai ôté mon doigt de la gâchette
											tient à quelques heureuses coïncidences.
											Après les faits,
											c'est ce qui m'a le plus effrayé :
la part de hasard.
									",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
","
","
",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
											So I became very methodical
about testing different ways
											that I could manage my ups and downs,
											which has proven to be
a good investment. (Laughs)
											Many normal people might have,
say, six to 10 major depressive episodes
											in their lives.
											I have bipolar depression.
It runs in my family.
											I've had 50-plus at this point,
											and I've learned a lot.
											I've had a lot of at-bats,
											many rounds in the ring with darkness,
											taking good notes.
											So I thought rather than get up
and give any type of recipe for success
											or highlight reel,
											I would share my recipe
for avoiding self-destruction,
											and certainly self-paralysis.
									","
											Así que, me volví muy metódico
probando diferentes maneras
											de manejar mis altibajos,
											lo que ha demostrado ser 
una buena inversión. (Risas)
											La mayoría de la gente tendrá 
entre 6 y 10 episodios depresivos
											en su vida.
											Sufro de depresión bipolar.
Es una enfermedad de familia.
											He tenido hasta ahora
más que 50 episodios,
											y he aprendido mucho.
											He estado en estas
											situaciones depresivas muchas veces,
											siempre tomando buenas notas.
											Así es que, en vez de presentarme aquí
y dar recetas para el éxito
											o hablar de mis mejores momentos,
											les contaré mi receta para 
evitar la autodestrucción
											y ciertamente la autoparálisis.
									","
											Je suis devenu très méthodique
quant aux différentes façons
											de gérer mes hauts et mes bas,
											ce qui s'est révélé être
un bon investissement. (Rires)
											Beaucoup des personnes normales auront
six à dix épisodes dépressifs majeurs
											dans leur vie.
											Je souffre de dépression bipolaire.
C'est de famille.
											Jusqu'ici, j'en ai eu plus de 50 épisodes
											et j'ai beaucoup appris.
											J'ai eu beaucoup d'épisodes,
											j'ai beaucoup affronté les ténèbres
											et j'ai pris des notes.
											Je me suis dit qu'au lieu
de donner une recette de la réussite
											ou des grands moments,
											j'allais partager ma recette
pour éviter l'auto-destruction
											et la paralysie.
									",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
","
","
",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
											And the tool I've found which has proven
to be the most reliable safety net
											for emotional free fall
											is actually the same tool
											that has helped me to make
my best business decisions.
											But that is secondary.
											And it is ... stoicism.
											That sounds boring.
									","
											Y la técnica que he encontrado que ha 
demostrado ser la contención más fiable
											ante una caída emocional en picado
											es la misma técnica
											que me ha ayudado a tomar
las mejores decisiones de negocios.
											Pero eso es secundario.
											Y es... estoicismo.
											Suena aburrido.
									","
											L'outil que j'ai trouvé qui s'avère
être le filet de sécurité le plus fiable
											contre la chute libre émotionnelle
											est le même outil qui m'a a aidé à prendre
mes meilleures décisions professionnelles.
											Mais c'est secondaire.
											Cet outil, c'est... le stoïcisme.
											Cela semble ennuyeux.
									",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
","
","
",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
","
","
",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
"
											You might think of Spock,
											or it might conjure and image like this —
									","
											Podrían pensar en Spock,
											o conjurar una imagen como esta,
									","
											Vous pourriez penser à Spock
											ou cela pourrait évoquer
une image comme celle-ci —
									",Why you should define your fears instead of your goals,Tim Ferriss,13:21,"choice,goal-setting,fear,life,humanity,personal growth,success,work-life balance,work"
