en,fr,title,speaker,duration,tags
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											I want you to reimagine
how life is organized on earth.
											Think of the planet
like a human body that we inhabit.
											The skeleton is the transportation system
of roads and railways,
											bridges and tunnels, air and seaports
											that enable our mobility
across the continents.
											The vascular system that powers the body
											are the oil and gas pipelines
and electricity grids.
											that distribute energy.
											And the nervous system of communications
											is the Internet cables,
satellites, cellular networks
											and data centers that allow
us to share information.
									","
											Je veux que vous réimaginiez comment
la vie est organisée sur Terre.
											Pensez à la planète comme 
à un corps humain que nous habitons.
											Le squelette est le système de transport,
routier et ferré,
											les ponts et les tunnels,
les aéroports et les ports,
											qui permet notre mobilité
à travers les continents.
											Le système vasculaire
qui alimente notre corps
											sont les pipelines de pétrole et de gaz,
les réseaux électriques
											qui distribuent l'énergie.
											Le système nerveux des communications
											est formé de câbles Internet, satellites,
réseaux de téléphonie mobile
											et de centres de données, qui nous
permettent de partager de l'information.
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											This ever-expanding infrastructural matrix
											already consists of 64 million
kilometers of roads,
											four million kilometers of railways,
											two million kilometers of pipelines
											and one million kilometers
of Internet cables.
											What about international borders?
											We have less than
500,000 kilometers of borders.
									","
											Cette matrice d'infrastructure
dont l'extension ne s'arrête jamais
											comporte déjà
64 millions de kilomètres de routes,
											quatre millions de kilomètres
de voix ferrées,
											deux millions de kilomètres de pipelines
											et un million de kilomètre
de câbles Internet.
											Et qu'en est-il
des frontières internationales ?
											Nous avons moins de 500 000 kilomètres
de frontières.
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											Let's build a better map of the world.
											And we can start by overcoming
some ancient mythology.
											There's a saying with which
all students of history are familiar:
											""Geography is destiny.""
											Sounds so grave, doesn't it?
											It's such a fatalistic adage.
											It tells us that landlocked countries
are condemned to be poor,
											that small countries
cannot escape their larger neighbors,
											that vast distances are insurmountable.
											But every journey I take around the world,
											I see an even greater force
sweeping the planet:
											connectivity.
									","
											Construisons une meilleure carte du monde.
											Et nous pouvons commencer par détruire
quelques mythes.
											Il y a un dicton familier
de tous les étudiants en histoire :
											« La géographie détermine le destin. »
											Ça paraît sérieux, n'est-ce pas ?
											C'est un adage tellement fataliste.
											Il nous dit que les pays enclavés
sont condamnés à être pauvres,
											que les petits pays ne peuvent pas
échapper à leurs voisins plus grands,
											que les grandes distances
sont insurmontables.
											Mais à chaque voyage que
j'entreprends à travers le monde,
											je vois une force encore plus grande
emporter la planète :
											la connectivité.
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											The global connectivity revolution,
in all of its forms —
											transportation, energy
and communications —
											has enabled such a quantum leap
in the mobility of people,
											of goods, of resources, of knowledge,
											such that we can no longer even think
of geography as distinct from it.
											In fact, I view the two forces
as fusing together
											into what I call ""connectography.""
									","
											La révolution de la connectivité globale,
sous toutes ses formes —
											transport, énergie et communications —
											a permis un tel bond en avant
pour la mobilité des gens,
											des marchandises, des ressources,
de la connaissance,
											que nous ne pouvons plus considérer
la géographie comme distincte de celle-ci.
											En fait, je considère que
ces deux forces fusionnent
											dans ce que j'appelle
la « connectographie ».
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											Connectography represents a quantum leap
											in the mobility of people,
resources and ideas,
											but it is an evolution,
											an evolution of the world
from political geography,
											which is how we legally divide the world,
											to functional geography,
											which is how we actually use the world,
											from nations and borders,
to infrastructure and supply chains.
									","
											La connectographie représente
un bond en avant
											dans la mobilité des gens,
des ressources et des idées,
											mais c'est une évolution,
											une évolution du monde basée sur
une vue politique de la géographie,
											ce qui correspond à la manière dont
on divise le monde légalement,
											à une vue fonctionnelle de la géographie,
											ce qui correspond à la manière dont
on utilise le monde,
											des pays et frontières, à l'infrastructure
et à la logistique.
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											Our global system is evolving
											from the vertically integrated
empires of the 19th century,
											through the horizontally interdependent
nations of the 20th century,
											into a global network civilization
in the 21st century.
											Connectivity, not sovereignty,
											has become the organizing principle
of the human species.
									","
											Notre système global
est en train d'évoluer
											d'empires du 19ème siècle,
intégrés verticalement,
											puis des pays du 20ème siècle,
horizontalement interdépendants,
											vers une civilisation mondiale
en réseau, au 21ème siècle.
											La connectivité, et non souveraineté,
											est devenue le principe d'organisation
de l'espèce humaine.
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											(Applause)
									","
											(Applaudissements)
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
											We are becoming
this global network civilization
											because we are literally building it.
											All of the world's defense budgets
and military spending taken together
											total just under
two trillion dollars per year.
											Meanwhile, our global
infrastructure spending
											is projected to rise
to nine trillion dollars per year
											within the coming decade.
											And, well, it should.
											We have been living
off an infrastructure stock
											meant for a world population
of three billion,
											as our population has crossed
seven billion to eight billion
											and eventually nine billion and more.
											As a rule of thumb, we should spend
about one trillion dollars
											on the basic infrastructure needs
of every billion people in the world.
									","
											Nous devenons cette civilisation
mondiale en réseau
											car nous sommes en train de la construire.
											L'ensemble des dépenses militaires
											s'élèvent à un peu moins
de 2000 milliards de dollars par an.
											Pendant ce temps, nos dépenses
d'infrastructure mondiale
											devrait atteindre
9000 milliards de dollars par an
											d'ici la prochaine décennie.
											Et heureusement d'ailleurs.
											Nous avons dépendu
d'une infrastructure
											faite pour une population mondiale
de trois milliards,
											et notre population dépasse
sept milliards pour atteindre huit
											et sans doute neuf, et plus encore.
											En règle générale, nous devrions dépenser
environ 1000 milliards de dollars
											sur les besoins simples d'infrastructure
par milliard d'individus.
									",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
"
","
",How megacities are changing the map of the world,Parag Khanna,20:34,"big problems,communication,collaboration,community,economics,engineering,environment,future,government,global issues,green,history,humanity,inequality,Internet,innovation,investment,map,mobility,policy,pollution,politics,potential,society,social change,transportation,urban planning,visualizations,war,world cultures,infrastructure,global development,cities"
