es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
											Hay tantos de Uds.
									","
											Vocês são tantos.
									","
											Vous êtes vraiment nombreux.
									","
											Ihr seid so viele.
									",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
","
","
","
",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
											Cuando era niño,
											escondía mi corazón en la 
cama porque mi mamá decía,
											""Si no eres cuidadoso, 
un día, alguien te lo romperá"".
											Te lo digo yo. La cama no es 
un buen escondite.
											Lo sé porque he sido 
derribado tantas veces
											que me da vértigo 
solo por pararme aquí.
											Pero eso es lo que nos dijeron.
											Defiéndete solo.
											Y es duro hacerlo 
si no sabes quién eres.
											Esperamos definirnos 
a una edad temprana,
											y si no lo hicimos, 
otros lo hicieron por nosotros.
											Friki. Gordo. Puto. Marica.
									","
											Quando eu era criança,
											Escondi o meu coração debaixo da cama, 
porque a minha mãe me disse:
											""Se não tiveres cuidado, qualquer dia 
ainda to partem"".
											Acreditem. Debaixo da cama não é 
o melhor lugar para se esconder alguma coisa.
											Eu sei, porque fui magoado muitas vezes.
											Dá-me vertigens só de me levantar.
											Mas isso é o que nos dizem.
											Levanta-te sozinho.
											É uma tarefa difícil quando não sabes quem és.
											Espera-se que nos definamos a nós próprios 
numa idade tão precoce,
											e se não o fizéssemos, outros o faziam por nós.
											""Cromo"". ""Gordo."" ""Cabra."" ""Maricas.""
									","
											Quand j'étais enfant,
											je cachais mon cœur sous le lit,
parce-que ma mère me disait,
											""Si tu ne fais pas attention, un de ces jours quelqu'un va le briser.""
											Croyez-moi. Le dessous d'un lit
n'est pas une bonne cachette.
											Je le sais parce que je me suis fait
descendre tant de fois
											que j'ai des vertiges rien qu'en
me battant pour affirmer ma personnalité.
											Mais c'est ce qu'on nous disait.
											Affirme ta personnalité.
											Et ça n'est pas facile
quand on ne sait pas qui on est.
											On attend de nous très jeunes
qu'on définisse qui on est,
											et si on ne le fait pas, d'autres le font pour nous.
											Boutonneux à lunettes. Bouboule. Salope. Tapette.
									","
											Als ich ein Kind war,
											habe ich mein Herz unter dem Bett versteckt, 
weil meine Mutter sagte:
											""Wenn du nicht aufpasst, 
wird es eines Tages jemand brechen.""
											Glauben Sie mir. Unter dem Bett
ist kein gutes Versteck.
											Ich bin schon so oft abgeschossen worden –
											ich bekomme schon Höhenangst, 
nur weil ich für mich selbst einstehe.
											Aber das wurde uns so gesagt.
											Steh für dich selbst ein.
											Und das ist schwer, wenn du 
nicht weißt, wer du bist.
											Es wurde von uns erwartet, 
dass wir uns so früh selbst definieren
											und wenn wir das nicht konnten, 
taten es andere für uns.
											Streber. Dicker. Schlampe. Schwuchtel.
									",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
","
","
","
",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
											Y a la vez que nos estaban 
diciendo lo que éramos,
											nos preguntaban:
											""¿Qué quieres ser cuando grande?""
											Siempre pensé que era 
una pregunta improcedente.
											Supone que no podemos 
ser lo que ya somos.
											Somos niños.
									","
											E, ao mesmo tempo que nos dizem 
o que somos,
											perguntam-nos:
											""O que queres ser quando fores grande?""
											Eu sempre achei que fosse 
uma pergunta injusta.
											Pressupõe que não podemos ser 
o que já somos.
											Éramos crianças.
									","
											Et alors qu'on nous disait qui on était,
											on nous demandait,
											« Qu'est-ce que tu veux faire
quand tu seras grand ? »
											J'ai toujours pensé
que c'était une question injuste.
											Ça présuppose qu'on ne peut
pas être ce qu'on est déjà.
											On était des enfants.
									","
											Und während uns gesagt wurde, was wir waren,
											wurden wir gefragt:
											""Was willst du werden, wenn du groß bist?""
											Ich hielt diese Frage immer für unfair.
											Sie setzt voraus, dass wir nicht
sein dürfen, was wir schon sind.
											Wir waren Kinder.
									",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
","
","
","
",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
											Cuando era niño, 
quería ser hombre.
											Quería un plan de pensión,
											que me mantuviera suficientemente bien 
como para hacer dulce la vejez.
											Cuando era niño, quería afeitarme.
											Ahora, no tanto.
											Cuando tenía 8, quería ser biólogo marino.
											Cuando tenía 9, vi la película ""Tiburón"",
											y pensé, ""No, gracias"".
											Y cuando tenía 10, me dijeron que mis padres 
me abandonaron porque no me querían.
											Cuando tenía 11, quería 
que me dejaran solo.
											Cuando tenía 12 años, quería morir. 
Cuando tenía 13, quería matar a un chico.
											Cuando tenía 14 años, me pidieron 
que considerara seriamente una carrera.
									","
											Quando era criança, queria ser um homem.
											Queria um plano de poupança 
de reforma registado
											que me permitisse comprar doces o
tempo suficiente para ter uma doce velhice.
											Quando era criança, queria barbear-me.
											Agora, nem por isso.
											Quando tinha 8 anos, queria ser 
biólogo marinho.
											Quando tinha nove, vi o filme ""O Tubarão"",
											e pensei para comigo: "" Não, muito obrigado.""
											E quando tinha 10, disseram-me que 
os meus pais partiram porque não me queriam.
											Quando tinha 11, queria que 
me deixassem em paz.
											Quando tinha 12, queria morrer. 
Quando tinha 13, queria matar um miúdo.
											Quando tinha 14, foi-me pedido que 
escolhesse uma profissão.
									","
											Quand j'étais un enfant, je voulais être un homme.
											Je voulais un plan d'épargne-retraite
											qui me garantirait des vieux jours agréables
pour suffisamment de temps.
											Quand j'étais enfant, je voulais me raser.
											Maintenant, plus trop.
											À l'âge de huit ans,
je voulais être biologiste marin.
											À l'âge de neuf ans, j'ai vu
le film ""Les dents de la mer"",
											et je me suis dit, « Non, merci. »
											À l'âge de dix ans, on m'a dit que mes parents étaient partis parce qu'ils ne voulaient pas de moi.
											À l'âge de onze ans,
je voulais qu'on me laisse tranquille.
											À l'âge de douze ans, je voulais mourir.
À l'âge de treize ans, je voulais tuer un enfant.
											À l'âge de quatorze ans, on m'a demandé d'envisager sérieusement une carrière professionnelle.
									","
											Als ich ein Kind war, wollte ich ein Mann sein.
											Ich wollte einen registrierten Vorsorgesparplan,
											der mich lange genug mit Süßigkeiten 
versorgen würde, um das Alter zu versüßen.
											Als ich ein Kind war, wollte ich mich rasieren.
											Jetzt nicht mehr so sehr.
											Mit acht wollte ich Meeresbiologe werden.
											Mit neun sah ich den Film ""Der weiße Hai""
											und dachte mir: ""Nein, danke.""
											Mit 10 sagte man mir, dass meine Eltern
mich verlassen haben, weil sie mich nicht wollten.
											Mit 11 wollte ich allein gelassen werden.
											Mit 12 wollte ich sterben. 
Mit 13 wollte ich ein Kind töten.
											Mit 14 wurde ich gebeten, ernsthaft 
eine berufliche Laufbahn in Erwägung zu ziehen.
									",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
","
","
","
",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
"
											Dije, ""Me gustaría ser escritor"".
									","
											Eu disse: ""Gostaria de ser escritor.""
									","
											J'ai dit, « Je voudrais être écrivain. »
									","
											Ich sagte: ""Ich möchte Schriftsteller werden.""
									",To This Day ... for the bullied and beautiful,Shane Koyczan,12:03,"bullying,children,compassion,depression,mental health,poetry,spoken word"
