en,de,title,speaker,duration,tags
"
","
",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
											Chris Anderson: Perhaps we could start
by just telling us about your country.
											It's three dots there on the globe.
Those dots are pretty huge.
											I think each one
is about the size of California.
											Tell us about Kiribati.
									","
											Chris Anderson: Erzählen Sie uns 
etwas über Ihr Land.
											Drei Punkte sind es auf dem Globus.
Die Punkte sind ziemlich groß.
											Ich schätze, jeder etwa so 
groß wie Kalifornien.
											Erzählen Sie uns über Kiribati.
									",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
","
",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
											Anote Tong: Well, let me first begin
by saying how deeply grateful I am
											for this opportunity to share my story
with people who do care.
											I think I've been sharing my story with
a lot of people who don't care too much.
											But Kiribati is comprised
of three groups of islands:
											the Gilbert Group on the west,
											we have the Phoenix Islands in the middle,
											and the Line Islands in the east.
											And quite frankly, Kiribati
is perhaps the only country
											that is actually
in the four corners of the world,
											because we are in the Northern Hemisphere,
in the Southern Hemisphere,
											and also in the east and the west
of the International Date Line.
											These islands are entirely
made up of coral atolls,
											and on average about
two meters above sea level.
											And so this is what we have.
											Usually not more
than two kilometers in width.
											And so, on many occasions,
I've been asked by people,
											""You know, you're suffering,
why don't you move back?""
											They don't understand.
											They have no concept
of what it is that's involved.
											With the rising sea, they say,
""Well, you can move back.""
											And so this is what I tell them.
											If we move back, we will fall off
on the other side of the ocean. OK?
											But these are the kinds of issues
that people don't understand.
									","
											Anote Tong: Zuerst möchte ich
sagen, wie dankbar ich
											für die Gelegenheit bin, meine Geschichte 
interessierten Leuten zu erzählen.
											Denn ich habe sie vielen erzählt, 
die sich nicht sehr dafür interessieren.
											Kiribati besteht aus drei Inselgruppen:
											der Gilbert-Gruppe im Westen,
											den Phönix-Inseln in der Mitte,
											und den Line-Inseln im Osten.
											Und Kiribati ist vielleicht 
das einzige Land,
											das wirklich in den vier 
Ecken der Erde liegt.
											Wir sind auf der nördlichen Halbkugel,
auf der südlichen Halbkugel,
											und im Osten und Westen 
der internationalen Datumsgrenze.
											Diese Inseln bestehen komplett
aus Korallenatollen
											und befinden sich durchschnittlich
zwei Meter über dem Meeresspiegel.
											So sieht es also bei uns aus.
											Üblicherweise nicht mehr als
zwei Kilometer in der Breite.
											Bei vielen Gelegenheiten 
wurde ich von Leuten gefragt:
											""Okay, sie leiden, warum
weichen Sie nicht zurück?""
											Sie verstehen das nicht.
											Sie haben keine Vorstellung,
um was es da alles geht.
											Zum steigenden Meeresspiegel sagen sie:
""Nun, ihr könnt ja zurückweichen.""
											Und wir müssen Ihnen dann sagen:
											""Wenn wir zurückweichen, fallen wir auf
der anderen Seite des Ozeans herunter.""
											Aber diese Dinge
verstehen die Leute nicht.
									",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
","
",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
											CA: So certainly this is
just a picture of fragility there.
											When was it that you yourself realized
											that there might be
impending peril for your country?
									","
											CA: Das zeigt sicherlich 
die fragile Situation auf.
											Wann haben Sie bemerkt,
											dass da möglicherweise eine 
Gefahr für Ihr Land besteht?
									",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
","
",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
											AT: Well, the story of climate change
has been one that has been going on
											for quite a number of decades.
											And when I came into office in 2003,
											I began talking about climate change
at the United Nations General Assembly,
											but not with so much passion,
											because then there was still
this controversy among the scientists
											whether it was human-induced,
whether it was real or it wasn't.
											But I think that that debate
was fairly much concluded in 2007
											with the Fourth Assessment
Report of the IPCC,
											which made a categorical statement
that it is real, it's human-induced,
											and it's predicting
some very serious scenarios
											for countries like mine.
											And so that's when I got very serious.
											In the past, I talked about it.
											We were worried.
											But when the scenarios,
the predictions came in 2007,
											it became a real issue for us.
									","
											AT: Die Geschichte des Klimawandels
											spielt sich einigen Jahrzehnten ab.
											Als ich 2003 gewählt wurde,
											sprach ich bei der UN-Generalversammlung
über den Klimawandel,
											aber noch nicht mit so viel Leidenschaft,
											da es damals noch eine Kontroverse 
unter den Wissenschaftlern gab,
											ob es von Menschen verursacht,
ob es real war oder nicht.
											Aber ich denke, diese Debatte
war 2007 so ziemlich abgeschlossen
											mit dem vierten IPCC-Bewertungsbericht,
											mit der grundsätzlichen Aussage,
dass es real ist, menschgemacht,
											und einige sehr ernste 
Szenarien werden vorhergesagt,
											für Länder wie meines.
											Damals wurde auch ich sehr ernst.
											Früher sprach ich darüber.
											Wir waren besorgt.
											Aber als die Szenarien und 
Vorhersagen 2007 eintrafen,
											wurden sie reale Tatsachen für uns.
									",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
","
",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
"
											CA: Now, those predictions are,
I think, that by 2100,
											sea levels are forecast to rise
perhaps three feet.
											There's scenarios where
it's higher than that, for sure,
											but what would you say
to a skeptic who said,
											""What's three feet?
											You're on average
six feet above sea level.
											What's the problem?""
									","
											CA: Nun sagen die Prognosen,
ich glaube, bis 2100,
											dass der Meeresspiegel
etwa 1 m gestiegen sein wird.
											Es gibt auch Szenarien, 
bei denen es noch höher ist.
											Aber was sagt man Skeptikern, die meinen:
											""Was ist ein Meter?
											Ihr seid im Schnitt 2 m über dem Meer.
											Wo liegt das Problem?""
									",My country will be underwater soon — unless we work together,Anote Tong,21:15,"global issues,oceans,mission blue,climate change,science,environment,humanity,policy,pollution,big problems,social change,fish,future,natural disaster"
