es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
											Me gustaría contarles acerca de un proyecto
											que empezé hace alrededor de 16 años,
											y que trata sobre la creación de nuevas formas de vida.
											Y son creadas a partir de este tipo de tubo —
											tubo eléctrico, le llamamos en Holanda
											— y podemos empezar un video sobre eso
											y ver un poco atrás en el tiempo.
									","
											Gostaria de vos falar de um projeto
											que comecei há cerca de 16 anos,
											e que é sobre criar novas formas de vida.
											Estas são feitas com este tipo de tubo
											— na Holanda, chamamos-lhe
tubo de eletricidade.
											Vamos mostrar um filme sobre isso
											e vamos recuar um pouco no tempo.
											(Vídeo)
									","
											Sizlere 16 yıl önce başladığım
											yeni yaşam formları oluşturmak üzerine
											bir projeden bahsetmek istiyorum.
											Bu tip tüplerden yapılıyorla r—
											Hollanda'da bunlara elektrik tüpleri diyoruz—
											bununla ilgili filmi başlatabiliriz
											biraz da zamanda geriye gideceğiz.
									","
											J'aimerais vous faire part d'un projet
											que j'ai entrepris il y a environ 16 ans :
											créer de nouvelles formes de vie.
											Je les fabrique avec ces tubes
											qu'on appelle «tubes électriques» en Hollande.
											Nous allons présenter un film
											qui explique un peu l'histoire du projet.
									","
											Ich möchte Ihnen von einem Projekt erzählen,
											das ich vor etwa 16 Jahren begann.
											Es ging darum, neue Lebensformen zu schaffen.
											Diese hier wurden mit solchen Röhren gemacht -
											Elektroinstallationsröhren heißen sie in Holland.
											Hier kommt nun ein Film darüber,
											der uns einen kleinen zeitlichen Rückblick zeigt.
									","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
											Narrador: Eventualmente estas bestias vivirán en manadas en las playas
											Theo Jansen está trabajando duro en esta evolución
									","
											Narrador: Estes animais acabarão
por viver em manadas nas praias.
											Theo Jansen trabalha
afincadamente nesta evolução.
									","
											Anlatıcı: İleride bu hayvanlar sürüler halinde sahillerde yaşayacaklar.
											Theo Jansen bu evrim üzerinde çalışıyor.
									","
											Narratrice : Un jour, ces bêtes vivront en troupeau sur les plages.
											Theo Jansen travaille dur pour que cette évolution se réalise.
									","
											Erzähler: Irgendwann einmal sollen diese Geschöpfe herdenweise am Strand leben.
											Theo Jansen arbeitet hart an dieser Entwicklung.
									","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
											Theo Jansen: Yo quiero poner estas formas de vida en las playas.
											Y éstas deberían sobrevivir allí,
											por sí solas, en el futuro.
											Aprendiendo a vivir por sí mismas,
											y tomará un par de años más para dejarlas caminar por sí solas.
									","
											Theo Jansen: Quero pôr
estas formas de vida na praia.
											E elas deverão sobreviver lá,
											por si mesmas, no futuro.
											Aprendendo a viver por si mesmas,
											e serão precisos mais uns anos
											para as deixar andar por si mesmas.
									","
											Theo Jansen: Bu yaşam formlarını sahillere koymak istiyorum.
											Gelecekte, orada kendi başlarına
											yaşayabilecek hale gelmeliler.
											Tek başlarına yaşamayı
											ve kendi kendilerine yürümeyi öğrenmeleri birkaç yıl daha alacak.
									","
											Theo Jansen : Je veux laisser aller ces créatures sur les plages.
											Elles devraient y survivre
											toutes seules, et dans l'avenir,
											apprendre à vivre de façon autonome.
											Dans quelques années, elles marcheront toutes seules.
									","
											Theo Jansen: Ich möchte diese Lebensformen am Strand ansiedeln.
											Sie sollen dort in Zukunft alleine
											und ganz auf sich selbst gestellt überleben.
											Sie sollen lernen, eigenständig zu leben, aber es wird
											noch ein paar Jahre dauern, bis man sie alleine loslaufen lassen kann.
									","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
											Narrador: Las bestias mecánicas no obtendrán su energía de la comida, sino del viento.
											El viento moverá plumas en su dorso, lo cual impulsará sus patas.
											La bestia camina de costado sobre la arena mojada de la playa,
											con su trompa apuntando hacia el viento.
											Tan pronto se encuentra con el oleaje o la arena seca, se detiene,
											y camina en la dirección opuesta
									","
											Narrador: Estes animais mecânicos
não obterão energia da comida, mas do vento.
											O vento fará mover as penas
que têm nas costas,
											que farão mover os pés.
											O animal anda de lado
na areia molhada da praia,
											com o nariz apontado ao vento.
											Logo que anda sobre as ondas
ou sobre a areia seca, detém-se
											e anda na direção oposta.
									","
											Anlatıcı: Mekanik hayvanlar enerjilerini yiyeceklerden değil rüzgardan alacaklar.
											Rüzgar, sırtlarındaki tüyleri hareket ettirerek ayaklarını yürütecek.
											Hayvan sahildeki ıslak kumlarda burunlarını rüzgara çevirerek
											yan yan yürüyor.
											Kıyıdaki dalgalara veya kuru kuma değdiği anda duruyor
											ve ters yöne yürümeye başlıyor.
									","
											Narratrice : Les bêtes mécaniques puiseront leur énergie non pas dans la nourriture, mais dans le vent.
											Le vent remue leurs plumes dorsales, ce qui actionne leurs pattes.
											Les bêtes se déplacent latéralement sur le sable mouillé,
											avec leur museau face au vent.
											Dès qu'elles s'avancent dans les vagues déferlantes ou dans le sable sec, elles s'arrêtent,
											puis repartent dans la direction opposée.
									","
											Erzähler: Die mechanischen Tiere beziehen ihre Energie nicht aus Nahrung, sondern vom Wind.
											Der Wind bewegt die Flügel auf ihrem Rückenund treibt so ihre Beine an.
											Das Tier bewegt sich seitwärts auf dem nassen Sand am Strand,
											seine Nase in den Wind gedreht.
											Kommt es in die Brandung oder auf trockenen Sand, hält es sofort an
											und geht in die entgegengesetzte Richtung.
									","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
											La evolución ha generado muchas especies.
											Esta es ""Animaris Currens Ventosa""
											(Aplauso)
									","
											A evolução gerou muitas espécies.
											Este é o Animaris Currens Ventosa.
											(Aplausos)
									","
											Evrim pek çok tür ortaya çıkardı.
											Bu gördüğünüz Animaris Currens Ventosa.
											(Alkışlar)
									","
											L'évolution a produit de nombreuses espèces.
											Voici Animaris Currens Ventosa.
											(Applaudissements)
									","
											Die Evolution hat viele Arten hervorgebracht.
											Das hier ist die Animaris Currens Ventosa.
											(Applaus)
									","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
											Jansen: Esta es una manada, y está construida de acuerdo a códigos genéticos,
											y es un tipo de raza, y cada uno de los animales es diferente,
											y los códigos ganadores se multiplicarán.
									","
											TJ: Esta é uma manada,
											e é constituída de acordo
com códigos genéticos.
											É uma espécie de corrida,
cada animal é diferente,
											e os códigos vencedores multiplicar-se-ão.
									","
											Jansen: Bu bir sürüdür ve genetik kodlara göre üretilmiştir,
											bir çeşit ırk, her hayvan bir diğerinden farklı
											ve başarılı olan kodlar giderek artacak.
									","
											Jansen : C'est un troupeau dont les membres sont conçus selon un code génétique.
											C'est une race dont tous les membres sont différents.
											Le code gagnant se reproduira.
									","
											Jansen: Das hier ist eine Herde. Sie ist nach genetischen Codes gebaut.
											Es geht um eine Art Wettlauf. Jedes einzelne Tier ist anders,
											und nur die Codes, die gewinnen, vermehren sich.
									","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
"
","
","
","
","
","My creations, a new form of life",Theo Jansen,8:13,"animals,art,biomechanics,creativity,demo,design,entertainment,technology,science and art"
