en,pt,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											Have you ever heard of typosquatting?
											Well, typosquatting
is where companies like Google
											post advertisements on websites
that are commonly miskeyed,
											and then they sit back
and rake in millions
											banking on the fact that you're
visiting something like gmale.com
											or mikerowesoft.com.
									","
											Já alguma vez ouviram
falar em ""typosquatting""?
											Bem, é quando
empresas como a Google
											colocam anúncios em sites
que são muitas vezes mal escritos,
											e depois sentam-se
e enchem-se de milhões
											lucrando com o facto de acederem
a um site tipo gmale.com
											ou mikerowesoft.com.
									","
											¿Alguna vez han oído hablar 
del error tipográfico deliberado?
											El error tipográfico deliberado 
es donde empresas como Google
											publican publicidad en sitios web que 
comúnmente tienen errores de ortografía,
											y luego se sientan y recogen millones
											confiando en el hecho de que 
se está visitando algo como gmale.com
											o mikerowesoft.com.
									","
											Connaissez-vous le typosquatting ?
											Le typosquatting,
c'est quand des sociétés comme Google
											mettent des pubs sur des sites
avec des fautes de frappe classiques,
											puis ramassent
sans rien faire des millions
											juste parce que vous allez sur
gmale.com
											ou mikerowesoft.com
									","
											Daha önce typosquatting
diye bir şey duydunuz mu?
											Typosquatting, Google gibi
şirketlerin yaygın olarak
											yanlış yazılmış internet sitelerinde
reklam yayınladıkları yer.
											Arkalarına yaslanıyorlar
											ve gmaile.com ya da mikerowesoft.com
gibi şeyleri ziyaret ettiğinde
											büyük para kazanıyorlar.
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											It just seems kind of silly, doesn't it?
									","
											Parece parvo não parece?
									","
											Parece un poco tonto, ¿no?
									","
											Ça parait débile, non ?
									","
											Aptalca görünüyor, değil mi?
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											How about this?
											On February 28, an engineer at Amazon
											made a similar, seemingly small key error.
											Only I say seemingly small
											because this one little typo
on Amazon's supercode
											produced a massive internet slowdown
											that cost the company
over 160 million dollars
											in the span of just four hours.
									","
											Então e isto?
											No dia 28 de fevereiro,
um engenheiro na Amazon
											escreveu uma gralha similar
aparentemente pequena.
											Digo aparentemente pequena
											porque esta pequena gralha
no super código da Amazon
											causou uma quebra gigante na Internet
											que custou à empresa
mais de 160 milhões de dólares
											em apenas 4 horas.
									","
											¿Qué tal esto?
											El 28 de febrero un ingeniero en Amazon
											cometió un error clave similar, 
aparentemente pequeño.
											Solo digo aparentemente pequeño
											porque este pequeño error 
en el supercódigo de Amazon
											produjo una desaceleración 
masiva de Internet
											que costó a la compañía 
más de USD 160 millones
											en el lapso de solo cuatro horas.
									","
											Que dites-vous de ceci ?
											Le 28 février, un ingénieur d'Amazon
											a fait une faute de frappe
apparemment mineure.
											Je dis apparemment mineure
											parce que cette petite faute
dans le supercode d'Amazon
											a massivement ralenti internet,
											coûtant plus de 160 millions 
de dollars à Amazon
											en juste 4 heures.
									","
											Buna ne dersiniz?
											28 Şubat'ta Amazon'daki bir mühendis
											buna benzer, görünüşte küçük bir
tuş hatası yaptı.
											Görünüşte küçük diyorum
											çünkü sadece dört saat içinde
Amazon’un süperkodundaki
											küçük yazım hatası
											şirkete 160 milyon dolara mal olan
											interneti büyük çapta
yavaşlatıyor.
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											But this is actually really scary.
											You see, recently, an employee
at the New England Compound,
											which is a pharmaceutical manufacturer,
											didn't clean a lab properly
											and now 76 people have died
											and 700 more have contracted meningitis.
									","
											Mas, na realidade, isto é
muito assustador.
											Recentemente, um funcionário
da New England Compound,
											que é uma companhia farmacêutica,
											não limpou convenientemente
o laboratório
											e agora morreram 76 pessoas
											e 700 contraíram meningite.
									","
											Pero esto en realidad 
es realmente aterrador.
											Recientemente un empleado 
de New England Compound,
											que es un fabricante farmacéutico,
											no limpió un laboratorio adecuadamente
											y ahora 76 personas han muerto
											y 700 más han contraído meningitis.
									","
											C'est assez effrayant, en fait.
											Récemment, un employé
du New England Compound,
											un laboratoire pharmaceutique,
											a mal nettoyé un labo
											et 76 personnes sont mortes
											et 700 autres ont attrapé la méningite.
									","
											Aslında bu gerçekten korkutucu.
											Geçenlerde ilaç üreticisi
New England Compound'da bir çalışan
											laboratuvarı düzgün bir şekilde
temizlemediği için
											76 kişi öldü,
											700 kişi menenjit hastalığına yakalandı.
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											I mean, these examples are crazy, right?
											When did we come to live in a world
where these types of typos,
											common errors, this do-your-best attitude
or just good enough was acceptable?
											At some point, we've stopped
valuing perfection,
											and now, these are
the type of results that we get.
											You see, I think that we
should all seek perfection,
											all the time,
											and I think we need to get to it quick.
									","
											Isto parece uma loucura, não parece?
											Desde quando começámos a viver
num mundo onde este tipo de erros,
											erros comuns, em que
""o que conta é a intenção""
											ou ""o suficiente chega""
se tornaram aceitáveis?
											A partir de certa altura deixámos
de valorizar a perfeição.
											e agora, isto é o resultado dessa atitude.
											Eu acho que devemos
todos procurar a perfeição,
											sempre,
											e temos de o fazer desde já.
									","
											Estos ejemplos son una locura, ¿verdad?
											¿Desde cuándo vivimos en un mundo donde 
se acepta errores tipográficos,
											errores comunes que surgen de la actitud 
de ""hacer lo mejor"" o ""hacer lo suficiente""?
											En algún momento, hemos dejado 
de valorar la perfección,
											y ahora, estos son el tipo 
de resultados que obtenemos.
											Creo que todos debemos 
buscar la perfección,
											todo el tiempo,
											y creo que tenemos que llegar rápido.
									","
											Ces exemples sont dingues, non ?
											Comment en sommes-nous arrivés
à un monde où ce type d'erreurs,
											erreurs de base, « fais-de-ton-mieux »,
« c'est suffisant », sont acceptables ?
											A un moment, nous avons arrêté 
de valoriser la perfection,
											et voilà le résultat.
											Je pense que nous devrions
tous rechercher la perfection,
											tout le temps,
											et que nous devrions l'atteindre vite.
									","
											Bu örnekler inanılır gibi değil.
											Bu tür yazım hataları, yaygın yanlışlar,
''Elinden geleni yap'' tutumu
											veya ''yeterince iyi''nin kabul edilir 
olduğunu dünyaya ne zaman geldik?
											Bir yerde mükemmelliğe
değer vermeyi bıraktık,
											şimdi elde ettiğimiz sonuçlar
işte böyle.
											Anlayacağınız, mükemmellik
arayışında olmalıyız,
											her zaman,
											ve bence çabuk olmamız gerekiyor.
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											You see, I run a training facility
											where I'm responsible for the education
of professional delivery drivers,
											and in my line of work,
											we have a unique understanding
of the cost of failure,
											the cost of just 99 percent,
											because in the world
of professional driving,
											just 99 percent of the job
means somebody dies.
									","
											Eu dirijo um centro de formação
											onde sou responsável pela formação
de motoristas profissionais de entregas.
											No meu ramo,
											temos um entendimento único
do custo de falhar,
											o custo de fazer apenas 99%,
											porque, no mundo
dos motoristas profissionais,
											fazer apenas 99% do trabalho
significa que alguém morre.
									","
											Yo dirijo un centro de formación
											de conductores que reparten mercadería,
											y en mi trabajo,
											tenemos una perspectiva única 
del costo de los fallos,
											el costo de solo el 99 %,
											porque en el mundo 
de la conducción profesional,
											hacer solo el 99 % del trabajo 
implica que alguien muere.
									","
											Je gère un centre de formation
											où je suis responsable de l'instruction
de chauffeurs-livreurs.
											Dans mon travail,
											nous avons une vision très particulière
du coût de l'erreur,
											du coût de 99%,
											car dans le monde des routiers,
											ne faire que 99% du boulot
veut dire que quelqu'un meurt.
									","
											Profesyonel teslimat sürücülerinin
											eğitiminden sorumlu olduğum
bir tesis işletiyorum,
											maliyeti yüzde 99 olan
											başarısızlık bedeline dair
eşsiz bir anlayışa sahibiz mesleğimde
											çünkü profesyonel sürücü dünyasında
											sadece %99'luk başarı oranı
											birisinin ölümü anlamına geliyor.
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
											Look, a hundred people die every day
											due to vehicular crashes.
											Think about that for a second.
											That's like the equivalent
of four commercial airliners
											crashing every week,
											yet we still can't convince ourselves
to pay perfect attention behind the wheel.
											So I teach my drivers to value perfection.
											It's why I have them memorize
											our 131-word defensive driving program
											perfectly,
											and then I have them rewrite it.
											One wrong word, one misspelled word,
one missing comma, it's a failed test.
											It's why I do uniform inspections daily.
											Undershirts are white or brown only,
											shoes are black or brown polished leather
											and frankly, don't come to my class
wrinkled and expect me to let you stay.
											It's why I insist
that my drivers are on time.
											Don't be late, not to class,
not to break, not to lunch.
											When you're supposed
to be somewhere, be there.
											You see, I do this
so that my students understand
											that when I'm training them
to drive a car and I say,
											""Clear every intersection,""
											they understand that I mean
every traffic signal, every cross street,
											every side street, every parking lot,
every dirt road, every crosswalk,
											every intersection without fail.
									","
											Cem pessoas morrem todos os dias
											em acidentes rodoviários.
											Pensem nisso por um momento.
											É o equivalente
a quatro aviões comerciais
											caírem todas as semanas.
											No entanto, não nos convencemos
a ter uma atenção perfeita ao volante.
											Por isso ensino os meus motoristas
a valorizarem a perfeição.
											É por isso que os obrigo a decorar
											o nosso programa de condução
defensiva de 131 palavras
											palavra por palavra,
											e a seguir têm de o escrever.
											Uma palavra errada,
uma palavra mal escrita,
											uma vírgula em falta,
chumbam no teste.
											É por isso que faço inspeções
às fardas todos os dias.
											As camisolas interiores
são brancas ou castanhas
											os sapatos, de cabedal
preto ou castanho
											e não esperem chegar amarrotados 
à minha aula e que vos deixe ficar.
											É por isso que eu insisto
que sejam pontuais.
											Não se atrasem para as aulas,
para o descanso, nem para o almoço.
											Quando for suposto estarem
em algum lado, estejam lá.
											Faço isto para que
os meus alunos entendam
											que, quando os estou a ensinar
a guiar um carro e digo:
											""Passem todos os cruzamentos,""
											estou a falar de todos os sinais,
todas as ruas transversais
											todas as ruas secundárias,
todos os parques
											todas as estradas de terra,
todas as passadeiras
											todos os cruzamentos,
sem quaisquer falhas.
									","
											Cien personas mueren todos los días
											por choques con vehículos.
											Piensen en eso un segundo.
											Eso equivale a cuatro aviones comerciales
											que chocan cada semana,
											pero aun así no nos convencemos de 
prestar perfecta atención al volante.
											Por eso enseño a mis conductores 
a valorar la perfección.
											Es por eso que les hago memorizar
											nuestro programa de manejo 
defensivo de 131 palabras
											perfectamente,
											y luego les hago reescribirlas.
											Una palabra incorrecta, mal escrita, 
una coma faltante, es una prueba fallida.
											Es por eso que hago inspecciones 
de uniformes a diario.
											Las camisetas son blancas 
o marrones solamente,
											los zapatos son de 
cuero negro o marrón pulido
											y no lleguen con mal aspecto a mi clase 
y esperen que les deje quedar.
											Por eso insisto en que 
mis conductores lleguen a tiempo.
											No lleguen tarde a clase, 
al descanso, al almuerzo.
											Cuando se supone que debes 
estar en algún lugar, debes estar ahí.
											Hago esto para que 
mis alumnos entiendan
											que cuando los entreno 
para conducir un auto y digo
											""Limpien cada intersección""
											entiendan que me refiero a cada 
señal de tráfico, a cada cruce de calles,
											cada calle lateral, cada estacionamiento, 
cada camino de tierra,
											cada paso de peatones, 
cada intersección, sin falla.
									","
											Cent personnes 
meurent chaque jour
											dans un accident de la route.
											Réfléchissez-y une seconde.
											C'est l'équivalent de 4 collisions
d'avions de transport
											chaque semaine,
											et pourtant nous n'arrivons pas à nous 
astreindre à nous concentrer au volant.
											Donc j'apprends à mes chauffeurs 
à valoriser la perfection.
											C'est pour ça que je leur fais mémoriser
											notre programme 
de conduite défensive en 131 mots
											par cœur,
											et je le leur fais écrire.
											Une faute de terme, d'orthographe,
de ponctuation, et le test est raté.
											C'est pour ça que j'inspecte
les uniformes chaque jour.
											Les maillots sont blancs ou bruns.
											Les chaussures en cuir lisse noir ou brun
											et n'espérez pas rester en cours
si vous arrivez tout froissé.
											C'est pour ça que j'insiste
sur la ponctualité.
											Pas de retard : ni en cours, 
ni en pause, ni au déjeuner.
											Si on vous attend quelque part,
soyez-y.
											Vous voyez, je fais cela
pour que mes étudiants comprennent
											que quand je les forme à la conduite
et que je dis :
											« Vérifiez chaque intersection ! »
											ils comprennent que ca veut dire
chaque feu rouge, chaque carrefour,
											chaque petite rue, parking,
voie privée, passage piéton,
											chaque intersection, sans exception.
									","
											Her gün yüz insan
araç kazalarında hayatını kaybediyor.
											Bunu bir saniyeliğine düşünün.
											Her hafta düşen dört ticari uçağa denk,
											ancak hâlâ kendimizi

											direksiyon başında tamamen 
konsantre olmaya ikna edemiyoruz.
											Bu yüzden sürücülerime
mükemmelliğe değer vermeyi öğretiyorum.
											Bu yüzden 131 kelimelik
tedbirli araç kullanma programımızı
											kusursuz şekilde onlara ezberletiyor,
											sonra yeniden yazdırıyorum.
											Yanlış kelime, yanlış yazılmış bir kelime,
eksik bir virgül, başarısız bir test.
											Bu yüzden günlük
üniforma teftişleri yapıyorum.
											Atlet ya beyaz ya da kahverengi,
											ayakkabı siyah 
ya da kahverengi cilalı deri,
											yani sınıfıma kırışık giysiyle gelip
oturmana izin vermemi bekleme.
											Bu yüzden ısrar ediyorum ki
sürücülerim dakik olsunlar.
											Sınıfa, molaya, öğle yemeğine geç kalma.
											Bir yerde olman gerektiğinde orada ol.
											Bunu yapıyorum ki öğrencilerim,
											araç kullanmaları için ders verirken
											""Her kavşağı temizle"" dediğimde
											her trafik işareti, her çapraz yanyol,
her ara sokak, her otopark,
											her toprak yol,
her yaya geçidi, her kavşak
											demek istediğimi
başarısız olmadan anlasınlar.
									",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
"
","
","
","
","
",We should aim for perfection — and stop fearing failure,Jon Bowers,10:54,"success,work,failure,cars,personal growth,teaching,leadership,society,goal-setting"
