en,tr,fr,title,speaker,duration,tags
"
","
","
",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
											Good afternoon.
											My name is Uldus.
											I am a photo-based artist from Russia.
											I started my way around six years ago
											with ironic self-portraits
											to lay open so many stereotypes
											about nationalities, genders,
											and social issues —
											[""I am Russian. I sell drugs, guns, porno with kids!""]
[""Vodka = water. I love vodka!""] (Laughter) —
											using photography as my tool to send a message.
[""Marry me, I need a visa.""]
									","
											Tünaydın.
											Benim adım Uldus.
											Rusya'da fotoğraf üzerine 
çalışan bir sanatçıyım.
											İronik otoportrelerle milliyet, cinsiyet
											ve sosyal meseleler hakkındaki
											pek çok klişeyi ifşa etmek üzere
											6 sene önce
											yola koyuldum —
											[""Rusum. Uyuşturucu, silah, çocuk pornosu satarım!""]
[""Votka = su. Votkaya bayılırım!""] (Gülüşmeler) —
											bir mesaj vermek için fotoğrafı araç olarak kullanarak.
[""Benimle evlen, vizeye ihtiyacım var.""]
									","
											Bonne apres-midi
											Je m'appelle Uldus
											Je suis photographe artistique de Russie
											il y a 6 ans que j'ai commencé
											à créer des autoportraits ironiques
											pour exposer les idées stéréotypées
											de la nationalité, du sexe
											et des questions sociales -
											[Je suis russe, je vends de la drogue, 
des armes et du porno juvénile!] 
[La vodka = l'eau. J'adore la vodka]
											(Rires)
											J'utilise la photographie 
pour envoyer un message.
											[Épouse-moi, j'ai besoin d'un visa]
									",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
","
","
",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
											Today, I am still performing in front of the camera
											and trying to be brave like Wonder Woman.
											I focus on balancing meaningful message,
											aesthetic, beauty, composition, 
some irony, and artifacts.
									","
											Bugün hâlâ kamera önünde 
performans gösteriyorum
											ve Harika Kadın (Wonder Woman) gibi cesur
olmaya çalışıyorum.
											Anlamlı bir mesaj, estetik, güzellik, 
kompozisyon, biraz ironi
											ve yapıtları dengelemeye
odaklanıyorum.
									","
											Aujourd'hui, je joue
toujours devant la camera
											et j'essaie d'être courageuse
comme Wonder Woman.
											J'essaie de trouver un juste milieu
entre un message significatif,
											l'esthétique, la beauté, la composition,
de l'ironie et des accessoires.
									",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
","
","
",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
											Today, I'm going to tell you about my project,
											which is named Desperate Romantics.
											They're my artifacts, or paintings
											from pre-Raphaelites Brotherhood England
											mid-19th century.
											I took the painting
											and gifted new, contemporary meaning
											talking about issues which are surrounding me
											in Russia,
											capturing people who are non-models
											but have an interesting story.
									","
											Bugün size projemden bahsetmek istiyorum,
											adı Umutsuz Romantikler.
											Bunlar, 19. yüzyıl ortalarında
											İngiltere'deki Ön-Raffaellocu 
Kardeşlik'ten
											yapıtlarım ve tablolarım.
											Resmi alıp
											Rusya'daki çevremde bulunan
											meselelerden bahsederek yeni, modern
											anlamlar verdim,
											model değil ama ilginç hikâyeleri olan
											insanları ele alarak.
									","
											Aujourd'hui je vais
vous parler de mon projet
											intitulé
« Les romantiques désespérés »
											Ce sont mes objets ou mes tableaux
											de la fraternité anglaise préraphaélite
											du milieu du 19e siècle.
											J'ai pris le tableau
											et je lui ai donné
un nouveau sens contemporain.
											en parlant de questions 
qui m'entouraient en Russie.
											Je saisissais des personnes 
qui n'étaient pas de mannequins
											mais ils avaient une histoire intéressante.
									",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
","
","
",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
											This boy is a professional dancer,
											only 12 years old,
											but at secondary school, he hides his dancing classes
											and is wearing the mask of brutality,
											trying to be united with the rest of his classmates
											like a storm trooper has no personality.
											But this boy has goals and dreams
											but hides it to be socially accepted,
											because being different isn't easy,
											especially in Russia.
									","
											Bu çocuk profesyonel bir dansçı,
											sadece 12 yaşında,
											ancak ortaokulda dans derslerini gizliyor
											ve acımasızlık maskesini giyiyor,
											sınıf arkadaşları ile bir araya
gelmeye çalışıyor,
											kişiliği olmayan fırtına askerleri gibi.
											Bu erkek çocuğunun hedefleri
ve hayalleri var,
											ama toplumda kabul görmek için saklıyor.
											Çünkü farklı olmak kolay değil,
											özellikle de Rusya'da.
									","
											Ce garçon-là est danseur professionnel,
											il n'a que 12 ans,
											mais au collège, il cache 
ses cours de danse
											et porte la masque de la brutalité,
											en essayant de rejoindre
ses camarades de classe
											et comme un soldat d'assaut,
il n'a aucune personnalité
											Mais ce garçon-là a 
des ambitions et des rêves
											mais il les cache 
pour être socialement accepté,
											parce que d'être différent
n'est pas facile
											en particulier en Russie.
									",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
","
","
",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
"
											Next portrait interpretation is metaphoric.
											And this is Nikita,
											a security guard from one of the bars
											in St. Petersburg.
											He likes to say, ""You wouldn't like me when I'm angry,""
											quoting Hulk from the movie,
											but I've never seen him angry.
											He hides his sensitivities and romantic side,
											because in Russia, among guys,
											that's not cool to be romantic,
											but it's cool to be surrounded with women
											and look like an aggressive hulk.
											(Laughter)
									","
											Bir sonraki portre yorumu ise metaforik.
											Bu Nikita,
											St. Petersburg'daki barlardan birinde
											güvenlik görevlisi.
											""Kızınca beni hiç sevmezsin"" 
demeyi sever,
											Hulk filminden alıntı yaparak,
											ama onu hiç sinirli görmedim.
											Duyarlılığını ve romantik 
yanını saklıyor,
											çünkü Rusya'da erkekler arasında
											romantik olmak havalı değildir,
											onun yerine kadınlarla çevrelenip
											agresif bir Hulk gibi görünmek havalıdır.
											(Gülüşmeler)
									","
											On doit interpréter métaphoriquement
le portrait suivant.
											Voici Nikita,
											agent de sécurité d'un bar
à Saint-Pétersbourg.
											il aime bien dire, « tu ne m'aimerais pas
que je me mette en colère. »
											une citation de Hulk, dans le film.
											Je ne l'ai jamais vu en colère.
											Il cache sa sensibilité et
ses tendances romantiques
											parce qu'en Russie, chez les mecs,
											ce n'est pas cool d'être romantique,
											mais c'est cool d'être 
entouré de femmes
											et de ressembler à un Hulk aggressif.
											(Rires)
									",Wry photos that turn stereotypes upside down,Uldus Bakhtiozina,4:03,"TED Fellows,art,humor,photography"
