es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
											Todo el mundo necesita un entrenador.
											No importa si uno es jugador de baloncesto,
											jugador de tenis, gimnasta
											o jugador de bridge.
											(Risas)
									","
											Todos precisamos de um treinador.
											Não importa se somos jogadores de basquetebol,
											tenistas, ginastas,
											ou jogadores de <i>bridge</i>.
											(Risos)
									","
											Everyone needs a coach.
											It doesn't matter whether you're a basketball player,
											a tennis player, a gymnast
											or a bridge player.
											(Laughter)
									","
											Tout le monde a besoin d'un coach.
											Peu importe que vous soyez joueur de basket,
											joueur de tennis, gymnaste,
											ou joueur de bridge.
											(Rires)
									","
											Wir alle brauchen einen Coach.
											Egal, ob wir Basketball oder
											Tennis spielen, Gymnastik machen
											oder Bridge spielen.
											(Gelächter)
									",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
","
","
","
","
",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
											Mi entrenadora de bridge, Sharon Osberg,
											dice que hay más fotos de
la parte posterior de su cabeza
											que de cualquier otra persona
del mundo. (Risas)
											Lo siento, Sharon. Aquí tienes.
									","
											A minha treinadora de <i>bridge</i>,
Sharon Osberg,
											diz que há mais fotos da sua nuca
											do que de qualquer outra pessoa no mundo.
(Risos)
											Perdão, Sharon. E aqui vamos nós.
									","
											My bridge coach, Sharon Osberg,
											says there are more pictures of the back of her head
											than anyone else's in the world. (Laughter)
											Sorry, Sharon. Here you go.
									","
											Ma coach de bridge, Sharon Osberg,
											dit que le dos de sa tête 
est le plus photographié
											du monde entier. (Rires)
											Désolé, Sharon. Tiens, c'est pour toi.
									","
											Mein Bridge-Coach, Sharon Osberg,
											behauptet, auf der ganzen Welt existieren 
mehr Fotos von ihrem Hinterkopf
											als von jedem anderen.
											Tut mir leid, Sharon. Ändern wir das.
									",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
","
","
","
","
",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
											Todos necesitamos personas
que nos den retroalimentación.
											De esa forma mejoramos.
											Por desgracia, hay un grupo de personas
											que casi no recibe
retroalimentación sistemática
											que los ayude a hacer mejor su trabajo,
											y estas personas
											tienen uno de los mejores trabajos del mundo.
											Hablo de los profesores.
											Cuando Melinda y yo supimos la poca
											retroalimentación útil que tenían
la mayoría de los profesores
											nos quedamos impresionados.
											Hasta hace poco,
más del 98 % de los profesores
											sólo recibían esta respuesta:
											satisfactorio.
											Si mi entrenadora de bridge solo me dijera
											""satisfactorio"",
											no tendría esperanza de mejorar.
											¿Cómo saber quién era el mejor?
											¿Cómo saber que hice diferente?
											Hoy en día, los distritos escolares renuevan
											la forma de evaluar a los profesores,
											pero aún así casi no les damos respuestas
											que les ayuden a mejorar sus prácticas.
											Nuestros profesores merecen algo mejor.
											El sistema actual no es justo con ellos.
											No es justo para los estudiantes,
											y está poniendo en riesgo
el liderazgo estadounidense.
											Por eso hoy quiero hablar de cómo
podemos ayudar a los profesores
											a conseguir las herramientas
de mejora que quieren y merecen.
									","
											Todos precisamos de pessoas 
que nos avaliem.
											É assim que melhoramos.
											Infelizmente, há um grupo de pessoas
											que quase não recebe avaliações 
sistematicamente
											para as ajudar a melhorar seu trabalho,
											e essas pessoas
											têm um dos mais importantes 
trabalhos do mundo.
											Falo dos professores.
											Quando a Melinda e eu soubemos
											de quão pouca avaliação útil recebe
a maioria dos professores,
											ficámos em choque.
											Até recentemente, mais de 98% 
dos professores
											só recebia uma palavra como avaliação:
											Satisfatório.
											Se tudo o que a minha treinadora 
de <i>bridge</i> me dissesse
											fosse que eu era ""satisfatório"",
											não teria qualquer esperança de melhorar.
											Como saberia quem é o melhor?
											Como saberia o que eu estava a fazer 
de diferente?
											Hoje, os agrupamentos escolares 
estão a reformular
											a forma de avaliar os professores,
											mas ainda não lhes damos 
quase nenhuma avaliação
											que os ajude mesmo a melhorar 
a sua prática docente.
											Os nossos professores merecem melhor.
											O sistema que temos hoje não é justo para eles.
											Não é justo para os estudantes,
											e está a pôr a liderança dos EUA em risco.
											Pelo que quero falar sobre como podemos ajudar
todos os professores
											a conseguirem as ferramentas que querem 
e merecem para melhorarem.
									","
											We all need people who will give us feedback.
											That's how we improve.
											Unfortunately, there's one group of people
											who get almost no systematic feedback
											to help them do their jobs better,
											and these people
											have one of the most important jobs in the world.
											I'm talking about teachers.
											When Melinda and I learned
											how little useful feedback most teachers get,
											we were blown away.
											Until recently, over 98 percent of teachers
											just got one word of feedback:
											Satisfactory.
											If all my bridge coach ever told me
											was that I was ""satisfactory,""
											I would have no hope of ever getting better.
											How would I know who was the best?
											How would I know what I was doing differently?
											Today, districts are revamping
											the way they evaluate teachers,
											but we still give them almost no feedback
											that actually helps them improve their practice.
											Our teachers deserve better.
											The system we have today isn't fair to them.
											It's not fair to students,
											and it's putting America's global leadership at risk.
											So today I want to talk about how we can help all teachers
											get the tools for improvement they want and deserve.
									","
											On a tous besoin de gens 
qui nous donnent un feedback.
											C'est comme ça qu'on progresse.
											Malheureusement, il y a un groupe de gens
											qui n'ont presque pas de feedback systématique
											pour les aider à améliorer 
leur façon de travailler,
											et ces gens-là
											exercent l'un des métiers 
les plus importants du monde.
											Je parle des enseignants.
											Quand Melinda et moi avons su
											le peu d'échos utiles 
que reçoivent les enseignants,
											ça nous a fait un choc.
											Jusqu'à récemment, 
plus de 98% des enseignants
											avaient pour feedback un seul mot :
											Satisfaisant.
											Si ma coach de bridge ne me disait
											rien de plus que « satisfaisant » ,
											je n'aurais aucun espoir de m'améliorer.
											Comment pourrais-je 
savoir qui était le meilleur ?
											Comment pourrais-je savoir 
ce que je ne faisais pas comme lui ?
											Aujourd'hui, les départements repensent
											leur manière d'évaluer les professeurs,
											mais on ne leur donne 
toujours quasiment pas de feedback
											qui les aide vraiment à améliorer leur pratique.
											Nos enseignants méritent mieux.
											Le système actuel n'est pas juste envers eux.
											Il n'est pas juste envers les élèves,
											et met en danger 
le statut de leader mondial de l'Amérique.
											Alors aujourd'hui, je veux parler de ce qu'on peut faire 
pour aider tous les enseignants
											à obtenir les outils pour progresser 
qu'ils veulent et méritent.
									","
											Wir alle brauchen jemanden, 
der uns Feedback liefert.
											Nur so können wir uns verbessern.
											Leider gibt es aber eine Gruppe von Menschen,
											die fast nie ein systematisches Feedback erhalten,
											um ihren Beruf immer besser auszuüben
											und gerade diese Menschen
											haben eine der wichtigsten Aufgaben 
auf der ganzen Welt.
											Die Rede ist von Lehrern.
											Als Melinda und ich erfuhren,
											wie wenig nützliches Feedback 
die meisten Lehrer erhalten,
											wollten wir es anfangs nicht glauben.
											Bis vor kurzem erhielten mehr 
als 98 Prozent aller Lehrer
											nur ein einziges Wort als Feedback:
											zufriedenstellend.
											Wenn mein Bridge-Coach 
mir immer nur gesagt hätte,
											meine Leistung sei zufriedenstellend,
											hätte ich keinerlei Chance, etwas zu lernen.
											Wie sollte ich jemals erfahren, 
wer die Besten sind?
											Wie sollte ich wissen, worin sich 
meine Methode von der anderer unterschied?
											In den amerikanischen Schulbehörden 
ist eine Umstrukturierung im Gang,
											die zum Ziel hat, die Arbeit 
der Lehrer zu bewerten,
											doch noch immer fehlt 
jegliche Form eines Feedbacks,
											das zur Verbesserung 
der Lehrerqualität führen könnte.
											Unsere Lehrer verdienen 
eine bessere Behandlung.
											Unser heutiges System verhält 
sich ihnen gegenüber sehr unfair.
											Es ist nicht fair den Schülern gegenüber
											und gefährdet die US-amerikanische 
globale Spitzenposition.
											Also möchte ich mit meiner heutigen Rede 
die Aufmerksamkeit auf Wege lenken,
											die den Lehrern die zu Recht geforderte und auch 
verdiente Chance gibt, ihren Lehransatz zu verbessern.
									",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
","
","
","
","
",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
											Empecemos preguntando
a quién le va bien.
											Por desgracia, no hay tablas
de clasificación internacionales
											de las respuestas a los profesores.
											Así que estudié los países
											cuyos estudiantes tienen
buen rendimiento académico
											y observé qué hacen allí
											para ayudar a sus profesores a mejorar.
											Veamos los resultados
en capacidad de lectura.
											EE.UU. no es número uno.
											Ni siquiera está entre los 10 primeros.
											Empata en el puesto 15
con Islandia y Polonia.
											Ahora, aparte de los lugares
											con mejor rendimiento en lectura que EE.UU.,
											¿cuántos tienen un sistema formal
											para ayudar a mejorar a los profesores?
											Once de los 14.
											EE.UU. empata en lectura en el puesto 15,
											pero en ciencia es el 23,
y en matemática el 31.
											Solo hay un área en la que
estamos casi en la cima,
											y es en no dar a nuestros profesores
											la ayuda necesaria para que
desarrollen sus habilidades.
									","
											Comecemos por perguntar 
quem está a fazer bem.
											Infelizmente, não existe nenhuma
tabela internacional de classificação
											para sistemas de avaliação docente.
											Estudei os países
											cujos estudantes se realizam academicamente,
											e estudei o que faziam
											para ajudar os seus professores a melhorar.
											Considerem as classificações da
proficiência de leitura.
											Os EUA não são o melhor.
											Nem estamos nos primeiros 10.
											Estamos empatados em 15.º lugar com 
a Islândia e a Polónia.
											Ora, de todos os lugares
											que conseguem melhor do que 
os EUA em leitura,
											quantos deles têm um sistema formal
											para ajudar os professores a melhorar?
											Onze dos 14.
											Os EUA estão empatados em 15.º na leitura,
											mas estão em 23.º em ciências e
31.º em matemática.
											Há apenas uma área em que 
estamos perto do topo,
											e é no falhanço em dar aos nossos professores
											a ajuda de que precisam para desenvolverem
as suas competências.
									","
											Let's start by asking who's doing well.
											Well, unfortunately there's no international ranking tables
											for teacher feedback systems.
											So I looked at the countries
											whose students perform well academically,
											and looked at what they're doing
											to help their teachers improve.
											Consider the rankings for reading proficiency.
											The U.S. isn't number one.
											We're not even in the top 10.
											We're tied for 15th with Iceland and Poland.
											Now, out of all the places
											that do better than the U.S. in reading,
											how many of them have a formal system
											for helping teachers improve?
											Eleven out of 14.
											The U.S. is tied for 15th in reading,
											but we're 23rd in science and 31st in math.
											So there's really only one area where we're near the top,
											and that's in failing to give our teachers
											the help they need to develop their skills.
									","
											Commençons par nous 
demander qui réussit bien.
											Eh bien, malheureusement, 
il n'y pas de classement international
											concernant le système de feedback 
pour les professeurs.
											Alors j'ai regardé du côté des pays
											dont les élèves réussissent bien 
académiquement,
											et j'ai observé ce qu'ils font
											pour aider leurs enseignants à s'améliorer.
											Prenons le classement 
des compétences en lecture.
											Les États-Unis ne sont pas premiers.
											Nous ne sommes même pas 
dans les 10 premiers.
											Nous partageons la 15e place 
avec l'Islande et la Pologne.
											Maintenant, de tous les pays
											réussissant mieux 
que les Etat-Unis en lecture,
											combien d'entre eux 
ont un système officiel
											qui aide les enseignants à s'améliorer ?
											11 sur 14.
											Les États-Unis partagent 
la 15e place en lecture,
											mais nous sommes 23e en sciences 
et 31e en maths.
											Il n'y a qu'un seul domaine où nous sommes 
proches du sommet
											et c'est celui de l'incapacité 
à donner à nos enseignants
											l'aide dont ils ont besoin 
pour développer leur compétences.
									","
											Fragen wir zunächst, 
welche Länder das schon tun.
											Leider gibt es keine internationale Rangliste
											für Lehrer-Feedback-Systeme.
											Deshalb suchte ich als erstes Länder, in denen
											Schülern eine gute akademische 
Ausbildung vermittelt wird,
											anschließend informierte ich mich, 
was in diesen Ländern
											getan wird, um die Lehrer zu unterstützen.
											Nehmen wir das Beispiel der Lesefähigkeit.
											Die USA stehen hier nicht an erster Stelle.
											Nicht einmal unter den ersten 10.
											wir sind auf Platz 15 
zusammen mit Island und Polen.
											Wie viele der Länder
											mit einen höheren Lesestandard als die USA
											verfügen denn über ein offizielles System,
											in dem die Weiterbildung 
von Lehrern gefördert wird?
											11 von 14 Ländern.
											Die Vereinigten Staaten liegen auf Platz 15,
											in den Naturwissenschaften sogar auf Platz 24 
und in Mathematik auf Platz 31.
											Nur in einem Bereich stehen wir fast an der Spitze.
											Wir verstehen es meisterhaft, unseren Lehrern
											die Unterstützung zu verweigern, 
die sie ihre Kenntnisse vertiefen ließe.
									",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
","
","
","
","
",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
"
											Analicemos los sistemas que tienen
mejor rendimiento académico:
											la provincia de Shanghái, China.
											Ocupa el primer lugar en todas las áreas:
											en lectura, matemática y ciencias,
											y una de las claves del éxito
increíble de Shanghái
											es la forma en la que promueve
la mejora en los profesores.
											Se aseguran de que los profesores más jóvenes
											tengan la oportunidad de ver
trabajar a profesores magistrales.
											Tienen grupos de estudio semanales
											donde se reúnen los profesores
a hablar de lo que funciona.
											Incluso solicitan que cada profesor analice
											y dé retroalimentación a sus colegas.
									","
											Vamos olhar para o melhor em 
desempenho académico:
											a província de Xangai, na China.
											Eles são os primeiros em todas as áreas,
											em leitura, matemática e ciências,
											e uma das chaves para o incrível 
sucesso de Xangai
											é o modo como ajudam os professores a
melhorar sempre.
											Eles asseguram que os jovens professores
											tenham a oportunidade de ver 
o trabalho dos mestres.
											Têm grupos de trabalho semanais,
											onde os professores se juntam e falam 
sobre o que funciona.
											Eles até pedem que cada professor observe
											e dê a sua apreciação aos seus colegas.
									","
											Let's look at the best academic performer:
											the province of Shanghai, China.
											Now, they rank number one across the board,
											in reading, math and science,
											and one of the keys to Shanghai's incredible success
											is the way they help teachers keep improving.
											They made sure that younger teachers
											get a chance to watch master teachers at work.
											They have weekly study groups,
											where teachers get together and talk about what's working.
											They even require each teacher to observe
											and give feedback to their colleagues.
									","
											Jetons un coup d’œil 
au meilleur compétiteur académique :
											la province de Shanghai, en Chine.
											Ils sont premiers dans toutes les catégories,
											lecture, maths et science,
											et l'une des clefs du succès incroyable 
de Shanghai
											est leur manière d'aider leurs enseignants
à progresser continuellement.
											Ils se sont assurés 
de donner aux jeunes enseignants
											une opportunité de voir 
les maîtres formateurs à l’œuvre.
											Ils ont des réunions hebdomadaires
											où les professeurs se rassemblent 
et parlent de ce qui marche.
											Ils exigent même 
que chaque professeur observe
											et donne un retour à ses collègues.
									","
											Werfen wir nun einen Blick 
auf Rang 1 der besten Lehrkräfte:
											die chinesische Provinz Shanghai.
											Shanghai befindet sich augenblicklich 
auf dem ersten Platz
											in Bezug auf Lesefähigkeit und Mathe 
sowie in den Naturwissenschaften.
											Eine Schlüsselfunktion für 
diesen unglaublichen Erfolg
											kommt der Unterstützung 
der Lehrerfortbildung zu.
											Jungen Lehrkräften wurde 
die Möglichkeit gegeben,
											erfolgreichen Lehrmeistern 
beim Unterrichten zuzuschauen.
											Jede Woche finden Arbeitsgruppen statt,
											wo sich Lehrer treffen 
und Erfahrungen austauschen.
											Jeder Lehrer hat die Aufgabe, 
die Unterrichtstechniken
											von Kollegen zu beobachten und ihnen 
ein persönliches Feedback zu geben.
									",Teachers need real feedback,Bill Gates,10:24,"culture,education,global issues,teaching"
