en,es,pt,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											I'll just take you to Bangladesh for a minute.
									","
											Les llevaré hasta Bangladesh sólo durante un minuto.
									","
											Vou levar-vos ao Bangladesh por um minuto.
									","
											Je vais juste vous emmener au Bangladesh pour une minute.
									","
											Ich werde Sie nun kurz nach Bangladesch entführen.
									","
											Sizi bir dakikalığına 
Bangladeş’e götüreceğim.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											Before I tell that story, we should ask ourselves the question:
											Why does poverty exist?
											I mean, there is plenty of knowledge and scientific breakthroughs.
											We all live in the same planet,
											but there's still a great deal of poverty in the world.
											And I think — so I want to throw a perspective that I have,
											so that we can assess this project, or any other project, for that matter,
											to see whether it's contributing or —
											contributing to poverty or trying to alleviate it.
									","
											Antes de contarles esa historia, deberíamos hacernos una pregunta:
											¿Por qué existe la pobreza?
											Quiero decir que hay mucho conocimiento y avances científicos.
											Vivimos todos en el mismo planeta,
											sin embargo existe aún muchísima pobreza en el mundo.
											Y creo... quiero plantear una perspectiva que tengo,
											para que así podamos evaluar este proyecto, o cualquier otro, al respecto,
											para ver si está contribuyendo o...
											a aumenta la pobreza o a aliviarla.
									","
											Antes de contar essa história,
deveríamos perguntarmo-nos:
											Porque é que a pobreza existe?
											Quero dizer, há muito conhecimento
e progresso científico.
											Todos nós vivemos no mesmo planeta,
											apesar disso, ainda há
muita pobreza no mundo.
											E eu quero dar a conhecer
a perspetiva que eu tenho,
											para podermos ver se este projeto
ou qualquer outro projeto, por acaso,
											para ver se isso
está a contribuir para a pobreza
											ou se está a tentar mitigá-la.
									","
											Avant que je raconte cette histoire, nous devrions nous poser la question :
											Pourquoi la pauvreté existe ?
											Je veux dire, il y a énormément de connaissance et de percées scientifiques.
											Nous vivons tous sur la même planète,
											mais il y a toujours énormément de pauvreté dans le monde.
											Et je pense — je veux donc lancer une idée que j'ai,
											de sorte que nous puissions évaluer ce projet, ou tout autre projet, d'ailleurs
											pour voir s'il contribue ou —
											contribue à la pauvreté ou tente de l'alléger.
									","
											Bevor ich meine Geschichte erzähle, sollten wir uns die Frage stellen:
											Warum existiert Armut?
											Ich meine, mittlerweile gibt es reichlich Erfahrung und wissenschaftliche Durchbrüche.
											Wir leben alle auf demselben Planeten,
											und trotzdem gibt es sehr viel Armut in der Welt.
											Und ich denke – ich möchte Ihnen meine Sichtweise erläutern,
											damit wir dieses Projekt, oder jedes andere Projekt dieser Art, auswerten können,
											um zu sehen,
											ob es die Armut vermehrt oder reduziert.
									","
											Ben bu hikâyeyi anlatmadan önce, 
kendimize şu soruyu sormalıyız:
											
Yoksulluk neden var?

											Demek istediğim çok fazla bilgi 
ve bilimsel ilerleme var.
											
Hepimiz aynı gezegende yaşıyoruz,

											ancak dünyada yoksulluk oranı
hâlâ çok yüksek.
											Ve bence — kendi bakış açımdan 
bahsetmek istiyorum
											konuyla ilgili bu projeyi veya 
başka bir projeyi inceleyebiliriz.
											İncelediğimiz projenin yoksulluğa 
bir katkısı var mı?
											Ya da yoksulluğu hafifletmeye 
çalışıyor mu? Böylece görebiliriz.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											Rich countries have been sending aid to poor countries for the last 60 years.
											And by and large, this has failed.
											And you can see this book,
											written by someone who worked in the World Bank for 20 years,
											and he finds economic growth in this country to be elusive.
											By and large, it did not work.
											So the question is, why is that?
									","
											Durante los últimos 60 años los países ricos han estado enviando ayuda a los países ricos.
											Con todo, ha sido un fracaso.
											Pueden ver este libro,
											escrito por alguien que trabajó en el Banco Mundial durante 20 años,
											y a quien el crecimiento económico en este país le resulta difícil de alcanzar.
											Con todo, no ha funcionado.
											Por lo tanto la cuestión es, ¿por qué es así?
									","
											Nos últimos 60 anos os países ricos
têm enviado ajuda para os países pobres.
											E, em geral, essa ajuda foi um fracasso.
											Podem ver este livro,
											escrito por alguém que trabalhou
no Banco Mundial durante 20 anos.
											Considera o crescimento económico
neste país uma ilusão.
											Em geral, não funcionou.
											Então a pergunta é, porque será?
									","
											Les pays riches envoient de l'aide aux pays pauvres depuis 60 ans.
											et dans l'ensemble, cela a échoué
											Et vous pouvez voir ce livre,
											écrit par quelqu'un qui a travaillé à la Banque Mondiale pendant 20 ans,
											et il estime que la croissance économique dans ce pays est hors d'atteinte.
											Dans l'ensemble, cela n'a pas marché.
											La question est donc, pourquoi ?
									","
											Reiche Nationen haben arme Nationen seit 60 Jahren mit Hilfsgütern unterstützt.
											Im Großen und Ganzen hat das nicht funktioniert.
											Dieses Buch
											wurde von jemandem geschrieben, der 20 Jahre bei der Weltbank gearbeitet hat.
											Er meint, dass wirtschaftliches Wachstum in diesem Land schwer realisierbar ist.
											Es hat im Großen und Ganzen nicht funktioniert.
											Die Frage ist also: Warum?
									","
											Zengin ülkeler 60 yıldır 
yoksul ülkelere yardım gönderiyorlar.
											Fakat bu işe yaramıyor.
											
Bu kitaba bakabilirsiniz.

											Dünya Bankası'nda 20 yıl çalışmış 
biri tarafından yazıldı.
											Ve o da, bu ülkede ekonomik büyümenin
zor olduğunu söylüyor.
											Ve genellikle, bunun işe yaramadığını.
											Asıl sormamız gereken soru; neden böyle?
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											In my mind, there is something to learn from the history of Europe.
											I mean, even here, yesterday I was walking across the street,
											and they showed three bishops were executed 500 years ago,
											right across the street from here.
											So my point is, there's a lot of struggle has gone in Europe,
											where citizens were empowered by technologies.
											And they demanded authorities from —
											to come down from their high horses.
											And in the end, there's better bargaining
											between the authorities and citizens,
											and democracies, capitalism — everything else flourished.
											And so you can see, the real process of —
											and this is backed up by this 500-page book —
											that the authorities came down and citizens got up.
									","
											En mi opinión, hay algo que aprender de la historia de Europa.
											Incluso aquí, ayer iba por la calle,
											y me indicaron que hace 500 años tres obispos fueron ejecutados,
											aquí mismo, al otro lado de la calle.
											Así que mi idea es que ha habido grandes luchas en Europa,
											en donde los ciudadanos fueron empoderados por las tecnologías.
											Y exigieron a las autoridades...
											que se bajaran de sus pedestales.
											Y al final, se establece un acuerdo mejor
											entre las autoridades y los ciudadanos
											y las democracias, el capitalismo... todo floreció.
											Pueden ver, el proceso real de...
											y esto está respaldado por un libro de 500 páginas...
											que las autoridades descendieron y los ciudadanos ascendieron.
									","
											No meu entender, há algo a aprender
a partir da história da Europa.
											Quero dizer que, mesmo aqui,
ontem estava andar pela rua,
											e fiquei a saber que há 500 anos,
foram executados três bispos
											do outro lado da rua.
											O que eu quero dizer é que
houve muita luta na Europa,
											em que as tecnologias
capacitaram os cidadãos.
											E eles exigiram às autoridades
											que descessem dos seus altos cargos.
											No fim, houve uma melhor negociação
											entre as autoridades e os cidadãos
											e as democracias, o capitalismo 
— e tudo o resto correu bem.
											Portanto, podem ver, o verdadeiro processo
											— e isso está discriminado
neste livro de 500 páginas —
											em que as autoridades desceram
e os cidadãos subiram.
									","
											Selon moi, il y a quelques chose à apprendre de l'histoire de l'Europe.
											Je veux dire, même là, hier je marchais dans la rue
											et on m'a montré l'endroit où furent exécutés trois évêques il y a 500 ans,
											dans la rue juste en face.
											Mon point de vue est qu'il y a eu beaucoup de luttes en Europe,
											où les citoyens ont gagné du pouvoir grâce aux technologies.
											Et ils ont exigé des autorités
											de descendre de leurs grands chevaux.
											Et pour finir, il y a un meilleur pouvoir de négociation
											entre les autorités et les citoyens
											et les démocraties, le capitalisme — tout le reste prospéra.
											Et vous pouvez le constater, le processus réel par lequel —
											et ceci est étayé par ce livre de 500 pages —
											les gouvernements sont descendus et les citoyens se sont élevés.
									","
											Ich denke man kann von der Europäischen Geschichte lernen.
											Ich meine, erst gestern ging ich die Straße entlang,
											wo vor 500 Jahren drei Bischöfe hingerichtet wurden,
											direkt auf der anderen Straßenseite.
											Was ich meine ist, in Europa gab es viele Kämpfe,
											die Bürger wurden mit Hilfe von Technologie mächtiger.
											Und sie forderten die Machthaber auf,
											von ihren hohen Rössern abzusteigen.
											Das führte zu einem besseren Machtverhältnis
											zwischen Machthabern und der Bevölkerung
											und Demokratie, Kapitalismus – alles andere blühte auf.
											Sie sehen also,
											und auch dieses 500-Seiten Buch beschreibt dies,
											dass das Mächteverhältnis sich auszugleichen begann.
									","
											Bence Avrupa tarihinden 
öğreneceğimiz çok şey var.
											Demek istediğim, burada bile, 
dün caddenin karşısında yürürken,
											500 yıl önce üç piskoposun
idam edildiği yeri gösterdiler.
											Burada caddenin tam karşısında.
											Demek istediğim şu ki
insanların teknolojiyle güçlendirildiği
											Avrupa'da da zamanında 
büyük mücadeleler verildi.
											Devletten talepte bulundular.
											Onlara tepeden bakmayı
bırakmalarını istediler.
											Ve sonuç olarak, 
karşılıklı anlaşmalara vardılar.
											Devlet ve vatandaşlar arasında,
											demokrasi, kapitalizm— diğer her şey
iyileşti ve gelişti.
											Böylelikle asıl süreci görebilirsiniz—
											bu 500 sayfalık kitabın bu düşünceyi 
desteklediğini görebilirsiniz.
											Devlet onları desteklediğinde 
vatandaşların yükselişe geçtiği düşüncesi.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
","
","
","
","
","
",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
"
											But if you look, if you have that perspective,
											then you can see what happened in the last 60 years.
											Aid actually did the opposite.
											It empowered authorities,
											and, as a result, marginalized citizens.
											The authorities did not have the reason to make economic growth happen
											so that they could tax people
											and make more money for to run their business.
											Because they were getting it from abroad.
											And in fact, if you see oil-rich countries,
											where citizens are not yet empowered, the same thing goes —
											Nigeria, Saudi Arabia, all sorts of countries.
											Because the aid and oil or mineral money acts the same way.
											It empowers authorities, without activating the citizens —
											their hands, legs, brains, what have you.
									","
											Pero si observan, si tienen esa perspectiva,
											pueden ver lo que ha ocurrido en los últimos 60 años.
											La ayuda en realidad ha hecho lo contrario.
											Ha empoderado a las autoridades.
											Y como consecuencia, ha marginado a los ciudadanos.
											Las autoridades no han tenido motivo para promover el crecimiento económico
											para que pudieran aplicar impuestos a la gente
											y recaudar más dinero de la actividad de sus empresas.
											Porque lo estaban recibiendo del exterior.
											Y de hecho, si ven a los países ricos en petróleo,
											donde los ciudadanos no están empoderados, ocurre lo mismo.
											Nigeria, Arabia Saudí, todos esos países.
											Porque la ayuda y el dinero procedente del petróleo o la minería actúa igual.
											Empodera a las autoridades, sin activar a los ciudadanos...
											sus manos, piernas, sus mentes, y demás.
									","
											Mas se olharem,
se tiverem aquela perspetiva,
											então poderão ver o que aconteceu
nos últimos 60 anos.
											A ajuda fez o oposto.
											Deu mais poderes às autoridades.
											E como resultado,
marginalizou os cidadãos.
											As autoridades não tinham motivos
											para fazer com que acontecesse
o crescimento económico,
											de modo a poderem
cobrar impostos às pessoas
											e fazerem mais dinheiro
a gerir os seus negócios.
											Porque estavam a recebê-lo do exterior.
											De facto, se olharem
para os países ricos em petróleo,
											onde os cidadãos ainda não têm poder,
acontece a mesma coisa.
											A Nigéria, a Arábia Saudita,
todos esses países.
											Porque a ajuda e o petróleo
ou a riqueza mineral agem do mesmo modo.
											Dão mais poder às autoridades,
sem ativar os cidadãos
											— as suas mãos, pernas,
cérebro e tudo mais.
									","
											Mais si vous regardez, si vous avez cette perspective,
											alors vous pouvez voir ce qui s'est passé ces 60 dernières années.
											L'aide internationale a en réalité fait le contraire.
											Il a renforcé les gouvernements.
											Ce qui a marginalisé les citoyens.
											Les pouvoirs publics n'avaient aucune raison de promouvoir la croissance économique
											de sorte qu'ils pouvaient imposer les gens
											et faire plus d'argent en gérant leur business.
											Parce qu'ils le gérait depuis l'étranger.
											Et en fait, si vous voyez les pays producteurs de pétrole,
											où les citoyens n'ont encore aucun pouvoir, la même chose arrive.
											Nigéria, Arabie Saoudite, toutes sortes de pays.
											Parce que l'argent de l'aide et du pétrole ou des minerais agit de la même façon.
											Il renforce les gouvernements, sans prendre en compte les citoyens —
											leurs mains, jambes, cerveaux, ainsi de suite.
									","
											Wenn Sie aber die Problematik aus dieser Perspektive betrachten,
											dann sehen Sie, was in den letzten 60 Jahren geschehen ist.
											Hilfeleistungen haben eigentlich das Gegenteil bewirkt.
											Sie haben die Mächtigen gestärkt,
											und die Bevölkerung letztendlich entmachtet.
											Die Regierung sah keinen Grund, wirtschaftliches Wachstum zu fördern,
											um die Leute zu besteuern
											und somit Geld einzunehmen.
											Denn sie haben das Geld aus dem Ausland erhalten.
											Und das Gleiche gilt für die großen Öl-Nationen,
											wo Bürger bis heute keinen Einfluss haben –
											Nigeria, Saudi Arabien, alle möglichen Länder.
											Denn mit dem Geld aus Öl verhält es sich ähnlich.
											Es stärkt die Machthaber, bewirkt aber nicht,
											dass die restliche Bevölkerung selbst aktiv wird.
									","
											Fakat bakarsanız, 
bu bakış açısına sahip olursanız,
											son 60 yılda, ne olduğunu görebilirsiniz.
											Gönderilen yardımlar tam tersini yapıyor.
											Otoriteyi yani devleti güçlendiriyor.
											Ve sonuç olarak, 
vatandaşları ötekileştiriyor.
											Devlet neden ekonomik gelişmeyi
ve büyümeyi istesin ki?
											Çünkü insanlardan vergi alıyorlar.
											İşlerini yürütmek için 
daha fazla kazanıyorlar.
											Çünkü yurt dışından destek alıyorlardı.
											Aslında, petrol zengini ülkelere 
bakarsanız,
											insanların henüz güçlenmediğini, 
aynı şeyin—
											Nijerya, Suudi Arabistan ve bunun gibi 
ülkelerde— olduğunu göreceksiniz.
											Çünkü yardım, petrol, ya da 
madensel para aynı şeyi yapıyor.
											Yetkilileri güçlendiriyor, bunu da 
vatandaşları ayaklandırmadan,
											onların ruhu bile duymadan yapıyor.
									",How mobile phones can fight poverty,Iqbal Quadir,15:52,"alternative energy,business,communication,culture,global issues,invention,investment,microfinance,poverty,technology,telecom,transportation,global development"
