en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
											In my lab, we build
autonomous aerial robots
											like the one you see flying here.
											Unlike the commercially available drones
that you can buy today,
											this robot doesn't have any GPS on board.
											So without GPS,
											it's hard for robots like this
to determine their position.
											This robot uses onboard sensors,
cameras and laser scanners,
											to scan the environment.
											It detects features from the environment,
											and it determines where it is
relative to those features,
											using a method of triangulation.
											And then it can assemble
all these features into a map,
											like you see behind me.
											And this map then allows the robot
to understand where the obstacles are
											and navigate in a collision-free manner.
									","
											No meu laboratório, nós construímos
robôs aéreos autónomos
											como o que vocês veem aqui a voar.
											Ao contrário de outros drones disponíveis
comercialmente, que compramos hoje,
											este robô não tem nenhum GPS a bordo.
											Então, sem GPS,
											é difícil para robôs como este
determinar a sua posição.
											Este robô usa sensores a bordo,
câmaras e ""scanner"" a laser,
											para fazer a análise do ambiente.
											Ele deteta características do ambiente,
											e determina onde está 
em relação a essas características,
											usando um método de triangulação.
											Depois, pode reunir
todas essas características num mapa,
											como o que veem atrás de mim.
											Este mapa, em seguida, permite 
ao robô perceber onde estão os obstáculos
											e navegar sem problemas de colisão.
									","
											Laboratuvarımda otonom 
hava robotları geliştiriyoruz,
											burada uçarken gördüğünüz gibi.
											Bugün ticari olarak satılan
mevcut dronların aksine,
											bu robotun üzerinde GPS 
(Küresel konumlandırma sistemi) yok.
											GPS olmadan,
											bunun gibi robotların yönlerini 
saptamaları zordur.
											Bu robot çevreyi taramak için 
yerleşik sensörler, kameralar
											ve lazer tarayıcılar kullanır.
											Çevredeki özellikleri saptamak suretiyle,
											nirengi metodunu kullanarak 
bu özelliklere göreli olarak
											nerede olduğunu saptar.
											Sonra bütün bu özellikleri bir 
harita olarak bir araya getirir,
											arkamda görmüş olduğunuz gibi.
											Ardından bu harita robotun engellerin 
nerede olduğunu anlamasını
											ve çarpmayacak şekilde gitmesini sağlar.
									","
											Dans mon labo, on construit des robots
qui peuvent voler en autonomie,
											comme celui que vous voyez ici.
											Contrairement aux drones que l'on peut
acheter dans le commerce de nos jours,
											celui-ci n'est pas équipé de GPS.
											Donc, sans GPS,
											c'est difficile pour ce genre de robot
de déterminer sa position.
											Il est donc équipé de capteurs,
caméras et lasers,
											utilisés pour scanner son
environnement.
											Le robot détecte ce qui se trouve
autour de lui,
											et utilise ces données
pour déterminer sa position relative
											simplement en triangulant.
											Il peut ensuite créer une carte
à partir de ces données,
											comme celle qui s'affiche derrière moi.
											Cette carte permet ensuite au robot de
savoir où se trouvent les obstacles
											et donc de naviguer en évitant
les collisions.
									",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
","
","
","
",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
											What I want to show you next
											is a set of experiments
we did inside our laboratory,
											where this robot was able
to go for longer distances.
											So here you'll see, on the top right,
what the robot sees with the camera.
											And on the main screen —
											and of course this is sped up
by a factor of four —
											on the main screen you'll see
the map that it's building.
											So this is a high-resolution map
of the corridor around our laboratory.
											And in a minute
you'll see it enter our lab,
											which is recognizable
by the clutter that you see.
									","
											O que eu quero mostrar a seguir
											é um conjunto de experiências 
que fizemos no nosso laboratório,
											onde este robô foi capaz
de ir a maiores distâncias.
											Veem aqui, no canto superior direito,
o que o robô vê com a câmara.
											No ecrã principal
											— isto está acelerado quatro vezes —
											no ecrã principal vão ver 
o mapa que está a ser construído.
											Este é um mapa de alta resolução
do corredor em volta do nosso laboratório.
											Dentro de instantes, vão vê-lo
entrar no laboratório,
											que é reconhecível
pela desordem que estão a ver.
									","
											Size bundan sonra göstermek istediğim şey,
											laboratuvarımızda 
yaptığımız bir dizi deney,
											bunlarla bu robotun daha uzun mesafeler 
boyunca gitmesini sağladık.
											Burada sağ üstte robotun kamerayla 
ne gördüğüne bakabilirsiniz.
											Ana ekranda ise —
											ve elbette bu dört katına 
hızlandırılmış hâli —
											ana ekranda oluşturduğu 
haritayı göreceksiniz.
											Bu laboratuvarımızın çevresindeki 
koridorun yüksek çözünürlüklü haritası.
											Bir dakika içinde laboratuvarımıza 
girdiğini göreceksiniz,
											ki göreceğiniz karışıklıktan 
bu anlaşılıyor.
									","
											Maintenant, je voudrais vous montrer
											une série d'expériences réalisées
dans notre laboratoire,
											où ce robot a pu parcourir
des distances plus grandes.
											En haut à droite, vous pouvez voir
ce que le robot voit à travers la caméra.
											Et sur l'écran principal,
											- la vitesse de la vidéo est multipliée
par quatre -
											vous pouvez voir la carte 
que le robot dessine.
											On a donc une carte en haute résolution
du couloir autour du labo.
											Et bientôt, vous allez le voir
entrer dans le labo,
											que l'on reconnaît facilement 
au désordre qui y règne.
									",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
","
","
","
",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
","
","
","
",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
											But the main point I want to convey to you
											is that these robots are capable
of building high-resolution maps
											at five centimeters resolution,
											allowing somebody who is outside the lab,
or outside the building
											to deploy these
without actually going inside,
											and trying to infer
what happens inside the building.
									","
											Mas o ponto principal 
que vos quero transmitir
											é que estes robôs são capazes
de construir mapas de alta resolução,
											uma resolução de cinco centímetros,
											permitindo que alguém que está fora 
do laboratório, ou fora do edifício
											os coloque sem ter que lá entrar,
											e tentar deduzir o que acontece
no interior do edifício.
									","
											Ancak size aktarmak 
istediğim ana nokta şu ki,
											bu robotlar beş santimetre çözünürlükle
yüksek çözünürlüklü haritalar
											yapma yeteneğine sahipler,
											bu durum da laboratuvar dışındaki 
veya bina dışındaki birinin
											aslında içeri girmeden ve binanın 
içinde olanları anlamaya
											çalışmadan bunları 
görevlendirmesini sağlıyor.
									","
											Ce que je voulais vous faire comprendre,
											c'est que ces robots sont capables
de dessiner des plans en haute résolution
											à 5 cm près,
											ce qui permet à quelqu'un à l'extérieur
du laboratoire ou même du bâtiment
											de les contrôler sans avoir besoin
d'aller à l'intérieur,
											et d’interagir avec ce qui se passe dans
le bâtiment.
									",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
","
","
","
",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
"
											Now there's one problem
with robots like this.
											The first problem is it's pretty big.
											Because it's big, it's heavy.
											And these robots consume
about 100 watts per pound.
											And this makes for
a very short mission life.
											The second problem
											is that these robots have onboard sensors
that end up being very expensive —
											a laser scanner, a camera
and the processors.
											That drives up the cost of this robot.
									","
											Agora, há um problema
com robôs como este.
											O primeiro problema é que é muito grande.
											Como é grande, é pesado também.
											Estes robôs consomem
cerca de 200 watts por quilo,
											Por isso o tempo 
de uma missão é muito curto.
											O segundo problema
											é que estes robôs têm sensores a bordo
que acabam por ser muito caros
											— um ""scanner"" a laser, 
uma câmara e os processadores.
											Isso aumenta o custo deste robô.
									","
											Ancak bunun gibi robotlarla 
ilgili bir sorun var.
											İlk sorun, oldukça büyükler.
											Büyük oldukları için ağırlar.
											Bu robotlar libre (453,6 gr) 
başına 100 vat harcıyorlar.
											Bu da çok kısa bir uçuş süresi 
anlamına geliyor.
											İkinci sorun,
											bu robotların üzerinde çok pahalıya 
mal olan sensörler var —
											bir lazer tarayıcı, 
bir kamera ve işlemciler.
											Bunlar da bu robotun fiyatını yükseltiyor.
									","
											Cela dit, ces robots posent un problème.
											D'abord, ils sont grands.
											Donc, ils sont lourds.
											Et ils consomment environ 
100 watts par livre,
											donc les missions ne peuvent
être que très courtes.
											Ensuite, les capteurs
dont ils sont équipés
											finissent par revenir très cher :
											un scanneur laser, une caméra,
plus les processeurs.
											Cela augmente encore le prix du robot.
									",The future of flying robots,Vijay Kumar,13:09,"TEDx,agriculture,computers,design,engineering,robots,science,technology,biomimicry,drones,machine learning,flight,demo,insects,innovation,bees,farming,garden,plants"
