en,pt,fr,tr,es,title,speaker,duration,tags
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											Chris Anderson: Hello.
Welcome to this TED Dialogues.
											It's the first of a series
that's going to be done
											in response to the current
political upheaval.
											I don't know about you;
											I've become quite concerned about
the growing divisiveness in this country
											and in the world.
											No one's listening to each other. Right?
											They aren't.
											I mean, it feels like we need
a different kind of conversation,
											one that's based on — I don't know,
on reason, listening, on understanding,
											on a broader context.
									","
											Chris Anderson: Olá.
Bem-vindos a estes Diálogos TED.
											Este é o primeiro de uma série
que vai ser feita
											em resposta à actual
agitação política.
											Não sei quanto a vocês;
											mas eu fiquei preocupado com
a crescente divisão política no nosso país.
											e no mundo.
											Ninguém se ouve uns aos outros. Certo?
											Não se ouvem.
											Parece que precisamos
de uma conversa diferente,
											uma que seja baseada na razão,
em ouvir, em compreender,
											num contexto mais amplo.
									","
											Chris Anderson : Bonjour, 
et bienvenue pour ce Dialogue TED,
											le premier d'une série de conversations
											en réponse aux bouleversements
politiques actuels.
											Je ne sais pas vous,
											mais moi je commence à m'inquiéter 
de la division grandissante dans ce pays
											et dans le monde.
											Plus personne ne s'écoute, 
n'est-ce pas ?
											Plus personne.
											On dirait qu'il nous faut 
un autre type de conversation,
											basé sur... la raison, l'écoute, 
la compréhension,
											un contexte plus large.
									","
											Chris Anderson: Merhaba.
TED Diyalogları'na hoş geldiniz.
											Bu, güncel politik
çalkantılar ile ilgili çekilecek
											serinin ilk kısmı.
											Sizi bilmiyorum ama;
											ben bu ülkede ve dünyada
gittikçe çoğalan anlaşmazlıktan
											oldukça endişelenmeye başladım.
											Kimse birbirini dinlemiyor. Değil mi?
											Dinlemiyor.
											Yani, daha farklı bir sohbet türüne
ihtiyacımız varmış gibi geliyor,
											bilemiyorum, belki de daha geniş
bir kapsamda mantığa, dinlemeye,
											anlamaya odaklı bir sohbet.
									","
											Chris Anderson: Hola. 
Bienvenidos a Diálogos TED.
											El primero de una serie que será producida
											en respuesta a la revuelta 
política actual.
											No sé qué piensen,
											estoy preocupado por la creciente 
confrontación que hay en este país
											y en el mundo.
											Nadie escucha al otro ¿verdad?
											No.
											Creo que necesitamos un tipo 
de conversación diferente,
											uno basado en, no sé, en la razón,
en escuchar y comprender,
											en un contexto más amplio.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											That's at least what we're going to try
in these TED Dialogues,
											starting today.
											And we couldn't have anyone with us
											who I'd be more excited to kick this off.
											This is a mind right here that thinks
pretty much like no one else
											on the planet, I would hasten to say.
											I'm serious.
									","
											Pelo menos, é o que vamos tentar fazer
com estes Diálogos TED,
											que começam hoje.
											Não poderíamos ter mais ninguém connosco
											com quem eu estivesse mais animado
para começar.
											Esta é uma mente
que pensa como ninguém
											no planeta, diria eu.
											Estou a falar a sério.
									","
											C'est ce que nous allons tenter 
avec ces Dialogues TED,
											à compter d'aujourd'hui.
											Et nous ne pouvions pas recevoir
											un invité plus enthousiasmant
pour cette première.
											Ce cerveau-là réfléchit comme nul autre
sur Terre, je tiens à le dire.
											Sérieusement.
									","
											En azından TED Diyalogları'nda
bugünden itibaren denemeye
											çalışacağımız şey bu.
											Ve bu yeni başlangıçta, bir başkası
											beni bu kadar heyecanlandıramazdı.
											Bunu söylemekte acele ediyorum,
fakat bu zihin, gezegendeki herkesten
											farklı düşünen bir zihin.
											Ciddiyim.
									","
											Eso es lo que intentaremos 
en estos Diálogos TED
											que comienzan hoy.
											No podríamos tener a nadie
											que me cause más entusiasmo para comenzar.
											Esta es una mente que piensa como nadie
											en el mundo, me atrevería a decir.
											Lo digo en serio.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											(Yuval Noah Harari laughs)
											I'm serious.
											He synthesizes history
with underlying ideas
											in a way that kind of takes
your breath away.
									","
											Ele sintetiza a História
com ideias subjacentes
											de uma maneira que nos tira o fôlego.
									","
											(Rires)
											Je suis sérieux.
											Il synthétise l'histoire
avec des idées sous-jacentes
											d'une manière qui coupe le souffle.
									","
											(Yuval Noah Harari gülüyor)
											Ciddiyim.
											Tarihi, altında yatan fikirlerle
											nefesinizi kesecek biçimde sentezliyor.
									","
											(Yuval Noah Harari ríe)
											Lo digo en serio.
											Él sintetiza la historia 
con ideas subyacentes
											en una manera que te deja sin aliento.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											So, some of you will know
this book, ""Sapiens.""
											Has anyone here read ""Sapiens""?
									","
											Talvez alguns de vocês
conheçam este livro, ""Sapiens"".
											Alguém aqui leu ""Sapiens""?
									","
											Certains d'entre vous connaissent 
ce livre « Sapiens ».
											Quelqu'un a lu « Sapiens » ?
									","
											Bazılarınız bu
kitabı tanıyacaktır, ""Sapiens"".
											""Sapiens""i okuyan var mı?
									","
											Algunos de Uds. han de conocer
este libro, ""Sapiens"".
											¿Alguien de aquí ha leído ""Sapiens""?
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
","
","
","
","
",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
"
											(Applause)
											I mean, I could not put it down.
											The way that he tells the story of mankind
											through big ideas that really make you
think differently —
											it's kind of amazing.
											And here's the follow-up,
											which I think is being published
in the US next week.
									","
											(Aplausos)
											Eu não consegui parar de o ler.
											A maneira como ele conta
a história da humanidade
											através de grandes ideias
que nos fazem pensar de outro modo
											é algo de extraordinário.
											E este é o seu seguimento,
											que vai ser publicado
nos EUA na próxima semana.
									","
											(Applaudissements)
											Je n'arrivais plus à le lâcher.
											La façon dont il raconte 
l'histoire de l'humanité
											à travers de grandes idées
qui changent notre manière de penser,
											c'est assez incroyable.
											Et voici la suite,
											qui, je crois, sera publiée
la semaine prochaine aux États-Unis.
									","
											(Alkış)
											Yani, kitabını elimden bırakamadım.
											İnsanlığın hikâyesini, farklı düşünmemizi
											sağlayan büyük fikirler
aracılığıyla anlatma biçimi —
											adeta inanılmazdı.
											Haftaya ABD'de
											yayınlanacak olan kitabınız da burada.
									","
											(Aplausos)
											Digo, no lo podría menospreciar.
											La forma en que cuenta
la historia de la humanidad
											a través de grandes ideas que
realmente te hacen pensar distinto.
											Es sorprendente.
											Y aquí está la secuela,
											que creo se publicará en EE.UU.
la próxima semana.
									",Nationalism vs. globalism: the new political divide,Yuval Noah Harari,1h  0m,"big problems,climate change,collaboration,democracy,future,economics,global development,global issues,history,humanity,identity,government,human origins,intelligence,media,news,politics,social change,society,technology,violence,war"
