en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
											Gabriel García Márquez is one of my favorite writers,
											for his storytelling,
											but even more, I think,
											for the beauty and precision of his prose.
											And whether it's the opening line from ""One Hundred Years of Solitude""
											or the fantastical stream of consciousness
											in ""Autumn of the Patriarch,""
											where the words rush by,
											page after page of unpunctuated imagery
											sweeping the reader along
											like some wild river
											twisting through a primal South American jungle,
											reading Márquez is a visceral experience.
											Which struck me as particularly remarkable
											during one session with the novel
											when I realized that I was being swept along
											on this remarkable, vivid journey
											in translation.
									","
											Gabriel García Márquez es uno de mis escritores favoritos,
											por su manera de contar historias,
											pero aún más, creo,
											por la belleza y precisión de su prosa.
											Ya sea en las primeras líneas de ""Cien años de soledad""
											o en el fantástico flujo de conciencia
											en ""El otoño del patriarca"",
											donde se precipitan las palabras,
											página tras página de imágenes sin puntuación
											que arrastran al lector
											como un río silvestre
											que atraviesa una primitiva selva sudamericana;
											leer a García Márquez es una experiencia visceral.
											Lo que me impactó de sobremanera
											durante una de mis sesiones con la novela
											fue que me di cuenta de que me estaban atrapando
											las imágenes de este vívido viaje
											en la traducción.
									","
											Gabriel García Márquez é um dos meus escritores favoritos,
											pelas suas histórias,
											mas mais ainda, penso eu,
											pela beleza e precisão da sua prosa.
											E seja a primeira linha de ""Cem Anos de Solidão""
											ou o fluxo de consciência do estilo fantástico
											em ""Outono do Patriarca"",
											em que as palavras passam a correr,
											página após página de imagética sem pontuação
											arrastando o leitor
											como um rio selvagem
											serpenteando através de uma floresta Sul americana primitiva,
											ler Márquez é uma experiência visceral.
											Algo que considerei particularmente admirável
											durante uma sessão de leitura do romance
											em que me apercebi que estava a ser arrastado
											para esta admirável e vívida viagem
											de tradução.
									","
											Gabriel García Márquez est un de mes écrivains préférés
											pour sa narration,
											mais encore plus, je crois,
											pour la beauté et la précision de sa prose.
											Et que ce soit la première phrase de « Cent ans de solitude »
											ou le merveilleux flux de conscience
											dans "" L’automne du Patriarche”
											où les mots se précipitent,
											page après page d’images sans ponctuation
											en entrainant le lecteur
											comme une sorte de rivière sauvage
											qui tournoie dans une jungle sud-américaine primale,
											lire Márquez est une expérience viscérale.
											Ce qui m’a frappé comme étant particulièrement remarquable
											au cours d'une lecture du roman
											je me suis rendu compte que j'étais entrainé
											dans ce voyage saisissant et remarquable
											dans une traduction.
									","
											Gabriel García Márquez ist einer meiner Lieblingsschriftsteller.
											Wegen seiner Art, Geschichten zu erzählen,
											aber viel mehr wegen der Schönheit
											und Genauigkeit seiner Prosa.
											Ob es die ersten Zeilen von ""100 Jahre Einsamkeit""
											oder der fantastische Bewusstseinsstrom
											im ""Herbst des Patriarchen"" sind,
											wenn die Worte vorbeirauschen,
											Seite um Seite interpunktionsloser Bilderflut,
											die den Leser davonspülen
											wie ein wilder Fluss, der sich
											durch einen südamerikanischen Dschungel windet,
											Márquez zu lesen geht an die Nieren.
											Es erstaunte mich vor allem
											beim Lesen eines seiner Romane,
											als ich bemerkte, dass das Davonspülen
											auf diese lebhafte Reise
											in einer Übersetzung geschah.
									",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
","
","
","
","
",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
											Now I was a comparative literature major in college,
											which is like an English major,
											only instead of being stuck studying Chaucer for three months,
											we got to read great literature in translation
											from around the world.
											And as great as these books were,
											you could always tell
											that you were getting close to the full effect.
											But not so with Márquez
											who once praised his translator's versions
											as being better than his own,
											which is an astonishing compliment.
									","
											Estudié literatura comparada en la universidad,
											que es como estudiar literatura inglesa,
											sólo que en lugar de estudiar a Chaucer durante tres meses,
											tuvimos que leer las traducciones de grandes obras
											de todo el mundo.
											Y si bien eran grandes libros,
											siempre parecía
											que no era posible abarcar toda la narración.
											Pero no para García Márquez
											que alguna vez elogió las versiones traducidas
											diciendo que eran mejores que su original,
											lo que es un increíble cumplido.
									","
											Ora eu era licenciado em literatura comparada,
											o que é como ser licenciado em Inglês,
											só que em vez de ficarmos a estudar Chaucer durante três meses,
											podíamos ler excelente literatura traduzida
											de todo o mundo.
											E por muito bons que esses livros fossem,
											percebíamos sempre
											que não nos estávamos a aproximar do efeito total.
											Mas não com Márquez
											que uma vez elogiou as versões do seu tradutor
											como sendo melhores que as suas,
											o que é um elogio espantoso.
									","
											A la fac je suivais un cours de littérature comparée
											une sorte de filière Anglais,
											sauf qu’au lieu d’être coincé à étudier Chaucer pendant trois mois,
											nous lisions de la grande littérature traduite
											du monde entier.
											Et malgré la grandeur du livre
											il était toujours possible
											d'en retirer un effet proche de celui de l’œuvre original.
											Mais pas pour Márquez
											qui pourtant a félicité les versions traduites
											comme étant meilleures que les siennes,
											ce qui est un incroyable compliment.
									","
											Ich habe einen Abschluss in Vergleichender Literaturwissenschaft,
											vergleichbar mit einem in Anglistik (oder Germanistik),
											nur statt drei Monate bei Chaucer festzukleben,
											lasen wir grosse Literatur aus aller Welt
											in Übersetzungen.
											Und so toll diese Werke waren,
											spürte man immer, dass man der vollen Wirkung
											sich nur näherte.
											Ganz anders bei Márquez, der einst
											die Fassung seines Übersetzers
											als besser als seine eigene pries.
											Ein erstaunliches Kompliment.
									",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
","
","
","
","
",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
											So when I heard that the translator, Gregory Rabassa,
											had written his own book on the subject,
											I couldn't wait to read it.
											It's called apropos of the Italian adage
											that I lifted from his forward,
											""If This Be Treason.""
											And it's a charming read.
											It's highly recommended for anyone who's interested
											in the translator's art.
											But the reason that I mention it
											is that early on, Rabassa offers
											this elegantly simple insight:
											""Every act of communication
											is an act of translation.""
									","
											Así que cuando escuché que el traductor, Gregory Rabassa,
											había escrito su propio libro acerca del tema,
											no veía la hora de leerlo.
											Su título viene del refrán italiano
											que tomé del prólogo,
											""Si esto es traición"".
											Y es una lectura encantadora,
											altamente recomendable para quién esté interesado
											en el arte de la traducción.
											Pero la razón por la que lo menciono
											es porque, al principio, Rabassa propone
											un pensamiento simple y elegante:
											""Cada acto de comunicación
											es un acto de traducción"".
									","
											Por isso quando soube que o tradutor, Gregory Rabassa,
											tinha escrito o seu próprio livro sobre o assunto,
											não pude esperar para o ler.
											Chama-se, a propósito do adágio italiano (Traduttore Traditore),
											que eu retirei do seu prefácio,
											""If This Be Treason"", (Se Isto É Traição).
											E é uma leitura encantadora.
											Altamente recomendada para todos os que se interessam
											na arte da tradução.
											Mas a razão por que o mencionei
											é que logo no início Rabassa oferece
											esta elegantemente simples observação:
											""Cada acto de comunicação
											é um acto de tradução.""
									","
											Donc, quand j’ai su que le traducteur, Gregory Rabassa,
											avait écrit son propre livre sur le sujet
											j'étais impatient de le lire.
											Son titre s'inspire du proverbe italien
											que j’ai tiré de sa préface ,
											« Si cela est une trahison »
											C’est une lecture fascinante.
											Elle est hautement recommandée à ceux qui s’intéressent
											à l’art de la traduction.
											Mais la raison pour laquelle je le cite
											est que très tôt, Rabassa propose
											cette idée simple et élégante :
											« Chaque acte de communication
											est un acte de traduction. »
									","
											Dieser Übersetzer, Gregory Rabassa, hatte
											ein Buch über dieses Thema geschrieben,
											und ich konnte nicht erwarten, es zu lesen.
											Es heisst, passend zum italienischen Sprichwort,
											das ich aus seinem Vorwort entführt habe,
											""If This Be Treason"" [""Wenn das Verrat ist""]
											Ein sehr charmantes Lesevergnügen.
											Sehr empfehlenswert für jeden, der sich für
											die Kunst der Übersetzung interessiert.
											Doch ich erwähne es, weil
											Rabassa uns hier sehr früh diesen
											eleganten, einfachen Einblick gewährt:
											""Jeder Kommunikationsvorgang ist
											ein Übersetzungsvorgang.""
									",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
","
","
","
","
",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
											Now maybe that's been obvious to all of you for a long time,
											but for me,
											as often as I'd encountered
											that exact difficulty on a daily basis,
											I had never seen the inherent challenge of communication
											in so crystalline a light.
											Ever since I can remember
											thinking consciously about such things,
											communication has been my central passion.
											Even as a child,
											I remember thinking that what I really wanted most in life
											was to be able to understand everything
											and then to communicate it to everyone else.
											So no ego problems.
											It's funny, my wife, Daisy,
											whose family is littered with schizophrenics —
											and I mean littered with them —
											once said to me, ""Chris, I already have a brother who thinks he's God.
											I don't need a husband who wants to be.""
									","
											Puede que esto haya sido obvio para todos ustedes
											pero para mí,
											que con frecuencia enfrento
											esa dificultad a diario,
											nunca había visto el problema inherente a la comunicación
											tan claramente.
											Desde que tengo uso de razón
											he pensado en detalle en esas cosas,
											y la comunicación ha sido mi pasión principal.
											Desde niño
											recuerdo que mi deseo más grande
											era poder entender todo
											y comunicárselo a todos.
											No es que me creyera mucho.
											Es divertido, mi esposa Daisy
											cuya familia está llena de esquizofrénicos
											-son muchos, de verdad-
											una vez me dijo: ""Chris, ya tengo un hermano que se cree Dios.
											No necesito un esposo que quiera serlo"".
									","
											Talvez isto já seja óbvio para todos vós há muito tempo,
											mas para mim,
											por muito que tenha encontrado
											esta mesma dificuldade diariamente,
											nunca tinha visto o desafio inerente da comunicação
											sob uma luz tão cristalina.
											Desde que me lembro
											de pensar conscientemente acerca destas coisas,
											a comunicação tem sido a minha principal paixão.
											Mesmo em criança,
											lembro-me de pensar que aquilo que realmente mais queria na vida
											era ser capaz de compreender tudo
											e depois de comunicar tudo a todas as outras pessoas.
											Por isso, nada de problemas de ego.
											Tem piada, a minha mulher, Daisy,
											cuja família está atulhada de esquizofrénicos —
											e acreditem, mesmo atulhada deles —
											uma vez disse-me, ""Chris, já tenho um irmão que pensa que é Deus.
											Não preciso de um marido que quer ser Deus.""
									","
											Cela est peut-être évident pour vous depuis longtemps
											mais moi,
											qui tombais sur cette difficulté
											presque tous les jours,
											je n’avais jamais vu l’implicite défi de communication
											aussi clairement.
											D'aussi loin que je me souvienne
											avoir réfléchi consciemment à ces choses-là,
											la communication a toujours été ma plus grande passion.
											Même enfant,
											je me rappelle avoir pensé que ce que je voulais le plus dans ma vie
											était d’être capable de tout comprendre
											et ensuite de le communiquer à tout le monde.
											Donc pas de problèmes d’ego.
											C’est drôle, ma femme, Daisy,
											qui vient d’une famille de schizophrènes —
											et je veux bien dire qu'elle en contint beaucoup —
											m’a dit une fois, « Chris, j’ai déjà un frère qui croit être Dieu.
											Je n’ai pas besoin d’un mari qui veut le devenir. »
									","
											Vielleicht war euch allen das schon lange klar,
											aber für mich, so oft ich
											genau dieser Schwierigkeit
											täglich begegnete, hatte ich diese
											der Verständigung inhärente Herausforderung
											nie so kristallklar gesehen.
											Seit ich mich erinnern kann,
											bewusst über so etwas nachzudenken,
											war Kommunikation meine zentrale Leidenschaft.
											Schon als Kind hatte ich
											den sehnlichen Wunsch, alles im Leben
											verstehen zu können und es dann
											allen anderen erzählen zu können.
											Also gar keine Egoprobleme. (Lachen)
											Meine Frau, in deren Familie es
											einen Haufen Schizophrener gibt –
											wirklich einen Haufen – sagte mir mal:
											""Chris, ich habe schon einen Bruder, der sich für Gott hält.
											Ich brauche nicht auch so einen Ehemann.""
									",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
","
","
","
","
",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gelächter)
									",Comedy is translation,Chris Bliss,16:00,"TEDx,communication,entertainment,humor,language,literature,comedy"
