en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
											Well, I'm an ocean chemist.
											I look at the chemistry
of the ocean today.
											I look at the chemistry
of the ocean in the past.
											The way I look back in the past
											is by using the fossilized remains
of deepwater corals.
											You can see an image of one
of these corals behind me.
											It was collected from close to Antarctica,
thousands of meters below the sea,
											so, very different
than the kinds of corals
											you may have been lucky enough to see
if you've had a tropical holiday.
									","
											Soy oceanógrafa química.
											Observo la química actual del océano.
											Estudio la química pasada del océano.
											Y observo el pasado
											mediante restos fosilizados 
de corales de aguas profundas.
											Se puede ver una imagen de uno 
de estos corales tras de mí.
											Fue recogido cerca de la Antártida, 
a miles de metros bajo el mar,
											Así que es muy diferente 
a los tipos de corales
											que posiblemente hayan podido ver 
durante unas vacaciones tropicales.
									","
											Ben bir okyanus kimyageriyim.
											Bugünün okyanus kimyasına bakıyorum.
											Geçmişin okyanus kimyasına bakıyorum.
											Geçmişe bakma yolum,
											derin sulardaki mercanların 
fosilleşmiş kalıntılarını kullanmak.
											Bu mercanlardan birinin 
resmini arkamda görebilirsiniz.
											Antarktika yakınlarında, denizin 
binlerce metre aşağısından alındı,
											yani eğer tropikal bir tatil yaptıysanız,
											görecek kadar şanslı olduğunuz türden 
mercanlardan çok farklı.
									","
											Chimiste spécialisée dans les océans,
											je m'intéresse à la composition chimique

											des océans, aujourd'hui et dans le passé.
											J'étudie le passé
											à travers les restes fossilisés
de coraux des profondeurs.
											Voici la photo de l'un d'eux.
											On l'a trouvé près de l'Antarctique,
à des kilomètres de profondeur.
											Il est donc très différent des coraux
											que vous avez peut-être eu la chance
de voir un jour pendant vos vacances.
									",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
","
","
","
",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
											So I'm hoping that this talk will give you
											a four-dimensional view of the ocean.
											Two dimensions, such as this
beautiful two-dimensional image
											of the sea surface temperature.
											This was taken using satellite,
so it's got tremendous spatial resolution.
											The overall features are extremely
easy to understand.
											The equatorial regions are warm
because there's more sunlight.
											The polar regions are cold
because there's less sunlight.
											And that allows big icecaps
to build up on Antarctica
											and up in the Northern Hemisphere.
											If you plunge deep into the sea,
or even put your toes in the sea,
											you know it gets colder as you go down,
											and that's mostly because the deep waters
that fill the abyss of the ocean
											come from the cold polar regions
where the waters are dense.
									","
											Así que espero darles con esta charla
											una perspectiva cuatridimensional 
del océano.
											Dos dimensiones, como esta imagen 
bidimensional hermosa
											de la temperatura 
de la superficie del mar.
											Tomada usando satélites, por eso 
tiene una resolución espacial tremenda.
											Las características generales 
son muy fáciles de entender.
											Las regiones ecuatoriales están calientes 
porque hay más luz solar.
											Las regiones polares son frías 
porque hay menos luz solar.
											Y permiten la acumulación de grandes 
capas de hielo en la Antártida
											y en el hemisferio norte.
											Si uno se sumerge en el mar profundo, 
o incluso mete los pies en el mar,
											se sabe que hace más frío 
a medida que uno va entrando,
											y eso es así porque las aguas profundas 
que llenan el abismo del océano
											provienen de las frías regiones polares, 
donde las aguas son densas.
									","
											Yani ümit ediyorum ki bu konuşma size
											okyanusun dört boyutlu 
bir görünümünü verecek.
											İki boyutlular, deniz yüzeyi 
sıcaklığının bu güzel
											iki boyutlu görüntüsü gibi.
											Bu görüntü uydu vasıtasıyla alındı, 
yani muazzam uzaysal çözünürlüğü var.
											Tüm özelliklerini anlamak inanılmaz kolay.
											Ekvatora yakın bölgeler sıcak, 
çünkü daha fazla güneş ışığı var.
											Kutup bölgeleri soğuk, 
çünkü daha az güneş ışığı var.
											Bu durum, Antarktika ve yukarıda 
Kuzey Yarım Küre'de
											büyük buzulların oluşmasını sağlıyor.
											Eğer denizde derine dalarsanız veya 
parmaklarınızı denize daldırırsanız dahi,
											aşağı indikçe soğuduğunu bilirsiniz
											ve çoğunlukla bunun sebebi okyanusların 
dibini dolduran derin suların,
											suların yoğun olduğu soğuk 
kutup bölgelerinden gelmesidir.
									","
											Par cette présentation,
j'espère vous donner
											une vision multidimensionelle
des océans.
											Bidimensionnelle,
comme cette magnifique image
											montrant la température
de la surface de la mer.
											L'utilisation d'un satellite lui donne
une excellente résolution spatiale.
											Les caractéristiques générales 
se comprennent facilement.
											Vers l'équateur, il fait plus chaud
parce qu'il y a plus de lumière du soleil.
											Les régions polaires sont froides
parce qu'il y a en a moins.
											Ce qui permet à la calotte glaciaire
de se former en Antarctique
											et dans l'hémisphère Nord.
											Si vous plongez très profond dans la mer,
ou juste le bout de vos orteils,
											vous savez qu'en descendant,
l'eau est plus froide.
											C'est principalement parce les eaux
profondes qui remplissent les abysses
											viennent des régions polaires
où les eaux sont denses.
									",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
","
","
","
",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
											If we travel back in time
20,000 years ago,
											the earth looked very much different.
											And I've just given you a cartoon version
of one of the major differences
											you would have seen
if you went back that long.
											The icecaps were much bigger.
											They covered lots of the continent,
and they extended out over the ocean.
											Sea level was 120 meters lower.
											Carbon dioxide [levels] were very
much lower than they are today.
											So the earth was probably about three
to five degrees colder overall,
											and much, much colder
in the polar regions.
									","
											Si viajamos atrás en el tiempo, 
hace 20 000 años,
											la Tierra era muy diferente.
											Acabo de mostrar una versión animada 
de una de las principales diferencias
											que habrían visto, 
si se retrocediera tanto en el tiempo.
											Los casquetes polares 
eran mucho más grandes.
											Se cubrieron porciones del continente, 
y extendieron hacia el océano.
											El nivel del mar era 120 m más abajo.
											El nivel de dióxido de carbono 
era mucho más bajo que hoy en día.
											Y la tierra era probablemente 
de 3 a 5 º C más fría en general,
											y mucho, mucho más fría 
en las regiones polares.
									","
											Eğer zamanda 20.000 sene 
öncesine geri gidersek,
											dünya çok farklı görünüyordu.
											Şimdi size bu kadar geriye gitseydiniz 
göreceğiniz en büyük farklardan
											birine dair taslak bir 
versiyonu verdim.
											Buzullar çok daha büyüktü.
											Kıtanın çoğunluğunu kaplıyordu 
ve okyanusa doğru genişliyordu.
											Deniz seviyesi 120 metre daha aşağıdaydı.
											Karbondioksit seviyeleri bugün 
olduğundan çok daha aşağıdaydı.
											Yani dünyanın tamamı muhtemelen 
yaklaşık üç ila beş derece daha soğuktu
											ve kutup bölgelerinde 
çok daha fazla soğuktu.
									","
											Si nous remontons le temps
de 20 000 ans,
											la Terre était bien différente.
											Je vous montre ici un dessin
de l'une des plus grandes différences
											que vous auriez vues
si vous étiez remontés aussi loin.
											Les calottes étaient plus grandes,
											recouvrant une bonne partie des terres
et s'étendant sur les océans.
											Le niveau de la mer était
plus bas de 120 mètres.
											Les taux de dioxyde de carbone
étaient bien plus bas qu'aujourd'hui.
											La température générale de la Terre
était plus basse d'environ 3 à 5 °C,
											et bien bien plus basse
dans les régions polaires.
									",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
","
","
","
",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
											What I'm trying to understand,
											and what other colleagues of mine
are trying to understand,
											is how we moved from that
cold climate condition
											to the warm climate condition
that we enjoy today.
											We know from ice core research
											that the transition from these
cold conditions to warm conditions
											wasn't smooth, as you might predict
from the slow increase in solar radiation.
											And we know this from ice cores,
because if you drill down into ice,
											you find annual bands of ice,
and you can see this in the iceberg.
											You can see those blue-white layers.
											Gases are trapped in the ice cores,
so we can measure CO2 —
											that's why we know CO2
was lower in the past —
											and the chemistry of the ice
also tells us about temperature
											in the polar regions.
											And if you move in time
from 20,000 years ago to the modern day,
											you see that temperature increased.
											It didn't increase smoothly.
											Sometimes it increased very rapidly,
											then there was a plateau,
											then it increased rapidly.
											It was different in the two polar regions,
											and CO2 also increased in jumps.
									","
											Lo que intento entender,
											y lo que otros colegas 
intentan comprender,
											es cómo hemos pasado 
de la condición de clima frío
											a la condición de clima cálido 
que hoy disfrutamos.
											Sabemos por la investigación del hielo
											que la transición de estas condiciones 
de frío a calientes
											no fue fácil, como se predice a partir 
del lento aumento de la radiación solar.
											Y sabemos esto por los núcleos de hielo, 
ya que si se profundiza en hielo,
											hay bandas anuales de hielo, 
y se puede ver esto en el iceberg.
											Se puede ver esas capas 
de color blanco azulado.
											Los gases quedan atrapados en los núcleos 
de hielo, y así se puede medir el CO2
											— por eso sabemos que el CO2 
fue menor en el pasado —
											y la química del hielo también 
nos habla de la temperatura
											en las regiones polares.
											Y si pasamos de hace 20 000 años 
hasta la actualidad,
											se ve que la temperatura aumenta.
											No aumentó sin problemas.
											A veces aumentó muy rápidamente,
											luego hubo un parón,
											entonces aumentó rápidamente.
											Era diferente en las dos regiones polares,
											y CO2 también aumentó en saltos.
									","
											Anlamaya çalıştığım şey
											ve diğer meslektaşlarımın 
anlamaya çalıştığı şey,
											o soğuk iklim koşullarından
											bugün sevdiğimiz sıcak 
iklim koşullarına nasıl eriştiğimiz.
											Buz çekirdeği araştırmalarından
											o soğuk koşullardan sıcak koşullara 
geçişin kolay olmadığını biliyoruz,
											güneş ışınımındaki yavaş artıştan 
tahmin edebileceğiniz gibi.
											Bunu buz çekirdeklerinden biliyoruz, 
çünkü buzun içine doğru delerseniz,
											yıllık buz bantları görürsünüz 
ve bunu buz dağında görürsünüz.
											O mavi-beyaz katmanları görebilirsiniz.
											Gazlar buz çekirdeklerinde hapsolmuştur, 
böylece karbondioksidi ölçebiliriz —
											bu yüzden geçmişte karbondioksidin 
daha düşük olduğunu biliyoruz —
											ve buzun kimyası da 
bize kutup bölgelerindeki
											sıcaklık hakkında bilgi verir.
											Eğer zamanda 20.000 sene 
öncesinden bugüne dönerseniz,
											sıcaklığın arttığını görürsünüz.
											Bu kolayca yükselmedi.
											Bazen çok hızlı yükseldi,
											sonra düzlük vardı,
											sonra da hızla arttı.
											İki kutup bölgesinde farklıydı
											ve karbondioksit de atlayarak yükseldi.
									","
											Avec certains de mes collègues,
											nous essayons de comprendre
											comment nous sommes passés 
des conditions climatiques fraiches
											aux conditions chaudes
que nous avons actuellement.
											En étudiant le cœur des glaces,
											nous avons appris que la transition
ne se faisait pas en douceur,
											comme on pourrait le penser vu la faible
augmentation des radiations solaires.
											Voilà comment nous le savons :
en forant la glace,
											on voit des bandes de glace annuelles,
comme ici dans l'iceberg.
											Ce sont ces couches bleues et blanches.
											Les gaz sont pris dans les glaces,
donc nous pouvons mesurer le CO2.
											Ainsi, nous savons que
le taux de CO2 était plus bas.
											La chimie de la glace
nous donne aussi la température
											dans les régions polaires.
											En avançant de 20 000 ans
dans le temps pour arriver aujourd'hui,
											vous verriez que
la température a augmenté.
											Elle n'a pas augmenté en douceur,
											mais parfois très rapidement,
											puis a stagné,
											puis encore rapidement.
											Le rythme était différent
d'un pôle à l'autre.
											Le CO2 a également augmenté par à-coups.
									",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
","
","
","
",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
"
											So we're pretty sure the ocean
has a lot to do with this.
											The ocean stores huge amounts of carbon,
											about 60 times more
than is in the atmosphere.
											It also acts to transport heat
across the equator,
											and the ocean is full of nutrients
and it controls primary productivity.
									","
											Así que estamos bastante seguros de que 
el océano tiene mucho que ver con esto.
											Los océanos almacenan 
enormes cantidades de carbono,
											cerca de 60 veces más 
de lo que hay en la atmósfera.
											También actúa para transportar 
el calor a través del ecuador,
											y el océano está lleno de nutrientes 
y controla la productividad primaria.
									","
											Bu yüzden okyanusların da 
bununla ilgisi olduğuna eminiz.
											Okyanus büyük miktarda karbon depolar,
											atmosferdekinin 
yaklaşık 60 katından fazla.
											Aynı zamanda ekvator 
boyunca sıcaklığı taşır,
											okyanus besinle doludur 
ve temel üretkenliği kontrol eder.
									","
											Nous croyons que l'océan
n'y est pas étranger.
											L'océan stocke d'énormes
quantités de carbone,
											environ 60 fois plus
qu'il n'y en a dans l'atmosphère.
											Il transporte également de la chaleur
à travers l'équateur,
											il est plein de nutriments,
et contrôle la production primaire.
									",The secrets I find on the mysterious ocean floor,Laura Robinson,11:21,"adventure,animals,ancient world,beauty,biodiversity,biology,chemistry,environment,future,climate change,life,nature,exploration,oceans,water,history,TEDx,science,ecology,coral reefs"
