en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
											On April 26th, 1937,
											Fascist forces bombed the Basque village 
of Guernica in Northern Spain.
											It was one of the worst civilian 
casualties of the Spanish Civil War,
											waged between the democratic republic and 
General Franco’s fascist contingent.
									","
											Le 26 avril 1937,
											les forces fascistes bombardèrent
le village basque de Guernica
											dans le Nord de l'Espagne.
											Ce fut l'une des pires tragédies
civiles de la Guerre d'Espagne,
											livrée entre la république démocratique et
le contingent fasciste du général Franco.
									","
											26 Nisan 1937'de
											Faşist güçler Kuzey İspanya'da 
Guernica şehrinin Bask köyünü bombaladı.
											Demokratik cumhuriyetçiler 
ve General Franco'nun faşist birlikleri
											arasında çıkan İspanya İç Savaşı'nın 
en kötü sivil kayıplarından biriydi.
									","
											No dia 26 de Abril de 1937,
											as tropas fascistas bombardearam Guernica,
uma aldeia basca do norte de Espanha,
											causando o maior número de vítimas civis
na Guerra Civil Espanhola,
											travada entre a república democrática
											e o contingente fascista
do General Franco.
									",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
","
","
","
",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
											For Pablo Picasso, the 
tragedy sparked a frenzied period of work
											in which he produced a 
massive anti-war mural,
											aptly titled ""Guernica.""
											The painting is a powerful work of 
historical documentation
											and political protest.
											But while Picasso’s artistic 
motivations are clear,
											the symbolism of the painting can be as 
confusing and chaotic as war itself.
											How can we make sense of this 
overwhelming image,
											and what exactly makes it a 
masterpiece of anti-war art?
									","
											Pour Pablo Picasso, la tragédie déclencha
une période de travail frénétique
											où il produisit une toile
monumentale contre la guerre,
											intitulée « Guernica ».
											Le tableau est une œuvre puissante
de documentation historique
											et de protestation politique.
											Mais, alors que les motivations
artistiques de Picasso sont claires,
											le symbolisme de la toile peut être confus
et chaotique comme la guerre elle-même.
											Comment trouver le sens
de cette image accablante,
											et qu'est-ce qui en fait un chef-d’œuvre
de l'art contre la guerre ?
									","
											Pablo Picasso için trajedi,
""Guernica"" olarak adlandırdığı
											muazzam bir savaş karşıtı 
duvar resmini yaptığı
											bir dönem eserine ilham verdi.
											Resim, tarihi belge ve siyasal protesto
açısından önemli bir eser.
											Fakat Picasso'nun 
sanatsal teşviği belliyken
											resmin sembolizmi savaşın kendisi gibi
kafa karıştırıcı ve karmakarışık olabilir.
											Bu sarsıcı resimden 
nasıl anlam çıkarabiliriz
											ve tam olarak ne, bu resmi 
savaş karşıtı sanatın şaheseri yapıyor?
									","
											Para Pablo Picasso, essa tragédia provocou
um frenético período de trabalho
											em que ele realizou um enorme
mural contra a guerra,
											oportunamente intitulado ""Guernica"".
											O quadro representa uma poderosa
obra de documentação histórica
											e de oposição política.
											Mas, enquanto as intenções artísticas
de Picasso são evidentes,
											o simbolismo do quadro pode ser tão
confuso e caótico quanto a própria guerra.
											Como poderemos interpretar
essa imagem impressionante,
											e o que é que faz dela
uma obra-prima da arte contra a guerra?
									",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
","
","
","
",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
											The painting’s monumental canvas is 
disorienting from the start,
											rendered in the abstracted Cubist style 
Picasso pioneered.
											Cubism deliberately emphasized the 
two-dimensionality of the canvas
											by flattening the objects being painted.
											This afforded viewers multiple
											and often impossible perspectives 
on the same object;
											a technique considered shocking 
even in Picasso’s domestic scenes.
									","
											La toile monumentale du tableau
désoriente depuis le début,
											rendue dans le style cubiste abstrait
que Picasso avait lancé.
											Le Cubisme soulignait intentionnellement
la bidimensionalité de la toile
											en aplatissant les objets représentés.
											Cela a offert aux spectateurs
des perspectives diverses
											et souvent impossibles sur le même objet ;
											une technique considérée choquante même
dans les scènes domestiques de Picasso.
									","
											Picasso'nun öncüsü olduğu 
soyut Kubizm akımıyla yapıldığı için
											resmin muazzam tuvali
baştan kafa karıştırıcı.
											Kubizm, resmedilen nesneleri düzleştirerek
											tuvalin iki boyutluluğunu 
kasıtlı olarak vurgular.
											Bu, bakanlara aynı nesne üzerinde
											birçok ve çoğu zaman
imkansız bakış açıları sağladı,
											öyle ki Picasso'nun evsel tablolarında 
bile şok edici kabul edilen bir teknik.
									","
											A tela monumental do quadro
desorienta desde o princípio,
											marcada pelo estilo abstrato do Cubismo
de que Picasso foi pioneiro.
											O Cubismo enfatizava intencionalmente
a bidimensionalidade da tela
											aplanando os objetos pintados.
											Isso permitia ao público
											olhar para o mesmo objeto
de múltiplas perspetivas
											e muitas vezes impossíveis;
											uma técnica considerada chocante
até nas cenas domésticas de Picasso.
									",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
","
","
","
",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
											But in this context,
											the style offers a profoundly 
overwhelming view
											of violence, destruction, and casualties.
											Multiple perspectives only compound
the horror on display–
											sending the eyes hurtling around the 
frame in a futile hunt for peace.
									","
											Mais, dans ce contexte,
											le style offre une vision
profondément accablante
											de la violence, de la destruction
et des victimes.
											Les multiples perspectives ne font
qu'aggraver l'horreur affichée,
											les yeux traversant le tableau
à la futile recherche de paix.
									","
											Ancak bu bağlamda akım 
şiddetin, yıkımın ve kazazedelerin
											son derece bunaltıcı 
bir görünümünü sunuyor.
											Çoklu bakış açıları sadece 
görünürdeki korkuyu yoğunlaştırıyor–
											gözleri çerçeve boyunca 
yersiz bir barış arayışına gönderiyor.
									","
											Mas neste contexto,
											esse estilo oferece uma vista
profundamente esmagadora
											de violência, destruição, e vítimas.
											As múltiplas perspetivas
só intensificam o terror à mostra,
											para os olhos andarem à volta
do quadro numa procura vã de paz.
									",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
","
","
","
",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
"
											On the far left, a woman holding her 
dead child releases a scream;
											her eyes sliding down her face 
in the shape of tears
											and her head bending back unnaturally 
to echo her baby’s.
											There is the statue of a soldier 
present below,
											but he is unable to defend 
the woman and child.
											Instead his broken body lies in pieces,
											his arm clutching a splintered sword 
in a signal of utmost defeat.
									","
											A l'extrême-gauche, une femme
portant son enfant mort, hurle ;
											ses yeux glissant sur son visage
en forme de larmes
											et sa tête basculée en arrière
de façon non naturelle
											pour rappeler celle de son enfant.
											Au-dessous, il y a la statue d'un soldat,
											mais il n'est pas capable de défendre
la femme et son enfant.
											Les morceaux de son corps
démembré sont par terre,
											son bras empoignant une épée brisée
symbole de défaite totale.
									","
											En solda ölü çocuğunu tutan
bir kadın çığlık atıyor.
											Gözleri göz yaşı biçiminde yüzünden akıyor
											ve başı bebeğininkini yansıtmak için
anormal bir şekilde geriye eğilmiş.
											Aşağıda bir askerin heykeli var.
											Ama kadını ve çocuğu koruyamıyor.
											Aksine kırık vücudu
parçalar halinde yatıyor.
											Kolu nihai yenilginin bir işareti olarak
paramparça bir kılıcı tutuyor.
									","
											No extremo esquerdo, uma mulher
segura o seu filho morto e lança um grito;
											os seus olhos deslizam pelo rosto abaixo,
formando lágrimas,
											e a cabeça vira-se anormalmente para trás
de modo a refletir a do seu filho.
											Mais abaixo encontra-se
uma estátua de um soldado,
											mas ele é incapaz de defender
a mulher e a criança.
											Pelo contrário, o seu corpo quebrado
está feito em pedaços.
											O braço segura uma espada estilhaçada
num sinal de extrema derrota.
									",Why is this painting so shocking?,Iseult Gillespie,5:04,"art,animation,TED-Ed,arts,death,war,world cultures,culture,painting"
