en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
											Yes, it's dark.
											I'm wondering how long
we can all stand it
											without picking up our phone
and turning the flashlights on.
											Seconds?
											Minutes?
											A whole hour?
											Don't worry, I'm not going to give you
my whole speech in the dark.
											But it's something I'm used to.
									","
											Sim, está escuro.
											Estou aqui a pensar
quanto tempo é que vocês aguentam
											sem agarrarem no telemóvel
e acenderem a luz.
											Segundos?
											Minutos?
											Uma hora inteira?
											Não se preocupem, não vou
fazer toda a palestra às escuras.
											Mas é uma coisa a que eu estou habituada.
									","
											Oui, nous sommes dans le noir.
											Je me demande combien de temps
nous pouvons supporter cela
											sans saisir nos téléphones
et allumer notre flash.
											Quelques secondes ?
											Quelques minutes ?
											Une heure entière ?
											Pas d'inquiétude, je ne ferai pas
tout mon discours dans le noir.
											Mais j'y suis habituée.
									","
											Evet, karanlık.
											Telefonları elimize alıp 
flaşlarını açmadan
											buna ne kadar dayanabileceğimizi
merak ediyorum.
											Saniyeler?
											Dakikalar?
											Bir saat mi?
											Telaşlanmayın, tüm konuşmamı 
karanlıkta yapmayacağım.
									",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
","
","
","
",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
											For more than 10 years,
I and two million people back home
											have been living in darkness,
											locked between two borders
											that are nearly impossible
to leave, literally,
											in an area that spans 25 miles long
and about five miles wide.
											I am Palestinian, and I am from Gaza.
											I grew up there and I still live there.
									","
											Durante mais de 10 anos,
											eu e dois milhões de pessoas
na minha terra
											temos vivido na escuridão,
											fechadas entre duas fronteiras
											que são quase impossíveis
de transpor,
											numa área que se estende por 40 km,
com 8 km de largura.
											Sou palestina e sou de Gaza.
											Ali cresci e ainda lá vivo.
									","
											Depuis plus de 10 ans, moi,
et deux millions de gens chez eux,
											vivons dans le noir,
											emprisonnés entre deux frontières
											qui sont presque impossibles
à franchir, littéralement,
											dans une zone qui s'étend
sur 40 km de long et 8 km de large.
											Je suis palestinienne et je viens de Gaza.
											J'y ai grandi et j'y vis toujours.
									","
											Fakat bu benim alıştığım bir şey.
											10 yıldan fazladır, 
ben ve memleketimdeki iki milyon insan
											karanlıklarda yaşıyor,
											iki sınır arasına hapsedilmiş bir şekilde
											kelimenin tam manasıyla
yaşamının imkansız olduğu
											40 km uzunluğa ve yaklaşık 8 km
genişliğe sahip alanda.
											Ben Filistinliyim, Gazzeliyim.
									",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
","
","
","
",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
											In Gaza, we have a whole lot of nothing.
											And I aim to create something
from that nothing.
											When a community is cut off
from the world,
											all that we need to do is ... what?
											To think outside the box.
											Way outside the box.
											That thinking led me to two projects
											to address two serious issues
in my community.
											The need for building materials
and the need for electricity and energy.
											Two essential ingredients of life.
											Both are in lack of supply in Gaza.
									","
											Em Gaza, temos
uma grande quantidade de nada.
											E eu tenho de criar qualquer coisa
a partir do nada.
											Quando uma comunidade
está isolada do mundo,
											tudo o que precisamos é... o quê?
											Pensar fora da caixa,
											uma forma fora da caixa.
											Isso levou-me a dois projetos
											para tratar de dois problemas graves
na minha comunidade.
											A necessidade de materiais de construção
e a necessidade de eletricidade e energia.
											Dois ingredientes essenciais da vida.
											Ambos faltam em Gaza.
									","
											A Gaza, nous avons beaucoup de rien.
											Mon but est de créer quelque chose
à partir de ce rien.
											Lorsqu'une communauté est coupée du monde,
											que devons-nous faire ?
											Faire preuve d'imagination.
											Sortir complètement des sentiers battus.
											Cela m'a conduite à deux projets
											pour m'occuper de deux problèmes graves
qui touchent ma communauté.
											Le besoin de matériaux de construction
et le besoin d'électricité et d'énergie.
											Deux ingrédients essentiels de la vie,
											dont on manque à Gaza.
									","
											Orada yetiştim 
ve halen de orada yaşıyorum.
											Gazze'de çokça yokluğa sahibiz.
											Ben de yokluktan bir şeyler
üretmeyi amaçladım.
											Dünya ile bağlantısı kesilmiş bir toplumda
											yapmamız gereken şey nedir?
											Kalıpların dışına çıkmak.
											Kalıpların dışında bir yol.
											Bu, bana iki proje hakkında 
düşünmemi sağladı,
											memleketimdeki iki ciddi sorun:
											İnşaat malzemeleri ihtiyacı 
ve enerji-elektrik ihtiyacı.
											Yaşamın iki ana gereksinimi.
									",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
","
","
","
",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
											First, I'm not here ...
											just to talk about the occupation
we have back home.
											The siege, the wars,
the bombs, the protests
											or the death toll.
											I am here because I wanted to show
that we can live through it all.
											I am here because I wanted
to make a change.
											I am here to tell you
											that I am a statistic
that cannot be ignored.
									","
											Primeiro, não venho aqui
											só para falar da ocupação
que temos na nossa terra.
											O cerco, as guerras,
as bombas, os protestos,
											ou o número de mortes.
											Venho aqui porque quero mostrar
que podemos sobreviver a tudo isso.
											Venho aqui porque quero
fazer a mudança.
											Venho aqui dizer-vos
											que sou uma estatística
que não pode ser ignorada.
									","
											Premièrement, je ne suis pas ici
											uniquement pour parler
des événements qui se déroulent là-bas.
											Le siège, les guerres,
les bombes, les manifestations
											ou le nombre de morts.
											Je suis ici car je veux montrer
que nous survivons malgré tout cela.
											Je suis ici car je veux avoir un impact.
											Je suis ici pour vous dire
											que je suis une statistique
qui ne peut pas être ignorée.
									","
											Fakat Gazze'de ikisi de eksik.
											Öncelikle, burada sadece
											memleketimdeki mesleğim hakkında 
konuşmak için bulunmuyorum.
											Askeri abluka,
											savaş, bombalar, protestolar 
veya ölü sayısı.
											Buradayım çünkü tüm hepsine rağmen 
yaşayabileceğimizi göstermek istedim.
											Buradayım çünkü 
bir değişiklik yapmak istedim.
											Sizlere şunu söylemek için buradayım,
									",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
","
","
","
",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
"
											In the 2014 war, thousands
of houses were destroyed.
											Those houses were made
from sunbaked stones and blocks.
											Those houses stood
for decades and decades.
											Those houses were
for my family, friends, neighbors,
											everyone I know.
											At that time, I asked myself a question:
											What can I do for people?
											How can I help them?
											I knew we weren't able
to get cement, aggregate and sand
											to rebuild what the war destroyed.
											But also, maybe we can use something
from inside the community,
											something we already had.
									","
											Na guerra de 2014, foram destruídas
milhares de casas.
											Essas casas eram feitas de pedras
e blocos de areia secos ao sol.
											Essas casas aguentaram
décadas e décadas.
											Essas casas eram da minha família,
dos meus amigos, dos meus vizinhos,
											de toda a gente que eu conheço.
											Nessa altura, fiquei a pensar:
											O que é que eu posso fazer
por estas pessoas?
											Como posso ajudá-las?
											Eu sabia que não podíamos arranjar
											cimento, agregados e areia
											para reconstruir o que a guerra destruiu.
											Mas talvez pudéssemos usar 
qualquer coisa da comunidade,
											uma coisa que já tivéssemos.
									","
											En 2014, la guerre a détruit
des milliers de logements.
											Ces maisons étaient faites de pierres
et de briques séchées par le soleil.
											Ces maisons avaient tenu
pendant des décennies.
											Ces maisons abritaient
ma famille, mes amis, mes voisins,
											tous ceux que je connais.
											A ce moment-là, je me suis demandé :
											« Que puis-je faire pour les autres ? »
											« Comment puis-je aider ? »
											Je savais que nous ne pouvions avoir
ni ciment, ni agrégat, ni sable
											afin de reconstruire
ce que la guerre avait détruit.
											Nous pouvions peut-être utiliser
quelque chose venant de l'intérieur,
											quelque chose que nous avions déjà.
									","
											ben göz ardı edilemez bir istatistiğim.
											2014 yılındaki savaşta 
binlerce ev yerle bir edildi.
											Bu evler güneşte kurutulmuş taşlar 
ve bloklardan yapılmıştı.
											Onlarca yıl ayakta durmuşlardı.
											Bu evler ailem, arkadaşlarım, komşularım 

											ve tanıdığım herkes içindi.
											O zaman kendime bir soru sordum:
											İnsanlar için ne yapabilirim?
											Onlara nasıl yardım edebilirim?
											Savaşın tahrip ettiği şeyi 
yeniden inşa etmek için
											çimento, çakıl ve kum 
elde edemediğimizi biliyordum.
									",How I'm making bricks out of ashes and rubble in Gaza,Majd Mashharawi,10:45,"technology,invention,solar energy,energy,materials,war,sustainability,design,engineering,architecture"
