es,fr,de,title,speaker,duration,tags
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											¿Cuántos han visto la película de Alfred Hitchcock, ""Los pájaros""?
											¿Alguien se alteró mucho con ella?
											Quizás quieran retirarse ahora.
											(Risas)
											Esta es una máquina expendedora para cuervos.
											En días anteriores, muchos me han preguntado:
											""¿Cómo te iniciaste en esto? ¿Cómo empezaste?""
											Y empezó, como muchas grandes ideas,
											o como muchas ideas de las que no te puedes deshacer de ningun modo,
											en un cóctel.
											Hace unos 10 años, estaba en un cóctel con un amigo mío
											estábamos sentados y él se quejaba de los cuervos
											que había visto invadiendo su patio y causando destrozos.
											Y me decía que debíamos intentar erradicarlos.
											Teníamos que matarlos por que hacían destrozos.
											Dije que eso era estúpido,
											quizás deberíamos entrenarlos para hacer algo útil.
											Él respondió que eso era imposible.
									","
											Combien d'entre vous ont vu le film d'Alfred Hitchcock ""Les Oiseaux"" ?
											Avez-vous eu vraiment peur pendant le film ?
											Peut-être devriez vous partir maintenant.
											(Rires)
											Ceci est un distributeur pour corbeaux
											Et depuis quelques jours, beaucoup d'entre vous m'ont demandé :
											""Comment avez-vous pensé à faire ça ? Comment avez-vous commencé ?""
											Et tout a commencé, comme pour tant de grandes idées,
											ou beaucoup d'idées que l'on n'oublie pas en tout cas,
											à un cocktail
											Il y a 10 ans environ, j'étais à un cocktail avec un de mes amis.
											Nous discutions, et il se plaignait des corbeaux
											qui étaient partout dans son jardin et abimaient tout.
											Et il me disait que nous devrions vraiment tenter de les éradiquer
											Nous devons tous les tuer parce qu'ils abiment tout.
											Je lui ai répondu que c'était stupide,
											que nous devrions les éduquer à faire quelque chose d'utile.
											Et il me disait que c'était impossible.
									","
											Wie viele von Ihnen haben Alfred Hitchcocks Film 'Die Vögel' gesehen?
											Und wer von Ihnen hätte dabei fast die Panik bekommen?
											Sie sollten jetzt vielleicht den Saal verlassen.
											(Gelächter)
											Dies hier ist ein Snackautomat für Krähen.
											Während der letzten paar Tage haben mich viele von Ihnen gefragt:
											""Wie sind Sie denn darauf gekommen? Was hat Sie dazu gebracht?""
											Es begann, wie so viele große Ideen,
											oder zumindest wie so viele Ideen, die man nicht mehr aus dem Kopf bekommt,
											auf einer Cocktailparty.
											Vor etwa zehn Jahren war ich mit einem meiner Freunde auf einer Cocktailparty,
											und wie wir so da saßen, beschwerte er sich über die Krähen,
											von denen es in seinem Garten wimmelte und die dort eine Riesenschweinerei anrichteten.
											Und er erklärte mir, dass wir diese Viecher eigentlich auslöschen sollten.
											Wir sollten sie töten, weil sie Unordnung anrichten.
											Ich sagte, dass das eine blöde Idee sei
											und dass wir sie vielleicht stattdessen dazu bringen sollten, etwas nützliches zu tun.
											Aber er behauptete, das sei unmöglich.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											Seguramente coincidirán conmigo en encontrar eso tremendamente irritante,
											cuando alguien dice que es imposible.
											Así que pasé los siguientes 10 años leyendo sobre cuervos en mi tiempo libre.
											(Risas)
											Y despues de 10 años de esto, mi esposa dijo:
											""Mira, tienes que hacer esto
											de lo que has estado hablando y construir la máquina expendedora.""
											Así que la hice.
											Pero parte de la razón de encontrar esto interesante
											es que empecé a notar que estamos
											muy conscientes de toda especie que se
											extinguen en el planeta, como resultado de la expansión
											del hábitat humano y nadie parece estar poniéndole atención
											a las especies que están viviendo, que están sobreviviendo.
											Y hablo en particular de las especies sinantrópicas,
											aquellas adaptadas específicamente para ecologías humanas.
											Especies como las ratas, las cucarachas y los cuervos.
									","
											Et je suis sûr que vous tous comme moi trouvez ça extrêmement ennuyeux
											quand quelqu'un vous dit ça.
											Et donc j'ai passé ces 10 dernières années à étudier les corbeaux
											(Rires)
											Et au bout de 10 ans, ma femme m'a finalement dit,
											""Ecoute, tu devrais vraiment faire ce dont tu parles
											et fabriquer ce distributeur.""
											Et donc je l'ai fait.
											Mais une partie de la raison pour laquelle j'ai trouvé ça intéressant
											est que j'ai d'abord remarqué que nous sommes
											très conscient de toutes les espèces de la planète
											qui à cause de l'expansion de l'habitat humain sont en voie d'extinction
											mais personne ne semble avoir d'intérêt
											pour toutes les espèces qui vivent, qui survivent.
											Et je veux parler plus précisément des espèces sinanthropes,
											c'est-à-dire les espèces qui se sont adaptées à l'écologie humaine
											Des espèces comme les rats, les cafards, ou les corbeaux.
									","
											Ich denke, ich bin nicht der einzige hier, den es unglaublich ärgert,
											wenn ihm jemand sagt, dass etwas unmöglich sei.
											Also verbrachte ich die nächsten zehn Jahre damit, in meiner Freizeit über Krähen zu lesen.
											(Gelächter)
											Und nach zehn Jahren sagte meine Frau dann eines Tages:
											""Weisst du, du solltest das machen,
											wovon du erzählt hast und den Snackautomaten bauen.""
											Also hab ich das gemacht.
											Einer der Gründe, weshalb ich das interessant fand,
											ist, dass ich festgestellt habe, dass uns
											besonders die Tierarten auffallen, die auf diesem Planeten
											aussterben, weil die Menschen immer mehr Raum zum Leben beanspruchen.
											Aber niemand scheint all die Spezies zu beachten,
											die weiterleben – die überleben.
											Ich spreche hier vor allem über synanthrope Spezies,
											also Arten, die sich speziell an menschliche Lebensräume angepasst haben.
											Arten wie Ratten und Kakerlaken und Krähen.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											Conforme los estudiaba, encontraba que estaban hiperadaptadas.
											Se habían vuelto autenticos expertos en vivir con nosotros.
											Y a cambio, sólo tratábamos de matarlos todo el tiempo.
											Y al hacerlo, los criábamos para ser parásitos.
											Les dábamos toda clase de razones para adaptar nuevos comportamientos.
											Por ejemplo, las ratas se reproducen muy exitosamente.
											Y las cucarachas, como cualquiera que haya intentado librarse de ellas sabe
											se han vuelto de verdad inmunes a los venenos que usamos.
											Así que pensé, construyamos algo que sea mutuamente beneficioso,
											construyamos algo así,
											y encontremos alguna forma de formar una nueva relación con estas especies.
											Así que construí la máquina expendedora.
									","
											Et lorsque j'ai commencé à les étudier, j'ai trouvé qu'elles étaient hyper-adaptées
											Elles sont devenues expertes pour vivre avec nous.
											Et en retour, nous essayons de les anéantir tout le temps.
											Et se faisant, nous les avons habitués au parasitisme.
											Nous leur avons donné de nombreuses raisons de s'adapter.
											Par exemple, les rats sont d'excellents reproducteurs.
											Et les cafards, comme chacun qui a essayé de s'en débarrasser le sait,
											sont devenus totalement immunisés aux poisons que nous utilisons.
											Alors je me suis dit, il faut fabriquer quelque chose de mutuellement bénéfique.
											Alors, fabriquons une machine dont les deux espèces pourront bénéficier
											et trouvons un moyen d'établir une nouvelle relation entre les deux espèces.
											Et j'ai donc construit ce distributeur.
									","
											Als ich begann, mich mit ihnen zu beschäftigen, stellte ich fest, dass sie sich unglaublich gut angepasst haben.
											Sie sind extrem gut darin geworden, mit uns zusammen zu leben.
											Und im Gegenzug haben wir die ganze Zeit versucht, sie zu töten.
											Und genau dadurch haben wir sie zum Parasitentum herangezüchtet.
											Wir haben ihnen alle möglichen Gründe gegeben, sich neu anzupassen.
											Ratten zum Beispiel sind extrem anpassungsfähig.
											Und Kakerlaken sind, wie jeder weiß, der schon einmal versucht hat, sie wieder los zu werden,
											immun gegen die Gifte geworden, die wir verwenden.
											Also habe ich mir gedacht: 'Bauen wir etwas, von dem beide Seiten profitieren.
											Bauen wir etwas, von dem wir beide einen Nutzen haben,
											und lasst uns einen Weg finden, eine neue Beziehung zu diesen Arten aufzubauen.'
											Also habe ich den Snackautomaten gebaut.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											Pero su historia es un poco más interesante
											si saben más de cuervos.
											Resulta que los cuervos no sólo están sobreviviendo con los humanos,
											de hecho están prosperando.
											Se les encuentra por todo el planeta excepto en el Ártico
											y en el extremo sur de Sudamérica.
											Y en toda esa área, rara vez son encontrados
											criando a más de 5 km de distancia de los seres humanos.
											Así que quizás no pensemos en ellos
											pero siempre están cerca.
											Y evidentemente, dado el crecimiento de la población humana…
											…más de la mitad de la población humana vive ahora en ciudades.
											Y de ella, nueve décimos
											del crecimiento demográfico ocurre en las ciudades.
											Estamos viendo a un gran incremento en las poblaciones de cuervos.
											El recuento de aves indica que quizás estemos viendo
											un crecimiento exponencial en su número.
											Así que eso no es una gran sorpresa.
									","
											Mais l'histoire de ce distributeur est un peu plus intéressante
											si vous en savez plus sur les corbeaux.
											Il se trouve que les corbeaux ne se contentent pas de survivre parmi les humains
											en fait ils prospèrent vraiment.
											On les trouve partout sur la planète à l'exception de l'Arctique
											et la pointe méridionale de l'Amérique du Sud
											Et partout, ils ne se reproduisent que très rarement
											à plus de 5 kilomètres d'habitations humaines.
											Alors nous ne pensons pas toujours à eux,
											mais ils sont toujours présents.
											Et ce n'est pas surprenant, vue la croissance de la population humaine
											plus de la moitié de l'humanité vit désormais dans des villes-
											Et parmi ce groupe, 90%
											de la croissance humaine se trouve dans les villes.
											Il y a une explosion de la population de corvidés
											et les chiffres montrent que cette croissance
											est peut-être d'un ordre exponentiel
											Tout ceci n'est donc pas une grande surprise.
									","
											Die Geschichte dieses Automaten ist allerdings ein wenig interessanter,
											wenn man etwas mehr über Krähen weiß.
											Wie sich herausgestellt hat, überleben Krähen nicht bloß in der Nähe von Menschen,
											sie gedeihen dort regelrecht.
											Man findet sie überall auf dem Planeten, mit Ausnahme der Arktis
											und der Südspitze Südamerikas.
											Und in diesem ganzen Gebiet brüten sie selten
											mehr als fünf Kilometer von Menschen entfernt.
											Selbst wenn wir also nicht an sie denken,
											sind sie doch ständig in unserer Nähe.
											Und, wie nicht anders zu erwarten, wenn man das menschliche Bevölkerungswachstum berücksichtigt –
											mehr als die Hälfte der menschlichen Bevölkerung lebt mittlerweile in Städten
											und dort finden neunzig Prozent
											des Bevölkerungswachstums statt –,
											sehen wir ein massives Anwachsen der Krähenpopulation.
											Vogelzählungen deuten darauf hin, dass wir es bei ihnen
											mit einem exponentiellem Wachstum der Population zu tun haben könnten.
											Das ist also keine große Überraschung.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											Lo verdaderamente interesante fue descubrir
											que las aves se adaptaban de una manera muy inusual.
											Les daré un ejemplo de ello.
											Esta es Betty. Es un cuervo de Nueva Caledonia
											Y estos cuervos, en su hábitat usan palos
											para extraer insectos y quien sabe que más, de pedazos de madera.
											Aquí ella intenta sacar un pedazo de carne de un tubo.
											Pero los investigadores tenían un problema.
											Se equivocaron y dejaron ahí solo un tramo de alambre.
											Y el cuervo no había tenido la oportunidad de hacer esto antes.
											Ven, no estaba funcionando.
											Así que se adaptó.
									","
											Mais ce qui était vraiment intéressant pour moi était de découvrir
											que les oiseaux s'adaptaient de façon plutôt inhabituelle.
											Et je vais vous en donner un exemple.
											Voici Betty, c'est un corbeau de Nouvelle Calédonie
											Et ces oiseaux utilisent des tiges dans la nature
											pour récupérer des insectes et d'autres choses dans du bois
											Ici elle essaye de se saisir d'un morceau de viande dans un tube.
											Mais les chercheurs avaient un soucis.
											ils ont fait une erreur et lui ont laissé du fil de fer.
											Elle n'avait jamais eu la chance de voir faire ceci.
											Comme vous le voyez, le fil de fer ne marche pas très bien
											Alors elle s'est adaptée.
									","
											Was ich aber wirklich interessant fand, war,
											dass die Vögel sich auf ziemlich ungewöhnliche Weise angepasst haben.
											Ich zeige Ihnen dazu mal ein Beispiel.
											Das hier ist Betty. Sie ist eine Geradschnabelkrähe aus Neukaledonien.
											In der freien Wildbahn benutzen diese Krähen Stöckchen,
											um Insekten und dergleichen aus Holzstücken herauszubekommen.
											Hier versucht sie gerade, ein Stück Fleisch aus einem Röhrchen herauszuholen.
											Aber die Forscher hatten ein Problem.
											Sie hatten einen Fehler gemacht und bloß ein Stückchen Draht im Labor gelassen.
											Betty hatte so etwas auch noch nie vorher gemacht.
											Wie Sie sehen, klappte es nicht besonders gut.
											Also passte sie sich an.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											Esto es totalmente espontáneo. Nunca había visto hacer esto antes.
											Nadie le enseñó a doblar esto en un gancho,
											o que podría hacerse.
											Lo hizo por sí solo.
											Así que recuerden que nunca ha visto hacer esto.
											Correcto.
											(Risas)
											Si. Correcto.
											(Aplausos)
											Esa es la parte en que los investigadores alucinaron.
											(Risas)
									","
											Et bien sur tout ceci est impromptu, elle n'a jamais vu qui que ce soit faire ça.
											Personne ne lui a appris comment tordre ce fil de fer pour un faire un crochet.
											ou même lui a montré que c'est faisable.
											Mais elle le fit entièrement par elle même.
											Alors gardez a l'esprit qu'elle n'a jamais vu cela.
											Voila
											(Rires)
											Et voila, mission accomplie.
											(Applaudissements)
											C'est quand cela arrive que les chercheurs sont tout excités.
											(Rires)
									","
											Dieses Verhalten ist vollkommen spontan. Sie hatte so etwas noch nie vorher gesehen.
											Niemand hat ihr beigebracht, den Draht zu einem Haken zu biegen,
											oder ihr gezeigt, wie das geht.
											Sie ist ganz von selbst darauf gekommen.
											Vergessen Sie nicht, dass sie niemals vorher gesehen hat, wie man das tut.
											Genau.
											(Gelächter)
											Ja. Alles klar.
											(Applaus)
											Das ist dann der Zeitpunkt, an dem Forscher ausflippen.
											(Gelächter)
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											Resulta que hemos encontrado más y más
											que los cuervos son muy, muy inteligentes.
											Sus cerebros
											tienen la misma proporción que los cerebros de los chimpancés.
											Hay toda clase de anécdotas de los diferentes tipos de inteligencia que tienen.
											Por ejemplo en Suecia
											los cuervos esperan a que los pescadores pongan sedales en hoyos en el hielo.
											Cuando los pescadores se quitan
											los cuervos bajan, enrollan los sedales y se comen el pescado o el cebo.
											Es muy molesto para los pescadores.
									","
											Et dernièrement nous nous rendons de plus en plus compte
											de l'intelligence des corbeaux.
											Leurs cerveaux sont proportionnellement aussi gros
											que ceux des chimpanzés.
											Il existe pleins d'anecdotes pour illustrer leur intelligence.
											Par exemple, en Suède,
											les corbeaux attendent que les pécheurs fassent tomber leurs lignes sous la glace.
											Et lorsque les pécheurs partent
											les corbeaux descendent sur la glace, remontent les lignes eux mêmes, et mangent le poisson ou l'appât
											C'est assez agaçant pour les pécheurs.
									","
											Wir stellen also immer mehr fest,
											dass Krähen wirklich, wirklich intelligent sind.
											Ihre Gehirne haben im Vergleich zu ihrem Körper
											die gleichen Proportionen wie Schimpansengehirne.
											Es gibt alle möglichen Anekdoten über die verschiedenen Arten von Intelligenz, über die sie verfügen.
											In Schweden beispielsweise
											warten die Krähen darauf, dass Angler ihre Angelleinen in Eislöchern auslegen.
											Wenn die Angler weggehen,
											fliegen die Krähen dort hin, holen die Leinen ein und fressen den Fisch oder den Köder.
											Das ist ziemlich lästig für die Angler.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
											En otro órden de cosas
											en la Universidad de Washington, hace pocos años
											estaban haciendo un experimento en el que capturaron cuervos en el campus.
											Algunos estudiantes consiguieron unos cuervos
											las trajeron, los pesaron, los midieron y demás
											y los soltaron.
											Y les divirtió descubrir
											que el resto de la semana, esos cuervos
											a donde quiera que fueran esos estudiantes
											los cuervos les graznaban,
											perseguían y les hacían la vida imposible.
									","
											Ou un autre exemple complètement différent,
											à l'Université de Washington il y a quelques années,
											des étudiants devaient capturer des corbeaux sur le campus pour des recherches.
											Certains étudiants ont donc capturé des corbeaux dans des filets
											les ont amenés en classe pour les peser, les mesurer et pour d'autres tests,
											puis les ont relâchés.
											Ils furent amusés de découvrir
											que pour le reste de la semaine, ces corbeaux,
											dès que ces étudiants marchaient sur le campus
											ces corbeaux croassaient devant eux
											et faisaient tout leur possible pour leur rendre la vie difficile.
									","
											Ein ganz anderes Beispiel:
											An der University of Washington wurde vor einigen Jahren
											ein Experiment durchgeführt, für das Krähen auf dem Campus eingefangen wurden.
											Ein paar Studenten fingen einige Krähen in Netzen,
											brachten sie ins Labor, wogen und vermaßen sie und so weiter
											und ließen sie wieder frei.
											Sie fanden es sehr lustig,
											dass für den Rest der Woche diese Krähen
											diese speziellen Studenten, wann immer sie über den Campus gingen,
											ankrächzten und um sie herum liefen
											und ihnen so ein wenig das Leben vermiesten.
									",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
"
","
","
",A thought experiment on the intelligence of crows,Joshua Klein,10:06,"animals,design,hack,intelligence,interface design,technology"
