en,es,fr,de,title,speaker,duration,tags
"
","
","
","
",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
											Thank you.
											I have only got 18 minutes
											to explain something 
that lasts for hours and days,
											so I'd better get started.
											Let's start with a clip
from Al Jazeera's Listening Post.
									","
											Gracias.
											Solo tengo 18 minutos
											para explicar algo
que dura horas y días,
											así que mejor empiezo.
											Empecemos con un clip de
Puesto de Escucha de Al Jazeera.
									","
											Merci.
											Je n'ai que 18 minutes
pour vous présenter
											quelque chose
qui a duré des heures et des heures,
											alors je ferais bien de commencer.
											Regardons ensemble un extrait
du Listening Post d'Al Jazeera.
									","
											Danke schön.
											Ich habe nur 18 Minuten,
											um etwas zu erklären, 
das Stunden und Tage dauert,
											deshalb fange ich lieber gleich an.
											Beginnen wir mit einem Ausschnitt
aus Al Jazeeras ""Listening Post"":
									",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
","
","
","
",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
											Richard Gizbert: Norway is a country that 
gets relatively little media coverage.
											Even the elections this past week
passed without much drama.
											And that's the Norwegian
media in a nutshell:
											not much drama.
											A few years back,
											Norway's public TV channel NRK
											decided to broadcast live coverage
of a seven-hour train ride —
											seven hours of simple footage,
											a train rolling down the tracks.
											Norwegians, more than a million of them
according to the ratings, loved it.
											A new kind of reality TV show was born,
											and it goes against all the rules
of TV engagement.
											There is no story line, no script,
											no drama, no climax,
											and it's called Slow TV.
											For the past two months,
											Norwegians have been watching 
a cruise ship's journey up the coast,
											and there's a lot of fog on that coast.
											Executives at Norway's
National Broadcasting Service
											are now considering broadcasting
a night of knitting nationwide.
											On the surface, it sounds boring,
											because it is,
											but something about this TV experiment
											has gripped Norwegians.
											So we sent the Listening Post's
Marcela Pizarro to Oslo
											to find out what it is,
but first a warning:
											Viewers may find some of the images
in the following report disappointing.
											(Laughter)
									","
											Richard Gizbert: Noruega es un país
											que tiene relativamente poca cobertura mediática.
											Incluso las elecciones de la semana
pasada pasaron sin mucho drama.
											Y eso es la prensa noruega
en pocas palabras:
											sin mucho drama.
											Hace unos años,
											NRK, el canal de la
TV pública noruega
											decidió retransmitir en directo
un viaje en tren de 7 horas,
											7 horas de metraje simple,
											un tren rodando por las vías.
											A los noruegos, a más de un millón
según las mediciones, les encantó.
											Nació un nuevo tipo de reality show,
											que va en contra de todas
las reglas de la TV.
											No hay trama, no hay guion,
											no hay drama, no hay clímax,
											y se llama ""Slow TV"".
											En los últimos 2 meses,
											los noruegos han estado observando
el viaje de un crucero por la costa,
											y hay mucha niebla en esa costa.
											Los ejecutivos del Servicio Nacional
de Radiodifusión de Noruega
											ahora están considerando la transmisión
de una noche de tejido a nivel nacional.
											En la superficie, suena aburrido,
											porque lo es,
											pero algo de este
experimento televisivo
											se ha apoderado
de los noruegos.
											Enviamos a Marcela Pizarro a Oslo
de Puesto de Escucha
											para averiguar qué es,
pero primero una advertencia:
											Algunas imágenes del siguiente informe
pueden resultar decepcionantes.
											(Risas)
									","
											Richard Gizbert : La Norvège est un pays
qui reçoit peu de couverture médiatique.
											Même les élections la semaine dernière
se sont déroulées sans bruit.
											Les média norvégiens en un mot :
											pas beaucoup de drame.
											Il y a quelques années,
											la télévision publique norvégienne NRK
a décidé de diffuser
											une couverture en direct 
d'un voyage de 7 heures en train.
											7 heures de séquences simples,
											d'un train qui roule.
											Les Norvégiens, plus d'un million 
d'entre eux selon l'audimat, ont adoré.
											Un nouveau type d'émission TV était né.
											A l'opposé de toutes les règles 
de l'art télévisuel.
											Il n'y a pas d'histoire, pas de scénario,
											pas de moment dramatique ni d'apogée.
											Ça s'appelle la slow-télé.
											Ces deux derniers mois,
											les Norvégiens ont regardé 
le voyage d'un ferry le long de la côte.
											Cette côte est souvent 
dans le brouillard.
											La direction de la chaîne 
publique norvégienne
											envisage de diffuser 
une nuit de tricot nationale.
											A première vue, 
cela a l'air ennuyeux,
											et ça l'est,
											mais quelque chose 
dans cette expérience télévisuelle
											fascine les Norvégiens.
											Marcela Pizarro, du Listening Post, 
s'est rendue à Oslo
											pour découvrir ce que c'est.
Attention !
											Certains d'entre vous trouverez
les images du reportage décevantes.
											(Rires)
									","
											Richard Gizbert: Norwegen ist ein Land,
das medial wenig Aufmerksamkeit bekommt.
											Sogar die Wahlen letzte Woche
erregten wenig Aufsehen.
											Und das sind Norwegens 
Medien in Kürze:
											nicht viel Aufsehen.
											Vor ein paar Jahren
											hat Norwegens öffentlicher 
Fernsehkanal NRK entschieden,
											eine 7-stündige Zugfahrt 
live zu übertragen —
											sieben Stunden einfachsten Filmmaterials
											von einem Zug, 
der die Schienen entlang fährt.
											Laut Statistik gefiel es 
über einer Million Norweger sehr.
											Eine neue Form von 
Reality Show war erfunden,
											die gegen alle Regeln 
des Fernsehgeschäfts verstößt.
											Es gibt keine Handlung, kein Drehbuch,
											kein Aufsehen, keinen Höhepunkt
											und es nennt sich Slow TV.
											Über die letzen zwei Monate
											haben Norweger dabei zugesehen, wie ein 
Kreuzfahrtschiff die Küste entlangfährt,
											und die Küste ist sehr neblig.
											Die Chefs des Norwegischen Rundfunks [NRK]
											überlegen nun, eine Nacht 
des Strickens national zu übertragen.
											Oberflächlich betrachtet
klingt es langweilig,
											weil es langweilig ist,
											aber irgendetwas an 
diesem Fernsehexperiment
											hat die Norweger gefesselt.
											Also schickten wir Marcela Pizarro 
vom ""Listening Post"" nach Oslo,
											um herauszufinden, was es ist.
Aber erst eine Warnung:
											Zuschauer können einige der Bilder 
im folgenden Bericht enttäuschend finden.
											(Gelächter)
									",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
","
","
","
",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
											Thomas Hellum: And then follows
an eight-minute story on Al Jazeera
											about some strange
TV programs in little Norway.
											Al Jazeera. CNN. How did we get there?
											We have to go back to 2009,
											when one of my colleagues
got a great idea.
											Where do you get your ideas?
											In the lunchroom.
											So he said, why don't we make
a radio program
											marking the day of the German invasion
of Norway in 1940.
											We tell the story at the exact time
during the night.
											Wow. Brilliant idea, except
											this was just a couple of weeks
before the invasion day.
											So we sat in our lunchroom and discussed
											what other stories
can you tell as they evolve?
											What other things take a really long time?
									","
											Thomas Hellum: Y luego sigue una
historia de 8 minutos en Al Jazeera
											sobre algunos programas extraños
de TV en la pequeña Noruega.
											Al Jazeera. CNN.
¿Cómo llegamos ahí?
											Tenemos que volver a 2009,
											cuando uno de mis colegas
tuvo una gran idea.
											¿De dónde sacas tus ideas?
											Del comedor.
											Él dijo, ¿por qué no hacemos
un programa de radio
											que marque el día de la invasión
alemana a Noruega en 1940?
											Contamos la historia en el
momento exacto durante la noche.
											Guau. Una idea brillante, salvo
											que fue un par de semanas
antes del día de la invasión.
											Nos sentamos en el
comedor y discutimos
											qué otras historias
contar en ese tiempo.
											¿Qué otras cosas llevan
un tiempo tan largo?
									","
											Thomas Hellum : Le reportage qui suit 
présente en 8 minutes
											les découvertes d'Al Jazeera 
sur les émissions étranges en Norvège.
											Al Jazeera ! CNN !
Comment en sommes-nous arrivés là ?
											Ça remonte à 2009, en fait.
											Un de mes collègues a eu une super idée.
											Où est-ce qu'on trouve nos idées ?
											A la cantine.
											Il a dit : « Pourquoi ne pas faire 
un programme radio
											sur le jour de l'invasion allemande 
en Norvège en 1940 ?
											Et raconter l'histoire toute la nuit, 
selon le déroulement exact des faits. »
											Wahou ! Une idée géniale,
											sauf qu'il ne restait que quelques
semaines avant le jour J.
											Alors, on est resté dans la cantine 
pour discuter quelles
											autres histoires peuvent être racontées 
au fur et à mesure qu'elles se déroulent.
											Qu'est-ce qui prend vraiment longtemps ?
									","
											Thomas Hellum: Danach folgt 
ein 8-minütiger Bericht auf Al Jazeera
											über merkwürdige Fernsehprogramme 
im kleinen Norwegen.
											Al Jazeera. CNN. 
Wie sind wir dahin gekommen?
											Kehren wir zum Jahr 2009 zurück,
											als einer meiner Kollegen 
eine tolle Idee hatte.
											Und wo bekommt man Ideen?
											In der Kantine.
											Er sagte also, warum machen
wir kein Radioprogramm
											über den Jahrestag der deutschen 
Invasion in Norwegen von 1940.
											Wir erzählen die Geschichte genau
zu der gleichen Zeit in der Nacht.
											Wow. Großartige Idee,
											leider waren es nur noch ein paar Wochen
bis zum Tag der Invasion.
											Also saßen wir in der 
Kantine und diskutierten,
											welche anderen Geschichten man 
erzählen kann, während sie entstehen.
											Welche anderen Dinge 
dauern wirklich lange?
									",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
","
","
","
",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
											So one of us came up with a train.
											The Bergen Railway had its 
100-year anniversary that year
											It goes from western Norway
to eastern Norway,
											and it takes exactly the same time
as it did 40 years ago,
											over seven hours. (Laughter)
											So we caught our commissioning editors 
in Oslo, and we said,
											we want to make a documentary
about the Bergen Railway,
											and we want to make it in full length,
											and the answer was,
											""Yes, but how long will the program be?""
											""Oh,"" we said, ""full length.""
											""Yes, but we mean the program.""
											And back and forth.
									","
											A alguien se le ocurrió lo del tren.
											El ferrocarril de Bergen
cumplía 100 años ese año.
											Va del oeste al este de Noruega,
											y tarda exactamente el mismo
tiempo que hace 40 años,
											más de 7 horas.
(Risas)
											llamamos a nuestros editores
en Oslo, y les dijimos:
											queremos hacer un documental
sobre el ferrocarril de Bergen,
											y queremos hacer un largometraje.
											La respuesta fue:
											""Sí, pero ¿cuánto durará el programa?""
											""Oh"", dijimos, ""un largometraje"".
											""Sí, pero nos referimos al programa"".
											Hubo idas y vueltas.
									","
											Un de mes collègues a pensé au train.
											La compagnie ferroviaire Bergen célébrait 
son 100e anniversaire cette année.
											Le trajet traverse la Norvège
d'Est en Ouest,
											et dure exactement 
aussi longtemps qu'il y a 40 ans.
											Environ 7 heures.
(Rires)
											On a téléphoné aux programmateurs à Oslo
pour leur annoncer
											que nous souhaitions faire 
un documentaire sur Bergen Railway.
											Que nous voulions le faire 
sur toute la durée.
											Leur réponse fut :
											« OK, mais ça va durer 
combien de temps ?
											— Oh , tout le trajet.
											— On parle du documentaire. »
											Et ainsi de suite.
									","
											Einer von uns kam auf Züge.
											Die ""Bergensbane"" feierte 
in jenem Jahr ihr 100-jähriges Bestehen.
											Sie führt vom westlichen 
ins östliche Norwegen
											und sie benötigt genau die gleiche Zeit,
die sie vor 40 Jahren benötigt hat,
											über 7 Stunden. (Gelächter)
											Also haben wir unseren 
Chefredakteuren in Oslo gesagt,
											dass wir eine Doku über 
die Bergensbane machen wollen,
											und zwar in voller Länge,
											und sie antworteten
											""Ok, wie lange soll die Sendung sein?""
											""Oh"", sagten wir, ""die volle Länge.""
											""Ja, aber wir meinen die Sendung.""
											So ging es hin und her.
									",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
","
","
","
",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
"
											Luckily for us, they met us with laughter,
very, very good laughter,
											so one bright day in September,
											we started a program that we thought
should be seven hours and four minutes.
											Actually, it turned out
to be seven hours and 14 minutes
											due to a signal failure
at the last station.
											We had four cameras,
											three of them pointing out
to the beautiful nature.
											Some talking to the guests,
some information.
											(Video) Train announcement: 
We will arrive at Haugastøl Station.
											TH: And that's about it,
											but of course, also
											the 160 tunnels gave us the opportunity
to do some archives.
											Narrator [in Norwegian]: Then a bit of
flirting while the food is digested.
											The last downhill stretch
before we reach our destination.
											We pass Mjølfjell Station.
											Then a new tunnel.
											(Laughter)
											TH: And now we thought, yes,
we have a brilliant program.
											It will fit for the 2,000
train spotters in Norway.
											We brought it on air in November 2009.
											But no, this was far more attractive.
											This is the five biggest TV channels
in Norway on a normal Friday,
											and if you look at NRK2 over here,
											look what happened when they put on
the Bergen Railway show:
											1.2 million Norwegians
watched part of this program.
											(Applause)
											And another funny thing:
											When the host on our main channel,
											after they have got news for you,
											she said, ""And on our second channel,
											the train has now
nearly reached Myrdal station.""
											Thousands of people
just jumped on the train
											on our second channel like this.
(Laughter)
											This was also a huge success
in terms of social media.
											It was so nice to see all the thousands
of Facebook and Twitter users
											discussing the same view,
											talking to each other as if they were
on the same train together.
											And especially, I like this one.
It's a 76-year-old man.
											He's watched all the program,
											and at the end station, he rises up
to pick up what he thinks is his luggage,
											and his head hit the curtain rod,
											and he realized he is
in his own living room.
											(Applause)
									","
											Por suerte para nosotros, nos recibieron
con risas, muy, muy buena risa,
											así que un día brillante en septiembre,
											empezamos un programa que pensamos
duraría 7 horas y 4 minutos.
											En realidad, resultó
de 7 horas y 14 minutos
											debido a un fallo de señal
en la última estación.
											Teníamos 4 cámaras,
											3 de ellas señalando
a la hermosa naturaleza.
											Estoy dando información a los invitados.
											(Video) Anuncio del tren:
Llegaremos a la estación Haugastøl.
											TH: Y eso es todo,
											pero, claro, también
											los 160 túneles nos dieron la oportunidad
de usar algunos archivos.
											Narrador [en noruego]: Entonces un poco
de coqueteo mientras digerimos la comida.
											El último tramo de descenso antes
de llegar a nuestro destino.
											Pasamos la estación Mjølfjell.
											Luego un nuevo túnel.
											(Risas)
											TH: Y ahora pensamos, sí,
tenemos un programa brillante.
											Irá dirigido a 2000
televidentes en Noruega.
											Lo pusimos al aire
en noviembre de 2009.
											Pero no, fue mucho más atractivo.
											Estos son los 5 canales de TV más grandes
de Noruega un viernes normal,
											y si se fijan en NRK2 por aquí,
											miren lo que pasó cuando pasaron
el show del ferrocarril de Bergen:
											1,2 millones de noruegos
vieron parte de este programa.
											(Aplausos)
											Y otro dato curioso:
											cuando la anfitriona de
nuestro canal principal,
											después de dar buenas noticias,
											dijo: ""Y en nuestro segundo canal,
											el tren casi ha llegado
a la estación de Myrdal"".
											Miles de personas saltaron al tren
											en nuestro segundo canal, así.
(Risas)
											Fue también un éxito rotundo
en los medios sociales.
											Fue muy lindo ver a miles de
usuarios de Facebook y Twitter
											discutir la misma imagen,
											hablando unos a otros como
si estuviesen juntos en el tren.
											En particular, me gusta este.
Es un hombre de 76 años.
											Miró todo el programa,
											y en la estación final, se levanta
a tomar lo que piensa es su equipaje,
											y su cabeza golpeó
la barra de la cortina,
											y se dio cuenta de que estaba
en su sala de estar.
											(Aplausos)
									","
											Heureusement, ça les a fait rire.
Un rire sincère.
											Et donc, un jour de septembre,
											nous avons commencé l'émission 
qui devait durer 7 heures et 4 minutes.
											En fait, elle a duré 
7 heures et 14 minutes.
											Il y a eu un problème de signalisation 
à la dernière gare.
											Il y avait 4 caméras,
											3 étaient orientées 
vers le magnifique paysage.
											Je donne quelques informations 
à l'audience.
											(Vidéo) Annonce dans le train :
Nous arrivons bientôt à Haugastøl.
											TH : Et c'est à peu près tout.
											Naturellement,
											les 160 tunnels nous ont donné 
l'occasion de fouiller nos archives.
											Le narrateur (en norvégien) :
un moment d'échanges pendant la digestion.
											Voici la dernière ligne droite
avant notre arrivée à destination.
											On passe la gare de Mjølfjell,
											et puis un autre tunnel.
											(Rires)
											TH : A ce moment, nous pensions que oui,
nous tenions une émission géniale.
											Elle allait plaire aux 2000 passionnés 
de trains en Norvège.
											On l'a diffusée en novembre 2009.
											Mais elle a attiré 
bien plus de public que prévu.
											Voici l'audimat des 5 plus grandes 
chaînes TV en Norvège un vendredi.
											Si vous regardez NRK2, ici,
											regardez ce qui s'est passé 
quand on a diffusé le Bergen Railway Show.
											1,2 millions de Norvégiens l'ont regardé.
											(Applaudissements)
											Ce qui est particulièrement drôle,
											la speakerine de la chaîne principale,
											après avoir annoncé 
toutes les bonnes nouvelles,
											a dit : « Sur notre deuxième chaîne,
											le train va bientôt arriver 
en gare de Myrdal. »
											Des milliers de personnes 
ont pris le train
											sur la 2, à ce moment précis.
(Rires)
											Ce fut aussi un énorme succès 
sur les médias sociaux.
											C'était cool de suivre 
ces milliers de personnes
											discuter sur Facebook et Twitter,
											comme s'ils étaient 
dans le train ensemble.
											J'aime beaucoup ce message-ci,
envoyé par un homme de 76 ans.
											Il a regardé toute l'émission.
											A la dernière gare, il s'est levé
pour prendre son bagage,
											et s'est cogné contre la tringle.
											C'est alors qu'il s'est aperçu 
qu'il était chez lui.
											(Applaudissements)
									","
											Zum Glück antworteten sie
mit einem sehr herzhaften Lachen,
											also haben wir eines 
schönen Tages im September
											die Sendung begonnen, die, so dachten wir,
7 Stunden und 4 Minuten dauern sollte.
											In Wahrheit wurde sie 
7 Stunden 14 Minuten lang
											aufgrund einer Signalstörung
am letzten Bahnhof.
											Wir hatten 4 Kameras,
											3 davon waren auf die wunderschöne 
Natur draußen gerichtet.
											Etwas Plaudern mit den Gästen,
einige Informationen.
											(Video) Durchsage im Zug:
Wir erreichen Haugastøl.
											TH: Und das war's in etwa.
											Allerdings gaben uns
											die 160 Tunnel die Möglichkeit,
die Archive zu plündern.
											Erzähler [auf norwegisch]: Ein kleiner
Flirt, während das Essen verdaut wird.
											Der letzte Streckenabschnitt abwärts 
vor unserem Zielort.
											Wir passieren Mjøfell.
											Dann ein neuer Tunnel.
											(Gelächter)
											TH: Und nun dachten wir, ja, 
wir haben ein tolles Programm.
											Es wird den 2 000 Trainspottern 
in Norwegen gefallen.
											Wir strahlten es im November 2009 aus.
											Aber nein, das Interesse war viel größer.
											Das sind die 5 größten Fernsehkanäle 
in Norwegen an einem normalen Freitag
											und wenn Sie NRK2 hier betrachten,
											sehen Sie den Effekt, als die Bergen-
Eisenbahn-Sendung ausgestrahlt wurde:
											1,2 Millionen Norweger sahen 
Teile der Sendung.
											(Applaus)
											Und noch ein merkwürdiges Detail:
											Als der Moderator unseres Hauptsenders
											nach den Nachrichten sagte:
											""Und auf unserem zweiten Kanal
											ist der Zug fast in Myrdal angekommen.""
											sprangen Tausende Zuschauer
quasi auf den Zug
											auf unserem zweiten Sender auf.
(Gelächter)
											Es war auch ein großer Erfolg
in den sozialen Medien.
											Es war schön, all die tausende Facebook-
und Twitter-Nutzer zu beobachten,
											die dieselbe Ansicht diskutierten,
											die miteinander sprachen, als wären
sie gemeinsam im Zug unterwegs.
											Ich mochte das hier besonders.
Es ist ein 76-jähriger Mann.
											Er hat die ganze Sendung gesehen
											und an der Endstation steht er auf,
um, wie er glaubt, sein Gepäck zu nehmen,
											dabei stieß er sich den Kopf 
an der Gardinenstange
											und stellt fest, dass er in
seinem eigenen Wohnzimmer ist.
											(Applaus)
									",The world's most boring television ... and why it's hilariously addictive,Thomas Hellum,18:06,"TEDx,entertainment,film,storytelling,television"
