en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
											I was born to two amazing professors
who were not religious.
											In fact, my father's regular response
											to the question about why we didn't go
to church on Sundays was,
											""When others go to pray, I go to play.""
											Tennis, in case you're wondering.
											Faith found me and my siblings
when university students came to our house
											to invite us to Sunday school.
											I was drawn by their sense
of personal conviction
											and their life of service,
											and opted for baptism
into the Christian faith
											as my 10th birthday present.
									","
											Eu nasci de dois fantásticos Professores
que não eram religiosos.
											De facto, a resposta frequente do meu pai
											para a pergunta sobre a razão por que
não íamos à igreja aos domingos era:
											""Quando os outros
vão rezar, eu vou jogar.""
											Ténis, caso vocês perguntem.
											A fé encontrou-me e aos meus irmãos
quando universitários vieram a nossa casa
											para nos convidarem
para a Catequese.
											Eu fui contagiada pela noção
de convicção pessoal deles
											e pela vida de serviço deles
											e optei pelo batismo na fé cristã,
											como o meu presente
de aniversário dos 10 anos.
									","
											Provengo de dos profesores maravillosos
que no eran religiosos.
											De hecho, la respuesta usual de mi padre
											a las preguntas del porqué no
íbamos a la iglesia los domingos era
											""Cuando los otros van a rezar, 
yo voy a jugar""
											A tenis, caso de que se lo pregunten.
											La fe me encontró a mí y a mis hermanos
											cuando estudiantes universitarios 
vinieron a nuestra casa
											para invitarnos a la escuela de domingo.
											Me sentí atraída por su 
sentido de convicción personal
											y su vida de servicio
											y opté por bautizarme 
en la fe cristiana
											como mi regalo de cumpleaños número 10.
									","
											Dindar olmayan iki muhteşem 
profesörün eline doğdum.
											Hatta, babamın neden pazar günleri

											kiliseyi gitmediğimiz sorusuna
sabit cevabı,
											""Onlar dua etmeye gittiğinde 
ben oynamaya gidiyorum"" idi.
											Merak ediyorsanız tenis oynuyordu.
											İnanç beni ve kardeşlerimi 
üniversite öğrencileri bizi
											kilise okuluna davet etmek 
için evimize geldiklerinde buldu.
											Sağlam ve samimi inançları
											ve adanmışlıkları beni cezbetti.
											Hristiyan inancını kabul edip
											10. doğum günü hediyesi olarak
vaftiz olmayı seçtim.
									",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
","
","
","
",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
											My faith has shaped my work
as a social entrepreneur,
											attempting to address
Africa's most pressing challenges
											over the last 17 years,
											and my work training youth as leaders
											and promoting ethics across Africa.
											Twenty-nine years later,
											as a Sunday school teacher myself,
											my faith was challenged
by a young nine-year-old
											who asked a series of questions.
											He asked,
											""Ms. Ndidi, does God hate Africans?""
											To which I quickly retorted,
""Of course not.
											God loves all his children equally.""
											Then he asked, ""So why do so many
young African children die?""
											I stumbled and mumbled as I responded.
											""There are many reasons
why young African children die.
											Most of them are man-made,
and we cannot blame God.""
											So he asked, ""Why does he let it happen?
											He could stop it.""
											And I said ...
											""Yes he could, yes he could,
											but he sent us here as change agents,
											light of the world, salt of the earth,
											and we are failing.""
									","
											A minha fé modelou o meu trabalho
de empresária social,
											tentando abordar
os maiores problemas em África
											nos últimos 17 anos
											e o meu trabalho de formação
de jovens líderes
											e de promoção da ética por toda a África.
											Vinte e nove anos depois,
											como catequista,
											a minha fé foi desafiada
por um menino de nove anos
											que me fez uma série de perguntas.
											Ele perguntou:
											""Sra. Ndidi, Deus odeia os africanos?""
											À qual eu rapidamente retorqui:
""Claro que não.
											""Deus ama todos os seus filhos
de igual forma.""
											Então ele perguntou: ""Então porque
morrem tantas criancinhas africanas""?
											Eu hesitei e murmurei enquanto respondia:
											""Há muitas razões pelas quais
as criancinhas africanas morrem.
											""A maior parte é pelas mãos do homem
e não podemos culpar Deus"".
											Então ele perguntou:
""Porque é que Ele deixa isso acontecer?
											""Ele poderia impedir.""
											E eu disse:
											""Sim, Ele poderia,
sim, Ele poderia,
											""mas Ele enviou-nos
como agentes de mudança,
											""luz do mundo, sal da terra,
											""e nós estamos a falhar.""
									","
											Mi fe ha sido moldeada por mi trabajo
como emprendedora social,
											intentando dirigir
los retos mas apremiantes de África
											en los últimos 17 años,
											y mi trabajo es capacitar 
a la juventud como lideres
											y promover la ética en toda África.
											Veintinueve años mas tarde,
											siendo maestra de la escuela dominical
											mi fe fue desafiada por un niño de 9 años
											que me hizo una serie de preguntas.
											El preguntó,
											""¿Señora Nididi, 
Dios odia a los africanos?""
											A lo que rápidamente respondí,
Por supuesto que no.
											Dios ama a todos sus hijos por igual""
											Y él me preguntó, ""¿por qué
mueren tanto niños africanos?""
											Tartamudeé y balbuceé al responder.
											""Hay muchas razones del porqué 
los niños africanos mueren""
											""La mayoría de las muertes son causadas 
por humanos y no podemos culpar a Dios""
											El preguntó, ""¿Por qué él lo permite?""
											Él podría detenerlo""
											Y dije.....
											""Sí él podría,
											pero el nos ha enviado 
como agente de cambio,
											la luz de mundo, la sal de la tierra,
											y nosotros fallamos.""
									","
											İnancım, çalışmamı Afrika'nın
en acil müdahale edilmesi gereken
											güçlüklerini çözmeye çalışan 
bir sosyal girişimci olarak şekillendirdi
											son 17 yıldır işim,
											gençliği lider olarak eğitmek
											ve Afrika çapında etiği yaymaktı.
											29 yıl sonra
											bir Pazar okulu öğretmeni olarak inancıma
											9 yaşında, diziler hâlinde sorular soran,
											bir genç tarafından meydan okundu.
											O, bana
											""Bayan Ndidi, Tanrı Afrikalılardan 
nefret mi ediyor?"" diye sordu.
											""Hayır tabii, O tüm çocuklarını
eşit derecede sever.""
											diye karşılık verdim.
											Sonra ""O zaman neden çok fazla Afrikalı
çocuk ölüyor?"" dedi.
											Cevaplarken duraklayıp lafı geveledim.
											""Afrikalı çocukların ölmesinin
birçok nedeni var.
											Bunların çoğu insan kaynaklı, yani
Tanrı'yı suçlayamayız.""
											""O zaman neden izin veriyor? 

											Durdurabilir."" dedi.
											Ben de
											""Evet yapabilir, evet yapabilir
											ama o buraya bizi değişim elçileri
olarak gönderdi
											dünyanın ışığı, yeryüzünün tuzu
olalım diye
											ama biz beceremiyoruz.""
									",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
","
","
","
",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
											Africa has had a mixed affair
with organized religion,
											with both positive
and negative consequences.
											The Christian missionaries
educated most of our political elite,
											like Senghor and Nkrumah,
											built many of our first
hospitals and schools.
											Similarly, Islam has introduced
commerce and mathematics
											across the continent.
											Today, we have over a billion Africans
who profess a strong faith.
											What is the net effect
of this on our continent?
											A recent ""Economist"" article
said that the face of the future
											of the world's most popular
religion is African.
											Now, both Islam and Christianity
underscore the importance of social impact
											as critical tenets of our faith.
											Muhammad is noted for stating
											that he is not a believer
who goes to bed on a full stomach
											when his neighbor to his side is hungry.
											And all through the New Testament,
											Jesus Christ talks about loving
your neighbors as yourselves,
											giving to the poor, caring for the sick,
											and James, too, says
that ""faith without works is dead.""
											So I strongly believe that faith-based
organizations have a critical role to play
											in driving social impact in Africa.
											But for this to occur,
we need three critical changes.
									","
											A África tem tido um caso misto
com a religião organizada,
											com consequências positivas e negativas.
											Os missionários cristãos
educaram sobretudo a nossa elite política,
											como Senghor e Nkrumah,
											construíram muitos dos nossos primeiros
hospitais e escolas.
											Igualmente, o Islão introduziu
o comércio e a matemática
											em todo o continente.
											Hoje, temos mais
de mil milhões de africanos
											que professam uma fé profunda.
											Qual é o efeito evidente
disso no nosso continente?
											Um artigo recente no ""Economist""
											disse que a face do futuro da religião
mais popular do mundo é a africana.
											Agora, tanto o Islão como o Cristianismo
sublinham a importância do impacto social
											como princípios essenciais da nossa fé.
											Sabe-se que Maomé afirmou
											que ele não era um crente
que ia para a cama de barriga cheia
											quando o vizinho a seu lado tinha fome.
											E através de todo o Novo Testamento,
											Jesus Cristo fala sobre amar
ao próximo como a nós mesmos,
											dando aos pobres, cuidando dos doentes.
											Tiago também disse
que ""a fé sem trabalho está morta.""
											Então, eu acredito firmemente
que as organizações
											têm um papel importante
na direção do impacto social em África.
											Mas, para que isso ocorra,
precisamos de três mudanças críticas.
									","
											África ha tenido un caso mixto,
con una religión organizada,
											con consecuencias positivas y negativas.
											Los misioneros cristianos educaron
a la mayoría de nuestra élite política,
											como Senghor y Nkrumah,
											construyeron muchos de 
nuestros primeros hospitales y escuelas
											así como también, el islam introdujo
el comercio y las matemáticas
											a todo el continente.
											Hoy tenemos miles de millones de
africanos que profesan una intensa fe.
											¿Cuál es el efecto neto
en nuestro continente?
											Un artículo reciente del ""Economist""
dijo que el rostro del futuro
											del mundo mas popular
es la religión africana.
											Tanto el islam y el cristianismo subrayan 
la importancia del impacto social
											como principios esenciales de nuestra fe.
											Mahoma es célebre por decir
											que no es un creyente el que va 
a la cama con el estómago lleno,
											mientras su vecino está hambriento.
											Y además a través del Nuevo Testamento,
											Jesucristo habla de amar al 
prójimo como a nosotros mismos,
											dar a los pobres, curar a los enfermos,
											y Jaime también dice que
""La fe sin trabajo esta muerta"".
											Creo firmemente que las organizaciones 
basadas en la fe tienen un papel crítico
											en la creación de 
un impacto social en África.
											Pero para que esto ocurra,
necesitamos tres cambios críticos.
									","
											Afrika organize din ile hem olumlu hem 
olumsuz sonuçları olan
											karışık bir ilişkiye sahip,
											elit siyasi tabakamızın çoğunu 
Hristiyan misyonerler eğitti,
											Senghor ve Nkrumah gibi,
											ilk hastanelerimizin ve 
okullarımızın çoğunu onlar yaptı.
											Aynı şekilde, İslam'da ticaret
ve matematiği
											kıta geneline yaydı.
											Bugün, bir milyardan fazla Afrikalı 
güçlü bir inanca sahip.
											Bunun kıtamızdaki net etkisi nedir?
											Yakın tarihli bir ""Economist"" makalesinde,
dünyanın en popüler dininin
											geleceğinin yüzünün
Afrika olduğu belirtildi.
											Şimdi, hem İslam hem de Hristiyanlık, 
sosyal etkinin önemini
											inancımızın eleştirel ilkeleri olarak 
vurgulamaktadır.
											Muhammed,
											komşusu açken yatağa tok gitmenin,
											inancında yeri olmadığını belirtmişti.
											Ve Yeni Ahit aracılığıyla,
											İsa Mesih komşularımızı kendimiz gibi
sevmekten bahseder,
											fakire yardımı, hastaya ilgiyi
											ve Yakup'ta ""işe dökülmeyen inanç 
ölüdür."" der.
											Yani ben inanıyorum ki din temelli
organizasyonlar
											Afrika'da sosyal bir etki yapmada 
kritik rol oynuyor.
											Ama bunun gerçekleşmesi için 
üç önemli değişiklik yapmalıyız.
									",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
","
","
","
",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
											The first is that we need
to change our mindsets.
											Both as people of faith
and of those who are not religious,
											their perceptions of those of us
who are people of faith.
											Now, for people of faith
and those of us who are religious,
											we often say, ""If God wills, I'll do this;
											inshallah, I'll do that —
											by God's grace, I'll do this.""
											Now there are many things,
I believe, that we can control —
											some we cannot.
											I believe that God is all-powerful,
											but he's not a micromanager.
									","
											A primeira é que precisamos
de mudar a nossa mentalidade.
											Tanto as pessoas de fé
como as que não têm religião,
											têm que mudar a sua perceção
sobre as que são pessoas de fé.
											As pessoas de fé e as que são religiosas,
											dizem com frequência:
											""Se Deus quiser, vou fazer isto.
Inshallah, vou fazer aquilo.
											""Pela graça de Deus, vou fazer isto.""
											Agora, acho que há muitas coisas
que podemos controlar
											— algumas não podemos.
											Eu acredito que Deus é todo-poderoso,
											mas não é um microgerente.
									","
											Lo primero que necesitamos
cambiar es nuestra mentalidad.
											La de las personas de fe y 
la de aquellas que no son religiosas,
											las percepciones de aquellos de nosotros
que somos personas de fe.
											Las personas de fe y aquellos
de nosotros que somos religiosos
											usualmente decimos, 
""Si Dios quiere, haré esto;
											Si Alá quiere, haré esto;
											por la gracia de Dios, haré esto"".
											Hay muchas cosas que podemos controlar,
											algunas que no podemos.
											Creo que Dios es todopoderoso
											pero no es un microgerente.
									","
											Birincisi, zihniyetlerimizi 
değiştirmeliyiz.
											İnançlı insanlar kadar, olmayanların da
											biz inançlı insanlar hakkındaki 
algıları değişmeli.
											Şimdi, inançlı insanlar 
ve biz dindar olanlar için
											sık sık diyoruz ki, ""Tanrı isterse,
											bunu yapacağım; inşallah,
											Tanrı'nın lütfuyla, bunu yapacağım.""
											Şimdi bazı şeyler var,
kontrol edebildiğimize inanıyorum,
											bazılarını da edemiyoruz.
											Tanrının çok güçlü olduğuna inanıyorum
											ama o bir mikro yönetici değil.
									",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
","
","
","
",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Kahkahalar)
									",The role of faith and belief in modern Africa,Ndidi Nwuneli,13:12,"religion,faith,Africa,collaboration,community,education,health care,society,social change"
