en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
											By raising your hand,
											how many of you know
at least one person on the screen?
											Wow, it's almost a full house.
											It's true, they are very famous
in their fields.
											And do you know what
all of them have in common?
											They all died of pancreatic cancer.
											However, although it's very,
very sad this news,
											it's also thanks to their personal stories
											that we have raised awareness
of how lethal this disease can be.
									","
											Levanten la mano
											si reconocen al menos
una persona en la pantalla.
											Vaya, casi todo el mundo.
											Es cierto, son muy famosos
en sus campos.
											¿Y saben qué tienen todos en común?
											Todos murieron de cáncer de páncreas.
											Sin embargo, a pesar
de esta noticia muy triste,
											gracias a sus historias personales
											pudimos mostrar a la gente lo letal 
que puede ser esta enfermedad.
									","
											Levante a mão
											quem conhece pelo menos uma pessoa no ecrã
											Uau, é quase toda a gente.
											É verdade, são pessoas famosas
nas suas áreas.
											Sabem o que todas elas têm em comum?
											Todas elas morreram 
de cancro no pâncreas.
											No entanto, embora 
sejam notícias muito tristes,
											foi graças às suas histórias pessoais
											que tomámos uma maior consciência
de como perigosa pode ser esta doença.
									","
											Geben Sie ein Handzeichen:
											Wie viele von Ihnen kennen mindestens
eine Person auf der Leinwand?
											Wow, fast das komplette Publikum.
											Es ist wahr, sie sind in ihren
Branchen sehr bekannt.
											Und wissen Sie, was sie alle
gemeinsam haben?
											Sie alle starben an
Bauchspeicheldrüsenkrebs.
											Obwohl das sehr traurig ist,
											verdanken wir es ihren
persönlichen Geschichten,
											dass das Bewusstsein dafür, wie tödlich
die Krankheit sein kann, gewachsen ist.
									",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
","
","
","
",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
											It's become the third cause
of cancer deaths,
											and only eight percent of the patients
will survive beyond five years.
											That's a very tiny number,
											especially if you compare it
with breast cancer,
											where the survival rate
is almost 90 percent.
											So it doesn't really come as a surprise
											that being diagnosed
with pancreatic cancer
											means facing an almost
certain death sentence.
											What's shocking, though,
is that in the last 40 years,
											this number hasn't changed a bit,
											while much more progress has been made
											with other types of tumors.
											So how can we make pancreatic cancer
treatment more effective?
											As a biomedical entrepreneur,
											I like to work on problems
that seem impossible,
											understanding their limitations
											and trying to find new,
innovative solutions
											that can change their outcome.
									","
											Es la tercera causa
de muerte por cáncer
											y solo un 8 % de los pacientes
sobreviven más de cinco años.
											Esta es una cifra muy baja,
											especialmente si se compara
con el cáncer de mama
											donde el índice de supervivencia
es casi el 90 %.
											Así que en realidad no es una sorpresa
											que ser diagnosticado
con cáncer de páncreas
											significa enfrentarse a una sentencia
de muerte casi segura.
											Lo que es sorprendente sin embargo,
es que en los últimos 40 años,
											este número no ha cambiado en absoluto
											si bien se ha avanzado mucho más
con otros tipos de tumores.
											¿Qué hacer para lograr terapias más 
eficientes para el cáncer de páncreas?
											Como empresaria biomédica,
											me gusta trabajar con problemas
que parecen imposibles,
											comprender sus limitaciones
											y tratar de encontrar
nuevas soluciones innovadoras
											que pueden cambiar su resultado.
									","
											Tornou-se o terceiro cancro mais mortal,
											e apenas 8% dos doentes
vão sobreviver ao fim de cinco anos.
											Este é um número bastante pequeno,
											especialmente se o compararmos
com o cancro da mama,
											em que a taxa de sobrevivência 
é quase 90%.
											Então, não é nada surpreendente
											que um diagnóstico de cancro do pâncreas
											signifique enfrentar
uma sentença de morte.
											O que é chocante, porém,
é que nos últimos 40 anos,
											este número não mudou
nem um bocadinho,
											enquanto que, noutros tipos de cancro,
											houve muito mais progresso.
											Como é que podemos tornar mais eficaz
o tratamento do cancro pancreático?
											Como empresária biomédica,
											gosto de trabalhar em problemas
que parecem ser impossíveis,
											entender os seus limites
											e tentar encontrar soluções inovadoras
											que possam mudar o seu resultado.
									","
											Sie ist auf Platz drei der durch Krebs
verursachten Todesfälle aufgestiegen,
											und nur 8 % der Patienten
überleben mehr als fünf Jahre.
											Das ist eine sehr kleine Anzahl,
											besonders im Vergleich mit Brustkrebs,
											bei dem die Überlebensrate
bei fast 90 % liegt.
											Es ist also keine wirkliche Überraschung,
											dass eine Diagnose mit 
Bauchspeicheldrüsenkrebs
											ein fast sicheres Todesurteil bedeutet.
											Es ist jedoch schockierend,
dass sich diese Zahl
											in den letzten 40 Jahren nicht
im Geringsten verändert hat.
											Während wesentlich mehr Fortschritt
											bei anderen Tumoren gemacht wurde.
											Wie können wir Bauchspeicheldrüsenkrebs
also effektiver behandeln?
											Als biomedizinsche Unternehmerin
											arbeite ich an Problemen, 
die unmöglich erscheinen,
											um ihre Einschränkungen zu verstehen
											und zu versuchen, neue,
innovative Lösungen zu finden,
											die ihre Ergebnisse verändern können.
									",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
","
","
","
",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
											The first piece of bad news
with pancreatic cancer
											is that your pancreas is in the middle
of your belly, literally.
											It's depicted in orange on the screen.
											But you can barely see it
											until I remove all the other
organs in front.
											It's also surrounded
by many other vital organs,
											like the liver, the stomach,
the bile duct.
											And the ability of the tumor
to grow into those organs
											is the reason why pancreatic cancer
											is one of the most painful tumor types.
											The hard-to-reach location
also prevents the doctor
											from surgically removing it,
											as is routinely done
for breast cancer, for example.
											So all of these reasons leave
chemotherapy as the only option
											for the pancreatic cancer patient.
									","
											La primera mala noticia
del cáncer de páncreas
											es que el páncreas está precisamente
en el medio del vientre, literalmente.
											Se muestra en color naranja 
en la pantalla.
											Pero apenas se puede ver
											hasta que se retiran todos
los demás órganos que lo tapan.
											Además, está rodeado por
muchos otros órganos vitales,
											como el hígado, el estómago,
el conducto biliar.
											Y la capacidad del tumor de crecer
dentro de estos órganos
											es la razón por la que
el cáncer de páncreas
											es uno de los tumores más dolorosos.
											Además, su posición difícil
de alcanzar impide al cirujano
											una extirpación quirúrgica,
											algo rutinario por ejemplo
para el cáncer de mama.
											Todas estas razones hacen de la 
quimioterapia la única opción
											para el paciente de cáncer de páncreas.
									","
											A primeira metade de más notícias
com o cancro do pâncreas
											é que o pâncreas está no meio 
da nossa barriga, literalmente.
											Está representado a laranja no ecrã.
											Mas mal o vemos
											enquanto eu não retirar
os outros órgãos em frente dele.
											Está também rodeado
por muitos outros órgãos vitais,
											como o fígado, o estômago,
o ducto biliar.
											A capacidade do tumor 
para invadir esses órgãos
											é a razão pela qual o cancro pancreático
											é um dos mais dolorosos tipos de tumor.
											A localização de difícil acesso
também impede
											que o médico o remova cirurgicamente,
											como é geralmente feito
para o cancro da mama, por exemplo.
											Todos estes motivos 
deixam a quimioterapia como a única opção
											para uma vitima de cancro pancreático.
									","
											Erste schlechte Nachricht
bei Bauchspeicheldrüsenkrebs:
											die Bauchspeicheldrüse liegt wortwörtlich
in der Mitte des Bauches.
											Sie ist auf dem Bildschirm 
in Orange dargestellt.
											Allerdings kann man sie kaum sehen,
											erst wenn ich alle anderen
Organe davor entferne.
											Sie ist außerdem von vielen 
lebenswichtigen Organen umringt,
											etwa von der Leber, 
dem Magen und dem Gallenweg.
											Und die Fähigkeit des Tumors,
in diese Organen hineinzuwachsen,
											ist der Grund, warum dieser Krebs
											zu einer der schmerzvollsten
Tumorarten zählt.
											Die schwer erreichbare Lage
hindert den Arzt ebenfalls daran,
											ihn chirurgisch zu entfernen,
											wie es etwa bei Brustkrebs
routinemäßig getan wird.
											All diese Gründe lassen für den Partienten
											nur eine Chemotherapie übrig.
									",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
","
","
","
",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
											This brings us to the second
piece of bad news.
											Pancreatic cancer tumors have
very few blood vessels.
											Why should we care
about the blood vessel of a tumor?
											Let's think for a second
how chemotherapy works.
											The drug is injected in the vein
											and it navigates throughout the body
until it reaches the tumor site.
											It's like driving on a highway,
trying to reach a destination.
											But what if your destination
doesn't have an exit on the highway?
											You will never get there.
											And that's exactly the same problem
											for chemotherapy and pancreatic cancer.
											The drugs navigate
throughout all of your body.
											They will reach healthy organs,
											resulting in high toxic effect
for the patients overall,
											but very little will go to the tumor.
											Therefore, the efficacy is very limited.
									","
											Lo que nos lleva
a la segunda mala noticia:
											los tumores de cáncer de páncreas 
tienen muy pocos vasos sanguíneos.
											Pero ¿por qué deberían preocuparnos
los vasos sanguíneos de un tumor?
											Pensemos por un segundo
cómo funciona la quimioterapia.
											El medicamento se inyecta en la vena
											para llegar a través del cuerpo
hasta el sitio del tumor.
											Es como conducir por una autopista
tratando de llegar a un destino.
											¿Y si su destino
no tiene salida a la carretera?
											Nunca llegarán allí.
											Y ese es exactamente el mismo problema
											para la quimioterapia
y el cáncer de páncreas.
											Los fármacos circulan
por todo el cuerpo,
											llegan a los órganos sanos,
											causando un efecto altamente tóxico
para la salud general de los pacientes,
											pero solo una cantidad mínima de 
este fármaco alcanzará el tumor.
											Por lo tanto, es muy poco eficiente.
									","
											Isto leva-nos à segunda metade
das más notícias.
											Os tumores do cancro pancreático
têm muito poucos vasos sanguíneos.
											Mas porque é que nos devemos preocupar
com os vasos sanguíneos de um tumor?
											Vamos pensar por um segundo
em como funciona a quimioterapia.
											O medicamento é injetado na veia
											e navega pelo corpo
até que chega ao local do tumor.
											É como conduzir numa autoestrada,
tentando chegar ao destino.
											E se o destino não tem
uma saída na autoestrada?
											Nunca lá chegaremos.
											O problema é exatamente esse
											para a quimioterapia do cancro pancreático.
											Os medicamentos navegam
por todo o nosso corpo.
											Vão chegar aos órgãos saudáveis,
											o que vai resultar num alto efeito tóxico
para os doentes, no geral,
											mas apenas muito pouco 
vai chegar ao tumor.
											Portanto, é muito pouco eficaz.
									","
											Dies bringt uns zur zweiten
schlechten Nachricht:
											Bauchspeicheldrüsentumore
haben sehr wenige Blutgefäße.
											Warum sollten uns die Blutgefäße
eines Tumors interessieren?
											Denken wir einen Moment daran,
wie eine Chemotherapie funktioniert.
											Das Mittel wird in die Vene injiziert
											und navigiert durch den Körper,
bis es die Tumorstelle erreicht.
											Als führe man auf einer Autobahn,
um ein Ziel zu erreichen.
											Aber was, wenn Ihr Ziel keine
Ausfahrt auf der Autobahn hat?
											Sie werden es niemals erreichen.
											Es ist genau das gleiche Problem
											für Chemotherapie und 
Bauchspeicheldrüsenkrebs.
											Die Medikamente navigieren
durch Ihren gesamten Körper.
											Sie erreichen gesunde Organe,
											was starke, toxische Effekte für die
Patienten insgesamt mit sich bringt,
											für den Tumor jedoch nur wenig tut.
											Deshalb ist die Wirksamkeit sehr gering.
									",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
","
","
","
",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
"
											To me, it seems very counterintuitive
to have a whole-body treatment
											to target a specific organ.
											However, in the last 40 years,
											a lot of money, research
and effort have gone towards
											finding new, powerful drugs
to treat pancreatic cancer,
											but nothing has been done
in changing the way
											we deliver them to the patient.
									","
											Me parece muy ilógico
usar un tratamiento holístico
											para tratar un órgano específico.
											Sin embargo, en los últimos 40 años,
											se ha invertido mucho dinero,
horas de investigación y esfuerzo
											para encontrar nuevos fármacos potentes
para tratar el cáncer de páncreas,
											pero no se hizo nada para cambiar
la forma de administrarlos.
									","
											Para mim, parece-me ser muito pouco lógico
fazer um tratamento de corpo inteiro
											quando o alvo é um órgão específico.
											No entanto, nos últimos 40 anos,
											tem-se investido muito dinheiro,
investigação e empenho
											para encontrar medicamento novos
e poderosos para o cancro pancreático,
											mas nada foi feito para mudar a maneira
											como os administramos ao doente.
									","
											Eine Ganzkörperbehandlung
erscheint mir widersinnig,
											um ein einzelnes Organ anzuvisieren.
											In den letzten 40 Jahren wurde
											eine große Menge Geld, Forschung
und Mühe darauf verwendet,
											neue, leistungsfähige Medikamente
für Bauchspeicheldrüsenkrebs zu finden,
											jedoch ohne etwas für eine Veränderung
											bei der Verabreichungsart zu tun.
									",Good news in the fight against pancreatic cancer,Laura Indolfi,6:03,"cancer,big problems,design,disease,entrepreneur,health,future,health care,illness,innovation,invention,medicine,medical research,potential,product design,science,TED Fellows"
