fr,en,de,es,title,speaker,duration,tags
"
","
","
","
","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
											Peu de gens savent que quand j’étais au lycée dans ce pays,
											je me suis inscrit à l’université à un moment où j'étais convaincu
											que je deviendrai un artiste ou un sculpteur.
											Je venais d’un milieu très privilégié. J’avais beaucoup de chance.
											Ma famille était riche, et mon père croyait en une chose,
											qui était de nous donner toute l’éducation que l’on voulait.
											Je lui ai donc annoncé que je voulais devenir sculpteur à Paris.
											C’était un homme intelligent. Il m’a dit,
											«C'est d'accord, mais tu as très bien réussi dans tes examens de maths.»
											J’avais eu 800 et il pensait que c'était une bonne note – moi aussi.
											Mais les arts, c’était ma passion.
											Il m’a dit «Si tu vas au MIT», où j’étais admis,
											«Je paierai pour chaque année que tu passeras au MIT,
											diplômé ou non diplômé – tout ce que tu veux —
											je te donnerai de quoi vivre à Paris pendant le même nombre d'années.»
											J’ai pensé que c’était une super affaire, j’ai donc accepté immédiatement.
											J’ai décidé que puisque j’étais bon en art et bon en maths,
											j’étudierai architecture, qui est un mélange des deux.
									","
											Most people don't know that when I went to high school in this country —
											I applied for university at a time when I was convinced
											I was going to be an artist and be a sculptor.
											And I came from a very privileged background. I was very lucky.
											My family was wealthy, and my father believed in one thing,
											and that was to give us all as much education as we wanted.
											And I announced I wanted to be a sculptor in Paris.
											And he was a clever man. He sort of said,
											""Well, that's OK, but you've done very well in your math SATs.""
											In fact, I'd got an 800. And he thought I did very well — and I did, too — in the arts:
											this was my passion.
											And he said ""If you go to MIT,"" to which I had been given early admission,
											""I will pay for every year you're at MIT,
											in graduate or undergraduate — as much as you want —
											I will pay for an equal number of years for you to live in Paris.""
											And I thought that was the best deal in town, so I accepted it immediately.
											And I decided that if I was good in art, and I was good in mathematics,
											I'd study architecture, which was the blending of the two.
									","
											Als ich zur High School hier im Lande ging, was viele nicht wissen –
											als ich mich für die Universität beworben habe, war ich schon überzeugt,
											dass ich Künstler und Bildhauer werden möchte.
											Ich komme aus einer privilegierten Familie. Ich habe viel Glück gehabt.
											Meine Familie war vermögend und mein Vater glaubte fest an eine Sache
											und das war, uns so viel Ausbildung zu ermöglichen, wie wir wollten.
											Ich kündigte an, dass ich Bildhauer in Paris werden möchte.
											Er war ein kluger Mann. Er sagte so etwas wie:
											""Gut, das ist okay, aber du hast sehr gut in den Matheprüfungen abgeschnitten.""
											Ich habe auch 800 Punkte erreicht. Er glaubte, ich sei sehr gut – das stimmt – aber auch in Kunst.
											Das war meine Leidenschaft.
											Er sagte: ""Wenn du aufs MIT gehst,“ – ich hatte eine Früh-Erstzulassung dafür bekommen –
											""werde ich für jedes Jahr bezahlen, das du dort bist,
											in Grund- und Aufbaustudium – so viel du möchtest.
											Ich werde dann für genauso viele Jahre zahlen, die du in Paris lebst.""
											Ich dachte, das ist das beste Angebot in der Stadt, also habe ich es gleich angenommen.
											Und ich beschloss, wenn ich gut in Kunst und in Mathematik bin,
											Architektur zu studieren, was beides verbindet.
									","
											La mayoría de las personas no saben que cuando yo fui al bachillerato en este país
											Apliqué para la universidad en un momento en el que estaba convencido
											de que iba a ser un artista y escultor
											Y venía de un muy privilegiado entorno. Era muy afortunado
											Mi familia era acaudalada, y mi padre creía en una cosa,
											y eso era en darnos tanta educación como quisiéramos
											Y yo anuncié que queria ser un escultor en Paris
											Y el era un hombre ingenioso. Dijo algo como,
											""Bueno, esta bien, pero te ha ido muy bien en tus pruebas de matemática""
											De hecho, obtuve 800, y el pensaba que lo habia hecho muy bien-y lo hice también- en artes.
											Esa era mi pasión.
											Y el dijo ""Si vas a MIT(Massachussets Institute of Technology)"", adonde habia conseguido matricularme tempranamente,
											""Pagaré por cada año que estes en MIT,
											antes y después de graduarte- tanto como quieras-
											Pagaré por un numero igual de años para que vivas en Paris.""
											Y pensé que ese era el mejor trato posible, asi que acepté inmediatamente.
											Y decidí que si era bueno en artes, y era bueno en matemáticas,
											estudiaría arquitectura, que era una mezcla de las dos.
									","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
","
","
","
","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
											J’en ai donc parlé au proviseur en Prep School.
											Je lui ai expliqué ce que je voulais faire, que je voulais étudier l'architecture
											parce que c’était de l’art et des maths en même temps.
											Il m’a dit quelque chose que je n'ai pas tout du coup compris.
											Il m’a dit, « Tu sais, j’aime bien les costumes gris, et j’aime bien les costumes rayés
											mais je n’aime pas les costumes gris rayés.»
											J’ai pensé : «Ce type est un bon à rien» et je suis allé au MIT.
											J’ai fait des études d’architecture, puis un second degré en architecture,
											et très vite je me suis rendu compte que ce n’était pas de l’architecture.
											En fait, le réel mélange entre art et science c’était les ordinateurs.
											C’était réellement le domaine pour les mettre ensemble. Et j'ai eu la chance de mener ma carrière en le faisant.
									","
											I went and told my headmaster that, at prep school.
											And I said to him what I was doing, that I was going to go study architecture
											because it was art and mathematics put together.
											He said to me something that just went completely over my head.
											He said, ""You know, I like grey suits, and I like pin-striped suits,
											but I don't like grey pin-striped suits.""
											And I thought, ""What a turkey this guy is,"" and I went off to MIT.
											I studied architecture, then did a second degree in architecture,
											and then actually quickly realized that it wasn't architecture.
											That really, the mixing of art and science was computers,
											and that that really was the place to bring both, and enjoyed a career doing that.
									","
											Ich ging und sagte es dem Direktor der vorbereitenden Schule für die Universität.
											Ich sagte, was ich vorhatte, dass ich Architektur studieren möchte,
											weil es Kunst und Mathematik verbindet.
											Er sagte etwas zu mir, was ich überhaupt nicht verstanden habe.
											Er sagte: ""Weißt du, ich mag graue Anzüge und ich mag Nadelstreifenanzüge,
											aber ich mag keine grauen Nadelstreifenanzüge.""
											Und ich dachte: ""Was für ein Dummkopf dieser Typ doch ist,“ und ging aufs MIT.
											Ich habe Architektur studiert und machte einen zweiten Abschluss in Architektur
											und dann stellte ich ziemlich schnell fest, dass es nicht Architektur war.
											Dass in Wirklichkeit Computer der Mix aus Kunst und Wissenschaft waren
											und dass es genau das war, was beides verbindet und ich genoss meine Karriere damit.
									","
											Fuí y le dije eso al Director en la escuela preparatoria.
											Y le dije lo que estaba haciendo, que iba a estudiar arquitectura
											porque era unir las artes con las matemáticas
											El me dijo algo que resonó completamente en mi cabeza.
											El dijo, ""Sabes, me gustan los trajes grises, y me gustan los trajes a rayas,
											pero no me gustan los trajes grises a rayas.""
											Y pensé, ""Que inepto es este tipo,"" y me fui a MIT.
											Estudié arquitectura, luego hice un segundo grado en arquitectura,
											y entonces me di cuenta rápidamente que no era arquitectura.
											Que realmente, la mezcla de arte y ciencia era las computadoras.
											Y que ese era realmente el lugar para reunir a las dos, y disfrutar una carrera haciéndolo.
									","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
","
","
","
","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
											Probablement, si je devais me situer sur l’échelle de Jim Citrin,
											je mettrai 100% du coté de l’équation
											où l’on passe son temps à donner la possibilité aux autres d’être créatifs.
											Après avoir fait ça pendant très longtemps, et avoir transmis le témoin au Media Lab,
											j’ai pensé, «Il est temps que je mène un projet,
											quelque chose d’important, mais également quelque chose
											qui profiterait de tous les privilèges que je possède.»
											Dans le cas du Media Lab, c’était de connaître beaucoup de personnes.
											De connaître des personnes qui étaient soit influentes soit riches,
											et également, dans mon cas, ne plus avoir à m’inquiéter pour ma carrière.
											Ma carrière était déjà faite.
											Je n’avais pas à me préoccuper de gagner de l’argent,
											ni à me préoccuper de ce que les gens pensaient de moi.
											J’ai dit «Faisons quelque chose qui utilise tous ces privilèges,»
											et j’ai pensé que si on pouvait s'occuper d'éducation en agissant sur les enfants,
											et en apportant au monde entier l’accès aux ordinateurs,
											voilà quelque chose que l’on devait vraiment faire.
											Je n’ai jamais montré cette photo, et on va probablement me poursuivre pour l’avoir fait
											Elle a été prise à trois heures du matin sans l'accord de la société.
											Ça date d’il y a deux semaines. Les voilà, les gars.
									","
											And probably, if I were to fill out Jim Citrin's scale,
											I'd put 100 percent on the side of the equation
											where you spend time making it possible for others to be creative.
											And after doing this for a long time, and the Media Lab passing the baton on,
											I thought, ""Well, maybe it's time for me to do a project.
											Something that would be important, but also something
											that would take advantage of all of these privileges that one had.""
											And in the case of the Media Lab, knowing a lot of people,
											knowing people who were either executives or wealthy,
											and also not having, in my own case, a career to worry about anymore.
											My career, I mean, I'd done my career.
											Didn't have to worry about earning money.
											Didn't have to worry about what people thought about me.
											And I said, ""Boy, let's really do something that takes advantage of all these features,""
											and thought that if we could address education, by leveraging the children,
											and bringing to the world the access of the computers,
											that that was really the thing we should do.
											Never shown this picture before, and probably going to be sued for it.
											It's taken at three o'clock in the morning, without the permission of the company.
											It's about two weeks old. There they are, folks.
									","
											Und wenn ich die Jim Citrin Tabelle ausfüllen müsste,
											würde ich wohl 100 Prozent auf die Seite der Gleichung geben,
											bei der man Zeit verbringt, es für andere möglich zu machen, kreativ zu sein.
											Nachdem ich das für eine lange Zeit gemacht habe und es an Media Lab weiterreichte,
											dachte ich: ""Vielleicht ist es an der Zeit ein Projekt für mich zu machen.
											Etwas was wichtig wäre, aber auch etwas,
											das all die Privilegien nutzen könnte, die man hatte.""
											Das war im Fall von Media Lab viele Leute zu kennen,
											die entweder in Vorstandspositionen oder vermögend waren,
											aber auch, wie in meinen Fall, die sich nicht mehr um ihre Karriere kümmern mussten.
											Meine Karriere – ich meine, ich habe Karriere gemacht.
											Ich musste mir keine Sorgen übers Geldverdienen machen.
											Ich musste mir keine Sorgen darüber machen, was die Leute über mich denken.
											Und ich sagte: ""Mann, lass uns doch etwas machen, mit dem wir all die Vorteile verbinden können.""
											Ich dachte, wenn wir den Bildungsbereich anpeilen, indem wir auf Kinder einwirken
											und dadurch der Welt den Zugang zu Computern eröffnen,
											dann wäre es das, was wir machen sollten.
											Ich habe noch nie das Bild gezeigt und ich werde wahrscheinlich verklagt.
											Es wurde um drei Uhr morgens aufgenommen, ohne Zustimmung der Firma.
											Es ist ungefähr zwei Wochen alt. Und da sind sie.
									","
											Y probablemente, si yo fuera a llenar la escala de Jim Citrin
											Pondría 100 por ciento en el lado de la ecuación
											donde pasaras el tiempo haciendo posible que otros sean creativos.
											Y despu é s de hacer esto por largo tiempo, y algo así como pasar el testigo del relevo al Laboratorio de Medios,
											Pensé, ""Bueno, quizás es mi hora para hacer un proyecto,
											algo que sería importante, pero además algo
											que tomaría ventaja de todos esos privilegios que uno tenía.""
											Y en el caso del Laboratorio de Medios, conociendo mucha gente.
											Conociendo personas que eran ejecutivos o gente rica,
											y además no teniendo, en mi caso, una carrera de que preocuparme nunca más.
											Mi carrera, me refiero, ya habí a hecho mi carrera.
											No tenía que preocuparme por ganar dinero.
											No tenía que preocuparme por lo que la gente pensara de mi.
											Y dije, ""Muchacho, realmente hagamos algo que tome ventaja de todas estas características,""
											y pensé que si pudiéramos dirigir la educación influenciando los niños
											y llevando al mundo el acceso a las computadoras,
											eso sería realmente lo que deberíamos hacer.
											Nunca he enseñado esta foto antes, y probablemente voy a ser demandado por esto.
											Fue tomada a las 3 de la mañana sin permiso de la compañía.
											Tiene aproximadamente 2 semanas. Aquí está amigos.
									","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
","
","
","
","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Applaus)
									","
											(Aplausos)
									","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
","
","
","
","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
"
											Si vous regardez la photo, vous pouvez voir qu’ils sont empilés.
											Vous voyez les tapis roulants qui bougent.
											Voilà un des tapis roulants avec les ordinateurs dessus,
											Mais regardez ceux qui sont au-dessus.
											Ils installent le logiciel dans la mémoire flash,
											et ils les testent pendant quelques heures.
											Mais il faut que ça avance sur la ligne d’assemblage parce que c’est constant.
											Ils tournent donc sur cette boucle, c'est la raison pour laquelle vous les voyez là-haut.
											C’était magnifique parce que c’était vraiment un tournant. Mais ça remonte à loin.
											Cette photo a été prise en 1982, juste avant que le PC IBM soit annoncé.
											Seymour Papert et moi on apportait des ordinateurs aux écoles.
											dans les pays en voie de développement avant même que n’importe qui n’y pense.
											Mais une chose qu’on a apprise est que ces enfants peuvent s’y mettre
											de la même manière que nos enfants ici.
									","
											If you look at the picture, you'll see they're stacked up.
											Those are conveyor belts that go around.
											This is one of the conveyor belts with the thing going by,
											but then you'll see the ones up above.
											What happens is, they burn into flash memory the software,
											and then test them for a few hours.
											But you've got to have the thing moving on the assembly line, because it's constant.
											So they go around in this loop, which is why you see them up there.
											So this was great for us because it was a real turning point. But it goes back.
											This picture was taken in 1982, just before the IBM PC was even announced.
											Seymour Papert and I were bringing computers to schools
											and developing nations at a time when it was way ahead of itself.
											But one thing we learned was that these kids can absolutely jump into it
											just the same way as our kids do here.
									","
											Wenn man sich das Foto anschaut, sieht man dass sie aufgestapelt sind.
											Das sind Fließbänder die rundherum gehen.
											Das ist ein Fließband, mit dem Ding das vorbeirollt,
											und dann sehen Sie oben drüber welche.
											Dort brennen sie die Software in die Flash-Speicher
											und dann werden sie für ein paar Stunden getestet.
											Aber man muss das Ding auf dem Montageband behalten, weil es durchgehend ist.
											Sie fahren im Kreis herum, deshalb sieht man sie oben.
											Das war toll für uns, weil das der Wendepunkt war. Aber die Geschichte fängt früher an.
											Das Foto wurde 1982 aufgenommen, kurz bevor der IBM-PC überhaupt angekündigt wurde.
											Seymour Papert und ich haben Computer an Schulen
											in Entwicklungsländer gebracht, als das der Zeit sehr voraus war.
											Aber wir lernten, dass diese Kinder absolut darauf einsteigen können,
											genauso wie unsere Kinder es hier tun.
									","
											Si observan la foto, verán que están apiladas.
											Esas son cintas transportadoras que van circulando.
											Esta es una de las cintas transportadoras con la cosa andando,
											y entonces ustedes verán las que están más arriba.
											Lo que sucede es que ellos copian dentro de una memoria portátil el software,
											y luego los ponen a prueba por algunas horas.
											Pero deben tener la cosa moviéndose en la línea de ensamblaje ya que es constante.
											Así ellas siguen en este círculo, por lo cual ustedes las ven alla arriba.
											Así que esto fue maravilloso para nosotros ya que fue un verdadero momento de cambio. Pero retrocede.
											Esta foto fue tomada en 1982, justo antes que la PC de IBM fuera siquiera anunciada.
											Seymour Papert y yo estabamos trayendo computadores a las escuelas
											y países en desarrollo en un momento cuando esto estaba adelantado a su época.
											Pero una cosa que aprendimos era que esos niños podían usarlas
											de la misma forma que nuestros niños lo hacen aquí.
									","One Laptop per Child, two years on",Nicholas Negroponte,16:40,"activism,computers,design,technology,Best of the Web"
