en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
											Hephaestus, god of technology, was hard at
work on his most ingenious invention yet.
											He was creating a new defense 
system for King Minos,
											who wanted fewer intruders on his 
island kingdom of Crete.
											But mortal guards and ordinary 
weapons wouldn’t suffice,
											so the visionary god devised an 
indomitable new defender.
											In the fires of his forge,
											Hephaestus cast his invention in 
the shape of a giant man.
											Made of gleaming bronze; endowed with 
superhuman strength,
											and powered by ichor, 
the life fluid of the gods,
											this automaton was unlike anything 
Hephaestus had forged before.
											The god named his creation Talos: 
the first robot.
									","
											Teknoloji tanrısı olan Hephaestus,
en ustaca icadı için çok çalışıyordu.
											Girit adasında daha az
davetsiz misafir isteyen Kral Minos için
											yeni bir savunma sistemi yapıyordu.
											Ancak ölümlü muhafızlar
ve sıradan silahlar yetmezdi,
											bu yüzden vizyon sahibi tanrı
yenilmez yepyeni bir savunucu tasarladı.
											Hephaestus icadını 
demir ocağının ateşinde,
											dev bir adam şeklinde yaptı.
											Işıltılı bronzdan yapılmış;
insanüstü güçle donatılan
											ve tanrıların yaşam sıvısı olan ikor
tarafından desteklenen bu otomat,
											Hephaestus'un daha önce
oluşturduğu hiçbir şeye benzemiyordu.
											Tanrı, yarattığına
İlk Robot Talos adını verdi.
									","
											Hefesto, deus da tecnologia,
											estava a trabalhar afincadamente
na sua invenção mais genial.
											Estava a criar um novo sistema
de defesa para o Rei Minos,
											que queria afastar os intrusos
do seu reino, a ilha de Creta.
											Mas não bastariam guardas mortais
e armas convencionais,
											por isso, o deus visionário concebeu
um novo defensor invencível.
											Nas chamas da sua forja,
											Hefesto fundiu a sua invenção
com a forma de um gigante.
											Feito de bronze reluzente, 
dotado de força sobre-humana
											e alimentado por ""ichor"",
o fluido da vida dos deuses,
											este autómato era diferente de tudo
o que Hefesto tinha fundido até ali.
											O deus chamou Talos à sua criação:
o primeiro robô.
									","
											Héphaïstos, dieu de la technologie,
											travaillait dur sur son invention
la plus ingénieuse jusqu'à présent.
											Il était en train de créer un nouveau
système de défense pour le roi Minos,
											qui voulait moins d'intrus
sur son île-royaume de Crète.
											Mais les gardes et les armes
ordinaires ne suffisaient pas,
											donc le dieu visionnaire concocta
un nouveau défenseur invincible.
											Dans les flammes de sa forge,
											Héphaïstos coula son invention
dans la forme d'un géant.
											Fait de bronze étincelant,
doté d'une force surhumaine
											et alimenté avec de l'ichor,
le sang des dieux,
											cet automate était différent de ce
qu'Héphaïstos avait forgé auparavant.
											Le dieu nomma sa création Talos :
le premier robot.
									","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
","
","
","
","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
											Three times a day, the bronze guardian 
marched around the island's perimeter
											searching for interlopers.
											When he identified ships 
approaching the coast,
											he hurled massive boulders 
into their path.
											If any survivors made it ashore,
											he would heat his metal body red-hot 
and crush victims to his chest.
											Talos was intended to fulfill his duties 
day after day, with no variation.
											But despite his robotic behavior,
											he possessed an internal life his victims 
could scarcely imagine.
											And soon,
											the behemoth would encounter a ship 
of invaders that would test his mettle.
									","
											Günde üç kez, bronz muhafız
adanın çevresini dolaşarak
											davetsiz misafirleri aradı.
											Sahile yaklaşan
gemileri tespit ettiğinde,
											yollarına büyük kayalar fırlattı.
											Hayatta kalan
herhangi biri karaya çıkarsa
											metal vücudunu kızgın bir şekilde ısıtır
ve kurbanları göğsünde ezerdi.
											Talos görevlerini her gün değişmeksizin
yerine getirmeyi amaçladı.
											Fakat robotik davranışına rağmen
											kurbanlarının pek hayal 
edemediği bir iç yaşama sahipti.
											Yakın zamanda,
											dev yaratık, cesaretini test edecek
bir istilacı gemisiyle karşılaşacaktı.
									","
											Três vezes por dia, o guardião de bronze
dava a volta ao perímetro da ilha,
											procurando detetar intrusos.
											Quando identificava barcos
a aproximarem-se da costa,
											atirava enormes pedregulhos
contra eles.
											Se algum sobrevivente
chegasse a terra firme,
											ele aquecia o seu corpo de metal
até ficar em brasa
											e esmagava as vítimas contra o peito.
											Talos estava programado
para cumprir o seu dever,
											dia após dia, sem alterações.
											Mas, apesar do seu comportamento de robô,
											possuía uma vida interior
que as vítimas mal podiam imaginar.
											Em breve, o colosso encontrou
um barco de invasores
											que iam pôr à prova o seu valor.
									","
											Trois fois par jour, le gardien de bronze
faisait le tour de l’île
											à la recherche d'intrus.
											Lorsqu'il identifiait des navires
approchant la côte,
											il lançait d'énormes rochers
sur leur chemin.
											Si des survivants gagnaient le rivage,
											il chauffait au rouge son corps de métal
											et écrasait les victimes
contre sa poitrine.
											Talos était censé remplir ses fonctions
jour après jour, sans variations.
											Mais, malgré son comportement robotique,
il possédait une vie intérieure
											que ses victimes
ne pouvaient guère imaginer.
											Et bientôt,
											le monstre rencontra
un navire d'envahisseurs
											qui testerait son courage.
									","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
","
","
","
","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
											The bedraggled crew of Jason, Medea, 
and the Argonauts
											were returning from their hard-won quest 
to retrieve the Golden Fleece.
											Their adventure had taken 
many dark turns,
											and the weary sailors were desperate 
to rest in a safe harbor.
											They’d heard tales of Crete’s invulnerable
bronze colossus,
											and made for a sheltered cove.
											But before they could even drop anchor, 
Talos spotted them.
									","
											Jason, Medea ve Argonauts’ın
darmadağınık takımı,
											Altın Post’u almak için zor kazanılmış
meceralarından geri dönüyordu.
											Maceraları pek çok karanlık yola girmişti
											ve yorgun denizciler güvenli bir limanda
dinlenmek için her şeyi göze alırdı.
											Girit’in yenilmez bronz
devinin hikayelerini duydular
											ve korunaklı bir koy için yola koyuldular.
											Daha demir atamadan 
Talos onları fark etti.
									","
											A tripulação destroçada
de Jasão, Medeia e os Argonautas
											regressavam da sua demanda
duramente conquistada
											para recuperar o Tosão de Ouro.
											A aventura deles sofrera
muitas reviravoltas difíceis
											e os marinheiros exaustos
											estavam ansiosos por descansarem
num porto seguro.
											Tinham ouvido falar do invulnerável
colosso de bronze de Creta
											e estavam à procura duma enseada abrigada.
											Mas, antes de conseguirem lançar
a âncora, Talos detetou-os.
									","
											L'équipage débraillé de Jason,
Médée et les Argonautes
											rentrait de sa dure recherche
pour récupérer la Toison d'or.
											Leur aventure avait pris
plusieurs tournants sombres,
											et les marins épuisés voulaient
à tout prix se reposer dans un port sûr.
											Ils avaient entendu des contes
											sur l'invulnérable
colosse de bronze de Crète
											et se dirigèrent vers une crique abritée.
											Mais, avant même qu'ils puissent
jeter l'ancre, Talos les repéra.
									","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
","
","
","
","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
											While the Argonauts cowered at the 
approach of the awesome automaton,
											the sorceress Medea spotted a glinting 
bolt on the robot’s ankle—
											and devised a clever gambit.
											Medea offered Talos a bargain:
											she claimed that she could 
make Talos immortal
											in exchange for removing the bolt.
											Medea's promise resonated deep 
within his core.
											Unaware of his own mechanical nature,
											and human enough to long for 
eternal life, Talos agreed.
									","
											Argonauts, müthiş otomatın
yaklaşmasına engel olurken
											büyücü Medea robotun bileği üzerinde
parlayan bir cıvata tespit etti
											ve zekice bir kumar oynadı.
											Medea Talos'a bir anlaşma sundu:
											cıvatayı çıkarması karşılığında
											Talos'u ölümsüz yapacaktı.
											Medea'nın vaadi,
çekirdeğinin derinliklerinde çınladı.
											Talos, kendi mekanik doğasından habersiz
											ve sonsuz yaşam için özlem duyacak
kadar insan olduğundan kabul etti.
									","
											Enquanto os Argonautas se encolhiam
quando o gigantesco autómato se aproximou,
											a feiticeira Medeia detetou uma cavilha
reluzente no tornozelo do robô
											e planeou uma jogada inteligente.
											Medeia propôs um negócio a Talos:
											afirmou que podia tornar Talos imortal
											se ele retirasse a cavilha.
											A promessa de Medeia ressoou
profundamente no âmago de Talos.
											Inconsciente da sua natureza mecânica,
											e suficientemente humano
para desejar a vida eterna,
											Talos concordou.
									","
											Alors que les Argonautes
commençaient à trembler
											à l'approche de l'impressionnant automate,
											la magicienne Médée remarqua
un écrou brillant sur la cheville du robot
											et concocta une tactique rusée.
											Médée offrit à Talos une bonne affaire :
											elle déclara qu'elle pouvait
rendre Talos immortel
											s'il enlevait l'écrou.
											La promesse de Médée résonna
au plus profond de lui.
											Inconscient de sa nature mécanique,
											et suffisamment humain pour désirer
la vie éternelle, Talos accepta.
									","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
","
","
","
","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
"
											While Medea muttered incantations, 
Jason removed the bolt.
											As Medea suspected, the bolt was a 
weak point in Hephaestus’ design.
											The ichor flowed out like molten lead, 
draining Talos of his power source.
											The robot collapsed with 
a thunderous crash,
											and the Argonauts were free 
to travel home.
									","
											Medea büyülü sözlerii mırıldanırken
Jason cıvatayı çıkardı.
											Medea'nın şüphelenildiği gibi, cıvata
Hephaestus’un zayıf bir noktasıydı.
											İkhor, Talos'un güç kaynağından
erimiş kurşun gibi aktı.
											Robot, şiddetli bir çarpma ile çöktü
											ve Argonautlar eve 
seyahat etmekte serbestti.
									","
											Enquanto Medeia
murmurava encantamentos,
											Jasão retirou a cavilha.
											Como Medeia suspeitara,
											a cavilha era o ponto fraco
na estrutura de Hefesto.
											O ""icor"" escorreu, como chumbo derretido,
privando Talos da sua fonte de poder.
											O robô desabou
num colapso estrondoso
											e os Argonautas puderam
seguir caminho.
									","
											Alors que Médée murmurait
des incantations, Jason enleva l'écrou.
											Comme Médée le soupçonnait,
											l'écrou était un point faible
dans le projet d'Héphaïstos.
											L'ichor coula comme du plomb fondu
vidant Talos de sa source de puissance.
											Le robot s'effondra
dans un fracas tonitruant
											et les Argonautes furent libres
de rentrer chez eux.
									","The Greek myth of Talos, the first robot",Adrienne Mayor,3:43,"animation,robot,education,TED-Ed,AI,culture,robots,world cultures,history"
