en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
											So, on April 23 of 2013,
											the Associated Press
put out the following tweet on Twitter.
											It said, ""Breaking news:
											Two explosions at the White House
											and Barack Obama has been injured.""
											This tweet was retweeted 4,000 times
in less than five minutes,
											and it went viral thereafter.
									","
											Le 23 avril 2013,
											l'Associated Press a publié
le tweet suivant sur Twitter.
											Il disait : « Flash info :
											deux explosions à la Maison-Blanche
											et Barack Obama a été blessé. »
											Ce tweet a été retweeté 4 000 fois
en moins de cinq minutes
											et est ensuite devenu viral.
									","
											23 Nisan 2013'te
											Associated Press, Twitter'da
şöyle bir tweet attı.
											""Flaş haber:
											Beyaz Saray'da iki patlama.
											Barack Obama yaralandı.""
											Bu tweet beş dakikadan kısa sürede
4000 kere paylaşıldı
											ve sonrasında viral oldu.
									","
											No dia 23 de abril de 2013,
											a Associated Press publicou 
o seguinte ""tweet"":
											""Notícia de última hora:
											""Houve duas explosões na Casa Branca
											""e o presidente Barack Obama foi ferido.""
											O ""tweet"" foi reenviado 4000 vezes
em menos de 5 minutos,
											e depois tornou-se viral.
									",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
","
","
","
",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
											Now, this tweet wasn't real news
put out by the Associated Press.
											In fact it was false news, or fake news,
											that was propagated by Syrian hackers
											that had infiltrated
the Associated Press Twitter handle.
											Their purpose was to disrupt society,
but they disrupted much more.
											Because automated trading algorithms
											immediately seized
on the sentiment on this tweet,
											and began trading based on the potential
											that the president of the United States
had been injured or killed
											in this explosion.
											And as they started tweeting,
											they immediately sent
the stock market crashing,
											wiping out 140 billion dollars
in equity value in a single day.
									","
											Ce tweet n'était pas une vraie info
publiée par l'Associated Press.
											C'était une fausse info, ou une infox,
											qui a été propagée par des pirates syriens
											qui avaient piraté le compte
de l'Associated Press sur Twitter.
											Leur objectif était
de perturber la société,
											mais ils ont perturbé bien plus que cela.
											Car les algorithmes automatisés de trading
											ont immédiatement saisi
le sentiment de ce tweet
											et ont commencé à faire des opérations
basées sur la possibilité
											que le président des États-Unis
ait été blessé ou tué
											dans une explosion.
											Alors qu'ils ont commencé à tweeter,
											ils ont immédiatement causé
l’écroulement du cours de la bourse,
											anéantissant 140 milliards de dollars
de valeur de fonds propres en un jour.
									","
											Bu tweet, Associated Press tarafından 
paylaşılan gerçek bir haber değildi.
											Aslında sahte veya yalan bir haberdi.
											Associated Press'in
Twitter hesabını ele geçiren
											Suriyeli bilgisayar korsanlarınca 
paylaşılmıştı.
											Amaçları toplumda kargaşa çıkarmaktı
ama çok daha fazlasını yaptılar.
											Çünkü otomatik borsa algoritmaları
											bu tweet'teki hissiyatı hemen yakaladı
											ve ABD Başkanı'nın bu patlamada
											yaralanmış veya öldürülmüş olması
ihtimaline göre alım satım
											yapmaya başladı.
											Tweet atmaya başladıklarında
											borsayı çöküşe soktular,
											bir günde 140 milyar dolarlık
değer kaybına yol açtılar.
									","
											No entanto, o ""tweet"" em questão
não foi feito pela Associated Press.
											Na verdade, era uma notícia falsa,
ou ""fake news"",
											que tinha sido divulgada 
por ""hackers"" sírios
											que se tinham infiltrado
na conta da AP no Twitter.
											O seu propósito era criar ruturas na
sociedade, mas foram ainda mais além,
											porque os algoritmos automatizados
de ""trading""
											captaram imediatamente 
o sentimento deste ""tweet""
											e começaram a trabalhar
baseados na possibilidade
											de o presidente dos EUA 
ter sido ferido ou morto
											nesta explosão.
											Assim que começaram a publicar ""tweets""
											provocaram imediatamente
o colapso do mercado de ações,
											liquidando 140 mil milhões de dólares 
num único dia.
									",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
","
","
","
",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
											Robert Mueller, special counsel
prosecutor in the United States,
											issued indictments
against three Russian companies
											and 13 Russian individuals
											on a conspiracy to defraud
the United States
											by meddling in the 2016
presidential election.
											And what this indictment tells as a story
											is the story of the Internet
Research Agency,
											the shadowy arm of the Kremlin
on social media.
											During the presidential election alone,
											the Internet Agency's efforts
											reached 126 million people
on Facebook in the United States,
											issued three million individual tweets
											and 43 hours' worth of YouTube content.
											All of which was fake —
											misinformation designed to sow discord
in the US presidential election.
									","
											Robert Mueller,
procureur spécial aux États-Unis,
											a prononcé des chefs d'accusation
contre trois entreprises russes
											et 13 ressortissants russes
											au sujet d'un complot
pour escroquer les États-Unis
											via une ingérence durant les élections
présidentielles de 2016.
											L'histoire que raconte
ce chef d'accusation
											est celle de l'Internet Research Agency,
											le bras armé du Kremlin
sur les réseaux sociaux.
											Durant les élections
présidentielles uniquement,
											les efforts de l'Internet Agency
											ont touché 126 millions de personnes
sur Facebook aux États-Unis,
											ont publié trois millions de tweets
											et 43 heures de contenu sur YouTube.
											Tout cela était faux —
											de la désinformation
conçue pour semer la discorde
											au sein des élections
présidentielles américaines.
									","
											Özel yetkili ABD savcısı Robert Mueller
											üç Rus şirketine ve 13 Rus bireye karşı
											2016 başkanlık seçimine müdahale ederek
											ABD'yi dolandırmak amacıyla
											komplo kurmaktan dava açtı.
											Bu iddianamenin hikâyesi,
											Kremlin'in sosyal medyadaki 
gizli kolu olan
											Internet Research Agency'nin hikâyesidir.
											Sırf başkanlık seçimlerinde
											Internet Agency'nin çabaları
											ABD'de Facebook üzerinden
126 milyon kişiye ulaştı,
											üç milyon tekil tweet attı
											ve 43 saatlik YouTube içeriği yayınladı.
											Bunların hepsi sahteydi.
											ABD başkanlık seçimlerine şüphe tohumları 
ekme amaçlı yanlış bilgilendirmelerdi.
									","
											O procurador especial dos EUA,
Robert Mueller,
											emitiu acusações contra
três empresas russas
											e treze indivíduos russos
											por conspiração para
defraudar os EUA
											interferindo nas eleições
presidenciais de 2016.
											Essas acusações contam-nos uma história,
											a história sobre
a Internet Research Agency,
											o braço sombrio do Kremlin
nas redes sociais.
											Só durante as eleições presidenciais,
											as publicações da Internet Agency
											alcançaram 126 milhões de pessoas
nos EUA através do Facebook,
											publicaram três milhões
de ""tweets"" individuais
											e 43 horas de conteúdos no YouTube.
											Era tudo falso
											— desinformação destinada
a semear a discórdia
											nas eleições presidenciais dos EUA.
									",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
","
","
","
",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
											A recent study by Oxford University
											showed that in the recent
Swedish elections,
											one third of all of the information
spreading on social media
											about the election
											was fake or misinformation.
									","
											Une étude récente de l'université d'Oxford
											a montré que durant
les récentes élections suédoises,
											un tiers de toutes les informations
se propageant sur les réseaux sociaux
											au sujet des élections
											étaient fausses ou de la désinformation.
									","
											Oxford Üniversitesi'nin 
yakın tarihli bir araştırması
											geçtiğimiz İsveç seçimlerinde
											sosyal medyada yayınlanan
seçimle ilgili bilgilerin
											üçte birinin
											yalan veya sahte olduğunu
ortaya koydu.
									","
											Um estudo recente feito
na Universidade de Oxford
											mostrou que, nas recentes 
eleições da Suécia,
											um terço de todas informações
a circular nas redes sociais
											sobre as eleições
											eram falsas ou desinformação.
									",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
","
","
","
",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
"
											In addition, these types
of social-media misinformation campaigns
											can spread what has been called
""genocidal propaganda,""
											for instance against
the Rohingya in Burma,
											triggering mob killings in India.
									","
											De plus, ce genre de campagne
de désinformation sur les réseaux sociaux
											peut propager ce qu’on en est venu à
appeler de la « propagande génocidaire »,
											par exemple contre
les Rohingyas en Birmanie,
											ou entraînant des massacres
collectifs en Inde.
									","
											Ek olarak, yanlış bilgilendirme amaçlı
bu tür sosyal medya kampanyaları
											Burma'da Rohingya'ya karşı yürütülen
											veya Hindistan'da linçlere yol açan
""soykırımcı propaganda""ların
											yayılmasına yol açabilir.
									","
											Além do mais, este tipo de campanhas
de desinformação nas redes sociais
											podem difundir o que vem sendo
chamado de ""propaganda genocida"",
											por exemplo contra os Rohingya em Myanmar,
											desencadeando assassínios
por parte de multidões na Índia.
									",How we can protect truth in the age of misinformation,Sinan Aral,15:03,"news,Internet,social media,global issues,data,society,TEDx"
