en,fr,title,speaker,duration,tags
"
","
",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
											Almost 30 years ago,
											my country was facing the need
to rebuild everything from scratch.
											After years of Soviet occupation,
											Estonia regained its independence,
but we were left with nothing.
											No infrastructure,
no administration, no legal code.
											Organizational chaos.
											Out of necessity,
											the state leaders back then
had to make some daring choices.
											The ones that our country could afford.
											There was a lot of
experimentation and uncertainty
											but also a bit of luck involved,
											particularly in the fact
that we could count on a number
											of brilliant visionaries,
											cryptographers and engineers.
											I was just a kid back then.
											Today, we are called
the most digital society on earth.
									","
											Il y a près de 30 ans,
											mon pays faisait face au besoin
de tout rebâtir à partir de rien.
											Après des années d'occupation soviétique,
											l'Estonie a regagné son indépendance
mais nous nous sommes retrouvés sans rien.
											Pas d'infrastructure,
pas d'administration,
											pas de code juridique.
											Un chaos organisationnel.
											Par nécessité,
											les dirigeants étatiques de l'époque
ont dû faire des choix audacieux.
											Ceux que notre pays pouvait se permettre.
											Il y a eu beaucoup
d'expérimentation et d'incertitude,
											mais aussi un peu de chance,
											en particulier dans le fait
que nous pouvions compter
											sur de brillants visionnaires,
											cryptographes et ingénieurs.
											Je n'étais qu'une enfant à l'époque.
											Aujourd'hui, on dit que nous sommes
la société la plus numérique sur Terre.
									",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
","
",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
											I'm from Estonia,
											and we've been declaring
taxes online since 2001.
											We have been using digital identity
and signature since 2002.
											We've been voting online since 2005.
											And for today, pretty much
the whole range of the public services
											that you can imagine:
											education, police,
justice, starting a company,
											applying for benefits,
looking at your health record
											or challenging a parking ticket —
											that's everything that is done online.
											In fact, it's much easier to tell you
											what are the three things
we cannot yet do online.
											We have to show up
to pick up our ID documents,
											get married or divorced,
											or sell real estate.
											That's pretty much it.
											So, that's why don't freak out
											when I tell you that every year
											I can't wait to start
doing my tax declaration.
									","
											Je viens d'Estonie
											et je déclare mes impôts
en ligne depuis 2001.
											Nous utilisons l'identité
et la signature numériques depuis 2002.
											Nous votons en ligne depuis 2005.
											Aujourd'hui, presque tout l'éventail
des services publics
											que vous pouvez imaginer :
											l'éducation, la police, la justice,
fonder une entreprise,
											demander une prestation,
consulter son dossier de santé
											ou contester une contravention —
											tout cela est fait en ligne.
											En fait, il est plus simple de vous dire
											quelles sont les trois choses
que vous ne pouvez pas faire en ligne.
											Vous devez vous présenter
pour récupérer vos documents d'identité,
											vous marier ou divorcer
											ou vendre de l'immobilier.
											C'est à peu près tout.
											Ne vous affolez donc pas
											quand je vous dis que, chaque année,
											j'ai hâte de commencer
à faire ma déclaration d'impôts.
									",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
","
",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
											(Laughter)
									","
											(Rires)
									",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
","
",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
											Because all I have to do
											is sit on my couch with a mobile phone,
											swipe a few pages with prefilled data
on income and deductions
											and hit submit.
											After three minutes,
											I'm looking at the tax return amount.
											It actually feels like
a quite rewarding experience.
											No tax advisors,
											no collecting receipts,
											no doing the math.
											And have I mentioned
that I have not visited a state office
											for almost seven years?
									","
											Car tout ce que j'ai à faire,
											c'est m'asseoir sur mon canapé
avec un portable,
											parcourir quelques pages
											de données pré-remplies
sur mes revenus et déductions
											et cliquer sur « Soumettre ».
											Après trois minutes,
											je connais le montant
de ma déclaration de revenus.
											C'est une expérience assez gratifiante.
											Sans conseiller fiscal,
											sans collecte de reçus,
											sans calculs.
											Ai-je évoqué ne pas m'être rendue
à un bureau national
											depuis près de sept ans ?
									",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
","
",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
"
											Indeed, one of the features
of the modern life
											that has no reason to exist anymore,
											considering technological
possibilities of today,
											is the labyrinth of bureaucracy.
											We've almost got rid of it
completely in Estonia,
											in an effort coordinated by the government
that has also digitized itself.
											For instance, cabinet of ministers' work
in e-Cabinet is absolutely paperless.
									","
											L'une des caractéristiques
de la vie moderne
											qui n'a plus de raison d'exister,
											si l'on considère les possibilités
technologiques actuelles,
											c'est le labyrinthe de la bureaucratie.
											Nous nous en sommes presque
complètement débarrassés en Estonie,
											dans un effort coordonné
par le gouvernement,
											qui s'est également numérisé.
											Par exemple, le travail
des cabinets de ministres dans e-Cabinet
											est entièrement sans papier.
									",What a digital government looks like,Anna Piperal,13:53,"government,state-building,innovation,technology,social change,data,society,development,privacy"
