en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
											You don't know them.
											You don't see them.
											But they're always around,
											whispering,
											making secret plans,
											building armies with millions of soldiers.
											And when they decide to attack,
											they all attack at the same time.
											I'm talking about bacteria.
									","
											Vocês não as conhecem.
											Vocês não as veem.
											Mas elas estão sempre à nossa volta,
											sussurrando,
											fazendo planos secretos,
											organizando exércitos 
com milhões de soldados.
											Quando decidem atacar,
											atacam todas ao mesmo tempo.
											Estou a falar das bactérias.
									","
											No las conocen.
											No las ven.
											Pero siempre andan por ahí,
											cuchicheando,
											elaborando planes secretos,
											creando ejércitos con 
millones de soldados...
											Y cuando deciden atacar,
											atacan todas al mismo tiempo.
											Estoy hablando de las bacterias.
									","
											Onları bilmiyorsunuz.
											Onları görmüyorsunuz.
											Ama onlar sürekli etrafta,
											fısıldaşıp
											gizli planlar yaparak
											milyonlarca askerden oluşan 
ordular kuruyorlar.
											Saldırmaya karar verdiklerinde de
											hep birlikte saldırırlar.
											Bakterilerden bahsediyorum.
									","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
","
","
","
","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
","
","
","
","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
											Who did you think I was talking about?
									","
											De quem julgavam que eu estava a falar?
									","
											¿De quién pensaban que hablaba?
									","
											Siz kimden bahsettiğimi sandınız?
									","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
","
","
","
","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
											Bacteria live in communities
just like humans.
											They have families,
											they talk,
											and they plan their activities.
											And just like humans, they trick, deceive,
											and some might even cheat on each other.
											What if I tell you that we can listen
to bacterial conversations
											and translate their confidential
information into human language?
											And what if I tell you that translating
bacterial conversations can save lives?
											I hold a PhD in nanophysics,
											and I've used nanotechnology
to develop a real-time translation tool
											that can spy on bacterial communities
											and give us recordings
of what bacteria are up to.
									","
											As bactérias vivem em comunidades,
tal como os seres humanos.
											Têm famílias,
											conversam,
											e planeiam as suas atividades.
											Tal como os seres humanos,
iludem, enganam,
											e algumas até se enganam
umas às outras.
											E se eu vos disser que podemos
escutar as conversas das bactérias
											e traduzir essas informações confidenciais
em linguagem humana?
											E se eu vos disser que essas conversas
bacterianas traduzidas podem salvar vidas?
											Tenho um doutoramento em nanofísica
											e usei a nanotecnologia
											para desenvolver um instrumento
de tradução em tempo real
											que pode espiar as comunidades bacterianas
											e dar-nos registos
do que as bactérias estão a preparar.
									","
											Las bacterias viven en comunidades
al igual que los humanos.
											Tienen familias,
											hablan,
											y planean sus actividades.
											Y al igual que los humanos, 
hacen trampa, engañan
											e incluso algunas se engañan unas a otras.
											¿Y si les digo que podemos escuchar
las conversaciones de las bacterias
											y traducir su información 
confidencial al lenguaje humano?
											¿Y que el traducir las conversaciones 
de las bacterias puede salvar vidas?
											Tengo un doctorado en nanofísica
											y usé la nanotecnología para desarrollar
											una herramienta de traducción 
en tiempo real
											que puede espiar a 
las comunidades de bacterias
											y obtener grabaciones de lo que 
las bacterias están haciendo.
									","
											Bakteriler de tıpkı insanlar gibi
topluluklar hâlinde yaşarlar.
											Aileleri vardır,
											konuşurlar
											ve yapacaklarını planlarlar.
											Tıpkı insanlar gibi kandırır, yanıltır
											ve hatta bazıları birbirlerini aldatır.
											Peki, size bakterilerin 
konuşmalarını dinleyebileceğimizi
											ve gizli bilgilerini dilimize
çevirebileceğimizi söylesem?
											Peki ya bakteri konuşmalarını çevirerek
hayatlar kurtarabileceğimizi söylesem?
											Doktoramı nanofizik üzerine yaptım
											ve bakteri topluluklarına sızıp bize
ne iş çevirdiklerinin kayıtlarını verecek
											gerçek zamanlı bir
çeviri aracı geliştirmek için
											nanoteknolojiyi kullandım.
									","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
","
","
","
","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
"
											Bacteria live everywhere.
											They're in the soil, on our furniture
											and inside our bodies.
											In fact, 90 percent of all the live cells
in this theater are bacterial.
											Some bacteria are good for us;
											they help us digest food
or produce antibiotics.
											And some bacteria are bad for us;
											they cause diseases and death.
											To coordinate all
the functions bacteria have,
											they have to be able to organize,
											and they do that just like us humans —
											by communicating.
											But instead of using words,
											they use signaling molecules
to communicate with each other.
											When bacteria are few,
											the signaling molecules just flow away,
											like the screams of a man
alone in the desert.
											But when there are many bacteria,
the signaling molecules accumulate,
											and the bacteria start sensing
that they're not alone.
											They listen to each other.
											In this way, they keep track
of how many they are
											and when they're many enough
to initiate a new action.
											And when the signaling molecules
have reached a certain threshold,
											all the bacteria sense at once
that they need to act
											with the same action.
									","
											As bactérias vivem em toda a parte.
											Estão no solo, nos móveis
											e dentro do nosso corpo.
											Com efeito, 90% de todas as células vivas
neste teatro são bacterianas.
											Algumas bactérias são-nos úteis;
											ajudam-nos a digerir os alimentos
ou produzem antibióticos.
											Algumas bactérias são-nos prejudiciais;
											provocam doenças e morte.
											Para coordenar todas as funções
que as bactérias têm
											elas precisam de se organizar
											e fazem o mesmo que nós, seres humanos,
											através da comunicação.
											Mas, em vez de usarem palavras,
											usam moléculas de sinalização
para comunicarem entre si.
											Quando as bactérias são poucas,
											as moléculas de sinalização dispersam-se,
											como os gritos de um homem
sozinho no deserto.
											Mas, quando há muitas bactérias,
as moléculas de sinalização acumulam-se
											e as bactérias começam a sentir
que não estão sozinhas.
											Escutam-se umas às outras.
											Deste modo, ficam a saber quantas são
											e quando são em número suficiente
para iniciar uma nova ação.
											Quando as moléculas de sinalização
atingem um certo nível,
											todas as bactérias sentem imediatamente
que precisam de agir
											numa ação comum.
									","
											Las bacterias viven en todos lados.
											Están en la tierra, en los muebles
											y dentro de nuestros cuerpos.
											De hecho, el 90 % de todas las células 
vivas en este escenario son bacterianas.
											Algunas bacterias son beneficiosas;
											nos ayudan a digerir la comida 
o producen antibióticos.
											Y algunas bacterias son 
malas para nosotros;
											causan enfermedades y muerte.
											Para coordinar todas sus funciones,
											las bacterias deben poder organizarse,
											y las hacen como los humanos:
											comunicándose.
											Pero en vez de usar palabras
											usan moléculas de señalización
para comunicarse entre sí.
											Cuando hay pocas bacterias,
											las moléculas de señalización 
simplemente fluyen,
											como los gritos de un hombre
solo en el desierto.
											Pero cuando hay muchas bacterias,
las moléculas de señalización se acumulan,
											y las bacterias empiezan a percibir
que no están solas.
											Se escuchan unas a otras.
											De este modo, controlan cuántas son
											y cuándo son suficientes como 
para iniciar una nueva acción.
											Y cuando las moléculas de señalización
han alcanzado un cierto umbral,
											todas las bacterias perciben 
al unísono que deben realizar
											la misma acción.
									","
											Bakteriler her yerde yaşar.
											Toprakta, mobilyalarımızın üzerinde
											ve bedenlerimizdedirler.
											Aslında, bu salondaki bütün 
canlı hücrelerin yüzde 90'ı bakteriyeldir.
											Bazı bakteriler bizim için iyidir;
											yiyecekleri sindirmemize
ve antibiyotik üretimine yardımcı olurlar.
											Bazı bakteriler de kötüdür;
											hastalıklara ve ölüme neden olurlar.
											Bakterilerin sahip olduğu tüm
fonksiyonları düzenlemek için
											organize olabilmeleri gerekir
											ve bunu tıpkı biz insanlar gibi yaparlar:
											İletişim kurarak.
											Ama kelimeleri kullanmak yerine
											birbirleriyle iletişim kurmak için
sinyal moleküllerini kullanırlar.
											Az sayıda bakteri varsa
											sinyal molekülleri, tıpkı çölde
yalnız kalmış bir adamın çığlığı gibi
											dağılır gider.
											Ama fazla sayıda bakteri varsa
sinyal molekülleri toplanır
											ve bakteriler yalnız olmadıklarını
sezmeye başlar.
											Birbirlerini dinlerler.
											Bu şekilde kaç tane olduklarını
											ve yeni bir eylem gerçekleştirebilecek
sayıda olup olmadıklarını takip ederler.
											Sinyal molekülleri belirli bir
eşik değere ulaştıklarında
											tüm bakteriler aynı anda, aynı şekilde 
hareket etmeleri gerektiğini algılar.
									","To detect diseases earlier, let's speak bacteria's secret language",Fatima AlZahra'a Alatraktchi,11:41,"bacteria,science,microbiology,biology,health,TEDx,microbes,disease,health care,medical research,medicine,technology"
