en,es,pt,de,fr,title,speaker,duration,tags
"
","
","
","
","
","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
											The Devil has come to town.
											But don’t worry – 
all he wants to do is stage a magic show.
									","
											El Diablo ha llegado a la ciudad.
											Pero a no preocuparse.
											Su única intención es montar
un espectáculo de magia.
									","
											O Diabo chegou à cidade.
											Mas não se preocupem — ele só quer
montar um espetáculo de magia.
									","
											Der Teufel ist in die Stadt gekommen.
											Aber keine Sorge — er will lediglich
eine Zaubershow inszenieren.
									","
											Satan est en ville.
											Mais ne vous inquiétez pas,
											tout ce qu'il veut,
c'est faire un spectacle de magie.
									","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
","
","
","
","
","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
											This absurd premise 
forms the central plot
											of Mikhail Bulgakov’s masterpiece,
""The Master and Margarita.""
											Written in Moscow during the 1930s,
											this surreal blend 
of political satire, historical fiction,
											and occult mysticism
											has earned a legacy as one 
of the 20th century’s greatest novels–
											and one of its strangest.
									","
											Esta absurda premisa es la trama central
de la obra cumbre de Mijaíl Bulgákov,
											""El maestro y Margarita"".
											Escrita en Moscú en la década de 1930,
											esta fusión surrealista de sátira 
política, ficción histórica
											y misticismo de las ciencias ocultas
											se ha constituido en una de las novelas
más importantes del siglo XX,
											aunque también en una de las más extrañas.
									","
											Esta premissa absurda
forma a intriga central
											da obra-prima de Mikhail Bulgakov
											""O Mestre e Margarita"".
											Escrito em Moscovo, nos anos 30,
											esta mistura surrealista
de sátira política,
											de ficção histórica e misticismo oculto,
											mereceu ser considerado um dos maiores
romances do século XX
											— e de um dos mais estranhos.
									","
											Diese absurde Prämisse bildet den
zentralen Plot für Mikhail Bulgakovs Werk
											""Der Meister und Margarita"".
											Verfasst in Moskau in den 1930ern,

											wurde der surreale Mix aus politischer
Satire, hisorischer Fiktion
											und okkultem Mystizismus eines der 
größten Werke des 20. Jahrhunderts —
											und eines der merkwürdigsten.
									","
											Cette prémisse absurde
est l'intrigue principale
											du chef-d’œuvre de Mikhail Bulgakov,
« Le Maître et Marguerite ».
											Écrit à Moscou durant les années 30,
											ce mélange surréaliste
de satire politique,
											de fiction historique
et de mysticisme occulte
											a fini par être considéré comme
l'un des plus grands romans du XXe siècle
											ainsi qu'un des romans les plus étranges.
									","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
","
","
","
","
","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
											The story begins 
when a meeting between two members
											of Moscow’s literary elite
											is interrupted by a strange gentleman 
named Woland,
											who presents himself as a foreign scholar
											invited to give a presentation 
on black magic.
											As the stranger engages the two companions
in a philosophical debate
											and makes ominous predictions 
about their fates,
											the reader is suddenly transported 
to 1st century Jerusalem.
											There a tormented Pontius Pilate
											reluctantly sentences 
Jesus of Nazareth to death.
											With the narrative 
shifting between the two settings,
											Woland and his entourage– 
Azazello, Koroviev, Hella,
											and a giant cat named Behemoth–
											are seen to have uncanny magical powers,
											which they use to stage their performance
											while leaving a trail 
of havoc and confusion in their wake.
									","
											La historia comienza cuando se reúnen dos
miembros de la élite literaria moscovita,
											e interviene en la conversación
un extraño caballero llamado Woland.
											El hombre se presenta
como un intelectual extranjero
											que ha sido invitado a hacer
una presentación de magia negra.
											El forastero involucra a ambos
compañeros en un debate filosófico
											y hace ominosas predicciones
sobre el destino de cada uno.
											Allí es cuando el lector se ve de pronto
transportado al siglo I en Jerusalén,
											donde Poncio Pilatos, atormentado
y renuente a cometer el acto,
											condena a muerte a Jesús de Nazaret.
											Con una narrativa que alterna
entre ambos escenarios,
											Woland y su séquito formado
por Azazello, Koroviev, Hella
											y un gato gigante llamado Behemoth,
											hacen uso de increíbles poderes mágicos
											para hacer grandes despliegues
											que causan estragos y dejan 
una estela de confusión tras de sí.
									","
											A história começa quando um encontro
											entre dois membros
da elite literária de Moscovo
											é interrompido por um estranho
cavalheiro, chamado Woland,
											que se apresenta
como um intelectual estrangeiro
											convidado para fazer uma apresentação
de magia negra.
											Enquanto o forasteiro se envolve
num debate filosófico com os dois colegas,
											e faz profecias sinistras
sobre os destinos deles,
											o leitor é subitamente transportado
a Jerusalém do século I.
											Há um Pôncio Pilatos atormentado
											que, relutante, condena à morte
Jesus de Nazaré.
											Com a narrativa a alternar
entre estes dois cenários,
											descobre-se que Woland e a sua comitiva
— Azazello, Koroviev, Hella
											e um gato gigante chamado Behemoth —
											possuem poderes mágicos inquietantes
											que usam para encenar o seu desempenho
											enquanto deixam um rasto de caos
e de confusão atrás de si.
									","
											Die Geschichte beginnt als ein Treffen 
zweier Mitglieder der literarischen Elite
											von einem merkwürdigen Herrn 
namens Woland unterbrochen wird.
											Dieser stellt sich als
ein fremder Gelehrter vor,
											eingeladen um ein eine Vorführung zu 
schwarzer Magie zu halten.
											Während der Fremde die zwei Freunde in 
eine philosophische Debatte verwickelt
											und ominöse Voraussagen
über ihr Schicksal macht,
											findet sich der Leser plötzlich ins
Jerusalem des 1. Jhd transportiert.
											Hier verurteilt ein gepeinigter
Pontius Pilatus
											Jesus aus Nazareth widerstrebend zu Tode.
											Die Geschichte wechselt
zwischen den zwei Schauplätzen,
											und Woland und seine Begleitung 
— Azazello, Koroviev, Hella,
											und ein gigantischer Kater 
namens Behemoth —
											haben unheimliche magische Kräfte,
											die sie nutzen, um Ihre Show 
zu inszenieren
											und dabei eine Spur aus Verwüstung
und Verwirrung zu hinterlassen.
									","
											L'histoire commence
											quand une réunion entre deux membres
de l'élite littéraire moscovite
											est interrompue par un homme étrange
du nom de Woland,
											qui se présente comme un érudit étranger
											invité à donner une présentation
sur la magie noire.
											Alors que l'étranger
implique les deux compagnons
											dans un débat philosophique
											et fait de funestes prévisions
quant à leur destin,
											le lecteur est soudainement transporté
à Jérusalem au Ier siècle.
											Là, un Ponce Pilate tourmenté
											condamne à contrecœur
Jésus de Nazareth à mort.
											Le récit passant d'un décor à l'autre,
											Woland et son entourage -
											Azazello, Koroviev, Hella
et un chat géant du nom de Béhémoth -
											sont perçus comme ayant
de pouvoirs magiques mystérieux
											qu'ils utilisent pour
mettre en scène leur performance
											tout en semant dégâts
et confusion dans leur sillage.
									","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
","
","
","
","
","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
											Much of the novel’s dark humor 
comes not only from this demonic mischief,
											but also the backdrop 
against which it occurs.
											Bulgakov’s story takes place 
in the same setting where it was written–
											the USSR 
at the height of the Stalinist period.
											There, artists and authors 
worked under strict censorship,
											subject to imprisonment, 
exile, or execution
											if they were seen 
as undermining state ideology.
											Even when approved, their work–
											along with housing, travel, 
and everything else–
											was governed by a convoluted bureaucracy.
											In the novel,
											Woland manipulates this system 
along with the fabric of reality,
											to hilarious results.
											As heads are separated from bodies 
and money rains from the sky,
											the citizens of Moscow 
react with petty-self interest,
											illustrating how Soviet society 
bred greed and cynicism
											despite its ideals.
											And the matter-of-fact narration
											deliberately blends 
the strangeness of the supernatural events
											with the everyday absurdity 
of Soviet life.
									","
											Gran parte del humor negro de la obra
											surge no solo a partir de estas
endemoniadas tropelías
											sino también del contexto
en el que ocurren.
											La historia de Bulgákov se desarrolla
en el mismo escenario donde fue escrita:
											en la URSS signada por el apogeo
del período estalinista.
											En esa época, artistas y escritores
trabajaban bajo estricta censura,
											y se los condenaba al encierro,
al exilio o a la ejecución
											si se los descubría en actitudes
contrarias a la ideología del Estado.
											Pero aunque fueran aceptados,
											tanto sus obras como lo relativo
a vivienda, viajes y demás aspectos
											estaban sometidas 
a una intrincada red burocrática.
											En la novela, Woland manipula este 
sistema con la trama de la realidad,
											y produce desopilantes desenlaces.
											Con cabezas que se separan del cuerpo
y billetes que llueven del cielo,
											los ciudadanos de Moscú 
reaccionan con mezquino egoísmo,
											y dejan al desnudo la avaricia
y el cinismo de la sociedad soviética,
											pese a los ideales que pregonaban.
											La narración de crudo realismo
entrelaza deliberadamente
											los fenómenos desconcertantes 
y sobrenaturales
											con el absurdo cotidiano
de la vida soviética.
									","
											Grande parte do humor negro do romance
provém desta confusão demoníaca,
											e também do pano de fundo em que ocorre.
											A história de Bulgakov ocorre 
no mesmo cenário onde foi escrita
											— a URSS no auge do período estalinista.
											Aí, artistas e autores trabalhavam
sob uma rigorosa censura,
											sujeitos a prisão, a exílio ou a execução,
											se fossem suspeitos de ideias
contrárias à ideologia do estado.
											Mesmo quando aprovadas,
as obras deles
											— juntamente com o alojamento,
as viagens, e tudo o resto —
											eram controladas
por uma complicada burocracia.
											No romance, Woland manipula este sistema, 
juntamente com a estrutura da realidade,
											com resultados hilariantes.
											Quando as cabeças se separam dos corpos
e o dinheiro chove do céu,
											os cidadãos de Moscovo
reagem com um interesse mesquinho,
											ilustrando como a sociedade soviética
alimentava a cobiça e o cinismo,
											apesar dos seus ideais.
											A narração cruamente realista
mistura deliberadamente
											a estranheza dos acontecimentos
sobrenaturais
											com o absurdo
da vida quotidiana soviética.
									","
											Der schwarze Humor des Romans stammt
nicht nur aus diesem teuflischen Unheil
											sondern auch aus dem Hintergrund,
vor dem es abläuft.
											Bulgakovs Geschichte spielt am selben 
Schauplats an dem sie geschrieben wurde —
											in der UdSSR auf der Höhe 
der Stalinistischen Periode.
											Hier arbeiteten Künstler und Autoren 
unter strikter Zensur,
											Mit drohender Haft, Verbannung
oder Hinrichtung
											sollten sie die Staatsideologie
untergraben.
											Selbst wenn genehmigt,
wurde ihre Arbeit —
											sowie Wohnort, Reisen und alles andere —
											von verwickelter Bürokratie beherrscht.
											Im Roman manipuliert Woland dieses System
und das Gewebe der Realität
											mit urkomischen Ergebnissen.
											Während Köpfe von Körpern getrennt werden
und Geld vom Himmel regnet,
											reagieren die Bewohner Moskaus 
mit kleinlichem Eigennutz
											und zeigen wie die Sowjetgesellschaft Geiz
und Zynismus nährt, trotz ihrer Ideale.
											Und die nüchterne Erzählweise
vermischt ganz bewusst
											die Seltsamkeit der
übernatürlichen Geschehnisse
											mit der Absurdität des 
Sowjetischen Alltagslebens.
									","
											Une grande partie
de l'humour noir du roman
											vient non seulement
de cette espièglerie démoniaque,
											mais aussi du contexte
dans lequel elle se déroule.
											L'histoire de Bulgakov se déroule
											dans le même contexte
que celui où il a été écrit :
											l'URSS à l'apogée
de la période stalinienne.
											Les artistes et les auteurs y évoluaient
sous une censure stricte,
											étaient sujets à l'emprisonnement,
l'exil ou l'exécution
											s'ils étaient perçus
comme sapant l'idéologie de l’État.
											Même approuvées, leurs œuvres -
											ainsi que leur logement,
leurs voyages et tout le reste -
											étaient gouvernées
par une bureaucratie alambiquée.
											Dans le roman, Woland manipule ce système
ainsi que l'étoffe de la réalité,
											menant à des résultats hilarants.
											Alors que des têtes
sont séparées de leur corps
											et que de l'argent pleut du ciel,
											les citoyens de Moscou réagissent
de façon intéressée et mesquine,
											illustrant comment la société soviétique
engendrait cupidité et cynisme
											malgré ses idéaux.
											Le récit factuel mélange
de façon délibérée
											l'étrangeté des événements surnaturels
											et l'absurdité quotidienne
de la vie soviétique.
									","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
","
","
","
","
","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
"
											So how did Bulgakov 
manage to publish such a subversive novel
											under an oppressive regime?
											Well… he didn’t.
											He worked on ""The Master and Margarita""
for over ten years.
											But while Stalin’s personal favor
											may have kept Bulgakov 
safe from severe persecution,
											many of his plays and writings 
were kept from production,
											leaving him safe but effectively silenced.
											Upon the author’s death in 1940,
											the manuscript remained unpublished.
											A censored version 
was eventually printed in the 1960s,
											while copies of the unabridged manuscript
											continued to circulate 
among underground literary circles.
											The full text was only published in 1973,
											over 30 years after its completion.
									","
											Pero ¿cómo hizo Bulgákov para publicar
una novela de cariz tan subversivo
											en un régimen tan opresivo?
											Pues... en realidad, no la publicó.
											Dedicó más de diez años 
a escribir ""El maestro y Margarita"".
											Pero si bien Stalin
le concedió un favor personal
											que lo libró de sufrir
terribles persecuciones,
											muchas de sus obras literarias
no llegaron a ver la luz.
											De este modo se mantuvo a salvo,
pero quedó condenado a un eficaz silencio.
											A la muerte del escritor en 1940,
											el manuscrito seguía sin ser publicado.
											En la década de 1960 se imprimió 
una versión que fue censurada,
											pero a la vez siguieron circulando 
copias del manuscrito completo
											en grupos literarios clandestinos.
											Recién en 1973 se publicó
el texto completo,
											más de 30 años luego 
de terminada la novela.
									","
											Como é que Bulgakov conseguiu
publicar uma novela tão subversiva
											sob um regime opressivo?
											Bom... não conseguiu.
											Trabalhou em ""O Mestre e Margarita""
durante mais de dez anos.
											Mas, embora os favores pessoais
de Estaline
											possam ter mantido Bulgakov a salvo
de uma perseguição feroz,
											muitas das suas peças e escritos
nunca foram publicados,
											mantendo-o a salvo, mas condenado
a um silêncio eficaz.
											Depois da morte do autor, em 1940,
											o manuscrito manteve-se por publicar.
											Nos anos 60, acabou por ser publicada
uma versão censurada,
											enquanto continuavam a circular
cópias integrais do manuscrito
											nos círculos literários clandestinos.
											O texto completo só foi publicado em 1973,
											mais de 30 anos depois de estar terminado.
									","
											Wie hat es Bulgakov also geschafft,
einen solchen staatskritischen Roman
											in einem unterdrückenden
Regime zu veröffentlichen?
											Nun ... hat er nicht.
											Er arbeitete seit über 10 Jahren 
an ""Der Meister und Margarita"".
											Aber obwohl Stalins Gunst ihm gegenüber
											Bugakov vor ernstlicher 
Verfolgung bewahrte,
											wurden viele seiner Stücke und Werke
nicht veröffentlicht.
											was ihn schützte aber 
gewissermaßen stumm machte.
											Als der Autor in den 1940ern verstarb,
											blieb das Manuskript unveröffentlicht.
											In den 1960ern wurde schließlich
eine zensierte Version veröffentlicht,
											während Kopien des ungekürzten 
Manuskripts weiterhin
											im Untergrund zirkulierten.
											Der gesamte Text wurde 
erst 1973 veröffentlicht,
											mehr als 30 Jahre nach
seiner Fertigstellung.
									","
											Comment Bulgakov a-t-il réussi
à publier ce roman subversif
											sous un régime oppressif ?
											Eh bien, il n'a pas réussi.
											Il a travaillé plus de dix ans
sur « Le Maître et Marguerite ».
											Mais si les bonnes grâces de Staline
											ont préservé Bulgakov
d'une violente persécution,
											nombre de ses pièces et écrits
ont été exclus de la mise en scène,
											le maintenant en sécurité
mais sous silence.
											A la mort de l'auteur en 1940,
											le manuscrit est demeuré non publié.
											Une version censurée a fini
par être imprimée dans les années 60
											alors que des copies du manuscrit intégral
ont continué de circuler
											dans les cercles littéraires clandestins.
											Le texte intégral
n'a été publié qu'en 1973,
											plus de 30 ans après avoir été achevé.
									","Why should you read ""The Master and Margarita""?",Alex Gendler,4:17,"animation,book,history,TED-Ed,novel,culture,books,literature,arts,magic,world cultures,politics"
