en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
											We live in a vast universe, 
on a small wet planet,
											where billions of years ago
											single-celled life forms evolved
from the same elements
											as all non-living material 
around them,
											proliferating and radiating into an 
incredible ray of complex life forms.
											All of this— living and inanimate, 
microscopic and cosmic—
											is governed by mathematical laws with 
apparently arbitrary constants.
											And this opens up a question:
											If the universe is completely governed 
by these laws,
											couldn’t a powerful enough computer 
simulate it exactly?
											Could our reality actually be an 
incredibly detailed simulation
											set in place by a much more 
advanced civilization?
									","
											Vivimos en un vasto universo,
en un pequeño planeta húmedo
											donde hace miles de millones de años
											formas de vida unicelulares evolucionaron
de los mismos elementos
											que toda la materia no viva
alrededor de ellos,
											multiplicándose e irradiando en una red
increíble de formas de vida complejas.
											Todo ser, vivo e inanimado,
microscópico y cósmico,
											se rige por leyes matemáticas
con constantes aparentemente arbitrarias.
											Y esto plantea una pregunta:
											Si el universo está completamente
gobernado por estas leyes,
											¿no podría una computadora suficientemente
potente simularlo a la perfección?
											¿Podría nuestra realidad ser, en efecto,
una simulación increíblemente detallada
											establecida por una civilización
mucho más avanzada?
									","
											Muazzam bir evrende,
küçük, ıslak bir gezegende yaşıyoruz,
											milyarlarca yıl önce
											burada tek hücreli yaşam biçimleri
etraflarındaki cansız materyallerle
											aynı elementlerden gelişti, çoğaldı
											ve kompleks yaşam biçimleri ışığını saçtı.
											Tüm bunlar — canlı ve cansız,
mikroskobik ve kozmik —
											matematik kanunlarıyla, gelişigüzel
görünen değişmezlerle yönetilir.
											Bu da bir soruyu ortaya çıkarır:
											Eğer evren tamamen bu kanunlar
tarafından yönetiliyorsa
											yeterince güçlü bir bilgisayar, tamamen
benzerini kolaylıkla yapamaz mıydı?
											Gerçekliğimiz aslında çok daha gelişmiş
bir medeniyet tarafından kurulmuş
											muazzam detaylı
bir simülasyon olabilir mi?
									","
											Nous vivons dans un immense univers,
sur une petite planète bleue,
											où, il y a des milliards d'années,
											des formes de vie unicellulaires
ont évolué depuis les mêmes éléments
											que la matière non vivante autour d'eux,
											proliférant et rayonnant en un incroyable
éventail de formes de vie complexes.
											Toutes ces choses - vivantes ou non,
microscopiques ou cosmiques -
											sont régies par des lois mathématiques
avec des constantes a priori arbitraires.
											Et ceci pose une question :
											si l'univers est entièrement régi
par ces lois,
											un ordinateur assez puissant
ne pourrait-il pas les simuler ?
											Notre réalité pourrait-elle être
une simulation incroyablement précise,
											mise en place par une civilisation
bien plus évoluée ?
									",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
","
","
","
",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
											This idea may sound like science fiction,
											but it has been the subject 
of serious inquiry.
											Philosopher Nick Bostrom advanced 
a compelling argument
											that we’re likely living in a simulation,
											and some scientists also think 
it’s a possibility.
											These scientists have started thinking 
about experimental tests
											to find out whether our 
universe is a simulation.
											They are hypothesizing about what the 
constraints of the simulation might be,
											and how those constraints could lead 
to detectable signs in the world.
											So where might we look for those glitches?
									","
											Esta idea puede sonar a ciencia ficción,
											pero ha sido el tema
de investigaciones serias.
											El filósofo Nick Bostrom ha presentado
un argumento convincente
											de que probablemente estamos
viviendo en una simulación,
											y algunos científicos también piensan
que es una posibilidad.
											Estos científicos han empezado
a idear pruebas experimentales
											para saber si nuestro universo
es una simulación.
											Formulan hipótesis sobre cuáles pueden
ser las restricciones de la simulación,
											y cómo esas limitaciones podrían conducir
a señales detectables en el mundo.
											Entonces, ¿dónde podríamos
buscar esos problemas técnicos?
									","
											Bu fikir size bilim kurgu gibi gelebilir
											fakat ciddi tartışmalara da konu olmuştur.
											Filozof Nick Bostrom, bir simülasyonda
yaşıyor olabileceğimize dair
											zorlayıcı bir iddia geliştirdi
											ve bazı bilim insanları da
bunun olası olduğunu düşünüyor.
											Bu bilim insanları, evrenimizin bir
simülasyon olup olmadığını anlamak için
											deneysel testler hakkında
düşünmeye başladılar.
											Simülasyon kısıtlamalarının neler
olabileceği ve bu kısıtlamaların dünyada
											algılanabilir işaretlere nasıl yol
göstereceği hakkında varsayım üretiyorlar.
											Peki, bu hataları nerede arayabiliriz?
									","
											Ça ressemble à une histoire
de science-fiction,
											pourtant c'est le sujet
d'études sérieuses.
											Le philosophe Nick Bostrom a avancé
l'argument convaincant
											que nous vivions vraisemblablement
dans une simulation,
											et certains scientifiques envisagent
aussi cette possibilité.
											Ces derniers ont déjà imaginé
des essais expérimentaux
											pour savoir si notre univers
est une simulation ou non.
											Ils formulent des hypothèses sur les
contraintes possibles de la simulation,
											et comment celles-ci pourraient laisser
des traces visibles dans notre monde.
											Alors où pouvons-nous chercher
ces anomalies ?
									",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
","
","
","
",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
											One idea is that as a simulation runs,
											it might accumulate errors over time.
											To correct for these errors
											the simulators could adjust the constants
in the laws of nature.
											These shifts could be tiny—
											for instance,
											certain constants we’ve measured 
with accuracies of parts per million
											have stayed steady for decades,
											so any drift would have to be 
on an even smaller scale.
											But as we gain more precision in our 
measurements of these constants,
											we might detect slight changes over time.
									","
											Una idea es que a medida
que se ejecuta una simulación,
											esta puede acumular errores con el tiempo.
											Para corregir estos errores
											los simuladores pueden ajustar
											las constantes en las leyes
de la naturaleza.
											Estos cambios podrían ser pequeños.
											Por ejemplo,
											ciertas constantes que hemos medido
con precisión de partes por millón
											se han mantenido estables por décadas.
											Entonces cualquier deriva tendría que ser
en una escala aún más pequeña.
											Pero a medida que ganamos más precisión
en las mediciones de estas constantes,
											podríamos detectar 
ligeros cambios en el tiempo.
									","
											Bir fikre göre simülasyon ilerledikçe
zamanla hatalar biriktirebilir.
											Bu hataları düzeltmek için
											simülatörler doğa kanunlarındaki
değişmezleri uyarlayabilir.
											Bu değişimler küçük olabilir —
											örneğin,
											milyonda bir doğrulukla ölçtüğümüz
belirli değişmezler,
											onlarca yıldır sabit kaldılar,
											yani herhangi bir sapma,
daha küçük bir ölçekte olmalıdır.
											Fakat bu değişmezlerin ölçümlerinde
daha fazla kesinlik kazandıkça
											zamanla küçük değişimleri
tespit eder hale gelebiliriz.
									","
											L'une des idées est que comme
une simulation s'exécute,
											elle peut accumuler des erreurs
avec le temps.
											Pour corriger ces erreurs,
											les simulateurs devraient ajuster
les constantes des lois de la nature.
											Ces changements pourraient
être minuscules - par exemple,
											certaines constantes mesurées
avec une précision de parties par million
											sont restées stables
pendant des décennies,
											ainsi tout changement devrait être opéré
sur une échelle encore plus petite.
											En mesurant ces constantes
avec de plus en plus de précision,
											nous pouvons détecter d'infimes
changements avec le temps.
									",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
","
","
","
",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
											Another possible place to look comes from 
the concept that finite computing power,
											no matter how huge, 
can’t simulate infinities.
											If space and time are continuous,
											then even a tiny piece of the universe 
has infinite points
											and becomes impossible to simulate 
with finite computing power.
											So a simulation would have to represent 
space and time in very small pieces.
											These would be almost 
incomprehensibly tiny.
											But we might be able to search for them
											by using certain subatomic 
particles as probes.
											The basic principle is this: 
the smaller something is,
											the more sensitive it will 
be to disruption—
											think of hitting a pothole on a skateboard
versus in a truck.
											Any unit in space-time would be so small
											that most things would travel through it 
without disruption—
											not just objects large enough to be 
visible to the naked eye,
											but also molecules, atoms, 
and even electrons
											and most of the other subatomic 
particles we’ve discovered.
									","
											Otra posibilidad a investigar proviene
del concepto de poder finito de cómputo.
											No importa qué tan grande sea,
no puede simular infinitos.
											Si el espacio y el tiempo son continuos,
											entonces incluso una pequeña parte
del universo tiene puntos infinitos
											y se hace imposible simular
con un poder de cómputo finito.
											Entonces una simulación
											tendría que representar espacio y tiempo
en piezas muy pequeñas.
											Estas serían casi
incomprensiblemente pequeñas.
											Pero podríamos buscarlas
											mediante el uso de ciertas partículas
subatómicas como sondas.
											El principio básico es este:
											cuanto más pequeño,
más sensible a la interrupción.
											Imaginen golpear un bache
con una patineta o con un camión.
											Cualquier unidad en
el espacio-tiempo sería tan pequeña
											que la mayoría de las cosas
la atravesarían sin interrupción.
											No solo objetos lo suficientemente grandes
para verse a simple vista,
											sino también moléculas, átomos,
e incluso electrones
											y la mayoría de las otras partículas
subatómicas que hemos descubierto.
									","
											Arayacağımız diğer olası yer ise
ne kadar devasa olursa olsun
											sınırlı programlama gücünün
sonsuzluğu simüle edemeyeceği kavramıdır.
											Eğer uzay ve zaman süregelen şeylerse
											evrenin çok küçük bir parçasının bile
sonsuz noktaları vardır
											ve sınırlı programlama gücüyle
simüle etmek imkansız hale gelir.
											Bu yüzden bir simülasyon uzayı ve zamanı
çok küçük parçalarla temsil etmelidir.
											Bunlar neredeyse akıl almaz
derecede küçük olacaktır.
											Fakat belirli atomaltı parçacıkları araç 
olarak kullanarak onları arayabiliriz.
											Temel prensip şudur:
											Bir şey ne kadar küçükse parçalanmaya da
o kadar duyarlı olacaktır —
											bir kaykaydaki delik ile bir kamyondaki
deliğin farkını düşünün.
											Uzay-zamandaki herhangi bir birim
öyle küçüktür ki
											çoğu şey onu parçalamadan
içinde yolculuk edebilir —
											yalnızca çıplak gözle görülebilecek kadar
büyük objeler değil,
											ayrıca moleküller, atomlar
ve hatta elektronlar
											ve keşfettiğimiz çoğu
diğer atomaltı parçacıklar.
									","
											Une autre possibilité vient de l'idée
que les moyens de calcul finis,
											peu importe sa taille,
ne peut pas simuler des infinités.
											Si le temps et l'espace sont continus,
											alors même une petite partie de l'univers
a des points infinis
											et devient impossible à simuler
avec une puissance de calcul limitée.
											Une simulation devrait donc représenter
l'espace et le temps en petites parties,
											si petites qu'elles seraient
incompréhensiblement petites.
											Nous pourrions peut-être les détecter
											en utilisant certaines particules
subatomiques comme sondes.
											Le principe de base est le suivant :
plus une chose est petite,
											plus elle sera sensible
à une perturbation -
											imaginez rouler en skateboard, 
puis en camion, sur un nid-de-poule
											N'importe quelle unité dans l'espace-temps
serait si petite
											que la majorité des choses
y voyageraient sans la perturber -
											pas uniquement des objets assez gros
pour être visibles à l'œil nu,
											mais aussi des molécules, des atomes,
et même des électrons
											et la plupart des autres particules
subatomiques que nous avons découvertes.
									",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
","
","
","
",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
"
											If we do discover a tiny unit in 
space-time
											or a shifting constant in a natural law,
											would that prove the universe 
is a simulation?
											No— it would only be the 
first of many steps.
											There could be other explanations 
for each of those findings.
											And a lot more evidence would be needed 
to establish the simulation hypothesis
											as a working theory of nature.
									","
											Si descubrimos una pequeña
unidad en el espacio-tiempo,
											o una constante cambiante
en una ley natural,
											¿sería una prueba de que
el universo es una simulación?
											No, solo sería el primero de muchos pasos.
											Podría haber otras explicaciones
para cada uno de estos hallazgos.
											Y se necesitaría mucha más evidencia
para establecer la hipótesis de simulación
											como teoría de trabajo de la naturaleza.
									","
											Uzay-zamanda küçük bir birim
											veya bir doğa kanununda
değişken bir değişmez keşfedersek
											bu, evrenin bir simülasyon
olduğunu kanıtlar mıydı?
											Hayır — bu yalnızca atılacak
ilk adımlar olabilir.
											Bu bulgulardan her biri için
başka açıklamalar da olabilir.
											Simülasyon hipotezinin, işleyen bir doğa 
teorisi olduğunu ispat etmek için de
											daha fazla kanıta ihtiyacımız vardır.
									","
											Si nous découvrons une petite unité
dans l'espace-temps
											ou une constante changeante 
dans les lois de la nature,
											cela prouverait-il que l'univers
est une simulation ?
											Non - ça ne serait que la première
d'une multitude d'étapes.
											D'autres explications peuvent être
données pour ces découvertes,
											et d'autres preuves seraient nécessaires
											pour établir l'hypothèse de la simulation
comme une théorie de la nature.
									",Are we living in a simulation?,Zohreh Davoudi,4:09,"TED-Ed,animation,education,technology,universe,space,time,illusion,science,physics,philosophy,computers"
