en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
											So I'm going to speak about a problem that I have
											and that's that I'm a philosopher.
									","
											Bueno, voy a hablar acerca de un problema que tengo
											y es que soy filósofo.
									","
											Vou falar-vos de um problema que eu tenho
											e que é eu ser filósofo.
									","
											Size bir problemimden bahsedecegim;
											Ben bir felsefeciyim.
									","
											Ich werde über ein Problem sprechen, das ich habe,
											dass ich nämlich ein Philosoph bin.
									",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
","
","
","
","
",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(gülmeler)
									","
											(Lachen)
									",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
","
","
","
","
",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
											When I go to a party and people ask me what do I do
											and I say, ""I'm a professor,"" their eyes glaze over.
											When I go to an academic cocktail party
											and there are all the professors around, they ask me what field I'm in
											and I say, ""philosophy"" — their eyes glaze over.
									","
											Cuando voy a una fiesta y la gente me pregunta lo que hago
											y digo ""catedrático"", sus ojos se ponen vidriosos.
											Cuando voy a un cóctel de académicos
											y todos los catedráticos están allí y me preguntan en qué campo trabajo,
											y digo ""filosofía"" sus ojos se ponen vidriosos.
									","
											Quando vou a uma festa
e alguém me pergunta o que faço
											e eu respondo ""Sou professor,""
a reação é um olhar vitrificado.
											Quando vou a um cocktail académico,
cheio de professores
											e me perguntam qual é o meu ramo
											e eu respondo filosofia,
a reação é um olhar vitrificado.
									","
											Bir partiye gittiğimde, insanlar neyle uğraştığımı sorunca
											""Profesörüm"" dediğim zaman, bana sıkkın gözlerle bakıyorlar.
											Akademik bir kokteyle gittiğimde,
											etraftaki profesörler hangi alandan olduğumu sorduklarında
											ve ""Felsefe."" dedigim zaman bana sıkkın gözlerle bakıyorlar.
									","
											Wenn ich zu einer Party gehe und die Leute mich fragen, was ich denn so tue,
											und ich sage: „ich bin ein Professor“, werden ihre Augen matt.
											Wenn ich zu einer akademischen Cocktailparty gehe,
											und es stehen lauter Professoren herum, und sie fragen mich, in welchem Bereich ich arbeite,
											und ich sage: „Philosophie“, werden ihre Augen matt.
									",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
","
","
","
","
",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(gülmeler)
									","
											(Lachen)
									",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
","
","
","
","
",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
"
											When I go to a philosopher's party
									","
											Cuando voy a una fiesta de filósofos
									","
											Quando vou a uma festa de filósofos
									","
											Felsefecilerin bir partisine gittiğimde
									","
											Wenn ich zu einer Philosophenparty gehe,
									",The illusion of consciousness,Dan Dennett,21:48,"brain,consciousness,culture,entertainment,illusion,self,visualizations"
