es,pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
											(Sonido de martilleo)
									","
											(Martelo)
									","
											(Çekiç sesleri)
									","
											(Hammer)
									","
											(Coup de marteau)
									","
											(Hammer)
									","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
","
","
","
","
","
","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
","
","
","
","
","
","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
											(Pitidos del microondas)
(Risas)
									","
											(Apita o microondas) (Risos)
									","
											(Mikrodalga biplemeleri) (Gülüşmeler)
									","
											(Microwave beeps) (Laughter)
									","
											(Bips du micro-ondes) 
(Rires)
									","
											(Mikrowelle piept) 
(Gelächter)
									","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
","
","
","
","
","
","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
											Probablemente todos estarán
de acuerdo conmigo
											en que esta es una
carretera muy bonita.
											Está hecha de asfalto,
											y el asfalto es un buen 
material para conducir,
											pero no siempre, especialmente no
en días como hoy,
											en que llueve mucho.
											Pueden tener una gran cantidad
de agua en el asfalto que salpica.
											Y especialmente si van
montados en su bicicleta
											y estos automóviles pasan, 
eso no es muy agradable.
											Además, el asfalto puede
hacer mucho ruido.
											Es un material ruidoso
											y si construimos carreteras,
como en los Países Bajos,
											muy cercanas a las ciudades, 
querríamos una carretera silenciosa.
									","
											Vocês provavelmente concordam comigo
											que esta é uma estrada muito bonita.
											É feita de asfalto,
											e o asfalto é um material muito agradavel sobre o qual conduzir,
											mas não sempre, especialmente em dias como hoje
											quando chove muito.
											Isso cria muita água no asfalto.
											Especialmente andando de bicicleta,
											se você passa por estes carros, não é muito bom.
											Também, o asfalto pode criar muito ruído.
											É um material muito ruidoso,
											e se construímos estradas como esta na Holanda,
											muito perto das cidades, queremos uma estrada silenciosa.
									","
											Muhtemelen hepiniz bunun oldukça hoş bir yol
											olduğu hakkında benimle hemfikirsinizdir.
											Asfalttan yapılmıştır ve
											asfalt üzerinde sürmek için çok iyi bir materyaldir
											ama her zaman değil, özellikle bugünkü gibi olan günlerde,
											çok fazla yağmur yağdığında.
											Zira asfalt üzerinde çok fazla sıçrayan su olur.
											Ve özellikle eğer bisiklet sürüyorsanız
											ve bu arabaları geçerseniz, o zaman hiç hoş olmaz.
											Aynı zamanda, asfalt çok fazla gürültü yaratabilir.
											Gürültülü bir materyaldir ve
											eğer Hollanda'daki gibi şehre çok yakın yollar yaparsak,
											o zaman sessiz bir yolu daha da severiz.
									","
											You probably all agree with me
											that this is a very nice road.
											It's made of asphalt,
											and asphalt is a very nice material to drive on,
											but not always, especially not on these days as today,
											when it's raining a lot.
											Then you can have a lot of splash water in the asphalt.
											And especially if you then ride with your bicycle,
											and pass these cars, then that's not very nice.
											Also, asphalt can create a lot of noise.
											It's a noisy material,
											and if we produce roads like in the Netherlands,
											very close to cities, then we would like a silent road.
									","
											Vous serez sans doute tous 
d'accord avec moi pour dire
											que c'est une très belle route.
											Elle est faite d'asphalte,
											et l'asphalte est un matériau sur 
lequel il est très agréable de rouler,
											mais pas toujours, en particulier 
les jours comme aujourd'hui
											lorsqu'il pleut beaucoup.
											Vous pouvez alors avoir beaucoup 
de projections d'eau sur l'asphalte
											Particulièrement, si vous faites du vélo,
											et que vous passez près de ces voitures, 
c'est assez désagréable.
											L'asphalte peut aussi créer 
beaucoup de nuisances sonores.
											C'est un matériau très bruyant,
											et si on fait des routes 
comme aux Pays-Bas,
,
											très proches des villes, alors on 
aimerait avoir des routes silencieuses.
									","
											Sie werden mir sicher zustimmen,
											dass das hier eine schöne Straße ist.
											Sie besteht aus Asphalt,
											welcher ein gut befahrbares Material ist,
											aber nicht immer, gerade nicht 
an solchen Tagen wie heute,
											wenn es regnerisch ist.
											Dann sammelt sich viel 
Spritzwasser im Asphalt.
											Besonders als Fahrradfahrer
											macht das Passieren 
der Autofahrer keinen Spaß.
											Ebenfalls kann Asphalt 
eine Menge Geräusch produzieren.
											er ist ein geräuschvolles Material,
											und wenn wir Straßen bauen, 
wie in den Niederlanden,
											nah an den Städten, hätten wir 
gerne eine lautlose Straße.
									","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
","
","
","
","
","
","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
"
											La solución para eso es hacer carreteras
											de asfalto poroso.
											El asfalto poroso, 
un material que usamos ahora
											en la mayoría de las 
carreteras de los Países Bajos,
											tiene poros y el agua puede 
pasar a través de él,
											por lo que toda el agua de lluvia
fluirá hacia los lados
											y tendrán una carretera
por la que es fácil conducir,
											y no salpicarán agua nunca más.
											El ruido también desaparecerá en estos poros.
											Debido a que es muy hueco,
todo el ruido desaparecerá,
											así que es una carretera muy silenciosa.
									","
											Por isso, a solução é fazer as estradas
											de asfalto poroso.
											O asfalto poroso, um material que usamos agora
											na maioria das rodovias na Holanda,
											tem poros e a água pode simplesmente passar através dele.
											Isso faz que toda a água flua para os lados,
											e você tenha uma estrada sobre a qual é facil conduzir,
											e não tem mais água salpicada.
											O ruido também desaparecerá nestes poros.
											Como é muito oco, todo o ruido desaparecerá,
											fazendo-a uma estrada muito silenciosa.
									","
											Bunun çözümü ise
											gözenekli asfalttan yol yapmaktır.
											Gözenekli asfalt, halen Hollanda'da karayollarının çoğunda
											kullandığımız bir materyaldir,
											gözenekleri vardır ve su hemen üzerinden akar,
											böylece tüm yağmur suyu kenarlara doğru akar
											ve üzerinde kolay sürebileceğiniz bir yolunuz olur,
											bu şekilde artık sıçrayan su olmaz.
											Ayrıca bu gözeneklerde gürültü yok olacaktır.
											Çünkü çok boşluklu olduğundan, tüm gürültü kaybolacaktır,
											yani çok sessiz bir yoldur.
									","
											The solution for that is to make roads
											out of porous asphalt.
											Porous asphalt, a material that we use now
											in most of the highways in the Netherlands,
											it has pores and water can just rain through it,
											so all the rainwater will flow away to the sides,
											and you have a road that's easy to drive on,
											so no splash water anymore.
											Also the noise will disappear in these pores.
											Because it's very hollow, all the noise will disappear,
											so it's a very silent road.
									","
											La solution pour ça 
est de faire des routes
											en asphalte poreux.
											L'asphalte poreux, un matériau 
que nous utilisons désormais
											pour la plupart des autoroutes aux Pays-Bas,
											a des pores au travers desquels 
l'eau peut couler,
											toute l'eau de pluie va alors 
s'écouler vers les bords,
											et vous obtenez une route sur 
laquelle il est facile de rouler,
											sans plus d'éclaboussures d'eau.
											Le bruit va également 
disparaître dans ces pores.
											Comme il y a beaucoup de cavités, 
tout le bruit disparait,
											c'est donc une route très silencieuse.
									","
											Eine mögliche Lösung sind Straßen
											aus offenporigem Asphalt.
											Offenporiger Asphalt ist ein Material, das wir nun
											für die meisten Autobahnen
in den Niederlanden benutzen,
											er hat Poren und Wasser rinnt hindurch,
											dadurch kann das Wasser einfacher abfließen
											und man hat eine Straße, 
auf der man leichter fahren kann,
											also Straßen ohne Spritzwasser.
											Genauso werden alle Geräusche 
in den Poren verschwinden.
											Durch den Hohlraum wird 
der ganze Schall verschwinden,
											was die Straße zum Schweigen bringt
									","A ""self-healing"" asphalt",Erik Schlangen,6:50,"TEDx,demo,engineering,invention,science,technology,urban planning,infrastructure,design,materials,industrial design,innovation"
