en,fr,es,tr,title,speaker,duration,tags
"
","
","
","
",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
											Recently, we've seen the effects
of cyber attacks on the business world.
											Data breaches at companies like JP Morgan,
Yahoo, Home Depot and Target
											have caused losses of hundreds of millions
											and in some cases, billions of dollars.
											It wouldn't take many large attacks
to ravage the world economy.
											And the public sector
has not been immune, either.
											In 2012 to 2014,
											there was a significant data breach
at the US Office of Personnel Management.
											Security clearance
and fingerprint data was compromised,
											affecting 22 million employees.
											And you may have heard of the attempt
by state-sponsored hackers
											to use stolen data to influence election
outcomes in a number of countries.
											Two recent examples are
the compromise of a large amount of data
											from the Bundestag,
the national Parliament of Germany,
											and the theft of emails from the US
Democratic National Committee.
											The cyber threat is now affecting
our democratic processes.
											And it's likely to get worse.
									","
											Nous avons récemment été témoins des
effets de cyberattaques sur l'économie.
											Les pertes de données de compagnies comme
JP Morgan, Yahoo, Home Depot et Target
											ont conduit à des pertes
de centaines de millions,
											et dans certains cas
de milliards, de dollars.
											Il suffirait de quelques attaques
importantes pour ravager notre économie.
											Le secteur public n'a pas été,
lui non plus, à l'abri.
											Entre 2012 et 2014,
											on a observé d'importants vols de données
au Bureau du Personnel gouvernemental US.
											Des habilitations de sécurité et
des empreintes digitales ont été volées,
											pour 22 millions d'employés.
											On peut aussi évoquer les tentatives,
par des pirates au service d'États,
											d'utiliser des données volées pour
influencer les résultats d'élections.
											Deux exemples récents sont le vol
d'un grand volume de données
											du Bundestag, le Parlement allemand,
											et le vol d'emails du Comité National
du Parti Démocrate, aux États-Unis.
											La cyber-menace affecte aujourd'hui
notre processus démocratique.
											Et cela va probablement empirer.
									","
											Últimamente, el mundo de los negocios
se ha visto afectado por ciberataques.
											Filtraciones de datos en empresas como
JP Morgan, Yahoo, Home Depot y Target
											les han hecho perder cientos,
sino miles de millones de dólares.
											Unos pocos ataques importantes
podrían arrasar con la economía mundial.
											Y el sector público
tampoco ha sido inmune.
											Entre 2012 y 2014,
											hubo una gran filtración de datos
											en la Oficina de Gestión
de Personal de los EE. UU.
											Resultaron comprometidos 
permisos de seguridad y huellas digitales
											lo que afectó a 22 millones de empleados.
											Habrán oído de los piratas informáticos
financiados por el estado
											que intentaron influenciar las elecciones
en varios países con datos robados.
											Dos ejemplos recientes son:
											la gran filtración de datos del Bundestag,
el parlamento nacional alemán,
											y el robo de correos electrónicos
del Comité Nacional Demócrata en EE. UU.
											La amenaza cibernética está afectando
nuestros procesos democráticos.
											Y es probable que la cosa empeore.
									","
											Son zamanlarda, iş dünyasında
siber saldırıların etkisini görmekteyiz.
											JP Morgan, Yahoo, Home Depot ve Target 
gibi şirketlerdeki veri ihlalleri
											yüz milyonlarca doların hatta 
bazı vakalarda milyarlarca doların
											kaybına sebep olmuştur.
											Dünya ekonomisini harap etmek için 
birkaç büyük saldırı yeterli olurdu.
											Kamu sektörü de 
bu durumdan etkilenmiştir.
											2012 ve 2014 yılları arasında
											ABD Personel Yönetimi Ofisi'nde 
önemli veri ihlalleri vardı.
											Güvenlik erişim yetkisi 
ve parmak izi verileri ele geçirildi
											bu durum 22 milyon çalışanı etkiledi.
											Birkaç ülkede devlet destekli hackerların 
seçim sonuçlarını etkilemek için
											çalıntı verileri kullanma 
teşebbüslerini duymuş olabilirsiniz.
											Son zamanlardaki iki örnek
Almanya Ulusal Parlamentosu Bundestag'dan
											çok miktarda verinin gizliliğinin ihlali
											ve ABD Demokratik Ulusal Komitesi'nden 
e-postaların çalınmasıdır.
											Siber tehdit şimdi bizim demokratik
işleyişimizi etkilemektedir.
											Bu muhtemelen daha da kötüye gidecek.
									",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
","
","
","
",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
											As computer technology
is becoming more powerful,
											the systems we use to protect our data
are becoming more vulnerable.
											Adding to the concern
is a new type of computing technology,
											called quantum computing,
											which leverages microscopic
properties of nature
											to deliver unimaginable increases
in computational power.
											It's so powerful that it will crack
many of the encryption systems
											that we use today.
									","
											Les technologies informatiques deviennent
de plus en plus puissantes,
											rendant les systèmes qui protègent
nos données plus vulnérables.
											Une nouvelle technologie informatique
rend ce problème plus grave,
											c'est l'informatique quantique,
											qui utilise les propriétés physiques
microscopiques
											et procure une croissance inimaginable
de la puissance de calcul.
											Elle est si puissante qu'elle permettra de
casser de nombreux systèmes de chiffrement
											que nous utilisons aujourd'hui.
									","
											A medida que las computadoras
se vuelven más poderosas,
											los sistemas que protegen nuestros datos
se están volviendo más vulnerables.
											Como agravante, hay un nuevo tipo
de tecnología en computación,
											la llamada computación cuántica,
											que aprovecha propiedades
microscópicas de la naturaleza
											para aumentar la potencia de cálculo
de manera inconcebible.
											Es tan poderosa que va a descifrar
muchos de los sistemas de encriptación
											que usamos hoy en día.
									","
											Bilgisayar teknolojisi güçlendikçe 
verilerimizi korumak için
											kullandığımız sistemler 
daha savunmasız hâle gelmektedir.
											Ayrıca kuantum işlemcisi adı verilen
yeni bilgisayar teknolojisi de
											endişeleri arttırmaktadır.
											Mikroskobik özelliklerinin
avantajını kullanarak
											işlemsel güçte hayal bile edilemeyecek
artışlar sağlamaktadır.
											Bugün kullandığımız 
kriptolama sistemlerinin çoğunu
											kırabilecek kadar güçlüdür.
									",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
","
","
","
",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
											So is the situation hopeless?
											Should we start packing
our digital survival gear
											and prepare for an upcoming
data apocalypse?
											I would say, not yet.
											Quantum computing is still in the labs,
											and it will take a few years
until it's put to practical applications.
											More important,
											there have been major breakthroughs
in the field of encryption.
											For me, this is
a particularly exciting time
											in the history of secure communications.
											About 15 years ago,
											when I learned of our new-found ability
											to create quantum effects
that don't exist in nature,
											I was excited.
											The idea of applying
the fundamental laws of physics
											to make encryption stronger
											really intrigued me.
											Today, a select groups of companies
and labs around the world, including mine,
											are maturing this technology
for practical applications.
											That's right.
											We are now preparing
to fight quantum with quantum.
									","
											La situation est-elle désespérée ?
											Devons-nous commencer à préparer
notre kit de survie digital
											et nous préparer
à une apocalypse numérique ?
											Pas encore...
											La technologie est encore
en développement
											et cela prendra quelques années
avant qu'elle ne soit mise en pratique.
											Plus important,
											il y a eu des avancées majeures
dans le domaine du chiffrement.
											Pour moi, ce sont des moments
particulièrement excitants
											dans l'histoire de la sécurité
des communications.
											Il y a une quinzaine d'années,
											quand j'ai appris cette nouvelle capacité
											à créer des effets quantiques
qui n'existent pas dans la nature,
											j'étais vraiment excité.
											L'idée d'appliquer les lois
fondamentales de la physique
											pour renforcer le chiffrement
											m'intriguait vraiment.
											Aujourd'hui, des sociétés et laboratoires
autour du globe, y compris le mien,
											travaillent sur les applications
concrètes de ces technologies.
											Vous avez bien entendu :
											nous nous préparons à combattre
le quantique par le quantique.
									","
											¿Estamos en una situación desesperada?
											¿Nos armamos con un equipo
de supervivencia digital
											y nos preparamos para la llegada
del apocalipsis de los datos?
											Yo diría que todavía no.
											La computación cuántica estará
en el laboratorio unos cuantos años más
											hasta que pueda tener
aplicaciones prácticas.
											Más importante,
											ha habido grandes avances
en el campo de la encriptación.
											Para mí, este es un momento
particularmente interesante
											en la historia de la comunicación segura.
											Hace unos 15 años,
											cuando me enteré de la nueva capacidad
											de crear efectos cuánticos
que no existen en la naturaleza,
											me entusiasmé.
											La idea de aplicar las leyes
fundamentales de la física
											para fortalecer la encriptación
											realmente me intrigó.
											Hoy un selecto grupo de empresas
y laboratorios mundiales, incluido el mío,
											están desarrollando esta tecnología
para aplicaciones prácticas.
											Sí, es así.
											Nos estamos preparando
para combatir cuanto con cuanto.
									","
											Durum ümitsiz mi?
											Dijital hayatta kalma ekipmanımızı
çıkarmalı
											ve gelecek olan verilerin kıyamet gününe 
hazırlanmalı mıyız?
											Henüz değil.
											Kuantum bilgisayar 
hâlâ laboratuvarlarda
											ve pratik uygulamaya geçmesi
birkaç yıl daha sürecek.
											Daha önemlisi,
											kriptolama alanında 
büyük gelişmeler var.
											Benim için, 
bu güvenli haberleşme tarihinde
											özellikle heyecan verici bir zaman.
											Yaklaşık 15 yıl önce,
											doğada var olmayan 
kuantum etkilerini yaratmanın
											bir yolunu bulduğumuzu öğrendiğimde
											heyecanlanmıştım.
											Kriptolamayı daha kuvvetli yapmak için
											fiziğin temel kurallarını uygulama fikri
											beni gerçekten cezbetmişti.
											Bugün, dünyadaki belirli şirket grupları 
ve laboratuvarlar, benimki de dâhil,
											pratik uygulamalar için 
bu teknolojiyi olgunlaştırıyorlar.
											Bu doğru.
											Şu anda kuantuma karşı kuantumla
savaşmak için hazırlık yapıyoruz.
									",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
","
","
","
",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
											So how does this all work?
											Well, first, let's take a quick tour
of the world of encryption.
											For that, you'll need a briefcase,
											some important documents that you want
to send your friend, James Bond,
											and a lock to keep it all safe.
											Because the documents are top secret,
we're going to use an advanced briefcase.
											It has a special combination lock
											which, when closed,
											converts all the text
in the documents to random numbers.
											So you put your documents inside,
close the lock —
											at which point in time the documents
get converted to random numbers —
											and you send the briefcase to James.
											While it's on its way,
you call him to give him the code.
											When he gets the briefcase,
he enters the code,
											the documents get unscrambled, and voilà,
											you've just sent
an encoded message to James Bond.
									","
											Comment est-ce que cela fonctionne ?
											Commençons par un rapide
tour d'horizon du monde du chiffrement.
											Pour cela, vous aurez besoin d'une sacoche
											contenant des documents importants
à envoyer à votre ami, James Bond,
											et d'un cadenas pour les mettre en sûreté.
											Comme ces documents sont top secrets,
nous allons utiliser une sacoche spéciale.
											Elle dispose d'un verrou
											qui, une fois fermé,
											convertit le texte des documents
en chiffres aléatoires.
											Vous insérez vos documents,
fermez le verrou —
											ce qui convertit les documents
en chiffres aléatoires —
											et vous envoyez la sacoche à James.
											Pendant le trajet de la sacoche,
vous l'appelez pour lui donner le code.
											Quand la sacoche arrive, il entre le code,
											le document est déchiffré, et voilà,
											vous venez d'envoyer un message
codé à James Bond.
									","
											¿Cómo funciona todo esto?
											Primero vamos a dar una vuelta
por el mundo de la encriptación.
											Para eso van a necesitar un maletín,
											algunos documentos importantes
para mandarle a su amigo James Bond
											y una cerradura para mantener todo seguro.
											Como son documentos altamente secretos,
vamos a usar un maletín de avanzada.
											Tiene una cerradura
con combinación especial
											que cuando se cierra,
											convierte el texto de los documentos
en números aleatorios.
											Y, Uds. meten los documentos
dentro del maletín y cierran la cerradura.
											En ese momento los documentos
se convierten en números aleatorios,
											y le envían el maletín a James.
											Mientras el maletín está en tránsito
lo llaman y le dan el código.
											Cuando recibe el maletín,
James ingresa el código,
											los documentos se decodifican y listo:
											acaban de enviarle un mensaje
encriptado a James Bond.
									","
											Peki bütün bunlar nasıl işliyor?
											İlk olarak, kriptolama dünyasında 
hızlı bir tur atalım.
											Bunun için, bir evrak çantasına 
arkadaşınız James Bond'a
											göndermek istediğiniz 
bazı önemli dokümanlara
											ve bunu güvende tutmak için 
kilide ihtiyacınız olacak.
											Dokümanlar çok gizli olduğu için 
gelişmiş bir evrak çantası kullanacağız.
											Bu kapatıldığı zaman dokümanlardaki

											tüm metni rastgele sayılara çeviren
											özel bir kilit kombinasyonuna 
sahip olacaktır.
											Bu nedenle dokümanlarımızı
içine koyun ve kilidi kapatın —
											bu dokümanların rastgele sayılara 
dönüştüğü noktadır —
											ve evrak çantasını James'e 
gönderirsin.
											Yoldayken, kodu vermek için 
onu ararsın.
											Evrak çantasını aldığında,
kodu girer,
											dokümanlar çözülür ve voilà,
											James Bond'a kodlanmış bir mesaj 
gönderdiniz.
											(Gülüşme)
									",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
","
","
","
",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											Komik örnek, fakat kriptolama için 
önemli 3 şeyi göstermektedir.
									",How quantum physics can make encryption stronger,Vikram Sharma,11:53,"data,encryption,physics,computers,future,innovation,science,invention,technology,quantum physics"
