en,pt,title,speaker,duration,tags
"
","
",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
											In the 1600s, there were so many
right whales in Cape Cod Bay
											off the east coast of the U.S.
											that apparently you could
walk across their backs
											from one end of the bay to the other.
											Today, they number in the hundreds,
and they're endangered.
											Like them, many species of whales
saw their numbers drastically reduced
											by 200 years of whaling,
											where they were hunted and killed
for their whale meat, oil and whale bone.
									","
											Em 1600, havia tantas baleias-francas
na baía do Cabo Cod,
											na costa leste dos E.U.A.
											que, aparentemente, podíamos
caminhar por cima delas
											de um lado da baía até ao outro.
											Hoje, elas são meras centenas,
e estão em perigo.
											Como elas, muitas espécies de baleias veem
os seus números drasticamente reduzidos
											devido a 200 anos de pesca de baleias,
											em que foram caçadas e mortas
pela sua carne, óleo e ossos.
									",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
","
",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
											We only have whales in our waters today
											because of the Save the Whales
movement of the '70s.
											It was instrumental in stopping
commercial whaling,
											and was built on the idea that
if we couldn't save whales,
											what could we save?
											It was ultimately a test
of our political ability
											to halt environmental destruction.
											So in the early '80s, there was
a ban on commercial whaling
											that came into force
as a result of this campaign.
											Whales in our waters are still
low in numbers, however,
											because they do face a range
of other human-induced threats.
									","
											Agora só temos baleias nas nossas águas
											devido ao movimento Save the Whales
na década de 70.
											Foi fundamental para deter 
a pesca comercial de baleias,
											e baseou-se na ideia de que,
se não conseguimos salvar as baleias,
											que mais poderíamos salvar?
											Em última análise, foi um teste
à nossa capacidade política
											de parar a destruição ambiental.
											Assim, no início dos anos 80, 
houve a proibição da pesca de baleias
											que entrou em vigor
em resultado desta campanha.
											Mas as baleias nas nossas águas
ainda são poucas em número,
											porque ainda enfrentam vários
outros perigos induzidos pelo Homem.
									",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
","
",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
											Unfortunately, many people still think
that whale conservationists like myself
											do what we do only because these creatures
are charismatic and beautiful.
											This is actually a disservice,
											because whales are ecosystem engineers.
											They help maintain the stability
and health of the oceans,
											and even provide services
to human society.
									","
											Infelizmente, muitas pessoas ainda pensam 
que os preservadores de baleias como eu
											fazem o que nós fazemos só porque 
estas criaturas são carismáticas e bonitas.
											Na verdade, isto é um mau serviço,
											porque as baleias são engenheiras 
do ecossistema.
											Elas ajudam a manter a estabilidade
e a saúde dos oceanos,
											e até a prestar serviços 
à sociedade humana.
									",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
","
",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
											So let's talk about why
saving whales is critical
											to the resiliency of the oceans.
											It boils down to two main things:
											whale poop and rotting carcasses.
									","
											Então vamos falar sobre porque
é que é essencial salvar as baleias
											para a sobrevivência dos oceanos.
											Resume-se a duas coisas principais:
											fezes de baleia e carcaças a apodrecer.
									",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
","
",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
"
											As whales dive to the depths to feed
and come up to the surface to breathe,
											they actually release these
enormous fecal plumes.
											This whale pump, as it's called,

											actually brings essential limiting 
nutrients from the depths
											to the surface waters where they 
stimulate the growth of phytoplankton,
											which forms the base
of all marine food chains.
											So really, having more whales
in the oceans pooping
											is really beneficial
to the entire ecosystem.
									","
											Quando as baleias mergulham nas profundezas
para se alimentarem
											e sobem à superfície para respirar,
libertam uma enorme quantidade de fezes.
											Este ""turbilhão de fezes"", 
tal como é chamado,
											traz nutrientes essenciais 
das profundezas para a superfície do mar
											onde estimulam o crescimento
de fitoplâncton,
											que constitui a base de todas
as cadeias alimentares marinhas.
											Portanto, ter mais baleias 
a defecar nos oceanos
											é verdadeiramente benéfico
para todo o ecossistema.
									",Why you should care about whale poo,Asha de Vos,5:45,"TED Fellows,biology,nature,oceans,marine biology"
