en,es,fr,title,speaker,duration,tags
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											My colleagues and I are fascinated
by the science of moving dots.
											So what are these dots?
											Well, it's all of us.
											And we're moving in our homes,
in our offices, as we shop and travel
											throughout our cities
and around the world.
											And wouldn't it be great
if we could understand all this movement?
											If we could find patterns and meaning
and insight in it.
											And luckily for us, we live in a time
											where we're incredibly good
at capturing information about ourselves.
											So whether it's through
sensors or videos, or apps,
											we can track our movement
with incredibly fine detail.
									","
											A mis colegas y a mí nos fascina
la ciencia de los puntos móviles.
											¿Qué son estos puntos?
											Somos nosotros.
											Nos movemos en casa, en la oficina, 
mientras compramos y viajamos
											por nuestras ciudades
y alrededor del mundo.
											¿No sería genial si pudiéramos
entender estos movimientos,
											si pudiéramos encontrar patrones,
significado y sentido en eso?
											Por fortuna para nosotros,
vivimos en una época
											en la que somos muy buenos capturando
información sobre nosotros mismos.
											Sea mediante sensores, videos
o aplicaciones,
											podemos rastrear los movimientos 
con mucho detalle.
									","
											Mes collègues et moi sommes fascinés
par la science des « points mobiles ».
											Alors, c'est quoi ces points ?
											Eh bien, c'est nous tous.
											Nous nous déplaçons chez nous,
au bureau, au magasin, en voyage
											à travers les villes et
autour du monde.
											Ça ne serait pas génial si on pouvait
comprendre tous ces mouvements ?
											Si on pouvait trouver des schémas,
leur sens et mieux les comprendre ?
											Nous avons la chance de vivre à une époque
											où nous excellons à capturer 
des informations sur nous-mêmes.
											Donc que ce soit par des capteurs,
des vidéos ou des applications,
											on peut suivre nos mouvements
d'une façon incroyablement détaillée.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So it turns out one of the places
where we have the best data about movement
											is sports.
											So whether it's basketball or baseball,
or football or the other football,
											we're instrumenting our stadiums
and our players to track their movements
											every fraction of a second.
											So what we're doing
is turning our athletes into —
											you probably guessed it —
											moving dots.
									","
											Y una de las mejores fuentes 
de datos sobre el movimiento
											es en los deportes.
											Sea baloncesto o béisbol,
fútbol americano o el otro fútbol,
											equipamos los estadios y jugadores
para seguir sus movimientos
											en cada fracción de segundo.
											Así que convertimos a los atletas
											—quizá lo adivinaron—
											en puntos móviles.
									","
											En fait, un des secteurs dans lequel
nous avons les meilleures données
											sur le mouvement est le sport.
											Que ce soit le basket, le baseball,
le foot ou le football américain,
											nous équipons nos stades et nos joueurs
afin de suivre leurs mouvements
											à chaque fraction de seconde.
											En fait nous transformons
nos athlètes en –
											vous avez surement deviné,
											des points mobiles.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So we've got mountains of moving dots
and like most raw data,
											it's hard to deal with
and not that interesting.
											But there are things that, for example,
basketball coaches want to know.
											And the problem is they can't know them
because they'd have to watch every second
											of every game, remember it and process it.
											And a person can't do that,
											but a machine can.
											The problem is a machine can't see
the game with the eye of a coach.
											At least they couldn't until now.
											So what have we taught the machine to see?
									","
											Tenemos montañas de puntos móviles
y como la mayoría de los datos en crudo
											son difíciles de manejar,
y no son tan interesantes.
											Pero hay cosas que los entrenadores
de baloncesto quieren saber.
											El problema es que no pueden
retener cada segundo
											de cada juego, recordarlo y procesarlo.
											Nadie puede hacer eso,
pero una máquina sí.
											El problema de la máquina es que 
no ve el juego con ojo de entrenador.
											Al menos no podía hasta ahora.
											Así que ¿qué le enseñamos
a ver a la máquina?
									","
											Nous avons donc des tonnes de points
mobiles ; comme toutes les données brutes,
											c'est difficile à traiter
et pas vraiment intéressant.
											Mais il y a des choses que les entraîneurs
de basket, par exemple, veulent savoir.
											Le problème, c'est que pour les obtenir,
il faudrait qu'ils regardent
											chaque seconde de chaque match, 
s'en rappellent et les analysent.
											Personne n'est capable de le faire,
											mais une machine le peut.
											Le problème, c'est qu'elle ne peut
pas voir avec les yeux de l'entraîneur.
											Du moins pas jusqu'à maintenant.
											Alors qu'a-t-on appris
à la machine pour qu'elle voie ?
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So, we started simply.
											We taught it things like passes,
shots and rebounds.
											Things that most casual fans would know.
											And then we moved on to things
slightly more complicated.
											Events like post-ups,
and pick-and-rolls, and isolations.
											And if you don't know them, that's okay.
Most casual players probably do.
											Now, we've gotten to a point where today,
the machine understands complex events
											like down screens and wide pins.
											Basically things only professionals know.
											So we have taught a machine to see
with the eyes of a coach.
									","
											Empezamos con cosas simples.
											Le enseñamos cosas como pases,
tiros y rebotes.
											Cosas que cualquier fan conoce.
											Y luego seguimos con cosas
levemente más complicadas:
											Posteos, bloqueos y continuación,
aislamientos.
											Si no las conocen, está bien. Los
jugadores aficionados quizá lo sepan.
											Hemos logrado que la máquina 
entienda secuencias complejas
											como bloqueos verticales abajo
y hasta con rotaciones complejas.
											Básicamente cosas que
solo saben los profesionales.
											Hemos enseñado a la máquina 
a ver con ojos de entrenador.
									","
											On a commencé simplement.
											On lui a d'abord appris des choses comme
les passes, les tirs et les rebonds –
											que la plupart des fans
devraient connaître.
											Et puis on est passé à des choses 
un peu plus compliquées.
											Des choses comme des post-ups,
des pick and rolls et des isolements.
											Peut-être ne les connaissez-vous pas, mais
la plupart des joueurs les connaissent.
											De nos jours, les machines comprennent
des événements complexes
											comme orienter et poser des écrans.
											Des choses que seuls 
les professionnels connaissent.
											Nous avons appris à une machine à voir
avec les yeux d'un entraîneur.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So how have we been able to do this?
											If I asked a coach to describe
something like a pick-and-roll,
											they would give me a description,
											and if I encoded that as an algorithm,
it would be terrible.
											The pick-and-roll happens to be this dance
in basketball between four players,
											two on offense and two on defense.
											And here's kind of how it goes.
											So there's the guy on offense
without the ball
											the ball and he goes next to the guy
guarding the guy with the ball,
											and he kind of stays there
											and they both move and stuff happens,
and ta-da, it's a pick-and-roll.
									","
											¿Cómo hemos podido hacerlo?
											Si pidiera a un entrenador 
describir un bloqueo y continuación,
											me daría una descripción;
											y si pusiera eso en un algoritmo,
sería terrible.
											El bloqueo y continuación es esa danza
del baloncesto entre cuatro jugadores,
											dos atacantes y dos defensores.
											Es más o menos así.
											Hay un tipo en ataque sin la pelota,
											se pone al lado del tipo que marca
y que tiene la posesión de la pelota,
											se queda allí,
									","
											Alors, comment y sommes-nous parvenus ?
											Si je demandais à un entraîneur 
de décrire un pick and roll,
											ils me donneraient une description.
											Et si je l'encodais en un algorithme,
ce serait très mauvais.
											Il se trouve que le pick and roll est 
cette danse au basket entre 4 joueurs,
											deux à l'attaque et deux à la défense.
											Et voilà à peu près comment ça se passe.
											Du côté de l'attaque, 
il y a ce type sans le ballon
											et il se met près du type qui
couvre le type qui a le ballon,
											et il reste là
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											(Laughter)
									","
											y ambos se mueven y ocurre, cha-chan, 
un bloqueo y continuación.
									","
											et tous les deux bougent 
et le jeu continue,
											et voilà : un pick and roll.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So that is also an example
of a terrible algorithm.
											So, if the player who's the interferer —
he's called the screener —
											goes close by, but he doesn't stop,
											it's probably not a pick-and-roll.
											Or if he does stop,
but he doesn't stop close enough,
											it's probably not a pick-and-roll.
											Or, if he does go close by
and he does stop
											but they do it under the basket,
it's probably not a pick-and-roll.
											Or I could be wrong,
they could all be pick-and-rolls.
											It really depends on the exact timing,
the distances, the locations,
											and that's what makes it hard.
											So, luckily, with machine learning,
we can go beyond our own ability
											to describe the things we know.
									","
											(Risas)
											Eso es un ejemplo de
un algoritmo complicado.
											Si el jugador que se interpone,
llamado bloqueador,
											se acerca, pero no se detiene,
											quizá no sea un bloqueo y continuación.
											O si se detiene, pero no queda muy cerca,
											quizá no sea un bloqueo y continuación.
											O si se acerca al otro y realmente para,
											pero lo hacen debajo de la cesta,
quizá no sea un bloqueo y continuación.
											O podría equivocarme, todos esos casos 
podrían ser bloqueos y continuación.
											Todo depende del tiempo exacto,
las distancias, los posicionamientos,
											y eso lo hace difícil.
											Por suerte, con el aprendizaje máquina,
podemos exceder nuestra capacidad
											de describir las cosas que conocemos.
									","
											(Rires)
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So how does this work?
Well, it's by example.
											So we go to the machine and say,
""Good morning, machine.
											Here are some pick-and-rolls,
and here are some things that are not.
											Please find a way to tell the difference.""
											And the key to all of this is to find
features that enable it to separate.
											So if I was going
to teach it the difference
											between an apple and orange,
											I might say, ""Why don't you
use color or shape?""
											And the problem that we're solving is,
what are those things?
											What are the key features
											that let a computer navigate
the world of moving dots?
											So figuring out all these relationships
with relative and absolute location,
											distance, timing, velocities —
											that's really the key to the science
of moving dots, or as we like to call it,
											spatiotemporal pattern recognition,
in academic vernacular.
											Because the first thing is,
you have to make it sound hard —
											because it is.
									","
											¿Cómo funciona esto?
Bueno, con ejemplos.
											Vamos a la máquina y le decimos:
""Buenos días, máquina.
											Aquí hay bloqueos y continuación,
y aquí otras cosas que no lo son.
											Por favor, encuentra cómo 
establecer la diferencia"".
											Y la clave de todo esto es encontrar
características que le permitan separar.
											Si yo tuviera que enseñar la diferencia
entre una manzana y una naranja,
											podría decir: ""¿Por qué no usar
el color y la forma?""
											El problema que enfrentamos 
es encontrar esas cosas.
											¿Qué características son
											las que permiten a una computadora 
navegar el mundo de los puntos móviles?
											Imaginar todas estas relaciones
con ubicación relativa y absoluta,
											—distancia, tiempo, velocidad—
											es la clave de la ciencia de los puntos
móviles, como nos gusta llamarla,
											reconocimiento espacio-temporal 
de patrones,
											en lenguaje académico.
											Ante todo tenemos que hacer
que suene difícil,
											porque lo es.
									","
											C'est aussi un exemple
d'un très mauvais algorithme.
											Donc si le joueur interférant, 
celui qu'on appelle le garde—
											s'approche mais ne s'arrête pas,
											il ne s'agit sans doute pas
d'un pick and roll.
											Ou bien s'il s'arrête, 
mais pas assez près,
											il ne s'agit sûrement pas
d'un pick and roll.
											Ou, s'il s'approche vraiment 
et il s'arrête
											mais ça se passe sous le panier,
ce n'est sans doute pas un pick and roll.
											Ou alors je me trompe
											et tous ces exemples 
sont des pick and roll.
											Tout dépend du timing,
des distances et des emplacements,
											et c'est ça qui est difficile à apprécier.
											Mais heureusement, on peut apprendre
aux machines à décrire les choses
											qu'on connaît, bien au-delà 
de nos capacités.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											The key thing is, for NBA coaches,
it's not that they want to know
											whether a pick-and-roll happened or not.
											It's that they want to know
how it happened.
											And why is it so important to them?
So here's a little insight.
											It turns out in modern basketball,
											this pick-and-roll is perhaps
the most important play.
											And knowing how to run it,
and knowing how to defend it,
											is basically a key to winning
and losing most games.
											So it turns out that this dance
has a great many variations
											and identifying the variations
is really the thing that matters,
											and that's why we need this
to be really, really good.
									","
											Pero la clave para los entrenadores
de la NBA no es saber
											si hubo un bloqueo y continuación o no.
											Ellos quieren saber cómo ocurrió.
											Y ¿por qué eso es tan importante 
para ellos?
											Aquí hay una idea importante.
											Resulta que en el baloncesto moderno,
											el bloqueo y continuación es quizá
el juego más importante.
											Y saber cómo manejarlo,
y saber cómo defenderlo,
											básicamente es la clave para ganar
o perder casi todos los juegos.
											Pero resulta que esta danza
tiene muchas variantes
											e identificar las variantes
es lo que importa,
											por eso necesitamos que esto
sea muy, muy bueno.
									","
											Alors comment ça marche ?
											Eh bien, on utilise des exemples.
											On va voir la machine et on lui dit :
« Bonjour, machine.
											Voila des exemples de pick and roll,
et voici des choses qui n'en sont pas.
											S'il te plaît, trouve un moyen 
de faire la différence. »
											Il s'agit de trouver les caractéristiques
permettant la séparation.
											Alors pour lui enseigner
la différence
											entre une pomme et une orange,
											pourquoi ne pas utiliser
les couleurs et les formes ?
											Et le problème à résoudre c'est,
quelles sont ces choses ?
											Quelles sont les caractéristiques
											permettant à l'ordinateur de naviguer
											dans le monde des points mobiles ?
											Comprendre toutes ces relations
											avec des positions relatives et absolues,
											la distance, le temps, les vélocités –
											c'est vraiment le cœur de la science
des points mobiles,
											ou bien, comme on l'appelle :
											schéma spatio-temporel de reconnaissance
en langage académique.
											Parce que tout d'abord, 
il faut que ça sonne compliqué.
											Parce que ça l'est.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
											So, here's an example.
											There are two offensive
and two defensive players,
											getting ready to do
the pick-and-roll dance.
											So the guy with ball
can either take, or he can reject.
											His teammate can either roll or pop.
											The guy guarding the ball
can either go over or under.
											His teammate can either show
or play up to touch, or play soft
											and together they can
either switch or blitz
											and I didn't know
most of these things when I started
											and it would be lovely if everybody moved
according to those arrows.
											It would make our lives a lot easier,
but it turns out movement is very messy.
											People wiggle a lot and getting
these variations identified
											with very high accuracy,
											both in precision and recall, is tough
											because that's what it takes to get
a professional coach to believe in you.
											And despite all the difficulties
with the right spatiotemporal features
											we have been able to do that.
									","
											Este es un ejemplo.
											Hay dos jugadores en ataque
y dos en defensa,
											listos para la danza del 
bloqueo y continuación.
											El tipo con la pelota puede 
usar o no el bloqueo.
											Su compañero puede girar a canasta
o abrir para recibir el pase.
											El que marca al jugador con 
la pelota puede avanzar o retroceder.
											Su compañero puede avanzar,
marcar o solo acompañar
											y juntos pueden cambiar asignación 
defensiva o redoblar la marca.
											Yo no sabía casi nada de esto
cuando empecé
											y sería estupendo si todos
se movieran siguiendo esas flechas.
											Haría mucho más fáciles nuestras vidas,
pero el movimiento es muy desordenado.
											Las personas se menean mucho
e identificar estas variaciones
											con muy alta precisión,
											en precisión y en recuerdo, es difícil
											y es lo que hace que un entrenador
profesional crea en ti.
											Aun con las dificultades de las correctas
características espacio-temporales
											lo hemos logrado.
									","
											Mais, pour les entraîneurs,
le problème n'est pas de savoir
											s'il s'agit d'un pick and roll ou non.
											Ils veulent savoir comment
le pick and roll a pu avoir lieu.
											Et pourquoi c'est important
pour eux ? Je vous explique.
											Il se trouve que 
dans le basketball moderne,
											ce pick and roll est peut-être le type
de jeu le plus important.
											Savoir comment l'initier
et en assurer sa défense,
											est ce qui détermine la plupart
des victoires et des défaites.
											Si bien que cette danse a beaucoup
de formes différentes
											et pouvoir identifier ces variations
est vraiment ce qui compte,
											et c'est pour ça qu'il faut que ce système
soit vraiment bon.
									",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
"
","
","
",The math behind basketball's wildest moves,Rajiv Maheswaran,12:08,"math,sports,technology,visualizations"
