en,es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
											This is a recent comic strip from the Los Angeles Times.
											The punch line?
											""On the other hand, I don't have to get up at four
											every single morning to milk my Labrador.""
											This is a recent cover of New York Magazine.
											Best hospitals where doctors say they would go for cancer treatment,
											births, strokes, heart disease, hip replacements, 4 a.m. emergencies.
											And this is a song medley I put together —
									","
											Esta es una tira cómica reciente de Los Angeles Times.
											¿El remate?
											""Por otro lado, no tengo que levantarme a las 4
											cada mañana para ordeñar a mi labrador.""
											Esta es una portada reciente de la revista New York.
											Los mejores hospitales donde los doctores irían a tratarse por cáncer,
											nacimientos, golpes, cardíopatías y reemplazos de caderas: la sala de emergencias a las 4 a.m.
											Y este es un popurrí musical que hice...
									","
											Los Angeles Times'da son zamanlarda yayınlanmış bir karikatür.
											Esprili cümlesi?
											""Diğer yandan, her sabah saat dörtte
											Labrador'umu sağmak için kalkmam gerekmiyor.""
											Bu, New York Magazine'in son zamanlardaki bir sayısının kapağı.
											En iyi hastane, doktorlarının kanser, doğum, felç, kalp hastalığı,
											bel yerleştirme tedavisi yaptığı, sabah saat 4'te acil servisi açık olandır.
											Bu da benim bir araya getirdiğim şarkılar —
									","
											Voici une B.D. du Los Angeles Times. La chute ?
											Voici une B.D. du Los Angeles Times. La chute ?
											« D'un autre côté, je n'ai pas à me lever à 4 h pour traire mon Labrador. »
											« D'un autre côté, je n'ai pas à me lever à 4 h pour traire mon Labrador. »
											Voici une récente couverture du New York Magazine.
											De si bons hôpitaux que les docteurs y iraient soigner leurs cancers,
											accouchements, attaques, maladies du cœur, pose de hanches… ... Urgences à quatre heures du matin.
											Un petit medley de mon crû :
									","
											Dieser Comicstrip erschien neulich in der Los Angeles Times.
											Die Pointe?
											„Andererseits muss ich nicht jeden einzelnen Morgen
											um vier aufstehen, um meinen Labrador zu melken.""
											Das hier war neulich auf dem Titelblatt des New York Magazine.
											Die besten Krankenhäuser, in die Ärzte für Krebsbehandlungen gehen würden,
											sowie bei Geburten, Hirnschlägen, Herzkrankheiten, für künstliche Hüftgelenke, Notfälle um 4 Uhr morgens.
											Und das hier ist ein musikalisches Medley, das ich zusammengestellt habe –
									","
											Isto é uma tira
de BD do Los Angeles Times.
											A piada?
											""Por outro lado, não preciso
de me levantar às quatro
											""todas as manhãs
para ordenhar o meu Labrador.""
											Isto é uma capa recente
da New York Magazine.
											Os melhores hospitais onde
os médicos iriam tratar cancro,
											partos, derrames, doenças cardíacas,
próteses, emergências às 4 da manhã.
											E isto é uma mistura musical
que eu compus.
											♪ São quatro da manhã ♪
											♪ no fim de dezembro ♪
									",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
","
","
","
","
","
",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Chansons citant « Quatre heures du matin »)
									","
											(Musik)
									","
											(Coro)
									",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
","
","
","
","
","
",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
											Did you ever notice that four in the morning has become
											some sort of meme or shorthand?
											It means something like you are awake at the worst possible hour.
									","
											¿Se han dado cuenta que las 4 de la mañana se ha convertido
											en una especie de información invisible?
											Significa algo como que estás despierto a la peor hora posible
									","
											Daha önce sabah saat dördün
											farklı bir anlam taşıdğını fark etmiş miydiniz?
											Mümkün olan en kötü saatte uyanık olduğunuz anlamına geliyor.
									","
											« Quatre heures du matin » ne serait-il pas devenu une sorte de raccourci ou de code ?
											« Quatre heures du matin » ne serait-il pas devenu une sorte de raccourci ou de code ?
											Qui dirait : vous êtes debout à l'heure la pire de la journée.
									","
											Ist Ihnen jemals aufgefallen, dass vier Uhr morgens zu einer Art
											Mem oder Stenogramm geworden ist?
											Es heißt so viel wie, dass man zur schlimmsten möglichen Stunde wach ist.
									","
											Já repararam que
as 4 da manhã se tornaram
											numa espécie de meme
ou desvantagem?
											Significa algo como estar acordado
na pior hora possível.
									",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
","
","
","
","
","
",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
","
","
","
","
","
",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
"
											A time for inconveniences, mishaps, yearnings.
											A time for plotting to whack the chief of police,
											like in this classic scene from ""The Godfather.""
											Coppola's script describes these guys as, ""exhausted in shirt sleeves.
											It is four in the morning.""
									","
											Tiempo de inconvenientes, percances y ansiedades.
											Tiempo de planear cómo liquidar al Jefe de Policia,
											como en la clásica escena de ""El Padrino"".
											El guión de Coppola describe a estos tipos como ""exhaustos en manga corta.
											Son las cuatro de la mañana"".
									","
											Uygunsuzluklar, aksilikler, özlemler için uygun bir zaman.
											""Baba"" filminin bu klasik sahnesinde olduğu gibi,
											polis müdürünü öldürmek için plan yapılacak bir saat.
											Coppola'nın senaryosu bu adamları şöyle tanımlıyor "" gömlekli, tükenmiş bir halde.""
											Saat sabahın dördüdür.""
									","
											Une heure qui perturbe, où l'on s'aventure, où l'on s'enflamme.
											Parfaite pour comploter contre le chef de la police comme dans cette scène mythique du Parrain.
											Parfaite pour comploter contre le chef de la police comme dans cette scène mythique du Parrain.
											Le scénario les décrit « exténués, chemises ouvertes.
											Il est quatre heures du matin. »
									","
											Eine Zeit für Unbilden, Missgeschicke, Sehnsüchte.
											Eine Zeit, in der man ein Komplott schmiedet, um den Polizeichef um die Ecke zu bringen,
											wie in dieser klassischen Szene aus „Der Pate“.
											Coppolas Skript beschreibt diese Kerle als „erschöpft in Hemdsärmeln.
											Es ist vier Uhr morgens.""
									","
											Uma hora de inconveniências,
percalços e anseios.
											Uma hora para conspirar
despachar o chefe da polícia,
											como na cena clássica
de ""O Padrinho"".
											O guião de Coppola descreve
estes tipos como:
											""exaustos em mangas de camisa,
são quatro da manhã.""
									",The  4 a.m. mystery,Rives,9:12,"entertainment,poetry,spoken word"
