en,es,de,title,speaker,duration,tags
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											With me here today
											I brought something beautiful.
											This is a feather from one of the most
beautiful birds we have in Kenya,
											the crested guinea fowl.
											But this feather is more than just that.
											If you've taken time when you are outdoors
											to look at the feathers around you,
											you'll have noticed
											that there is this huge variety
of different sizes,
											shapes and even colors.
											The feather is one of the most
astonishing pieces of technology
											invented by the natural world,
											and for centuries, this feather
has helped birds to keep dry,
											to keep warm and even power flight.
											Only one section of the tree of life
can actually make a feather.
											Among all the world's animals,
											birds are the only ones
who can make something
											like what I'm holding today.
											I personally have given them a nickname,
											and I like to call them the feathermakers.
											It is the major difference between birds
and any other animals we have on earth,
											and if you can't make a feather,
you cannot call yourself a bird.
									","
											Este día
											traje conmigo algo hermoso.
											Esta es una pluma de uno de los pájaros 
más hermosos que tenemos en Kenia,
											la gallina de Guinea con cresta.
											Pero esto es más que una pluma.
											Si cuando estás en la
calle te tomas el tiempo
											de ver las plumas a tu alrededor,
											notarás que
											hay una gran cantidad de tamaños,
											formas y colores.
											La pluma es una de las 
tecnologías más asombrosas
											creada por el mundo natural,
											y por siglos, esta pluma ha
ayudado a las aves a estar secas,
											mantenerse calientes y poder volar.
											Solo una sección del árbol de la vida
puede crear una pluma.
											De todos los animales del mundo,
											solo los pájaros pueden crear algo
											como lo que tengo aquí.
											Personalmente les he dado un apodo,
											y me gusta decirles fabricantes de plumas.
											Es la mayor diferencia entre las aves
y cualquier otro animal en la tierra,
											y si no puedes hacer una pluma,
no puedes decir que eres un ave.
									","
											Ich habe etwas Wunderschönes mitgebracht.
											Das ist eine Feder von einem
der schönsten Vögel in Kenia:
											dem Kräuselhauben-Perlhuhn.
											Doch in dieser Feder steckt noch mehr.
											Wenn Sie sich Zeit nehmen
und draußen Federn ansehen,
											werden Sie bemerken,
											dass es eine Vielzahl
verschiedener Größen,
											Formen und Farben gibt.
											Die Feder ist eine
der tollsten Erfindungen der Natur.
											Jahrhundertelang half die Feder Vögeln,
trocken und warm zu bleiben;
											sie verhalf ihnen sogar zum Fliegen.
											Nur ein Teil des Lebensbaums
kann Federn herstellen.
											Von allen Tierarten
können nur Vögel etwas erschaffen,
											wie das, was ich hier halte.
											Ich habe ihnen einen Spitznamen gegeben
											und nenne sie gerne Federmacher.
											Es ist der größte Unterschied
zwischen Vögeln und dem Rest der Tierwelt
											und wenn man keine Feder machen kann,
kann man sich nicht Vogel nennen.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Lachen)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											For us humans, who are earthbound,
											birds represent freedom.
											This feather has enabled birds
to conquer gravity
											and take to the air
in an extraordinary way.
											Don't you sometimes wish
you could fly like a bird?
									","
											Para los humanos, que no podemos volar
											los pájaros representan libertad.
											Esta pluma ha hecho que las aves
conquisten la gravedad
											y vuelen de una manera extraordinaria.
											¿No quisieran poder volar como un pájaro?
									","
											Für uns erdgebundene Menschen
symbolisieren Vögel Freiheit.
											Diese Feder ermöglichte es ihnen,
die Erdanziehungskraft zu überwinden
											und auf ungewöhliche Weise
in die Luft zu steigen.
											Wünschen Sie sich nicht auch manchmal,
dass Sie fliegen könnten?
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											Birds are my passion,
											and I want to change the way
each one of you thinks about them.
											The easiest reason I love them so much
is because they are beautiful.
											There are 10,000 species in the world,
											and each one of them
is uniquely beautiful.
											Birds are amazing,
											and this talk is dedicated
to all the birds of the world.
									","
											Las aves son mi pasión.
											Y quiero cambiar su forma 
de pensar en cuanto a ellas.
											La razón mas obvia por la que
las amo es porque son hermosas.
											Hay 10 000 especies en el mundo,
											y cada una de ellas es
hermosa a su manera.
											Las aves son asombrosas,
											y esta charla está dedicada
a todas las aves del mundo.
									","
											Vögel sind meine Leidenschaft
											und ich möchte Ihre Denkweise
über Vögel ändern.
											Der einfachste Grund sie zu lieben,
ist ihre Schönheit.
											Es gibt 10 000 Arten weltweit
											und jede ist auf ihre Weise wunderschön.
											Vögel sind erstaunlich
											und dieser Vortrag ist allen Vögeln
dieser Welt gewidmet.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Lachen)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											Indeed, these birds have been
part of our lives and cultures
											all over the world for centuries,
											and every society has a story about birds.
											You probably have heard
childhood stories of different birds
											and how they relate with man.
											I personally recently learned
											that our human ancestors
would follow flocks of vultures
											and then they would help them
											to identify where carcasses
have been dropped by large carnivores,
											and these humans will scavenge
and eat part of that meat.
											Birds have been used as brands
and labels all over the world.
											You know the bald eagle?
											It was chosen as the national
emblem for the US
											because of its majestic strength,
											beautiful looks
											and even a long lifespan.
											And just like us humans
											who have managed to live
in virtually all habitats of this earth,
											birds have also conquered the world.
											From birds such as
these beautiful penguins
											that live in the cold ice caps
											to even others like the larks,
											who live in the hottest deserts
you can imagine.
											Indeed, these species
have conquered this world.
									","
											De hecho, estas aves han sido
parte de nuestras vidas y culturas
											por siglos en todo el mundo,
											y cada sociedad tiene 
su historia con las aves.
											Seguramente han escuchado 
historias infantiles de diferentes aves
											y cómo se relacionan con el humano.
											Hace poco aprendí
											que nuestros ancestros
seguían bandadas de buitres
											y ellos les ayudaban
											a ver dónde los carnívoros 
arrojaban los cadáveres,
											y estos humanos buscaban
y comían parte de esa carne.
											Las aves se han usado como marcas
y etiquetas en todo el mundo.
											¿Conocen al águila calva?
											Fue elegida como el 
emblema nacional de EE. UU.
											por su fuerza majestuosa,
											su hermosa apariencia
											y su alta expectativa de vida.
											Y al igual que los humanos
											que han logrado vivir
en todos los hábitats de esta tierra,
											las aves también han conquistado el mundo.
											Desde estos hermosos pingüinos
											que viven en estos casquetes de hielo
											hasta aves como las alondras,
											que viven en los desiertos 
más tórridos que existen.
											Sin duda, estas especies 
han conquistado este mundo.
									","
											Vögel sind seit Jahrhunderten
Teil unseres Lebens und unserer Kultur,
											und jede Kultur hat Geschichten über sie.
											Vermutlich kennen Sie
Kindergeschichten über Vögel
											und ihre Verbindung mit dem Menschen.
											Ich lernte erst neulich,
											dass unsere menschlichen Vorfahren
einem Schwarm Geier folgten,
											damit sie ihnen halfen,
zurückgelassene Kadaver zu finden.
											Diese Menschen aßen einen Teil des Aases.
											Vögel werden weltweit
als Marken und Label genutzt.
											Der Weißkopfseeadler etwa
ist das Hoheitszeichen der USA,
											wegen seiner majestätischen Stärke,
Schönheit und langen Lebenszeit.
											Und ähnlich wie die Menschen,
											die sich in allen Lebensräumen
der Welt angesiedelt haben,
											haben auch Vögel die Welt erobert.
											Vögel wie dieser wunderschöne Pinguin,
der auf den kalten Eiskappen lebt,
											oder Lerchen,
											die in den heißesten Wüsten leben,
die Sie sich vorstellen können.
											Diese Spezies hat die Welt erobert.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											Birds also build houses like us.
											The real pros in housebuilding
											are a group of birds
we call the weaverbirds,
											and this name they were given
											because of the way
in which they weave their nests.
									","
											Las aves también construyen 
casas como nosotros.
											Los verdaderos profesionales en esto
											son un grupo de aves
llamados aves tejedoras,
											y se les dio este nombre
											por la manera en que tejen sus nidos.
									","
											Vögel bilden Häuser, wie wir.
											Die wirklichen Profis im Hausbau
gehören zur Gruppe der Webervögel.
											Ihr Name geht auf die Art zurück,
wie sie ihre Häuser weben.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											An interesting one:
											birds also love and date
just like us humans.
											In fact, you'll be surprised to know
that males dress to impress the women,
											and I'll show you how.
											So here we have a long-tailed widowbird,
											and this is how they would normally look.
											But when it comes to the breeding season,
											everything changes,
											and this is how he looks.
									","
											Esto es interesante:
											a las aves también les gusta
tener citas como los humanos.
											Les impresionará saber que los machos 
se visten para impresionar a las hembras.
											Y les mostraré cómo.
											Aquí tenemos un obispo colilargo.
											y así es como ellos se ven normalmente.
											Pero cuando llega la época 
de la reproducción,
											todo cambia,
											y así es como se ve.
									","
											Interessant ist auch:
											Vögel lieben und verabreden sich,
genauso wie wir Menschen.
											Männchen etwa kleiden sich,
um die Weibchen zu beeindrucken.
											Ich zeige Ihnen wie.
											Das ist der Hahnenschweifweber
											und so sieht er normalerweise aus.
											Doch wenn die Brutzeit näher kommt,
											verändert sich alles
											und er sieht so aus.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Audience murmurs)
									","
											(Murmullos de la audiencia)
									","
											(Murmeln)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											Yeah?
											Birds also, multiple species of them,
											do love to touch and cuddle
just like humans.
											And I know you're
wondering about this one.
											Yes, they kiss too,
											sometimes very deeply.
									","
											¿Si?
											A muchas especies de aves
											también les gusta tocarse y
abrazarse, tal como a los humanos.
											Y se que te estás preguntado esto.
											Si, también se besan,
											algunas veces muy apasionadamente.
									","
											Ja?
											Viele Vogelarten mögen
Berührungen und Kuscheln,
											genau wie wir Menschen.
											Und weil ich weiß,
dass Sie sich das fragen:
											Ja, sie küssen sich auch.

											Manchmal sehr innig.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											Some have even learned
to cheat on their spouses.
									","
											Algunos han aprendido a 
engañar a sus cónyuges.
									","
											Manche haben gelernt,
ihren Partner zu betrügen.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Lachen)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											For example, the African jacana:
											the females will mate with multiple males
											and then she takes off
to find other males to mate with
											and she leaves the male behind
to take care of the chicks.
									","
											Por ejemplo, la jacana africana:
											las hembras se aparean 
con diferentes machos
											y luego se va para buscar
otros machos para aparearse,
											y deja al macho para
cuidar de sus polluelos.
									","
											Weibliche Blaustirn-Blatthühnchen
paaren sich mit mehreren Männchen
											und verschwinden dann,
um weitere Männchen zu finden.
											Sie lässt die Männchen
mit der Aufzucht der Küken zurück.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Laughter)
									","
											(Risas)
									","
											(Lachen)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
","
","
",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
"
											And birds help us so much,
											and they play very crucial roles
in our ecosystems each day.
											Vultures clean up our environment
											by literally digesting
disease-causing pathogens,
											and they finish carcasses
that would otherwise cost us lots of money
											to clear from the environment.
											A sizable flock of vultures
is capable of bringing down a carcass
											the size of a zebra straight to the bone
											within just about 30 minutes.
											Owls help to rid
the environments of rodents
											and this helps us a lot
because it saves us money —
											we don't lose our crops —
											and secondly, we don't have
to buy harmful chemicals
											to handle these rodents.
											The beautiful sunbirds
we see in our environments
											are part of nature's pollination crew,
											and they help our plants to form fruits.
											Together with other
pollinators like insects,
											they have actually helped us
											to get most of the food crops
that we depend on for many years.
									","
											Y las aves nos ayudan mucho,
											y a diario juegan papeles muy 
importantes en nuestros ecosistemas.
											Los buitres limpian nuestro medioambiente
											al digerir patógenos que
causan enfermedades,
											y se terminan los cadaveres
que tanto dinero nos costara
											limpiar del medioambiente.
											Una considerable bandada de buitres
es capaz de dejar un cadáver
											del tamaño de una cebra 
completamente limpio.
											en tan solo 30 minutos.
											Los búhos ayudan a eliminar 
los roedores del medioambiente
											y esto es de gran ayuda
porque nos ahorra dinero —
											no perdemos nuestros cultivos —
											y en segundo lugar, no tenemos
que comprar productos nocivos
											para lidiar con estos roedores.
											Las hermosas suimangas que
vemos en nuestro medioambiente
											son parte del equipo de 
polinización de la naturaleza,
											y ayudan a que nuestras 
plantas den frutos.
											Junto con otros polinizadores 
como insectos,
											nos han ayudado
											a obtener los alimentos de los que 
hemos dependido durante muchos años.
									","
											Vögel helfen uns so sehr
											und sie spielen eine wichtige Rolle
in unseren Ökosystemen.
											Geier räumen die Umwelt auf,
indem sie Krankheitserreger verdauen
											und sie fressen Kadaver,
deren Entsorgung für uns teuer wäre.
											Ein großer Schwarm Geier ist in der Lage,
											einen Kadaver von der Größe eines Zebras
innerhalb von 30 Minuten zu verzehren.
											Eulen helfen der Umwelt,
indem sie Nagetiere fressen,
											und helfen uns, Geld zu sparen,
weil wir keine Ernte verlieren.
											Zudem können wir uns
schädliche Chemikalien ersparen,
											um mit den Nagetieren umzugehen.
											Die wunderschönen Nektarvögel
sind Teil der natürlichen Bestäubungs-Crew
											und helfen unseren Pflanzen,
Früchte zu tragen.
											Zusammen mit anderen Bestäubern
wie Insekten helfen sie,
											den Großteil unserer Ernten
für viele Jahre zu sichern.
									",For the love of birds,Washington Wachira,13:07,"Africa,animals,beauty,ecology,biodiversity,nature,birds,sustainability"
