en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
											I'm an ocean microbiologist
at the University of Tennessee,
											and I want to tell you guys
about some microbes
											that are so strange and wonderful
											that they're challenging our assumptions
about what life is like on Earth.
									","
											Je suis microbiologiste des milieux marins
à l'Université du Tennessee.
											et je vais vous parler
de certains microbes
											qui sont si étranges et merveilleux
											qu'ils remettent en question
la vie sur Terre.
									","
											Tennessee Üniversitesi'nde
okyanus mikrobiyologuyum
											ve sizlere Dünya'daki yaşamın
nasıl bir şey olduğu konusundaki
											varsayımlarımıza meydan okuyan
											çok tuhaf ve müthiş bazı
mikroplardan bahsetmek istiyorum.
									","
											Sou microbióloga marinha
na Universidade de Tennessee
											e quero falar-vos de uns micróbios
											que são tão estranhos e maravilhosos
											que põem em causa a nossa suposição
sobre como é a vida na Terra.
									",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
","
","
","
",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
											So I have a question.
											Please raise your hand
if you've ever thought it would be cool
											to go to the bottom
of the ocean in a submarine?
											Yes.
											Most of you, because
the oceans are so cool.
									","
											J'ai une question.
											Levez la main si vous avez déjà pensé
que ce serait génial
											d'aller au fond de l'océan en sous-marin ?
											Ok.
											Vous l'avez levée car
les océans sont géniaux.
									","
											Bir sorum var.
											Daha önce denizaltında
okyanusun dibine gitmenin
											havalı olacağını düşündüyseniz
lütfen elinizi kaldırın.
											Evet.
											Birçoğunuz düşündü çünkü
okyanuslar çok havalı yerler.
									","
											Por isso, vou fazer uma pergunta.
											Levante a mão quem já pensou
que devia ser fixe
											ir ao fundo do oceano num submarino.
											Sim.
											A maioria, porque o oceano é fantástico.
									",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
","
","
","
",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
											Alright, now — please raise your hand
											if the reason you raised your hand
to go to the bottom of the ocean
											is because it would get you
a little bit closer
											to that exciting mud that's down there.
									","
											Ok, maintenant,
s'il vous plaît levez la main
											si la raison pour laquelle
vous avez levé la main avant,
											c'est parce que vous voulez
vous rapprocher
											de la fascinante boue des fonds marins.
									","
											Peki, şimdi de okyanusun dibine
											gitmek için elinizi kaldırmış
olma nedeniniz bunun
											sizi oradaki heyecan verici
çamura bir adım daha
											yaklaştıracak olmasıysa
lütfen elinizi kaldırın.
									","
											Agora, levante a mão
											se quem levantou a mão
para ir ao fundo do oceano
											é porque isso o aproximaria um pouco mais
											desse lodo excitante que há lá em baixo.
									",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
","
","
","
",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risos)
									",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
","
","
","
",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
"
											Nobody.
											I'm the only one in this room.
									","
											Personne.
											Je suis la seule dans cette salle.
									","
											Hiç kimse.
											Bu salondaki tek kişi benim.
									","
											Ninguém.
											Sou a única nesta sala.
									",This deep-sea mystery is changing our understanding of life,Karen Lloyd,13:08,"biodiversity,animals,biosphere,biology,microbiology,nature,oceans,science"
