en,pt,title,speaker,duration,tags
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											Hi, kids.
									","
											Olá, miúdos.
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											(Laughter)
									","
											(Risos)
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											I'm 71.
									","
											Tenho 71 anos.
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											(Applause)
											My husband is 76.
											My parents are in their late 90s,
											and Olivia, the dog, is 16.
											So let's talk about aging.
									","
											(Aplausos)
											O meu marido tem 76.
											Os meus pais têm noventa e muitos anos.
											E a Olívia, a minha cadela, tem 16.
											Então, vamos falar do envelhecimento.
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											Let me tell you how I feel
											when I see my wrinkles in the mirror
											and I realize that some parts of me have dropped
											and I can't find them down there.
											(Laughter)
									","
											Deixem-me dizer-vos como me sinto
											quando vejo as minhas rugas ao espelho
											e me apercebo de que algumas partes 
de mim descaíram
											e que não as consigo encontrar 
lá em baixo.
											(Risos)
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											Mary Oliver says in one of her poems,
											""Tell me, what is it that you plan to do
											with your one wild and precious life?""
											Me, I intend to live passionately.
									","
											Mary Oliver diz, num dos seus poemas:
											""Diz-me, o que é que planeias fazer
											""com a tua única vida, 
selvagem e preciosa?""
											Eu pretendo viver a vida apaixonadamente.
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											When do we start aging?
											Society decides when we are old,
											usually around 65, when we get Medicare,
											but we really start aging at birth.
											We are aging right now,
											and we all experience it differently.
											We all feel younger than our real age,
											because the spirit never ages.
											I am still 17.
											Sophia Loren. Look at her.
											She says that everything you see
											she owes to spaghetti.
											I tried it and gained 10 pounds
											in the wrong places.
											But attitude, aging is also attitude and health.
											But my real mentor in this journey of aging
											is Olga Murray.
											This California girl at 60
											started working in Nepal to save young girls
											from domestic bondage.
											At 88, she has saved 12,000 girls,
											and she has changed the culture in the country.
											(Applause)
											Now it is illegal for fathers
											to sell their daughters into servitude.
											She has also founded orphanages
											and nutritional clinics.
											She is always happy
											and eternally young.
									","
											Quando é que começamos a envelhecer?
											A sociedade decide quando somos velhos,
											normalmente pelos 65,
quando subscrevemos o Medicare
											mas, na verdade, começamos a envelhecer 
desde o nascimento.
											Estamos a envelhecer agora mesmo
											e todos o experienciamos 
de modo diferente.
											Todos nos sentimos mais novos 
do que a nossa idade real,
											porque o espírito nunca envelhece.
											Ainda tenho 17 anos.
											Sophia Loren. Olhem para ela.
											Ela diz que tudo o que veem
											deve-o ao esparguete.
											Experimentei comê-lo e ganhei 4,5 kg
											nos sítios errados.
											Atitude, envelhecer é também 
atitude e saúde.
											Mas a minha verdadeira mentora 
nesta jornada do envelhecimento
											é a Olga Murray.
											Esta rapariga californiana, 
aos 60 anos
											começou a trabalhar no Nepal
a salvar meninas
											da escravatura doméstica.
											Aos 88, ela tinha salvado 12 000 meninas
											e ela mudou a cultura do país.
											(Aplausos)
											Agora é ilegal que os pais 
vendam as suas filhas
											para a escravatura.
											Ela também fundou orfanatos
											e clínicas de nutrição.
											Ela está sempre contente
											e eternamente jovem.
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
											What have I lost in the last decades?
											People, of course,
											places, and the boundless energy of my youth,
											and I'm beginning to lose independence,
											and that scares me.
											Ram Dass says that dependency hurts,
											but if you accept it, there is less suffering.
											After a very bad stroke,
											his ageless soul watches the changes
											in the body with tenderness,
											and he is grateful to the people who help him.
									","
											O que é que perdi nestas últimas décadas?
											Pessoas, claro,
											lugares, e a ilimitada energia 
da minha juventude,
											e estou a começar a perder 
a minha independência
											e isso assusta-me.
											Ram Dass diz que a dependência magoa
											mas, se a aceitarmos, há menor sofrimento.
											Depois de um grave AVC,
											a sua alma sem idade observa 
as mudanças no corpo
											com ternura
											e sente-se grato às pessoas que o ajudam.
									",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
"
","
",How to live passionately—no matter your age,Isabel Allende,8:16,"aging,storytelling"
