en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
											How many of us have ever seen something,
											thought that we should report it,
but decided not to?
											And not that I need
to see a show of hands,
											but I'm sure this has happened
to someone in this room before.
											In fact, when this question
was asked to a group of employees,
											46 percent of them responded
by saying that they had seen something
											and decided not to report it.
											So if you raised your hand,
or quietly raised your hand,
											don't feel bad, you're not alone.
									","
											¿Cuántos de nosotros hemos visto algo
											y pensamos que debíamos 
denunciarlo pero decidimos no hacerlo?
											No hace falta que levanten las manos,
											pero seguro que eso
le ha pasado a alguien en esta sala.
											De hecho, cuando se hizo esta pregunta 
a un grupo de empleados,
											el 46 % respondió 
que sí habían visto algo
											y decidieron no denunciarlo.
											Así que si Uds. levantaron la mano
o la levantaron mentalmente
											no se sientan mal; no están solos.
									","
											Combien d'entre nous ont vu quelque chose,
											ont pensé que nous devrions le signaler
mais ont décidé de ne pas le faire ?
											Je n'ai pas besoin de savoir
											mais je suis certaine que c'est arrivé
à quelqu'un dans cette pièce.
											Quand cette question a été posée
à un groupe d'employés,
											46% d'entre eux ont répondu
qu'ils avaient vu quelque chose
											et décidé de ne pas le signaler.
											Alors si vous avez levé la main,
ou commenciez à le faire,
											ne vous sentez pas mal,
vous n'êtes pas seul.
									","
											Kaçımız ihbar etmeyi düşündüğü
											bir şey gördü ve 
bunu yapmamaya karar verdi?
											Kalkan elleri görmem gerekmiyor
											ama bunun bu salondan birinin başına
daha önce geldiğine eminim.
											Aslında bu soru bir grup 
çalışana sorulduğunda
											%46'sı bir şey gördüğünü
ama bunu ihbar etmemeye
											karar verdiğini söyledi.
											Yani elinizi kaldırmışsanız
veya yavaşça kaldırmışsanız
											kötü hissetmeyin, yalnız değilsiniz.
									",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
","
","
","
",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
											This message of if you see something
to say something
											is really all around us.
											Even when driving down the highway,
you see billboards like this,
											encouraging us to report crime
without revealing ourselves.
											But I still feel like a lot of us
are really uncomfortable
											coming forward in the name of the truth.
									","
											El mensaje de ""si ven algo, digan algo""
											está en todos lados.
											Incluso si vamos por la autovía
se ven carteles de ese tipo,
											que nos animan a denunciar un delito
sin tener que desvelar nuestra identidad.
											Pero aún me da la sensación 
de que a muchos nos incomoda
											dar un paso al frente 
en nombre de la verdad.
									","
											Ce message de « si vous voyez
quelque chose, dites quelque chose »
											est tout autour de nous.
											Même en conduisant sur l'autoroute,
vous voyez de tels panneaux
											nous encourageant à signaler
un crime sans vous dévoiler.
											J'ai l'impression
que beaucoup ne sont pas à l'aise
											pour se manifester au nom de la vérité.
									","
											""Bir şey görürsen söyle mesajı""
											etrafımızı sarmış durumda.
											Yolda araba sürerken bile bu gibi
reklam panolarını görürsünüz,
											kendimizi ifşa etmeden suçu
ihbar etmeye bizi teşvik ederler.
											Fakat hâlâ birçoğumuzun 
hakikat namına ortaya çıkmaktan
											rahatsız olduğunu hissediyorum.
									",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
","
","
","
",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
											I'm an accounting professor,
and I do fraud research.
											And in my class, I encourage my students
to come forward with information
											if they see it.
											Or in other words, encouraging
my students to become whistle-blowers.
											But if I'm being completely
honest with myself,
											I am really conflicted with this message
that I'm sending to my students.
											And here's why.
											Whistle-blowers are under attack.
											Headline after headline shows us this.
											Many people choose
not to become whistle-blowers
											due to the fear of retaliation.
											From demotions to death threats,
											to job loss —
											perpetual job loss.
											Choosing to become a whistle-blower
is an uphill battle.
											Their loyalty becomes into question.
											Their motives, their trustworthiness.
											So how can I, as a professor
who really cares about her students
											encourage them to become whistle-blowers,
											when I know how the world
truly feels about them?
									","
											Soy profesora de contabilidad
e investigo fraudes.
											En mi clase, animo a mis alumnos
a que vayan a la policia con información
											si ven algo.
											O, en otras palabras, animo 
a mis alumnos a que sean denunciantes.
											Pero si soy totalmente sincera 
conmigo misma,
											tengo sentimientos encontrados con
el mensaje que transmito a mis alumnos.
											Y esta es la razón.
											Los denunciantes son atacados.
											Esto se demuestra en todos los titulares.
											Mucha gente elige 
no convertirse en denunciantes
											por miedo a las represalias.
											Desde ser relegados a un cargo 
menor, a amenazas de muerte,
											a pérdida del trabajo...
											pérdidas de trabajo permanentes.
											Elegir convertirse en denunciante
es una batalla cuesta arriba.
											Se cuestiona su lealtad.
											Sus motivos, su credibilidad.
											Así que ¿cómo puedo yo, como profesora 
que se preocupa por su alumnos,
											animarlos a que se conviertan
en denunciantes
											cuando sé lo que realmente
piensa el mundo de ellos?
									","
											Je suis professeur de comptabilité
et j'étudie la fraude.
											Dans ma classe, j'encourage mes étudiants
à fournir des renseignements
											s'ils en voient.
											Autrement dit, j'encourage mes étudiants
à devenir des lanceurs d'alerte.
											Mais si je suis honnête envers moi-même,
											je suis partagée au sujet de ce message
que je communique à mes étudiants.
											Voici pourquoi :
											les lanceurs d'alerte sont menacés.
											Les unes de journaux nous le montrent.
											Beaucoup choisissent
de ne pas être lanceurs d'alerte
											car ils craignent les représailles.
											Des rétrogradations aux menaces de mort,
											en passant par la perte d'un emploi —
											la perte perpétuelle d'un emploi.
											Choisir d'être lanceur d'alerte
est un combat incessant.
											Leur loyauté est remise en question.
											Leurs motivations, leur fiabilité.
											Comment puis-je, en tant que professeur
se souciant de ses étudiants,
											les encourager à être
des lanceurs d'alerte
											quand je sais ce que
le monde pense d'eux ?
									","
											Ben muhasebe profesörüyüm,
yolsuzlukları araştırıyorum.
											Sınıfımda da öğrencilerimi
bir şey görürlerse bildiklerini
											ortaya çıkarmaya teşvik ediyorum.
											Diğer bir deyişle öğrencilerimi
itirafçı olmaya cesaretlendiriyorum.
											Fakat, tamamen dürüst olmak gerekirse
											öğrencilerime verdiğim bu mesajla
kesinlikle çelişiyorum.
											Sebebi şu:
											İtirafçılar saldırıya maruz kalıyor.
											Manşet üstüne atılan manşetler 
bunu gösteriyor.
											Çoğu kimse itirafçı olmayı 
tercih etmiyor,
											kısasa kısastan korkuyor çünkü.
											Rütbelerin düşürülmesinden
ölüm tehditlerine,
											işini kaybetmekten
											kalıcı işsizlik korkusuna kadar.
											İtirafçı olmayı seçmek en zorlu savaş.
											Sadakatleri sorgulanır.
											Güdüleri, güvenilirlikleri de.
											O halde gerçekten öğrencilerini 
düşünen bir profesör olarak
											onları itirafçı olmaları için
nasıl teşvik edebilirim,
											üstelik dünyanın onlar hakkında 
aslında ne düşündüğünü bilerek?
									",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
","
","
","
",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
											So, one day I was getting ready
for my annual whistle-blower lecture
											with my students.
											And I was working
on an article for ""Forbes,""
											entitled ""Wells Fargo
and Millennial Whistle-blowing.
											What Do We Tell Them?""
											And as I was working on this piece
and reading about the case,
											I became outraged.
											And what made me angry
was when I came to the fact and realized
											that the employees
that tried to whistle-blow
											were actually fired.
											And it really made me think
											about the message
that I was sharing with my students.
											And it made me think: What if my students
had been Wells Fargo employees?
											On the one hand, if they whistle-blew,
they would have gotten fired.
											But on the other hand,
											if they didn't report
the frauds that they knew,
											the way current regulation is written,
											employees are held responsible
											if they knew something
and didn't report it.
											So criminal prosecution is a real option.
											What's a person supposed to do
with those type of odds?
									","
											Un día me estaba preparando 
para mi clase anual sobre denuncias
											con mis alumnos,
											y estaba escribiendo
un artículo para ""Forbes""
											titulado ""Wells Fargo y los denunciantes
mileniales. ¿Qué les decimos?"".
											Y mientras trabajaba 
en ese artículo y leía sobre el caso,
											me enfadé muchísimo.
											Y lo que me enfadó fue el darme cuenta
											de que los empleados 
que intentaron hacer denuncias
											fueron despedidos.
											Y me hizo pensar
											en el mensaje que estaba 
compartiendo con mis alumnos.
											Y me hizo pensar: ¿y si mis alumnos
hubieran sido empleados de Wells Fargo?
											Por un lado, si hubieran hecho
la denuncia, los habrían despedido.
											Pero por otro lado,
											si no hubiesen informado
de los fraudes que conocían,
											tal y como está la legislación,
											se responsabiliza a los empleados
si saben algo y no informan.
											Así que la acción penal
es una opción real.
											¿Qué se supone que debe hacer
uno con esas posibilidades?
									","
											Un jour, je me préparais pour
mon cours annuel sur les lanceurs d'alerte
											avec mes étudiants.
											Je travaillais sur un article
pour « Forbes » :
											« Wells Fargo et lanceurs d'alerte
de la génération Y :
											que leur dire ? »
											En travaillant sur cet article
et en lisant au sujet de l'affaire,
											cela m'a indignée.
											Ce qui m'a mise en colère, c'était de voir
											que les employés qui
avaient essayé de lancer l'alerte
											avaient été virés.
											Cela m'a fait réfléchir
											au message que je transmettais
à mes étudiants.
											J'ai pensé : et si mes étudiants
avaient été des employés de Wells Fargo ?
											D'un côté, s'ils avaient lancé l'alerte,
ils auraient été virés.
											Mais d'un autre côté,
											s'ils n'avaient pas signalé
les fraudes qu'ils connaissaient,
											la façon dont la loi actuelle est écrite,
											les employés sont tenus responsables
											s'ils savent quelque chose
et ne le signalent pas.
											Une poursuite pénale est possible.
											Qu'est censée faire une personne
avec de telles statistiques ?
									","
											Bir gün, öğrencilerimle 
yıllık itirafçılık ders planıma
											hazırlanıyordum.
											""Forbes"" için ""Wells Fargo ve 
Y Kuşağı İtirafçılık. Onlara Ne Diyelim?""
											başlıklı bir makale üzerinde
											çalışıyordum.
											Bu konu üzerinde çalıştıkça ve
durumu okudukça
											sarsıldım.
											İtirafçı olmayı deneyen çalışanların
kovulduğu gerçeğini görmek
											ve bunu fark etmek
											beni kızdıran şey oldu.
											Bu, bana ciddi ciddi
											öğrencilerimle paylaştığım 
mesajı düşündürttü.
											Ayrıca, ya öğrencilerim Wells Fargo 
çalışanı olsaydı diye düşündüm.
											Bir yandan, itirafta bulunsalardı
kovulacaklardı.
											Öte yandan,
											bildikleri yolsuzlukları
ihbar etmezlerse de
											mevcut kanunlarda yazılana göre
											bir şey bildiği halde bunu ihbar etmediyse
											çalışanlar sorumlu tutuluyor.
											Yani, cezai kovuşturma gerçek bir ihtimal.
											Bu tür olasılıklar karşısında
bir insandan ne yapması beklenir?
									",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
","
","
","
",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
"
											I of all people know
the valuable contributions
											that whistle-blowers make.
											In fact, most frauds
are discovered by them.
											Forty two percent of frauds
are discovered by a whistle-blower
											in comparison to other methods,
											like measurement review
and external audit.
											And when you think
about some of the more classic
											or historical fraud cases,
											it always is around a whistle-blower.
											Think Watergate —
discovered by a whistle-blower.
											Think Enron — discovered
by a whistle-blower.
											And who can forget about Bernard Madoff,
discovered by a whistle-blower?
											It takes a tremendous amount of courage
to come forward in the name of the truth.
											But when we think
about the term whistle-blower,
											we often think of some
very descriptive words:
											rat,
											snake,
											traitor,
											tattletale, weasel.
											And those are the nice words,
the ones I can say from the stage.
									","
											Yo más que nadie sé lo valiosas 
que son las contribuciones
											que hacen los denunciantes.
											De hecho, la mayoría 
de los fraudes los descubren ellos.
											El 42 % de los fraudes 
los destapan los denunciantes,
											en comparación con otros métodos
											como la revisión de mediciones
y las auditorías externas.
											Y si piensan en algunos de los casos
emblemáticos o históricos de fraudes,
											siempre giran en torno a un denunciante.
											Piensen en el Watergate, 
descubierto por un denunciante.
											Piensen en Enron, 
descubierto por un denunciante.
											¿Y cómo olvidar a Bernard Madoff, 
descubierto por un denunciante?
											Hace falta tener mucho valor para dar 
un paso al frente en nombre de la verdad.
											Pero cuando pensamos 
en el término ""denunciante"",
											normalmente pensamos 
en palabras muy descriptivas:
											rata,
											serpiente,
											traidor,
											soplón,
											comadreja.
											Y esas son las palabras bonitas,
las que puedo usar en este escenario.
									","
											Je suis bien placée pour avoir conscience
des contributions précieuses
											que font les lanceurs d'alerte.
											Ce sont eux qui découvrent
la majorité des fraudes.
											42% des fraudes sont découvertes
par un lanceur d'alerte
											comparé à d'autres méthodes,
											telles que l'examen des résultats
ou un audit externe.
											Quand vous pensez aux cas de fraude
classiques ou historiques,
											il y a toujours un lanceur d'alerte.
											Pensez à Watergate :
découvert par un lanceur d'alerte.
											Pensez à Enron : découvert
par un lanceur d'alerte.
											Qui peut oublier Bernard Madoff,
découvert par un lanceur d'alerte ?
											Il faut énormément de courage
pour se manifester au nom de la vérité.
											Mais quand nous pensons
au terme « lanceur d'alerte »,
											nous pensons souvent
à des mots très imagés :
											rat,
											serpent,
											traitre,
											rapporteur, fouine.
											Et ce sont des mots gentils,
que je peux dire sur scène.
									","
											İtirafçıların yaptığı değerli katkıları
											çok iyi biliyorum.
											Aslında, birçok yolsuzluğu 
onlar su yüzüne çıkardı.
											Yolsuzlukların %42'si,
ölçüm değerlendirmeleri
											ve harici teftişler gibi 
diğer metotlara kıyasla
											bir itirafçı tarafından 
ortaya çıkarıldı.
											Daha klasik veya 
tarihi yolsuzluk vakalarını
											düşünürseniz,
											mutlaka bir itirafçı vardır.
											Bir itirafçının ortaya çıkardığı
Watergate'i düşünün.
											Bir itirafçının ortaya çıkardığı
Enron'ı düşünün.
											Yine bir itirafçının ortaya çıkardığı
Bernard Madoff'ı unutabilen var mı?
											Hakikat adına ortaya çıkmak
büyük cesaret ister.
											Ama ""itirafçı"" kelimesini düşününce
											genellikle daha betimsel kelimeler 
aklımıza gelir:
											Fare,
											yılan,
											hain,
											gammazcı, çakal.
											Bunlar sahnede söyleyebildiğim
kibar kelimeler.
									",How whistle-blowers shape history,Kelly Richmond Pope,12:01,"TEDx,corruption,crime,history,politics,social change,society"
