es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
											Soy Rich Baraniuk.
											Y me gustaría hablar un poco hoy sobre algunas ideas
											que creo tienen enorme resonancia
											con todas las cosas que se han hablado en los últimos dos días.
											De hecho, tantos puntos diferentes de resonancia
											que va a ser difícil hablar de todos ellos, pero haré mi mejor esfuerzo.
									","
											Eu sou Rich Baraniuk.
											Gostava de falar um pouco
sobre algumas ideias
											que penso que têm criado
uma ressonância enorme
											com todas as coisas que têm sido ditas
nos últimos dois dias.
											São tantos os diversos
pontos de ressonância
											que vai ser difícil falar em todos
mas vou dar o meu melhor.
									","
											Ben Rich Baraniuk.
											Ve bugün hakkında konuşacaklarım,
											son iki günde konuşulan şeylerle
											büyük yansımaları olduğunu düşündüğüm fikirler.
											Hatta, o kadar farklı noktada parallelikler var ki
											hepsinden bahsetmek zor olacak, ama elimden gelenin en iyisini yapmaya çalışacağım
									","
											Je m'appelle Rich Baraniuk.
											Et je voudrais parler un peu aujourd'hui de quelques idées
											qui je pense ont une formidable résonance
											avec tout ce dont on a parlé ces deux derniers jours.
											En fait, tant de différents points de résonance
											que ça va être difficile de les aborder tous, mais je vais essayer de faire de mon mieux.
									","
											Ich bin Rich Baraniuk.
											Ich würde heute gern über ein paar Ideen sprechen,
											die meiner Meinung nach große Resonanz
											in all den Dingen finden, über die in den letzten zwei Tagen gesprochen wurde.
											Es gibt tatsächlich so viele verschiedene Resonanzpunkte,
											dass es schwierig wird, sie alle anzusprechen, aber ich werde mein Bestes geben.
									",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
											¿Alguien recuerda estos?
									","
											Alguém se lembra deles?
									","
											Bunları hatırlayan var mı?
									","
											Quelqu'un se souvient-il de ces choses-là?
									","
											Erinnert sich jemand an diese Dinger?
									",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
											Bien, estos son discos LP y han sido sustituidos.
											Han sido barridos en las dos últimas décadas
											por estos tipos de tecnologías de digitalización que aplanan el mundo.
											Y creo que esto se vió mucho mejor
											cuando Thomas estaba tocando música mientras entrábamos al auditorio hoy.
											Lo que ha sucedido en el mundo de la música es que hay una cultura
											o un ecosistema que ha sido creado
											que, si toman unas palabras de Apple,
											es el slogan: creamos, copiamos, mezclamos y quemamos.
											Lo que quiero decir con esto es que cualquier persona en el mundo es libre
											y tiene permitido crear nueva música e ideas musicales.
											Cualquier persona en el mundo puede copiar ideas musicales,
											usarlas de formas innovadoras.
											Cualquier persona puede mezclarlas en diferentes maneras,
											señalar conexiones entre ideas musicales
											y la gente puede quemar o crear productos finales y continuar el ciclo.
											Y lo que eso ha hecho es crear, como dije,
											una vibrante comunidad que es muy inclusiva
											con personas trabajando continuamente para conectar ideas musicales,
											innovar sobre ellas y mantener las cosas constantemente al día.
											El tema que es un éxito hoy no es el mismo tema que fue un éxito el año anterior, ok.
									","
											São LPs de vinil e já foram substituídos.
											Foram ultrapassados nos últimos 20 anos
											pelos tipos de tecnologia digital
que uniformizam todo o globo.
											Penso que isto foi bem retratado
											quando o Thomas estava a pôr música
quando entrámos hoje na sala.
											O que aconteceu no mundo da música
foi que há uma cultura
											ou um ecossistema que foi criado
											em que, se usarmos palavras da Apple,
											o slogan seria: criamos, extraímos,
misturamos e gravamos.
											Quero dizer com isto que
qualquer pessoa no mundo é livre
											e pode criar nova música
e novas ideias musicais.
											Qualquer pessoa no mundo pode extrair
ou copiar ideias musicais,
											usá-las de formas inovadoras.
											Qualquer um pode misturá-las
de formas diferentes,
											criar ligações entre ideias musicais
											e as pessoas podem gravá-las ou criar
produtos finais e continuar o ciclo.
											Isso permitiu criar, como já disse,
											uma comunidade vibrante
que é muito abrangente,
											com pessoas que trabalham
continuamente para ligar ideias musicais,
											para inovar e para as manter
constantemente atualizadas.
											A música sensação deste ano
não é igual à do ano passado.
									","
											Tamam, bunlar uzun çalar kayıtlar, ve yerlerinden edildiler, değil mi?
											Geçtiğimiz yirmi yılda, dünyayı değiştiren sayısallaştırma teknolojileri
											tarafından kenara süpürüldüler, değil mi?
											Bunu bence bugün biz bu odaya girerken
											Thomas müziği çalarken en iyi şekilde gözlemledik.
											Müzik dünyasında olan şu: yaratılmış bir kültür
											veya ekosistem var,
											ve bu, eğer Apple'ın kelimelerini kullanacak olursak
											sloganı yaratıp, kopyalayıp, mixleyip, yakmamız olan bir ekosistem.
											Bununla anlatmak istediğim, dünyadaki herkesin
											yeni müzik ve müzikal fikirler yaratmakta özgür olduğu.
											Dünyadaki herkes müzikal fikirleri kopyalayıp,
											yaratıcı şekillerde kullanmakta serbest.
											Herkes bunları istediği şekilde mixleyip,
											müzikal fikirler arasında bağlantılar kurmakta özgür,
											ve insanlar bunları yakabilir ve son ürünler çıkararak döngüyü devam ettirebilirler.
											Ve bu imkanın yaptığı da şu, söylediğim gibi,
											enerjik ve davetkar bir topluluk yarattı,
											insanların müzikal fikirleri bağdaştırmak için çalıştığı,
											onları yenilediği ve güncel tuttuğu bir topluluk, değil mi?
											Bugünün popüler şarkısı, geçen senenin popüler şarkısı değil, değil mi?
									","
											Bon, donc ce sont des disques 33 tours vinyles et on les a remplacé.
											Ils ont été balayés au cours des deux dernières décennies
											par ces types de technologies de numérisation qui aplatissent le monde.
											Et je pense que le meilleur témoignage
											c'était quand Thomas jouait la musique tandis que nous entrions dans la salle aujourd'hui.
											Ce qui s'est passé dans le monde de la musique, c'est qu'il y a une culture
											ou un écosystème qui a été créé
											qui, si vous prenez quelques mots d'Apple,
											le slogan que nous créons, extraiyons, mélangeons et gravons.
											Ce que je veux dire par là c'est que n'importe qui dans le monde est libre
											et est autorisé à créer une musique nouvelle et des idées musicales.
											N'importe qui dans le monde est autorisé à extraire ou à copier des idées musicales,
											à les utiliser de façon novatrice.
											N'importe qui est autorisé à les mélanger par différents moyens,
											établir des liens entre des idées musicales
											et les gens peuvent les graver ou créer des produits finaux et recommencer.
											Et cela a créé, comme je l'ai dit,
											une communauté vivante qui est faite
											de gens qui travaillent en permanence à connecter des idées musicales,
											à innover et à mettre en permanence à jour.
											La chanson à succès d'aujourd'hui n'est pas celle de l'an dernier.
									","
											Ok, das sind Langspielplatten und die sind ersetzt worden.
											Über die letzten zwei Jahrzehnte wurden sie verdrängt
											von diesen bahnbrechenden Digitalisierungstechniken.
											Ich glaube man konnte das am besten sehen,
											als Thomas Musik gespielt hat als wir heute hier reinkamen.
											In der Welt der Musik hat sich eine Kultur,
											oder ein Ökosystem, entwickelt,
											in der wir, um es mit den Worten von Apple zu sagen,
											dem Slogan nach erstellen, rippen, mischen und brennen.
											Was ich damit meine ist, dass jeder Einzelne auf der Welt
											die Freiheit besitzt, neue Musik und musikalische Ideen zu entwickeln.
											Jeder Einzelne auf der Welt kann musikalische Ideen
											rippen, kopieren und auf innovative Weise nutzen.
											Jeder Einzelne kann sie auf unterschiedliche Art mischen,
											Beziehungen zwischen musikalischen Ideen herstellen,
											sie brennen oder Endprodukte erstellen und den Kreis fortsetzen.
											Und daraus hat sich, wie ich bereits sagte,
											eine lebendige, äußerst integrative Gemeinschaft entwickelt,
											in der man beständig daran arbeitet, musikalische Ideen zu verbinden,
											neu zu erfinden und beständig zu aktualisieren.
											Die Hitsingle von heute ist nicht die vom letzten Jahr.
									",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
											Pero, no estoy aquí para hablar de música.
											Estoy aquí para hablar de libros.
											En particular, los libros de texto y el tipo de materiales educativos
											que usamos todos los días en la escuela.
											¿Alguien aquí ha ido a la escuela?
									","
											Mas eu não estou aqui hoje
para falar de música.
											Estou aqui para falar de livros.
											Em particular, de manuais escolares
e do tipo de suportes educativos
											que usamos todos os dias na escola.
											Algum de vocês aqui andou na escola?
									","
											Ama bugün müzikle ilgili konuşmak için burada değilim.
											Kitaplarla ilgili konuşmak için buradayım, değil mi?
											Özellikle ders kitapları ve her gün okulda kullandığımız
											eğitici malzemelerden bahsetmek için.
											Buradaki kimse hiç okula gitti mi?
									","
											Mais, je ne suis pas ici pour parler de la musique d'aujourd'hui.
											Je suis ici pour parler de livres.
											En particulier, les manuels et le type de matériel éducatif
											que nous utilisons tous les jours à l'école.
											Quelqu'un a t-il ici jamais été à l'école?
									","
											Aber ich will heute nicht über Musik sprechen.
											Ich bin hier, um über Bücher zu sprechen.
											Insbesondere über Lehrbücher und solche Lehrmaterialien,
											die wir täglich in den Schulen nutzen.
											War irgendjemand hier schon mal in der Schule?
									",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
"
","
","
","
","
",The birth of the open-source learning revolution,Richard Baraniuk,18:34,"business,collaboration,culture,global issues,library,open-source,technology"
