fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
											Tout d'abord, pour commencer, je tenais à vous dire que
											je suis ici par accident.
											Ce que je veux dire -pas ici à TED- est que
											je me trouve à ce point de ma vie, à cause d'un ensemble de circonstances
											que je considère comme un accident.
											Mais ce dont je souhaiterais vous parler aujourd'hui
											est peut-être une façons dont nous pourrions utiliser la technologie
											pour faire en sorte que ces accidents arrivent souvent.
											Parce que je pense vraiment, quand je regarde comment je me suis retrouvé
											dans cet accident, que la technologie y a jouée un rôle important.
									","
											You know, one of the things that I'd like to say upfront is that
											I'm really here by accident.
											And what I mean — not at TED — that I'm —
											at this point in my life, truly my set of circumstances
											I would truly consider an accident.
											But what I'd like to talk to you about today
											is perhaps a way in which we could use technology
											to make those accidents happen often.
											Because I really think, when I look back at how I actually ended up
											in this accident, technology played a big role in that.
									","
											Söylemek istediğim olumlu şeylerden birini biliyorsunuz
											Gerçekten de raslantı ile aslında demek istediğm-
											TED de değil kendimden dolayı buradayım-
											bu noktada yaşamımımdaki koşulları tamamiyle kendim oluşturdum
											bu raslantıya içtenlikle dikkat çekeceğim.
											Bugün sizinle konuşmak istediğim konu
											belkide biz bu raslantıları sık kullandığımız
											teknoloji yolu ile gerçekleştiriyoruz.
											Çünkü ben gerçekten de geriye dönüp baktığımda aslında
											bu raslantıda, teknolojinin önemli bir rol oynadığını kavradım.
									","
											Wissen Sie, eines der Dinge, die ich zum Anfang sagen möchte, ist,
											dass ich hier eher zufällig hier bin.
											Und was ich damit meine - nicht bei TED - dass ich -
											in meinem Leben so weit gekommen bin, wahrlich, bei meinen Lebensumständen,
											würde ich wirklich als Zufall bezeichnen.
											Aber worüber ich heute mit Ihnen sprechen möchte,
											ist, auf welche Weise wir Technologie vielleicht benutzen können,
											damit diese Zufälle oft passieren.
											Denn ich glaube wirklich, wenn ich darauf zurückblicke, wie ich bis zu diesem Punkt gekommen bin,
											in diesem Zufall spielte Technologie eine wichtige Rolle.
									","
											Saben, una de las cosas que me gustaría decirles es que
											realmente estoy aqui por accidente
											quiero decir, no estoy en TED por accidente
											sino en este momento de mi vida, en verdad
											las circunstancias actuales de mi vida las consideraría un accidente.
											Pero de lo que me gustaría hablarles hoy
											es quizá, una manera en la que podemos usar la tecnología
											para hacer que esos ""accidentes"" pasen con mas frecuencia.
											Porque creo en verdad, cuando miro atrás y veo como llegué aqui
											por accidente, que la tecnología jugó un papel muy importante.
									",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
","
","
","
","
",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
											Ce que je souhaiterais faire aujourd'hui est vous parler un peu de mon histoire,
											car je crois qu'il est nécessaire de remettre en contexte ce dont je vais vous parler.
											Et je pense que vous comprendrez mieux ainsi pourquoi
											mes deux plus grandes passions sont les enfants et l'éducation.
											Et quand j'aurai replacé cela dans son contexte,
											j'aimerais vous parler un peu de technologie :
											pourquoi je pense que la technologie est un formidable facilitateur;
											un outil vraiment puissant permettant de relever certains de ces défis.
											Ainsi, comme l'a mentionné Chris,
											nous avons décidés de lancer chez AMD, ce que nous appelons l'initiative ""50x15""
											Je vais commencer par le début,
											et vous expliquer pourquoi — en espérant vous convaincre —
											je crois que dans le monde actuel
											il est vraiment important pour les chefs d'entreprises
											non seulement de savoir mener leurs affaires
											mais aussi d'avoir une passion pour un sujet qui a du sens.
									","
											So, what I'd like to do today is tell you a little bit about myself,
											because I'd like to put in context what I'm going to tell you.
											And I think you will see why the two greatest passions in my life today
											are children and education.
											And once I put that in context,
											I'd like to tell you a little bit about technology:
											why I believe technology is a tremendous enabler;
											a very powerful tool to help address some of these challenges.
											Then, about the initiative that Chris mentioned,
											that we decided to launch at AMD that we call 50x15.
											And then I'll come back to the beginning,
											and tell you a little bit more — hopefully convince you —
											that I believe that in today's world,
											it is really important for business leaders
											not only to have an idea of what their business is all about,
											but to have a passion for something that is meaningful.
									","
											bugün size kendimden biraz bahsetmek istiyorum,
											Çünkü size anlatacağım şeyi bu bağlamda ilişkilendirmek istiyorum.
											ve sanırım çocuklar ve eğitimin yaşamımda neden
											en önemli iki tutku olduğunu anlıyacaksınız.
											Ve hemen bu konuyu bırakıyorum,
											size teknolojiden biraz bahsetmek istiyorum:
											Teknolojinin niçin muazzam bir fırsat olduğuna inanıyorum;
											bu zorlukların bazılarına yardım eden çok kuvvetli bir araç.
											Daha sonra, 50x15 dediğimiz AMD de lanse etmeye
											karar verdiğimiz, Chris'in bahsettiği girişim hakkında konuşacağım.
											ve ben tekrar başlangıca dönüyorum
											ve biraz anlatacağım umarım bugünün dünyasında
											sizleri ikna edebilirim.
											İş adamlarının sadece işleri hakkında bir fikir sahibi
											olmalarının yanında anlamlı şeyler için
											bir tutkuya da sahip olmaları çok önemli.
									","
											Also möchte ich Ihnen heute ein wenig von mir erzählen,
											weil ich das, was ich Ihnen erzählen werde, in einen Zusammenhang setzen möchte.
											Und ich glaube, Sie werden verstehen, warum die zwei größten Passionen in meinem Leben
											heute Kinder und Bildung sind.
											Und wenn ich den Zusammenhang hergestellt habe,
											möchte ich Ihnen ein wenig über Technologie erzählen,
											weil ich glaube, dass Technologie eine sehr wichtige Voraussetzung,
											ein sehr mächtiges Werkzeug ist, einigen dieser Herausforderungen zu begegnen.
											Dann will ich über die Initiative sprechen, die Chris erwähnte,
											die wir bei AMD gestartet haben und 50x15 nennen.
											Und danach komme ich zurück zum Anfang
											und erzähle Ihnen ein wenig mehr - hoffentlich überzeuge ich Sie -
											darüber, dass ich glaube, dass es in der heutigen Welt
											wirklich sehr wichtig für Führungskräfte ist,
											nicht nur eine Idee davon zu haben, was für ihre Firma wichtig ist,
											sondern auch eine Leidenschaft für etwas zu haben, das bedeutsam ist.
									","
											Así que, lo que me gustaría hacer hoy es contarles un poco sobre mi
											porque me gustaría contextualizar lo que les estoy diciendo.
											Y creo que así verán porque hoy, las dos grandes pasiones de mi vida
											son los niños y la educación.
											Y una vez que ponga esto en contexto,
											me gustaría hablarles un poco acerca de la tecnología
											porque creo que la tecnología es una tremenda facilitadora;
											una herramienta muy poderosa que ayuda a la gente a enfrentar algunos de estos retos.
											Después les hablaré sobre la iniciativa que Chris mencionó,
											que hemos decidido lanzar en AMD y que llamamos 50x15.
											Después volveré al principio
											para contarles un poco más — y con suerte los convenceré —
											de que creo que en el mundo de hoy,
											es realmente muy importante para los líderes de negocios,
											no solamente entender su negocio,
											sino apasionarse por algo que sea realmente significativo.
									",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
","
","
","
","
",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
											Donc, dans cet esprit, permettez-moi tout d'abord de vous dire que
											e suis l'ainé de cinq enfants, et les 4 autres sont des filles.
											J'ai donc grandi dans une famille de filles.
											Cela m'a permis d'apprendre beaucoup sur la façon d'aborder cette partie du monde.
											(rires)
											Et imaginez un peu:
											Je suis né dans un petit village au Mexique.
											dans une zone, malheureusement, très pauvre,
											et mes parents n'avaient pas fait d'études supérieures.
											Mais j'ai eu la chance de pouvoir en faire, ainsi que mes 4 soeurs.
											Cela vous donne une idée de l'importance que
											mes parents plaçaient en l'éducation
											Mes parents étaient des fanatiques de l'apprentissage
											et je reviendrai sur ce point un peu plus tard.
									","
											So, with that in mind, first of all let me tell you,
											I'm one of five children. I'm the oldest, the other four are women.
											So I grew up in a family of women.
											I learned a lot about how to deal with that part of the world.
											(Laughter)
											And, as you can imagine, if you can picture this:
											I was born in a very small village in Mexico,
											in, unfortunately, very poor surroundings,
											and my parents did not have a college education.
											But I was fortunate to be able to have one, and so were my four sisters.
											That kind of tells you a little bit of an idea of the emphasis
											that my parents placed on education.
											My parents were fanatics about learning,
											and I'll come back to that a little bit later.
									","
											Size ilk bahsetmek istediğim şey,
											beş çocuktan biriyim ve en büyükleriyim diğer dördü bayan,
											anladığınız gibi kadın ağırlıklı bir ailenin içinde büyüdüm.
											Dünyanın o kısmı ile nasıl ilişki kurabilirim bu konuda çok şey öğrendim.
											Gülmeler
											ve sizler eğer bu resmi hayal edebilirseniz:
											Meksika'da çok küçük bir köyde doğdum.
											maalesef çevre çok fakirdi.
											ve benim ailem bir üniversite eğitimi almamıştı.
											dört kızkardeşim vardı.Fakat tek şanslı ben olabildim.
											Anne babamın eğitim üzerine ısrarı
											konusunda biraz daha durmak isterim.
											benim ailem öğrenme konusunda fanatikti.
											ve bu konuya birazdan tekrar geleceğim.
									","
											Also, mit diesen Dingen im Hinterkopf, lassen Sie mich zunächst erzählen,
											dass ich eines von fünf Kindern bin. Ich bin das älteste, die vier anderen sind Frauen.
											Ich wuchs also in einer Familie von Frauen auf.
											Ich lernte viel darüber, wie man mit diesem Teil der Welt umgeht.
											(Gelächter)
											Und stellen Sie sich dies vor, machen Sie sich ein inneres Bild:
											Ich wurde in einem sehr kleinen Dorf in Mexiko geboren,
											in, leider, sehr ärmlichen Verhältnissen,
											und meine Eltern hatten keine höhere Schulbildung.
											Aber ich hatte das Glück, eine zu bekommen, und meine Schwestern auch.
											Das zeigt Ihnen ein kleines bisschen, welchen Wert
											meine Eltern auf Bildung legten.
											Meine Eltern waren fanatisch, was das Lernen betraf,
											und ich werde etwas später darauf zurückkommen.
									","
											Así que con eso en mente, permítanme contarles que
											soy uno de cinco hermanos, yo soy el mayor, las otras cuatro son mujeres.
											Así que crecí en una familia de mujeres
											y aprendí mucho acerca de como lidiar con esa parte del mundo.
											(Risas)
											Y como se pueden imaginar, si pueden visualizarlo:
											Yo nací en una pequeña población en México,
											desafortunadamente con alrededores muy pobres,
											y mis padres no tenían educación universitaria.
											Pero yo tuve la fortuna de tener educación universitaria y también mis cuatro hermanas.
											Eso debe darles una idea del énfasis
											que mis padres le daban a la educación.
											Mis padres eran fanáticos del aprendizaje,
											les contaré sobre ello mas adelante.
									",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
","
","
","
","
",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
											Mais l'une des choses qui a fait que j'ai commencé très tôt à apprendre
											et la formidable curiosité qu'ils m'ont inculquée alors même quand j'étais enfant
											et cela grâce à la technologie qui est à l'écran - c'est un phonographe.
											Mon père l'a trouvé chez un ferrailleur
											et a réussi à le réparer et à le faire marcher. Et en quelque sorte
											je ne sais toujours pas aujourd'hui comment il était
											si au fait de ce qui se passait dans le monde — mais
											en m'invitant à m'assoir avec lui alors que je n'avais que quelques années
											et à jouer des enregistrements de Mozart sur son phonographe, et il me disait
											que Mozart était le plus romantique des compositeurs classiques
											et que ""Claire de Lune"", qui est l'une de mes favorites,
											était pour moi une vrai rencontre avec la musique classique.
											Il m'a fait découvrir Johann Strauss, et expliqué comment il a créé les valses
											qui sont devenues si célèbres de par le monde.
											Il me parlait un peu de l'histoire aussi,
											quand il jouait l'Ouverture 1812 de Tchaikovsky
											sur son petit phonographe, et il me parlait de la Russie
											et de toutes les choses qui se déroulaient en Russie à cette époque,
											et pourquoi cette musique,
											d'une certaine manière, représentait un peu de cette histoire.
											Et même si je n'étais qu'un enfant, il a été capable de m'instiller un esprit curieux.
											Et pour vous, ce phonogramme ne semble peut-être pas très high tech,
											mais à l'époque — dans le milieu des années 40 —
											c'était un vrai symbole de modernité.
									","
											But one of the things that exposed me early to learning,
											and a tremendous curiosity that was instilled in me as a child,
											was through a technology which is on the screen — is a Victrola.
											My father found that in a junkyard,
											and was able to repair it and make it work. And somehow —
											to this day, I frankly don't know how he was so aware
											of what was going on in the world — but,
											by inviting me to sit down with him when I was only a few years old,
											and playing records in this Victrola by Mozart, and he would tell me
											how Mozart was the most romantic of all the classic composers ever,
											and how Claire de Lune, which was one of his favorites,
											was a real exposure to me to classical music.
											He explained to me about Johann Strauss, and how he created the waltzes
											that became so famous in the world.
											And would tell me a little bit about history too,
											when he'd play the 1812 Overture by Tchaikovsky
											on this little Victrola, and he would tell me about Russia
											and all the things that were happening in Russia at those times
											and why this music,
											in some way, represented a little bit of that history.
											And even as a child, he was able to instill in me a lot of curiosity.
											And perhaps to you this product may not look like high tech,
											but if you can imagine the time when this occurred —
											it was in the mid '40s — this was really, in his view, a pretty piece of high tech.
									","
											Ama benim erken yaşlarda maruz kaldığım şeylerden biri
											Öğrenme ve büyük bir merak bana çocukken aşılandı.
											ekranda gördüğünüz gibi bu teknoloji bir Gramafon ile oldu
											Babam onu eskiciden buldu.
											ve onu onarmayı ve nasıl oldu ise bir şekilde çalıştırmayı başardı.
											Bugün bile ,onun nasıl olupta dünyada olup biten tüm şeylerin bu kadar
											çok farkında olduğunu samimiyetle bilmiyorum - fakat,
											ben sadece bir kaç yaşında idim o beni kendisi ile oturtmaya davet ederdi
											ve bu gramafonda Mozartın plaklarını çalardı ve Mozartın bu güne
											kadar klasik müzik bestecilerinin içinde en romantik besteci olduğunu anlatırdı.
											onun favorilerinden biri Claire de Lune idi,
											klasik müzik benim için gerçekten bir keşif oldu.
											O bana Johann Strauss'un dünyanın en ünlü valslerini
											nasıl yarattığını anlattı.
											bu hikayeyi biraz daha anlatacağım
											Bu küçük gramafonda Tchaikovsky'nin
											1812 Uvertürü çaldığı zaman
											Rusyada gelişen tüm olayları anlatırdı.
											ve bu müzik bir şekilde
											bu tarihide biraz bana temsil etti.
											Ve hatta bir çocuk olarak bana bir çok merak konusu aşılamayı başardı.
											belki de bu ürün size yüksek teknoloji gibi gelmiyebilir,
											ama gerçekleştiği zamanı hayal edebilrseniz-
											40'lı yılların ortası idi- bu gerçektende onun bakış açısında yüksek teknolojinin güzel bir parçası idi,
									","
											Aber eines der Dinge, die mich früh mit Lernen in Berührung brachten
											und schon als Kind eine riesengroße Neugier in mir weckten,
											war eine Technologie, die hier auf der Leinwand zu sehen ist - das ist eine Victrola.
											Mein Vater hatte sie auf einem Schrottplatz gefunden,
											konnte sie reparieren und zum Laufen bringen. Und irgendwie -
											bis heute weiß ich ehrlich gesagt nicht, wie er sich so bewusst war,
											was in der Welt vor sich ging - aber
											er lud mich ein, mich zu ihm zu setzen, als ich erst wenige Jahre alt war,
											und spielte Platten von Mozart auf dieser Victrola, und erklärte mir,
											inwiefern Mozart der romantischste aller klassischen Komponisten war,
											und ""Claire de Lune"", eines seiner Lieblingsstücke,
											machte mich mit klassischer Musik bekannt.
											Er erklärte mir Johann Strauss und wie er die Walzer komponiert hatte,
											die so weltberühmt wurden.
											Und er erzählte mir auch ein wenig über Geschichte,
											als er die Ouvertüre 1812 von Tschaikowski spielte
											auf dieser kleinen Victrola, und mir von Russland erzählte
											und den Dingen, die zu dieser Zeit in Russland geschahen,
											und warum diese Musik,
											auf eine Art, einen Teil dieser Geschichte repräsentierte.
											Und es gelang ihm, obwohl ich erst ein Kind war, Neugierde zu wecken.
											Und vielleicht sieht dieses Fabrikat für Sie nicht nach Hightech aus,
											aber stellen Sie sich vor, zu welcher Zeit dies passierte -
											das war in den vierziger Jahren - in seinen Augen war das ein Stück Hightech.
									","
											Una de las cosas que me dieron acceso al aprendizaje a temprana edad
											e inculcaron en mi tremenda curiosidad aún siendo niño
											fue una tecnología que pueden ver en la pantalla - una Victrola.
											Mi padre encontró una Victrola en una venta de cosas usadas,
											de algún modo pudo repararla y hacerla funcionar. Y no se como,
											pero aún al día de hoy, francamente no comprendo como es que mi padre estaba conciente
											de lo que estaba pasando en el mundo, pero
											al invitarme a sentarme con él cuando tenía solo unos cuantos años
											y tocar discos de Mozart en esta Victrola, el me contaba
											que Mozart fue el mas romántico de los compositores de todos los tiempos
											y ""Claro de Luna""♪ - que era una de sus piezas favoritas -
											fue para mi una conexión con la música clásica.
											El me explicó todo acerca de Johan Strauss, y la manera en la que él creó los waltzes
											que lo hizo tan famoso en el mundo.
											También me contaba un poco de historia,
											cuando tocaba la ""Obertura 1812"" de Tchaikovsky
											en su pequeña Victrola me contaba sobre Rusia
											y todas las cosas que estaban pasando en Rusia en esos tiempos
											y por qué su música
											de alguna manera representaba un poco de su historia.
											Aún cuando yo era solo un niño, mi padre fue capaz de inculcarme una gran curiosidad.
											Quizá este producto (La Victrola) no les parezca de última tecnología,
											pero si pueden imaginarse la época en la que sucedió
											- fue a la mitad de los años 40 - ese aparato era desde el punto de vista de mi padre, una pieza de última tecnología.
									",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
","
","
","
","
",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
"
											L'une des choses qu'il est important de retenir
											de cette expérience est que au delà de cela,
											les gens me demandent,
											comment vos parents vous traitaient quand vous étiez enfant ?
											Et j'ai toujours répondu qu'ils étaient durs avec moi.
											Pas dans le sens où la plupart des gens l'entendent,
											des parents qui crient ou frappent, ou quoi que ce soit
											Ils étaient durs dans le sens où alors que je grandissais,
											mon père et ma mère me disaient toujours
											qu'il était vraiement important de se rappeler de deux choses.
											Pour commencer, quand tu vas te coucher le soir,
											tu dois te remémorer la journée passée et être sûr
											que tu as contribué à quelque chose au cours de cette journée et
											que tu as fait de ton mieux tout ce que tu as pu.
											La seconde chose qu'il me disait : nous te faisons confiance,
											et peu importe qui tu deviendras ou où tu iras,
											tu feras toujours ce qu'il faut.
											Maintenant, je ne sais combien d'entre vous ont déjà fait ça à vos enfants,
											mais si vous le faites, faites-moi confiance,
											c'est la plus grande pression que vous pouvez mettre sur un enfant, de lui dire -
											(rire)
											nous croyons que tu feras toujours ce qu'il faut.
											Quand je sortais avec mes amis boire des bières,
											je repensais toujours à ses mots.
											(rire)
									","
											Well, one of the things that is really critical to try to
											distill from that experience is that in addition to that,
											people ask me and say, ""Well,
											how did your parents treat you when you were a child?""
											And I always said that they were really tough on me.
											And not tough in the sense that most people think of,
											where your parents yell at you or hit you or whatever.
											They were tough in the sense that, as I grew up,
											both my mother and father would always say to me,
											it's really important that you always remember two things.
											First of all, when you go to bed at night,
											you've got to look back on the day and make sure that you felt
											the day was a day which you contributed something, and
											that you did everything you could to do it the best way you could.
											And the second thing they said: and we trust you,
											that no matter where you are or where you go,
											you will always do the right thing.
											Now, I don't know how many of you have ever done that with your kids,
											but if you do, please trust me,
											it's the most pressure you can put on a child, to say —
											(Laughter)
											— we trust you that you will always do the right thing.
											When I was out with my friends drinking beer,
											I always was very aware of those words —
											(Laughter)
									","
											Pekala, buna ilaveten bu deneyimlerden süzmeye çalışmak
											hayli kritik şeylerden biri,
											İnsanlar bana soruyor peki,
											Aileniz çocukken size nasıl davrandı?
											ve ben herzaman onların bana karşı gerçekten sert olduklarını söyledim.
											ve ailelerinizin size bağırması veya vurması veya her ne ise,
											çoğu insanın düşündüğü anlamda sert değil,
											Büyümem sırasında duygusal olarak oldukça zorlandılar,
											hem annem hem de babam bana hep nasihat ettiler,
											çok önemli olan iki şeyi hatırlıyorum.
											ilki, gece yatağa gitmeden önce,
											güne dönüp baktığında hissettiğin şeyden emin ol
											o gün bir şeylere katkı yapabildin mi ve
											en iyi yolla yapabildiğin herşeyin en iyisini yapabildin mi
											ve ikinci şey onlar sen nerede olursan ol ya da nereye gidersen git
											sana güveniyoruz derlerdi,
											sen her zaman doğru şeyi yapacaksın.
											Şimdi, içinizde kaç kişi bunu hiç çocuklarına yaptı mı bilmiyorum,
											ama eğer yaptıysanız, lütfen bana inanın,
											bunu söylemek bir çocuğa yapılacak en büyük baskıdır.
											Gülmeler
											Biz sana güveniyoruz ki sen her zaman doğru olan şeyi yapacaksın
											arkadaşlarımla dışarda bira içerken
											herzaman bu sözleri hatırladım ve çok farkında idim.
											Gülmeler
									","
											Also, eines der sehr kritischen Dinge, die Sie versuchen sollten,
											auch noch aus dieser Erfahrung heraus zu destillieren, ist,
											die Leute fragen mich und sagen, nun,
											wie haben dich deine Eltern behandelt, als du ein Kind warst?
											Und ich sagte immer, dass sie sehr hart mit mir waren.
											Aber nicht in dem Sinne, in dem die meisten Leute denken,
											wenn Eltern schreien oder ihre Kinder schlagen oder so.
											Sie waren streng in dem Sinne, dass, während ich aufwuchs,
											beide, meine Mutter und Vater, mir immer wieder sagten:
											""Es ist wirklich wichtig, dass du immer an zwei Dinge denkst.
											Erstens, wenn du abends ins Bett gehst,
											musst du auf den Tag zurückschauen und sicherstellen, dass du fühlst,
											dass dies ein Tag war, an dem du etwas Nützliches getan hast, und
											dass du alles getan hast, um es bestmöglich zu machen.""
											Und das Zweite, was sie sagten, war: ""Und wir vertrauen dir,
											dass, egal wo du bist und wohin du gehst,
											du immer das Richtige tun wirst.""
											Jetzt weiß ich nicht, wie viele von Ihnen das jemals mit ihren Kindern gemacht haben,
											aber wenn Sie es tun, glauben Sie mir,
											so setzen Sie Ihr Kind am stärksten unter Druck, zu sagen -
											(Gelächter)
											- wir vertrauen dir, dass du immer das Richtige tun wirst.
											Wann immer ich mit meinen Freunden unterwegs ein Bier trank,
											waren mir diese Worte immer sehr bewusst -
											(Gelächter)
									","
											Bien, una de las cosas que quiero resaltar
											de esa experiencia es que
											la gente me pregunta y dice: bien,
											y ¿Cómo te trataron tus padres cuando eras niño?
											Yo siempre respondo que fueron muy duros conmigo.
											Duros, no en el sentido que la mayoría de la gente piensa,
											como cuando los padres maltratan, gritan y demás.
											Digo que mis padres eran duros porque cuando crecí
											tanto mi madre como mi padre siempre me decían:
											Es realmente importante que siempre recuerdes dos cosas:
											Primero que nada, en la noche cuando te vayas a la cama,
											tienes que reflexionar sobre el día y asegurarte de que sientas
											que haya sido un día en el que contribuiste en algo
											y en el que hiciste tu mejor esfuerzo.
											La segunda cosa que me decían es: Confíamos en tí,
											y no importa donde estés o a donde vayas
											tu siempre harás lo correcto.
											Ahora bien, no se cuantos de ustedes hayan hecho algo así con sus propios hijos,
											pero si lo hacen, por favor créanme
											que esa es la mayor presión que pueden poner sobre un niño.
											(Risas)
											Decirle que confías en que siempre hará lo correcto es la mayor presión.
											Cuando salía a beber cerveza con mis amigos,
											siempre estaba muy conciente de esas palabras
											(Risas)
									",The thinking behind 50x15,Hector Ruiz,19:57,"Africa,education,global issues,philanthropy,technology"
