en,pt,tr,es,fr,title,speaker,duration,tags
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											In March of 1892,
											three Black grocery store owners 
in Memphis, Tennessee,
											were murdered by a mob of white men.
											Lynchings like these were happening 
all over the American South,
											often without any subsequent legal 
investigation
											or consequences for the murderers.
											But this time,
											a young journalist and 
friend of the victims
											set out to expose the truth 
about these killings.
											Her reports would shock the nation
											and launch her career as an 
investigative journalist,
											civic leader, and civil rights advocate.
											Her name was Ida B. Wells.
									","
											Em março de 1892,
											três proprietários negros de mercearia
em Memphis, no Tennessee,
											foram assassinados
por uma turba de homens brancos.
											Linchamentos como estes ocorriam
por todo o Sul dos EUA,
											amiúde sem qualquer
investigação criminal subsequente
											nem consequências para os assassinos.
											Mas, desta vez,
											uma jovem jornalista e amiga das vítimas,
											decidiu-se a denunciar a verdade
sobre estes homicídios.
											Os seus relatos chocaram a nação
											e lançaram-na na carreira
de jornalista de investigação,
											de líder cívica e de defensora
dos direitos civis.
											Chamava-se Ida B. Wells.
									","
											Mart 1892'de
											Memphis, Tennessee'deki
üç siyahi market sahibi
											beyaz adamlardan oluşan
bir çete tarafından öldürüldü.
											Amerika'nın güneyinde
bu tür linçler gerçekleşiyordu
											ve genelde adli inceleme
yapılmıyordu
											ya da katillere hukuki
yaptırım uygulanmıyordu.
											Fakat bu kez,
											genç bir gazeteci
ve kurbanların arkadaşı,
											bu ölümlerle ilgili gerçeği
ortaya çıkarmayı amaçladı.
											Raporları ülkeyi şok etmişti
											ve kariyerini de 
araştırmacı gazeteci, yurttaş lider
											ve insan hakları avukatı olarak 
değiştirdi.
											İsmi Ida B. Wells'di.
									","
											En marzo de 1892,
											tres propietarios negros de negocios
de alimentos en Memphis, Tenessee,
											fueron asesinados por una turba
de hombres blancos.
											Linchamientos como estos ocurrían
por todo el sur de EE. UU.,
											a menudo sin ninguna 
investigación legal posterior
											o consecuencias para los asesinos.
											Pero esta vez,
											una joven periodista 
y amiga de las víctimas
											se dispuso a exponer la verdad 
sobre estos asesinatos.
											Sus relatos conmocionarían a la nación
											e iniciaron su carrera como
periodista de investigación
											líder cívica y defensora
de los derechos civiles.
											Su nombre era Ida B. Wells.
									","
											En mars 1892,
											trois propriétaires noirs d'une épicerie
à Memphis dans le Tennessee
											furent assassinés par
une foule d'hommes blancs.
											Des lynchages de ce genre se produisaient
dans tout le Sud des États-Unis,
											souvent sans qu'il n'y ait
d'enquête judiciaire
											ou de conséquences pour les meurtriers.
											Mais cette fois,
											une jeune journaliste et amie des victimes
											décida de révéler la vérité
sur ces meurtres.
											Ses rapports choqueront la nation
											et lanceront sa carrière de
journaliste d'investigation,
											de leader civique et défenseure
des droits civiques.
											Elle s'appelait Ida B. Wells.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											Ida Bell Wells was born into slavery 
in Holly Springs, Mississippi
											on July 16, 1862, several months before
the Emancipation Proclamation
											released her and her family.
											After losing both parents and a brother 
to yellow fever at the age of 16,
											she supported her five remaining siblings
											by working as a schoolteacher 
in Memphis, Tennessee.
									","
											Ida Bell Wells nascera escrava
em Holy Springs, no Mississippi,
											a 16 de julho de 1862, meses antes
da Proclamação de Emancipação
											que a libertou e à sua família.
											Depois de perder os pais e um irmão
vítimas da febre amarela, aos 16 anos,
											criou os seus cinco irmãos restantes
											trabalhando como professora
primária em Memphis, no Tennessee.
									","
											Ida Bell Wells 16 Temmuz 1862'de
Holy Springs, Mississippi'de
											köle olarak doğmuştu ve bu,
Özgürlük Bildirgesi kendisini ve ailesini
											özgür bırakmadan birkaç ay önceydi.
											16 yaşında sarı hummadan
ebeveynlerini ve erkek kardeşini
											kaybettikten sonra,
Memphis, Tennessee'de
											öğretmen olarak çalışarak
hayatta kalan beş kardeşini destekledi.
									","
											Ida Bell Wells nació como esclava 
en Holly Springs, Misisipi,
											el 16 de julio de 1862, meses antes
de la Proclamación de Emancipación
											que la liberó a ella y a su familia.
											Tras perder a ambos padres y un hermano
por fiebre amarilla a los 16 años,
											apoyó a sus cinco hermanos restantes
											trabajando como profesora
en Memphis, Tennessee.
									","
											Ida Bell Wells est née esclave
à Holly Springs, dans le Mississippi,
											le 16 juillet 1862,
											quelques mois avant
la Proclamation de l'émancipation
											l'affranchissant, elle et sa famille.
											Après avoir perdu ses parents et son frère
											à cause de la fièvre jaune
à l'âge de 16 ans,
											elle prit soin de ses cinq frères et sœurs
											en travaillant comme institutrice
à Memphis.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											During this time,
											she began working as a journalist.
											Writing under the pen name “Iola,”
											by the early 1890s she gained 
a reputation
											as a clear voice against racial injustice
											and become co-owner and editor
											of the Memphis Free Speech 
and Headlight newspaper.
											She had no shortage of material:
											in the decades following the Civil War,
											Southern whites attempted to reassert 
their power
											by committing crimes against Black people
											including suppressing their votes,
											vandalizing their businesses, 
and even murdering them.
									","
											Durante essa época, começou 
a trabalhar como jornalista.
											Escrevia sob o pseudónimo de ""Iola""
											e no início da década de 1890
conquistou a reputação
											de ser uma voz clara
contra a injustiça racial.
											Acabou por ser coproprietária e editora
											do jornal Memphis Free Speech 
and Headlight.
											Não lhe faltava material:
											nas décadas que se seguiram
à Guerra Civil,
											os brancos sulistas tentavam
reafirmar o seu poder,
											praticando crimes contra os negros
											incluindo a supressão dos seus votos,
											o vandalismo contra os negócios deles,
e mesmo assassinando-os.
									","
											Bu esnada,
											gazeteci olarak çalışmaya başladı.
											""Lola"" takma adıyla yazarken
											1890'ların başında
ırksal adaletsizliğe karşı
											açık konuşan bir ses olarak ün kazandı
											ve Memphis Free Speech
											ve Headlight gazetesinin
ortağı ve editörü oldu.
											Materyal sıkıntısı çekmiyordu:
											İç savaşı takip eden on yılda
											güneyli beyazlar,
siyahilere karşı suç işleyerek
											güçlerini göstermeye kalktılar.
											Suçlar arasında 
siyahilerin oylarını yok etmek,
											iş yerlerini yakıp yıkmak
ve hatta onları öldürmek vardı.
									","
											En esa época,
											empezó a trabajar como periodista.
											Escribiendo bajo el pseudónimo ""Iola"",
											a principios de 1890 ganó una reputación
											como una voz franca contra la injusticia
											y se volvió copropietaria y editora
											del periódico Memphis
Free Speech and Headlight.
											No le faltó material:
											en décadas posteriores a la Guerra Civil,
											los blancos del sur intentaron 
reafirmar su poder
											cometiendo crímenes contra los negros
											incluyendo la supresión de sus votos,
											vandalizando sus negocios,
e incluso asesinándolos.
									","
											Pendant ce temps-là, elle commença
à travailler comme journaliste.
											En écrivant sous le pseudonyme « Iola »,
											au début des années 1890,
elle acquit la réputation
											d'être une voix s'élevant
contre l'injustice raciale
											et devint copropriétaire
et rédactrice en chef
											du journal Memphis Free
Speech and Headlight.
											Elle ne manquait pas de sujets :
											des décennies après la guerre civile,
											les Sudistes tentèrent
de réaffirmer leur pouvoir
											en commettant des crimes contre les Noirs
											notamment en supprimant leurs votes,
											en vandalisant leurs commerces
et même en les assassinant.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											After the murder of her friends,
											Wells launched an investigation 
into lynching.
											She analyzed specific cases through 
newspaper reports and police records,
											and interviewed people who had lost 
friends and family to lynch mobs.
											She risked her life 
to get this information.
											As a Black person investigating racially 
motivated murders,
											she enraged many of the same southern 
white men involved in lynchings.
									","
											Depois do assassínio dos seus amigos,
											Wells iniciou uma investigação
sobre aquele linchamento.
											Analisou casos específicos
											nas notícias dos jornais
e nos registos da polícia
											e entrevistou pessoas que tinham perdido
amigos e familiares em linchamentos.
											Arriscou a vida dela
para obter estas informações.
											Sendo uma negra a investigar
homicídios por motivos raciais,
											enfureceu muitos desses mesmos
homens brancos sulistas
											envolvidos nos linchamentos.
									","
											Arkadaşlarının ölümünün ardından,
											Wells linçe karşı inceleme başlattı.
											Gazete ve polis raporları aracılığıyla
belli vakaları inceledi
											ve arkadaş ile ailelerini linç çeteleri
yüzünde kaybetmiş insanlarla konuştu.
											Bu bilgiyi elde edebilmek için
hayatını riske attı.
											Irk yüzünden meydana gelen cinayetleri
inceleyen siyahi bir insan olarak
											linçlere dahil olan
birçok güneyli beyaz erkeği öfkelendirdi.
									","
											Tras el asesinato de sus amigos,
											Wells inició una investigación 
sobre el linchamiento.
											Analizó casos específicos a través de
periódicos y reportes policiales,
											y entrevistó gente que perdió a amigos
y familiares por turbas de linchamiento.
											Arriesgó su vida para conseguir
esta información.
											Por ser una persona negra investigando
asesinatos por motivos raciales
											enfureció a los mismos hombres blancos
envueltos en linchamientos.
									","
											Après le meurtre de ses amis,
											Wells lança une enquête sur le lynchage.
											Elle analysa des cas précis dans
les journaux et les rapports de police,
											et interviewa des personnes ayant
perdu des amis et de la famille
											à cause de lynchage.
											Elle risqua sa vie pour
obtenir ces informations.
											En tant que personne noire enquêtant
sur des meurtres à motivation raciale,
											elle rendit furieux les mêmes sudistes
impliqués dans les lynchages.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
","
","
","
","
",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
"
											Her bravery paid off.
											Most whites had claimed and 
subsequently reported
											that lynchings were responses to criminal
acts by Black people.
											But that was not usually the case.
											Through her research,
											Wells showed that these murders 
were actually a deliberate,
											brutal tactic to control or punish 
black people who competed with whites.
											Her friends, for example,
											had been lynched when their grocery store
											became popular enough to divert business 
from a white competitor.
									","
											A sua coragem deu frutos.
											Muitos brancos afirmaram
e relataram subsequentemente
											que os linchamentos eram uma resposta
a atos criminosos dos negros.
											Mas, habitualmente, isso não era verdade.
											Através da sua investigação,
											Wells demonstrou que esses crimes
eram uma tática brutal premeditada
											para controlar ou punir negros
que competiam com brancos.
											Os amigos dela, por exemplo,
											tinham sido linchados,
quando as mercearias deles
											se tinham tornado tão competitivas
que roubavam clientes a um branco rival.
									","
											Cesurca başardı.
											Birçok beyaz, linçlerin
siyahilerin işlediği suçların
											karşılığı olduğunu iddia ve rapor etti.
											Fakat genellikle konu bu değildi.
											Araştırmasında
											bu cinayetlerin aslında kasti
olduğunu ortaya koydu.
											Beyazlarla rekabet eden siyahileri
kontrol edip cezalandırmak için taktikti.
											Örneğin, arkadaşları
											marketleri yeterince popüler olup
											beyaz rakiplerinden iş çaldıklarında
lince uğradılar.
									","
											Su valentía dio frutos.
											La mayoría de los blancos habían afirmado
											que los linchamientos eran la respuesta
a los actos criminales de los negros.
											Pero ese no solía ser el caso.
											Mediante su investigación
											Wells mostró que esos asesinatos
eran, de hecho, deliberados,
											una táctica brutal para controlar 
o castigar a los negros
											que competían con los blancos.
											Sus amigos, por ejemplo,
											fueron linchados cuando
sus negocios de alimentos
											se volvieron lo suficientemente
populares como para destacar
											del de sus competidores blancos.
									","
											Sa bravoure porta ses fruits.
											La plupart des Blancs déclarèrent
que les lynchages étaient des réponses
											aux actes criminels commis par les Noirs.
											Mais ce n'était généralement pas le cas.
											Grâce à ses recherches,
											Wells montra que ces meurtres étaient
en fait une tactique délibérée
											et brutale pour contrôler ou punir
les Noirs faisant concurrence aux Blancs.
											Ses amis, par exemple,
											s'étaient fait lyncher lorsque
leur épicerie devint assez populaire
											pour faire de l'ombre
à un concurrent blanc.
									",How one journalist risked her life to hold murderers accountable,Christina Greer,4:33,"TED-Ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,Slavery"
