en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
											I am failing as a woman,
											I am failing as a feminist.
									","
											Soy un fracaso como mujer
											y como feminista.
									","
											Bir kadın olarak başarısız oluyorum,
											bir feminist olarak başarısız oluyorum.
									","
											Ich versage als Frau,
											ich versage als Feministin.
									",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
","
","
","
",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
											I have passionate opinions
about gender equality,
											but I worry that to freely accept
the label of ""feminist,""
											would not be fair to good feminists.
									","
											Mis opiniones sobre la igualdad
de género son vehementes,
											pero temo que aceptar abiertamente
la etiqueta de ""feminista""
											sería injusto para las feministas.
									","
											Cinsiyet eşitliğiyle ilgili 
tutkulu fikirlerim var,
											ancak ""feminist"" etiketini özgürce 
kabul etmek iyi feministlere
											karşı adil olmayacak 
diye endişeleniyorum.
									","
											Ich glaube aus ganzem Herzen
an Gleichberechtigung,
											aber ich befürchte, dass es gegenüber
guten Feministen nicht gerecht wäre,
											mich einfach ""Feministin"" zu nennen.
									",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
","
","
","
",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
											I'm a feminist, but I'm a rather bad one.
											Oh, so I call myself a Bad Feminist.
											Or at least, I wrote an essay,
											and then I wrote a book
called ""Bad Feminist,""
											and then in interviews, people started
calling me The Bad Feminist.
											(Laughter)
									","
											Soy feminista, pero bastante mala.
											Y por lo tanto me autoetiqueto
como una mala feminista.
											O, al menos, escribí un artículo,
											y un libro llamado ""La mala feminista""
											y luego en las entrevistas, la gente
empezó a llamarme La Feminista Mala.
											(Risas)
									","
											Ben bir feministim, ama oldukça kötüsü.
											Bu yüzden kendime Kötü Feminist 
adını veriyorum.
											Ya da en azından bir yazı yazdım
											ve sonra bir kitap yazdım, 
adı ""Kötü Feminist"" olan.
											Sonra röportajlarda insanlar bana 
Kötü Feminist demeye başladı.
											(Gülüşmeler)
									","
											Ich bin eine Feministin, 
aber eine eher schlechte.
											Also nenne ich mich 
eine ""schlechte Feministin"".
											Zumindest schrieb ich einen Aufsatz,
											dann ein Buch namens 
""Schlechte Feministin""
											und dann wurde ich in Interviews
""Die schlechte Femnistin"" genannt.
											(Gelächter)
									",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
","
","
","
",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
											So, what started as a bit
of an inside joke with myself
											and a willful provocation,
											has become a thing.
									","
											Así, lo que empezó como una broma
personal destinada a mí misma
											y una provocación deliberada,
											se ha convertido en algo más grande.
									","
											Böylece biraz kendi içimde bir espri 
ve gönüllü bir provokasyon
											olarak başlayan şey
											konu hâline geldi.
									","
											Was also als Humor mir selbst gegenüber
											und absichtliche Provokation begann,
											bekam eine Eigendynamik.
									",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
","
","
","
",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
"
											Let me take a step back.
											When I was younger,
											mostly in my teens and 20s,
											I had strange ideas about feminists
											as hairy, angry, man-hating,
sex-hating women —
											as if those are bad things.
											(Laughter)
											These days, I look at how
women are treated the world over,
											and anger, in particular, seems
like a perfectly reasonable response.
									","
											Permítanme dar un paso atrás.
											Cuando era joven,
											sobre todo en mi juventud 
y a los 20 años,
											tenía ideas extrañas 
sobre las feministas,
											estas mujeres peludas, enojadas con 
los hombres y que odiaban el sexo.
											Como si eso fuera algo malo.
											(Risas)
											Hoy en día, veo cómo son tratadas
las mujeres en todo el mundo
											y la ira, en particular, parece una
respuesta perfectamente razonable.
									","
											Bir adım geri geleyim.
											Gençliğimde,
											ekseriyetle ergenliğimde ve 20'lerimde
											feministlerin kıllı, öfkeli, 
erkeklerden nefret eden,
											cinsellikten nefret eden kadınlar 
olduğuyla ilgili garip düşüncelerim vardı —
											sanki bunlar kötü şeylermiş gibi.
											(Gülüşmeler)
											Bu günlerde dünyada kadınlara nasıl 
davranıldığına bakıyorum
											ve özellikle öfke tamamen 
mantıklı bir cevap gibi geliyor.
									","
											Ich möchte etwas ausholen.
											Als ich jünger war,
bis in meine 20er hinein,
											stellte ich mir Feministinnen irgendwie
											als haarige, wütende, männer- 
und sexhassende Frauen vor —
											als ob das was Schlimmes wäre.
											(Gelächter)
											Heute sehe ich mir an,
wie Frauen weltweit behandelt werden
											und besonders Wut scheint eine völlig 
vernünftige Reaktion darauf zu sein.
									",Confessions of a bad feminist,Roxane Gay,11:28,"feminism,identity,women,gender equality"
