en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
											As a software developer and technologist,
											I've worked on a number
of civic technology projects
											over the years.
											Civic tech is sometimes
referred to as tech for good,
											using technology to solve
humanitarian problems.
									","
											Como desarrollador de software 
y tecnólogo,
											he trabajado en varios proyectos
de tecnología cívica
											en estos años.
											Tecnología cívica a veces referida 
como tecnología para bien,
											usar la tecnología para resolver
problemas humanitarios.
									","
											Bir yazılımcı ve teknoloji uzmanı olarak,

											yıllar boyunca sayısız kentsel teknoloji
											projesinde çalıştım.
											Kentsel teknoloji, insanlık 
problemlerini çözmek
											için kullanıldığından yararlı
teknoloji olarak da adlandırılır.
									","
											En tant que développeur 
de logiciels et technologue,
											j'ai travaillé sur quelques projets 
de technologie civique au fil des ans.
											La technologique civique est parfois 
connue comme la technologie pour le bien,
											l'utilisation de la technologie
pour résoudre des problèmes humanitaires.
									","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
","
","
","
","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
											This is in 2010 in Uganda,
											working on a solution
that allowed local populations
											to avoid government surveillance
on their mobile phones
											for expressing dissent.
											That same technology was deployed
later in North Africa
											for similar purposes
to help activists stay connected
											when governments were
deliberately shutting off connectivity
											as a means of population control.
									","
											Esto es Uganda en el 2010,
											trabajando en una solución
que permitió a los locales
											evadir la vigilancia del gobierno
a sus móviles
											para expresar desacuerdo.
											La misma tecnología fue
usada en África del Norte
											con propósitos similares
para conectar activistas
											cuando los gobiernos intencionalmente
los desconectaban
											como medio para controlar a la población.
									","
											2010 yılında Uganda'da
											devletin, lokal nüfusun cep telefonlarını
											görüş ayrılığı yüzünden denetlemesine 
karşı çıkılması üzerine
											bu sorunla ilgili çalışıldı.
											Aynı teknoloji daha sonra Kuzey Afrika'da,
											benzer bir amaç için; 
nüfusu kontrol etmek için
											devlet bilerek bağlantıyı kestiğinde, 
aktivistlerin bağlı kalmasına
											yardımcı olmak amacıyla kullanıldı.
									","
											C'était en 2010, en Ouganda.
											Nous travaillions sur un projet
qui a permis aux locaux
											d'éviter la surveillance des gouvernements
sur leurs téléphones mobiles
											s'ils exprimaient leur désaccord.
											Cette même technologie
a été déployée en Afrique du Nord,
											dans un but similaire, pour aider
les activistes à rester connectés
											lorsque les gouvernements bloquaient
délibérément la connectivité
											afin de contrôler la population.
									","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
","
","
","
","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
											But over the years, as I have thought
about these technologies
											and the things that I work on,
											a question kind of nags
in the back of my mind, which is,
											what if we're wrong about
the virtues of technology,
											and if it sometimes actively hurts
											the communities
that we're intending to help?
											The tech industry around the world
tends to operate under similar assumptions
											that if we build great things,
											it will positively affect everyone.
											Eventually, these innovations
will get out and find everyone.
											But that's not always the case.
											I like to call this blind championing
of technology ""trickle-down techonomics,""
											to borrow a phrase. (Laughter)
											We tend to think that if
we design things for the select few,
											eventually those technologies
will reach everyone,
											and that's not always the case.
											Technology and innovation
behaves a lot like wealth and capital.
											They tend to consolidate
in the hands of the few,
											and sometimes they find their way out
into the hands of the many.
									","
											Pero con los años, pensado
en estas tecnologías
											y en las cosas en que trabajo,
											una pregunta me inquieta y es,
											si estamos errados sobre las
virtudes de la tecnología
											y si a veces hacemos daño
											a las comunidades que tratamos de ayudar.
											La industria tecnológica en el mundo
opera bajo ciertas premisas
											que si hacemos grandes cosas,
											estas afectarán positivamente a todos.
											Finalmente, estas innovaciones
llagarán a todos.
											Pero no es siempre el caso.
											Me gusta llamar a esta defensa ciega 
de la tecnología ""tecnomía de chorreo""
											para tomar prestada una frase. (Risas)
											Pensamos que si diseñamos cosas
para unos pocos selectos,
											finalmente estas tecnologías
llegarán a todos,
											y no siempre es el caso.
											La tecnología y la innovación se comportan
como la riqueza y el capital.
											Tienden a consolidarse en unos pocos
											y a veces logran llegar a manos de muchos.
									","
											Ama yıllar geçtikçe, bütün bu teknolojiler
											ve çalıştığım işler üzerine düşündüğümde,
											zihnimi kurcalayan bir soru oluştu.
											Ya teknolojinin erdemleri 
konusunda yanılıyorsak
											ve biz yardım etmeye çalışırken,
											aslında bazen toplumlara gerçek 
anlamda zarar veriyorsa?
											Dünyanın dört bir yanındaki teknoloji
endüstrileri, herkesi olumlu yönde
											etkileyecek büyük bir şey yapma
											varsayımıyla hareket ederler.
											Nihayetinde, bu inovasyonlar dışarıya 
açılacak ve herkese ulaşacak.
											Ama bu durum her zaman geçerli değil.
											Ben teknolojinin bu kör savunmasına
bir cümleyi kopyalayarak,
											""teknolojik süzülme"" diyorum.
											(Gülüşmeler)
											Eğer seçkin şeyler tasarlarsak 
er ya da geç bu teknolojilerin
											herkese ulaşacağını sanma eğilimindeyiz,
											ama her zaman böyle olmuyor.
											Teknoloji ve inovasyon daha çok para
ve zenginlik gibi hareket eder.
											Birkaç kişinin elinde bulunma
eğiliminde olurlar
											ve bazen birçok kişinin eline geçme
imkânı bulurlar.
									","
											Au fil des ans, alors 
que je songeais à ces technologies
											et aux projets 
sur lesquels j'avais travaillé,
											une question persistait
dans un coin de ma tête :
											et si nous avions tout faux
sur les bénéfices de la technologie ?
											Et si, parfois, elle faisait
vraiment du mal
											aux communautés 
que nous cherchions à aider ?
											L'industrie technologique mondiale
fonctionne selon l'hypothèse
											que la construction d'objets formidables
											a un effet positif sur tout le monde.
											À la fin, ces innovations voient le jour 
et trouvent leur public.
											Mais ce n'est pas toujours le cas.
											J'aime appeler cette maîtrise 
aveugle de la technologie,
											« la techonomie de ruissellement »,
pour emprunter une expression. (Rires)
											Nous tendons à penser que 
ce que nous créons pour quelques élus
											finit par atteindre tout le monde.
											Ce n'est pas toujours le cas.
											Technologie et innovation ressemblent 
beaucoup à la richesse et au capital.
											Elles ont tendance à se consolider
entre les mains d'une élite,
											et parfois, parviennent à se trouver
à la portée de la masse.
									","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
","
","
","
","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
											And so most of you aren't tackling
oppressive regimes on the weekends,
											so I wanted to think of a few examples
that might be a little bit more relatable.
									","
											La mayoría de Uds. no enfrenta
gobiernos opresivos los fines de semana,
											así que pensé en ejemplos más próximos.
									","
											Çoğunuz hafta sonlarında baskı 
rejimiyle mücadele etmediğinizden,
											biraz daha ilişkilendirebilmek için 
birkaç örnek düşünmenizi istedim.
									","
											La plupart d'entre vous n'étudie pas
les régimes d'oppression le week-end,
											alors j'ai pensé à quelques exemples
peut-être plus pertinents.
									","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
","
","
","
","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
"
											In the world of wearables
and smartphones and apps,
											there's a big movement
to track people's personal health
											with applications that track
the number of calories that you burn
											or whether you're sitting too much
or walking enough.
											These technologies make patient intake
in medical facilities much more efficient,
											and in turn, these medical facilities
											are starting to expect
these types of efficiencies.
											As these digital tools
find their way into medical rooms,
											and they become digitally ready,
											what happens to the digitally invisible?
											What does the medical experience look like
											for someone who doesn't have
the $400 phone or watch
											tracking their every movement?
											Do they now become a burden
on the medical system?
											Is their experience changed?
									","
											En el mundo de smartphones y apps,
											hay una gran movimiento 
a rastrear la salud personal
											con aplicaciones que miden el 
número de calorías que quemas
											o si está sentado demasiado 
o caminado lo suficiente.
											Estas tecnologías hacen más eficiente
el ingreso de pacientes a clínicas
											y a cambio, estas clínicas
											esperan este tipo de eficiencias.
											A medida que estos aparatos
llegan a consultorios médicos
											y estos los acogen,
											¿qué pasa con los tecno invisibles?
											¿Cómo es la experiencia médica para
											quien no tiene un teléfono 
o reloj de US$400
											rastreando sus movimientos?
											¿Se vuelve una carga para
el sistema médico?
											¿Ha cambiado su experiencia?
									","
											Giyilebilir teknoloji, akıllı telefonlar 
ve uygulamaların dünyasında,
											kişisel sağlığınızı takip edebildiğiniz
büyük bir akım var.
											Ne kadar kalori yaktığınızı
takip edebileceğiniz,
											fazla mı oturduğunuzu ya da yürüyüşünüzün 
yeterli mi olduğunu gösteren programlar.
											Bu teknolojiler, tıbbi tesislerde hasta 
alımını çok daha etkili hâle getiriyor
											ve sonrasında bu tıbbi tesisler
											bu verimlilik türlerini
beklemeye başlıyorlar.
											Peki, bu dijital araçlar tıbbi
odalara girip
											dijital açıdan hazır olduktan sonra,
											dijital görünümlü olamayana ne oluyor?
											Hareketlerinin kaydını tutacak
											400$'lık bir telefonu ya da 
saati olmayanın
											tıbbi deneyimi nasıl olacak?
											Tıbbi sistemin omzuna yüklenmiş bir 
yük mü olacaklar?
											Deneyimleri değişecek mi?
									","
											Dans le monde des smartphones
et des applications
											existe une tendance importante
de contrôle de la santé.
											Des applications évaluent
le nombre de calories brûlées,
											si vous restez assis trop longtemps
ou si vous marchez assez.
											Ces technologies rendent 
la prise en charge des patients
											dans les centres médicaux plus efficace,
											et en retour, ces centres médicaux
											commencent à exiger
un tel niveau d'efficacité.
											Alors que ces outils se retrouvent
dans les locaux médicaux,
											et qu'ils deviennent plus sophistiqués,
											que deviennent les insensibles 
au numérique ?
											À quoi ressemble l'expérience médicale
											pour celui qui n'a pas de téléphone
ou de montre à 400 $
											enregistrant tous ses mouvements ?
											Sont-ils maintenant le fardeau
du système médical ?
											Leur expérience a-t-elle changée ?
									","The problem with ""trickle-down techonomics""",Jon Gosier,6:04,"TED Fellows,inequality,technology"
