en,tr,pt,title,speaker,duration,tags
"
","
","
",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
											I'd like to tell you today
about an orca named Tahlequah.
											Tahlequah is also known
as J35 to scientists,
											because she swims with the J Pod
in the Salish Sea.
											These are the waters off of
British Columbia and Washington State.
									","
											Bugün sizlere Tahlequah adında
bir orkadan söz etmek istiyorum.
											Tahlequah, araştırmacılar tarafından
J35 olarak da tanımlanıyor
											çünkü Salish Denizi'nin
J sürüsüyle yüzüyor.
											Buralar Brisith Columbia ve
Washington eyaleti kıyıları.
									","
											Gostava de vos contar hoje
a história de uma orca chamada Tahlequah.
											Tahlequah é também conhecida
como J35 entre os cientistas,
											porque ela nada com o grupo J
no Mar de Salish.
											Estas são águas ao longo do litoral
da Colômbia Britânica
											e do Estado de Washington.
									",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
","
","
",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
											Now, last year, in July 2018,
											she was well along
in her 17-month pregnancy,
											and scientists were very excited
											because no baby had survived
in this pod for three long years.
											Now, orcas are also
known as killer whales.
											They're profoundly social
and profoundly intelligent beings.
											And scientists are very interested
in their behavior,
											because in their social networks,
they share habits, information
											and even affection.
											They create true cultures of the ocean.
											But this pod has been in trouble.
											The Chinook salmon that the orcas favor
has been way down in the region,
											and pollution has been up.
											But on July 24th, Tahlequah
gave birth to a daughter,
											and scientists were so excited
by this development.
											But unfortunately, the same day —
in fact, shortly after birth —
											the calf died.
									","
											Geçen yıl, Temmuz 2018'de
											17 aylık hamileydi
											ve araştırmacılar oldukça heyecanlıydı
											çünkü üç yıl boyunca burada doğan
hiçbir bebek hayatta kalamamıştı.
											Orkalar aynı zamanda
katil balina olarak bilinirler.
											Son derece sosyal
ve bir o kadar zeki canlılardır.
											Araştırmacılar, bu canlıların
davranışlarıyla yakından ilgilenirler
											çünkü orkalar sosyal çevrelerinde
huylarını, bilgilerini
											ve hatta sevgilerini paylaşırlar.
											Okyanuslarda gerçek bir
kültür alanı yaratırlar.
											Ancak bu sürü tehlike altında.
											Orkaların beslendiği Kral Somon türü
o bölgede çok azaldı ve kirlilik de arttı.
											Ama Tahlequah, 24 Temmuz'da
bir dişi yavru dünyaya getirdi
											ve bu gelişme araştırmacıları
fazlasıyla heyecanlandırdı.
											Ancak ne yazık ki aynı gün içinde
doğumundan kısa süre sonra bu yavru öldü.
									","
											No ano passado, em julho de 2018,
											ela estava a passar bem
na sua gravidez de 17 meses,
											e os cientistas estavam muito excitados
											porque nenhum bebé tinha sobrevivido
neste grupo há três longos anos.
											As orcas também são conhecidas
como baleias-assassinas.
											Elas são seres profundamente sociais
e profundamente inteligentes.
											E os cientistas estão muito interessados
no comportamento delas,
											por causa das suas redes sociais;
partilha de hábitos, de informações
											e até de afeição.
											Elas criam verdadeiras culturas do oceano.
											Mas este grupo tem estado com problemas.
											O salmão Chinook que as orcas preferem
tem estado a diminuir na região,
											e a poluição tem estado a aumentar.
											Mas, a 24 de julho, Tahlequah
deu à luz a sua filha,
											e os cientistas ficaram muito empolgados
com este acontecimento.
											Mas, infelizmente, no mesmo dia
— na verdade, pouco depois de nascer —
											a cria morreu.
									",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
","
","
",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
											Well, what happened next
electrified animal lovers
											across the world,
											because Tahlequah refused
to let her baby slip off into the water.
											She kept it on her body
and she swam with it.
											If it did fall off,
she would dive and rescue it,
											and she battled stiff currents to do this.
											Now, she kept this behavior up
											for 17 days,
											and during this time,
she swam over 1,000 miles.
											At that point, she let the little baby
slip off into the water.
									","
											Sonrasında yaşananlar dünya çapında
hayvanseverleri şok etti.
											Tahlequah, yavrusunu
suda yok olmaya terk edemedi.
											Onu üstünde taşıdı
ve onunla birlikte yüzdü.
											Üzerinden düştüğünde dalıp onu kurtardı
											ve bunu yapabilmek için
çetin akıntılarla mücadele etti.
											Bu davranışa 17 gün boyunca devam etti

											ve bu sürede 1600 kilometreden
daha fazla yüzdü.
											Bu noktada yavrusunu sulara bıraktı.
									","
											O que aconteceu a seguir
eletrificou os amantes de animais
											à volta do mundo,
											porque a Tahlequah recusou-se
a deixar que a cria afundasse.
											Ela manteve-a em cima do corpo
e nadou com ela.
											Quando caía,
ela mergulhava e resgatava-a,
											e lutou contra fortes correntes
para o fazer.
											Ela manteve este comportamento
											durante 17 dias,
											e durante este tempo
ela nadou mais de 1600 km.
											Nesse ponto, ela permitiu que a cria
escorregasse para a água.

									",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
","
","
",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
											So today, Tahlequah
swims on with the J Pod,
											but her grief still moves me.
											And I do believe that ""grief""
is the right word to use.
											I believe that grief
is the right word to use
											for numerous animals who mourn the dead.
											They may be friends or mates or relatives.
											Because these visible cues,
these behavioral cues,
											tell us something about
an animal's emotional state.
											Now, for the last seven years,
											I've been working to document
examples of animal grief —
											in birds, in mammals,
											in domesticated animals
and in wild animals —
											and I believe in the reality
of animal grief.
									","
											Bugün Tahlequah,
J sürüsüyle birilikte yüzüyor
											ancak yaşadığı keder beni hâlâ etkiliyor.
											Keder, burada kullanılacak
doğru bir tabir bence.
											Böyle düşünüyorum çünkü birçok hayvan
ölünün ardından yas tutuyor.
											Bu ölü, arkadaşları, eşleri
ya da akrabaları olabilir.
											Çünkü bu gözle görülebilen
davranış ipuçları
											bize hayvanların duygusal
durumlarıyla ilgili bir şeyler söylüyor.
											Son yedi yıldır hayvanların yaşadığı
keder örneklerini toplamaya çalıştım;
											kuşlarda, memelilerde, evcil hayvanlarda
ve vahşi hayvanlarda.
											Hayvanların yaşadığı kederin
gerçek olduğuna inanıyorum.
									","
											Hoje, Tahlequah
nada com o grupo J,
											mas o luto dela ainda me comove.
											E creio que ""luto""
é o termo correto.
											Creio que ""luto""
é o termo correto
											para numerosos animais
que choram os mortos.
											Eles podem ser amigos,
companheiros ou familiares.
											Porque estas pistas visíveis,
estas pistas comportamentais,
											dizem-nos alguma coisa sobre
o estado emocional de um animal.
											Nestes últimos sete anos,
											tenho trabalhado na documentação
de exemplos de luto animal
											— em aves, em mamíferos,
											em animais domesticados
e em animais selvagens —
											e acredito na realidade
do luto animal.
									",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
","
","
",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
"
											Now, I say it this way
											because I need to acknowledge
to you right up front
											that not all scientists agree with me.
											And part of the reason, I think,
											is because of what I call the ""a-word.""
											The a-word is anthropomorphism,
											and historically,
it's been a big deterrent
											to recognizing animal emotions.
											So, anthropomorphism is when
we project onto other animals
											our capacities or our emotions.
											And we can all probably
think of examples of this.
											Let's say we have a friend who tells us,
											""My cat understands everything I say.""
											Or, ""My dog, he's so sweet.
											he ran right across the yard this morning
towards a squirrel,
											and I know he just wants to play.""
											Well, maybe.
											Or maybe not.
											I'm skeptical about claims like those.
											But animal grief is different,
											because we're not trying
to read an animal's mind.
											We're looking at visible cues of behavior
											and trying to interpret them
with some meaning.
									","
											Bunu bu şekilde söylüyorum
çünkü bilmenizi isterim ki,
											her bilim insanı
benimle aynı fikirde değil.
											Bence bunun bir nedeni
""i"" ile başlayan bir kelime:
											insan biçimcilik.
											Tarihsel olarak bakarsak bu kelime
											hayvanların duygularını anlama
konusunda caydırıcı oldu.
											İnsan biçimcilik, kendi kapasitemizi
ya da duygularımızı
											hayvanlara yansıtmamız
anlamına geliyor.
											Büyük ihtimalle hepimiz
buna bir örnek verebiliriz.
											Mesela arkadaşımız ""Kedim söylediğim
her şeyi anlıyor."" diyebilir
											veya ""Köpeğim çok tatlı.

											Bu sabah bahçede bir sincap kovaladı
ve oyun oynamak istediğini hemen anladım.""
											Tamam, bu olabilir
											ama olmayabilir de.
											Bu tarz iddialara şüpheci yaklaşırım
											ama hayvanların kederi farklı bir şey
											çünkü biz burada hayvanların
aklını okumaya çalışmıyoruz.
											Görülebilir davranışlardan ipucu yakalayıp
											anlamı olan bir şeye
dönüştürmeye çalışıyoruz.
									","
											Digo-o desta forma,
											porque preciso de reconhecer
perante vocês, frontalmente,
											que nem todos os cientistas
concordam comigo.
											Penso que, parte da razão,
											é por causa do que eu chamo ""palavra A"".
											A palavra A é um antropomorfismo,
											e, historicamente,
tem sido um grande obstáculo
											ao reconhecimento das emoções animais.
											O antropomorfismo é quando
projetamos nos animais
											as nossas capacidades ou emoções.
											E todos nós provavelmente
conseguimos pensar em exemplos desses.
											Digamos que temos
um amigo que nos diz:
											""O meu gato percebe tudo o que eu digo.""
											Ou: ""O meu cão é tão doce.
											""Ele correu pelo pátio, esta manhã,
em direção a um esquilo,
											""e eu sei que ele só queria brincar.""
											Bem, talvez.
											Ou talvez não.
											Sou cética em relação a afirmações destas.
											Mas o luto animal é diferente,
											porque nós não estamos a tentar ler
a mente de um animal.
											Estamos à procura de pistas visíveis
de comportamento
											e a tentar interpretá-las
com algum significado.
									",Grief and love in the animal kingdom,Barbara J. King,14:42,"emotions,animals,biology,empathy,evolution,science,biodiversity,psychology,mental health,love"
