en,es,tr,title,speaker,duration,tags
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											Hey look, if you guys
are anything like me,
											you have found it harder and harder
to turn around recently
											without seeing words like ""free-range,""
											""farm-to-table,""
											""organically produced,""
											especially here in Colorado.
											Now, as we've become more conscientious
of the way that we eat in recent years,
											these once unfamiliar words have worked
their way into our daily lexicon.
											When we started to pay more attention
											to the way that the food we were eating
interacted with our bodies
											and with the earth,
											the food industry had to listen.
											And the results have been really powerful.
											Now, those of you out there
from states like Washington and Oregon
											and, of course, my fellow Coloradans —
									","
											Si son como yo,
											seguro se les hace cada vez 
más difícil no prestarle atención
											a palabras como ""criados en libertad"",
											""de la granja a la mesa"",
											""producido ecológicamente"",
											especialmente aquí en Colorado.
											En los últimos años, nos hemos
concientizado más sobre la alimentación
											y estas palabras son ahora
parte de nuestro vocabulario.
											Cuando comenzamos a prestar atención
											a la forma en la que los alimentos
interactúan con nuestro cuerpo
											y con la Tierra,
											la industria alimentaria
tuvo que escucharnos.
											Los resultados han sido importantes.
											Para los que son del estado
de Washington y Oregón
											y claro, mis coterráneos de Colorado...
									","
											Bakın! Eğer siz de benim gibiyseniz,
											son zamanlarda etrafta
											""serbest dolaşan"",
											""çiftlikten sofraya"",
											""organik üretim"" yazılarını 
görmeden gezemezsiniz,
											özellikle de Kolorado'da.
											Son yıllarda yediğimiz şeylere 
daha çok özen göstermeye başladıkça
											eskiden alışkın olmadığımız bu kelimeler
bir şekilde günlük lügatımıza girdiler.
											Yediğimiz yemeğin bedenlerimizle
											ve dünyayla etkileşime girme şekline 

											daha fazla dikkat etmeye başladığımızda
											gıda sanayisi bizi dinlemek zorunda kaldı.
											Ve sonuçlar çok etkiliydi.
											Şimdi Washington ve Oregon gibi
eyaletlerden olanlarınız
											ve tabii ki Koloradolu hemşehrilerim —
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											(Cheers)
									","
											(Vítores)
									","
											(Alkış)
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											y'all know what I'm talking about.
											Because this is not ...
											Words like ""all-natural"" and ""homegrown""
are not just being used in our diets.
											There's this whole new industry
using this language now.
											You guys know.
											It's weed,
											an industry that taxed a sale
											of about six billion dollars
worth of product in 2016.
											So what if I were to propose to you
											that some of what you think you know
about this legalized marijuana thing
											could be wrong?
									","
											Uds. saben de qué les hablo.
											Porque esto no es...
											Términos como ""natural"" 
y ""cultivado localmente""
											no solo se usan para
referirse a nuestra dieta.
											Hay ahora una nueva industria
que usa este lenguaje.
											Saben a lo que me refiero.
											A la marihuana;
											una industria que en el 2016
											generó unos seis mil millones
de dólares en venta.
											¿Qué tal si les digo
											que parte de lo que piensan
sobre la legalización de la marihuana
											podría ser erróneo?
									","
											Sizler neden bahsettiğimi biliyorsunuz.
											Çünkü bu,
											""tamamen doğal"", ""yerli üretim"" kelimeleri
yalnızca gıdalar üzerinde kullanılmıyor.
											Artık bu dili kullanan 
yepyeni bir endüstri var.
											Biliyorsunuz,
											bu esrar
											ve bu endüstri 2016'da,
											6 milyar dolarlık ürün satışını
vergiye bağladı.
											Şimdi eğer sizlere
											yasallaştırılmış marihuana hakkında
bildiğinizi sandığınız bazı şeylerin
											yanlış olduğunu söylesem?
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											Listen, I get it —
											talking about issues with legal weed
is a pretty quick way to get uninvited
											from the cool kids' table.
											I know that better than most,
											but I intend to do it anyway.
											First, before I get started, let me
be perfectly clear about one thing:
											my fight is not against the casual
adult use of marijuana —
											I don't care about that.
											What I care deeply about
is this new industry
											that is working to convince us
that we are consuming something natural
											while fixing social ills,
											when we aren't.
									","
											Sí, ya sé...
											hablar de temas como 
la legalización de la marihuana
											no te hace popular.
											Lo sé muy bien,
											pero aun así quiero hacerlo.
											Antes de comenzar, voy a dejar claro algo:
											mi lucha no es contra el uso ocasional
de marihuana por parte de los adultos...
											No me interesa.
											Lo que me interesa profundamente
es esta nueva industria
											que quiere convencernos de que
estamos consumiendo algo natural
											mientras arreglamos los males sociales,
											cuando no es cierto.
									","
											Bakın! Anlıyorum —
											yasal esrarın sorunlarından bahsetmek 
havalı çocukların masasından kovulmanın
											hızlı bir yolu.
											Bu durumu pek çoğunuzdan iyi bilirim.
											Ama yine de 
bunun hakkında konuşacağım.
											Başlamadan önce size 
şunu net bir şekilde açıklayayım.
											Benim mevzum yetişkinlerin
marihuana kullanımına karşı değil.
											Bunu umursamıyorum.
											Benim umursadığım 
bu yeni endüstri
											bizi, sosyal sıkıntılarımızı
çözerken doğal bir şey tükettiğimize
											ikna etmeye çalışıyor.
											Ancak doğal değil.
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											So let's start with
a little bit of Weed 101.
											Cannabis is a plant that grows naturally
and has been used within textiles
											and even traditional Chinese medicine
for thousands of years.
											Genesis 1:12 even tells us:
											""I have given you all of the seed-bearing
plants and herbs to use.""
											It's the microphone — it's got
a TV preacher sort of thing.
									","
											Comencemos con los conceptos básicos.
											El cannabis es una planta 
que crece naturalmente
											y se usa en la industria textil 
y en la medicina china tradicional
											desde hace miles de años.
											Incluso el Génesis 1:12 nos dice:
											""Os he dado toda planta que da
semilla y hierbas para que usen"".
											Es el micrófono... Suena
a predicador de televisión.
									","
											Hadi, Esrar 101 dersimize
yavaşça başlayalım.
											Kenevir doğal olarak büyüyen, 

											tekstilde ve geleneksel Çin tıbbında 
binlerce yıldır kullanılan bir bitkidir.
											Yaratılış 1:12'de bile der ki:
											""Sizlere tohumlu bitkileri ve otları
kullanmanız için verdim.""
											Bu mikrofon — televizyonda vaaz vermemi 
sağlayan bir şey gibi.
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											Now, cannabis is made up of hundreds
of different chemicals,
											but two of those chemicals
are by far the most interesting.
											That's CBD and THC.
											CBD is where almost all
of the medicinal properties lie.
											It's an incredibly fascinating
part of the plant
											with real potential to help people.
											It also is totally nonintoxicating.
											You could take a bath in the stuff
while vaping pure CBD
											and drinking a CBD smoothie,
											and you still couldn't get high.
									","
											El cannabis tiene cientos
de compuestos químicos,
											pero hay dos de ellos que son
los más interesantes.
											Son el CBD y el THC.
											El CBD concentra la mayoría
de las propiedades medicinales.
											Es una parte increíblemente
fascinante de la planta
											que tiene el potencial
de ayudar a la gente.
											Y no es nada tóxico.
											Se pueden tomar
un baño de CBD, aspirarlo
											y tomarlo como un batido
											y aun así no llegarán a drogarse.
									","
											Şimdilerde, kenevir 
yüzlerce farklı kimyasaldan oluşuyor.
											Ancak bunlardan ikisi tanesi 
açık ara en dikkat çekicileri.
											Bunlar CBD ve THC.
											CBD, tıbbi faydaların neredeyse
tamamının olduğu madde.
											Bitkinin inanılmaz derecede
etkileyici kısmı
											ve insanlara gerçekten 
iyi gelme potansiyeline sahip.
											CBD'nin hiçbir zararlı etkisi de yok.
											Saf CBD tüttürürken 
CBD ile duş alsanız
											ve CBD smoothie içseniz dahi
											kafanız iyi olmaz.
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											I've tried.
									","
											Lo intenté.
									","
											Ben denedim.
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
"
","
","
",What commercialization is doing to cannabis,Ben Cort,16:04,"business,criminal justice,health,society,public health,TEDx"
