en,tr,es,title,speaker,duration,tags
"
","
","
","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
											You may have noticed
that I'm wearing two different shoes.
											It probably looks funny —
											it definitely feels funny —
											but I wanted to make a point.
											Let's say my left shoe corresponds
to a sustainable footprint,
											meaning we humans consume
less natural resources
											than our planet can regenerate,
											and emit less carbon dioxide
than our forests and oceans can reabsorb.
											That's a stable and healthy condition.
											Today's situation
is more like my other shoe.
											It's way oversized.
											At the second of August in 2017,
											we had already consumed all resources
our planet can regenerate this year.
											This is like spending all your money
until the 18th of a month
											and then needing a credit
from the bank for the rest of the time.
											For sure, you can do this
for some months in a row,
											but if you don't change your behavior,
											sooner or later,
you will run into big problems.
									","
											İki farklı ayakkabı giydiğimi 
fark etmiş olmalısınız.
											Muhtemelen çok komik 
görünüyordur.
											Kesinlikle komik hissettiriyor —
											fakat bir noktaya işaret etmek 
istiyorum.
											Diyelim ki, benim sol ayakkabım 
sürdürülebilir ayak izine karşılık gelsin,
											anlamı biz insanlar gezegenimizin
yeniden ürettiği
											doğal kaynaklardan daha az tüketiyoruz
ve ormanlarımızın ve okyanuslarımızın
											emebileceğinden daha 
az karbondioksit yayıyoruz.
											Bu istikrarlı ve sağlıklı bir durumdur.
											Bugünkü durum ise daha çok 
benim diğer ayakkabım gibidir.
											Ayağıma fazlasıyla büyük geliyor.
											2 Ağustos 2017 itibariyle
											gezegenimizin bu yıl yeniden üretebileceği
tüm kaynakları zaten tüketmiştik.
											Bu aynen ayın 18'ine kadar tüm paranı
harcaman ve ardından geri kalan
											zaman için kredi kartına 
ihtiyaç duyman gibi bir şey.
											Kesinlikle bunu bazı aylar üst üste
yapıyorsunuzdur.
											Fakat eğer davranışlarınızı 
değiştirmezseniz,
											er ya da geç, büyük bir 
problemin içine gireceksinizdir.
									","
											Puede que hayan notado
que tengo dos zapatos distintos.
											Probablemente se vea raro,
											definitivamente se siente raro,
											pero quería decir algo importante.
											Digamos que mi zapato izquierdo
representa una huella sostenible,
											donde los humanos consumimos
menos recursos naturales
											de los que puede generar nuestro planeta
											y emitimos menos dióxido de carbono
											del que pueden reabsorber
nuestros bosques y océanos.
											Es una condición estable y saludable.
											La situación de hoy es más bien
como mi otro zapato.
											Es demasiado grande.
											Al 2 de agosto de 2017,
											ya habíamos consumido todos los recursos
que el planeta puede regenerar este año.
											Es como gastarse todo el dinero
en los primeros dieciocho días
											y luego necesitar un crédito
para llegar a fin de mes.
											Esto se puede hacer durante algunos meses,
											pero, si uno no cambia la actitud,
											tarde o temprano tendrá serios problemas.
									","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
","
","
","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
											We all know the devastating effects
of this excessive exploitation:
											global warming,
											rising of the sea levels,
											melting of the glaciers and polar ice,
											increasingly extreme
climate patterns and more.
											The enormity of this problem
really frustrates me.
											What frustrates me even more
is that there are solutions to this,
											but we keep doing things
like we always did.
											Today I want to share with you
											how a new solar technology can contribute
to a sustainable future of buildings.
									","
											Hepimiz aşırı kullanımın yok edici
etkisini biliyoruz:
											küresel ısınma,
											deniz seviyesinin yükselmesi,
											buzulların ve kutup buzlarının 
erimesi,
											artan olağanüstü iklim 
paternleri ve daha fazlası.
											Bu problemin vahameti beni 
gerçekten hayal kırıklığına uğratıyor.
											Beni daha fazla hayal kırıklığına uğratan
bunun için çözümlerin de var olmasıdır
											fakat biz işleri her zaman yaptığımız
gibi yapmaya devam ediyoruz.
											Bugün sizinle yeni solar teknolojisinin
sürdürülebilir
											binaların geleceğine nasıl katkıda 
bulunabileceğini paylaşmak istiyorum.
									","
											Todos conocemos los efectos devastadores
de esta explotación excesiva:
											calentamiento global,
											aumento en el nivel del mar,
											derretimiento de glaciares
y hielos polares,
											patrones climáticos cada vez
más extremos y otras cosas más.
											Realmente me frustra
la enormidad de este problema.
											Y más aún me frustra el hecho
de que hay soluciones para esto,
											pero seguimos haciendo
siempre lo mismo.
											Hoy quiero mostrarles
cómo una nueva tecnología solar
											puede ayudar a conseguir
el futuro sostenible de los edificios.
									","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
","
","
","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
											Buildings consume about 40 percent
of our total energy demand,
											so tackling this consumption
											would significantly reduce
our climate emissions.
											A building designed
along sustainable principles
											can produce all the power
it needs by itself.
											To achieve this,
											you first have to reduce
the consumption as much as possible,
											by using well-insulated walls
or windows, for instance.
											These technologies
are commercially available.
											Then you need energy
for warm water and heating.
											You can get this
in a renewable way from the sun
											through solar-thermal installations
											or from the ground and air,
with heat pumps.
											All of these technologies are available.
									","
											Binalar bizim enerji ihtiyacımızın 
yaklaşık %40'nı tüketmektedir,
											bu nedenle bu tüketimi ela almak
											iklim emisyonlarımızı 
önemli ölçüde azaltacaktır.
											Sürdürülebilir prensipler ile inşa 
edilmiş bir bina
											ihtiyaç duyduğu tüm enerjiyi 
kendi başına üretebilir.
											Bunu başarmak için,
											ilk olarak tüketimi mümkün olduğunca
azaltmanız gerekmektedir,
											örneğin iyi izole edilmiş duvarlar ve 
pencereler kullanarak yapabilirsiniz.
											Bu teknolojiler ticari olarak
bulunmaktadır.
											Ardından ısıtma ve sıcak su için
enerjiye ihtiyaç duymaktasınız.
											Güneş enerji panelleri kurulumu
yoluyla veya
											yerden ve havadan ısı pompaları ile
											güneşten yenilenebilir tarzda bu 
enerjiyi sağlayabilirsiniz.
											Tüm bu teknolojiler mevcuttur.
									","
											Los edificios consumen un 40 %
de nuestra demanda total de energía,
											así que atacar este consumo
											reduciría significativamente
nuestras emisiones.
											Un edificio diseñado
con principios sostenibles
											puede producir por sí mismo
toda la energía que necesita.
											Para conseguir esto,
											primero tenemos que reducir
el consumo lo más posible,
											usando paredes o ventanas
bien aisladas, por ejemplo.
											Estas tecnologías se pueden comprar.
											Luego necesitamos energía
para agua caliente y calefacción.
											Puede obtenerse de forma renovable
											ya sea del sol, con instalaciones
de energía solar térmica,
											o del suelo y el aire con bombas de calor.
											Todas estas tecnologías están disponibles.
									","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
","
","
","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
											Then you are left
with the need for electricity.
											In principle, there are several ways
to get renewable electricity,
											but how many buildings do you know
which have a windmill on the roof
											or a water power plant in the garden?
											Probably not so many, because usually,
it doesn't make sense.
											But the sun provides abundant energy
to our roofs and facades.
											The potential to harvest this energy
at our buildings' surfaces is enormous.
											Let's take Europe as an example.
											If you would utilize all areas
which have a nice orientation to the sun
											and they're not overly shaded,
											the power generated by photovoltaics
											would correspond to about 30 percent
of our total energy demand.
									","
											Ardından geriye elektrik ihtiyacınız
kalıyor.
											Prensip olarak, yenilenebilir elektrik 
enerjisi elde etmenin bir çok yolu vardır
											fakat çatısında yel değirmeni olan
veya bahçesinde su santrali olan
											kaç tane bina biliyorsunuz ?
											Muhtemelen fazla değil
çünkü genellikle pek mantıklı gelmez.
											Fakat güneş çatılara ve bina cephelerine 
yeterli enerjiyi sağlamaktadır.
											Bina yüzeylerindeki enerjinin potansiyeli
çok fazladır.
											Avrupa'yı örnek alalım.
											Güneşe iyi uyumu olan tüm alanları
kullanırsak
											ve bunlar aşırı derecede gölgede 
kalmaz ise
											fotovoltaik tarafından üretilen enerji
											tüm enerji ihtiyacının yaklaşık olarak
%30'na denk gelmektedir.
									","
											Luego queda la necesidad de electricidad.
											En principio hay varias formas
de obtener electricidad renovable,
											pero ¿cuántos edificios conocen
con un molino de viento en el techo
											o una central hidráulica en el jardín?
											Probablemente no tantos,
porque en general no tiene sentido.
											Pero el sol proporciona abundante energía
a nuestros techos y fachadas.
											Hay un potencial enorme para captar
energía en la superficie de los edificios.
											Tomemos por ejemplo Europa.
											Si utilizáramos todas las áreas
con una buena orientación al sol
											y que no tienen mucha sombra,
											la energía generada con paneles solares
											correspondería al 30 %
del total de la demanda de energía.
									","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
","
","
","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
"
											But today's photovoltaics
have some issues.
											They do offer a good
cost-performance ratio,
											but they aren't really flexible
in terms of their design,
											and this makes aesthetics a challenge.
											People often imagine pictures like this
											when thinking about
solar cells on buildings.
											This may work for solar farms,
											but when you think of buildings,
of streets, of architecture,
											aesthetics does matter.
											This is the reason why we don't see
many solar cells on buildings today.
											They just don't match.
									","
											Fakat bugünkü fotovoltaik 
bazı hususlara sahiptir.
											Bunlar iyi bir maliyet etkinlik 
oranı sunmaktadır
											fakat dizaynlarını ele aldığımızda 
gerçekten de esnek değillerdir
											ve bu estetik zorluk yaratmaktadır.
											İnsanlar çoğunluklar bu tarz bir
resim oluştururlar
											güneş panelleri hakkında düşünürken.
											Bu güneş enerjisi tarlaları için 
olabilir
											fakat binaları, sokakları, mimariyi 
düşündüğünüzde
											estetik önemlidir.
											Binalarda güneş enerji panellerini 
görmememizin sebebi budur.
											Sadece uymazlar.
									","
											Pero los paneles solares actuales
tienen algunos problemas.
											Ofrecen una buena relación
costo-rendimiento,
											pero no son muy flexibles
en cuanto al diseño,
											por lo que la estética es un reto.
											La gente se suele imaginar esto
											cuando piensa en edificios
con paneles solares.
											Esto puede funcionar en un parque solar,
											pero cuando pensamos en edificios,
en calles, en arquitectura,
											la estética es importante.
											Esta es la razón por la que hoy no vemos
muchos edificios con paneles solares.
											Es que no quedan bien.
									","A printable, flexible, organic solar cell",Hannah Bürckstümmer,10:15,"energy,solar energy,pollution,technology,electricity,science,innovation"
