en,fr,title,speaker,duration,tags
"
","
","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
											Belle Gibson was a happy young Australian.
											She lived in Perth,
and she loved skateboarding.
											But in 2009, Belle learned that she had
brain cancer and four months to live.
											Two months of chemo
and radiotherapy had no effect.
											But Belle was determined.
											She'd been a fighter her whole life.
											From age six, she had to cook
for her brother, who had autism,
											and her mother,
who had multiple sclerosis.
											Her father was out of the picture.
											So Belle fought, with exercise,
with meditation
											and by ditching meat
for fruit and vegetables.
											And she made a complete recovery.
									","
											Belle Gibson était une jeune
et heureuse Australienne.
											Elle vivait à Perth
et adorait faire du skateboard.
											Mais en 2009, Belle a appris
qu'elle avait un cancer du cerveau
											et quatre mois à vivre.
											Deux mois de chimio et de radiothérapie
n'ont eu aucun effet.
											Mais Belle était déterminée.
											Elle avait toujours été une battante.
											Dès six ans, elle avait dû cuisiner
pour son frère atteint d'autisme
											et sa mère atteinte
de sclérose en plaques.
											Son père ne faisait pas partie du tableau.
											Alors Belle s'est battue
avec du sport, de la méditation
											et en abandonnant la viande
au profit des fruits et légumes.
											Elle s'est complètement rétablie.
									","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
","
","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
											Belle's story went viral.
											It was tweeted, blogged about,
shared and reached millions of people.
											It showed the benefits of shunning
traditional medicine
											for diet and exercise.
											In August 2013, Belle launched
a healthy eating app,
											The Whole Pantry,
											downloaded 200,000 times
in the first month.
									","
											Son histoire est devenue virale.
											Elle a été tweetée, bloguée, partagée
et a été vue par des millions de gens.
											Elle témoignait des avantages
de fuir la médecine traditionnelle
											pour un régime alimentaire et du sport.
											En août 2013, Belle a lancé
une appli pour manger sain,
											The Whole Pantry,
											téléchargée 200 000 fois
au cours du premier mois.
									","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
","
","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
											But Belle's story was a lie.
											Belle never had cancer.
											People shared her story
without ever checking if it was true.
											This is a classic example
of confirmation bias.
											We accept a story uncritically
if it confirms what we'd like to be true.
											And we reject any story
that contradicts it.
											How often do we see this
											in the stories
that we share and we ignore?
											In politics, in business,
in health advice.
									","
											Mais l'histoire de Belle
était un mensonge.
											Belle n'a jamais eu de cancer.
											Les gens ont partagé son histoire
sans en vérifier la véracité.
											C'est un exemple classique
de biais de confirmation.
											Nous acceptons une histoire
sans la contester
											si elle confirme une chose
que nous aimerions être vraie.
											Et nous rejetons toute histoire
qui la contredit.
											Combien de fois voyons-nous cela
											dans les histoires que nous partageons
et que nous ignorons ?
											En politique, en affaires,
en conseils de santé.
									","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
","
","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
											The Oxford Dictionary's
word of 2016 was ""post-truth.""
											And the recognition that we now live
in a post-truth world
											has led to a much needed emphasis
on checking the facts.
											But the punch line of my talk
											is that just checking
the facts is not enough.
											Even if Belle's story were true,
											it would be just as irrelevant.
											Why?
									","
											Le mot de l'Oxford Dictionary
pour 2016 était « post-vérité ».
											La reconnaissance du fait que nous vivons
dans un monde post-vérité
											a mené à une insistance nécessaire
sur la vérification des faits.
											Mais ma phrase clé
											est que vérifier les faits ne suffit pas.
											Même si l'histoire de Belle était vraie,
											elle ne serait toujours pas pertinente.
											Pourquoi ?
									","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
","
","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
"
											Well, let's look at one of the most
fundamental techniques in statistics.
											It's called Bayesian inference.
											And the very simple version is this:
											We care about ""does the data
support the theory?""
											Does the data increase our belief
that the theory is true?
											But instead, we end up asking,
""Is the data consistent with the theory?""
											But being consistent with the theory
											does not mean that the data
supports the theory.
											Why?
											Because of a crucial
but forgotten third term —
											the data could also be consistent
with rival theories.
											But due to confirmation bias,
we never consider the rival theories,
											because we're so protective
of our own pet theory.
									","
											Considérons l'une des techniques
statistiques les plus fondamentales :
											l'inférence bayésienne.
											Une version très simple est :
											ce qui nous importe c'est : « Les données
appuient-elles la théorie ? »
											Les données renforcent-elles
notre croyance que la théorie est vraie ?
											Au lieu de cela, nous demandons :
											« Les données sont-elles
cohérentes avec la théorie ? »
											Mais qu'elles soient
cohérentes avec la théorie
											ne signifie pas que les données
appuient la théorie.
											Pourquoi ?
											A cause d'un troisième terme
crucial mais oublié —
											les données pourraient être cohérentes
avec des théories rivales.
											Mais du fait du biais de confirmation,
											nous ne considérons jamais
les théories rivales
											car nous sommes si protecteurs
envers notre théorie préférée.
									","What to trust in a ""post-truth"" world",Alex Edmans,17:47,"politics,TEDx,social media,personal growth,society,data,trust,statistics,science,journalism,psychology"
