en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
											Roy Price is a man that most of you
have probably never heard about,
											even though he may have been responsible
											for 22 somewhat mediocre 
minutes of your life on April 19, 2013.
											He may have also been responsible
for 22 very entertaining minutes,
											but not very many of you.
											And all of that goes back to a decision
											that Roy had to make
about three years ago.
									","
											Roy Price é um homem do qual 
provavelmente nunca ouviram falar,
											ainda que ele tenha sido responsável
											por uns 22 minutos algo medíocres 
da nossa vida, a 19 de Abril de 2013.
											Pode ter sido também responsável
por 22 minutos muito agradáveis,
											mas não para muitos de vocês.
											E tudo isso remonta a uma decisão
											que Roy teve de fazer 
há cerca de três anos.
									","
											Roy Price est un homme que la plupart 
d'entre vous ne connaissent sûrement pas,
											même s'il est peut-être responsable
											de 22 minutes quelque peu médiocres
que vous avez vécues le 19 avril 2013.
											Il a pu être responsable
de 22 minutes divertissantes,
											mais pas pour beaucoup d'entre vous.
											Cela est lié à une décision
											que Roy a prise, il y a trois ans de ça.
									","
											Von Roy Price haben
die meisten noch nie gehört,
											obwohl er wahrscheinlich
											für 22 mittelmäßige Minuten Ihres Lebens
am 19. April 2013 verantwortlich ist.
											Wahrscheinlich auch für
22 sehr unterhaltsame Minuten,
											aber nicht für sehr viele von Ihnen.
											Das geht auf die Entscheidung zurück,
											die Roy vor drei Jahren traf.
									",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
","
","
","
",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
											So you see, Roy Price
is a senior executive with Amazon Studios.
											That's the TV production
company of Amazon.
											He's 47 years old, slim, spiky hair,
											describes himself on Twitter
as ""movies, TV, technology, tacos.""
											And Roy Price has a very responsible job,
because it's his responsibility
											to pick the shows, the original content
that Amazon is going to make.
											And of course that's
a highly competitive space.
											I mean, there are so many
TV shows already out there,
											that Roy can't just choose any show.
											He has to find shows
that are really, really great.
											So in other words, he has to find shows
											that are on the very right end
of this curve here.
									","
											Pois vejam, Roy Price
é um executivo sénior na Amazon Studios.
											É a empresa de produção televisiva
da Amazon.
											Tem 47 anos, é esbelto,
com o cabelo espetado,
											descreve-se no Twitter como
""filmes, TV, tecnologia, tacos.""
											Roy Price tem um trabalho importante,
porque é da sua responsabilidade
											escolher programas, o conteúdo original 
que a Amazon vai fazer.
											Claro que esse é um espaço
muito competitivo.
											Quero dizer, há tantos 
programas televisivos já lançados,
											que Roy não pode escolher 
qualquer programa.
											Tem que encontrar programas
que sejam mesmo, mesmo bons.
											Por outras palavras,
tem que encontrar programas
											que estejam do lado direito
desta curva aqui.
									","
											Vous voyez, Roy Price est 
cadre supérieur à Amazon Studios,
											la compagnie de production
de télévision d'Amazon.
											C'est un homme mince de 47 ans 
avec des cheveux en bataille,
											qui a écrit sur Twitter pour se décrire
« films, télé, technologie, tacos ».
											Et Roy Price joue un rôle important,
parce que c'est à lui
											de choisir les séries, 
le contenu original créé par Amazon.
											Et, évidemment, 
c'est un domaine très compétitif.
											Vu qu'il existe déjà 
tellement de séries télés,
											Roy ne peut pas choisir
n'importe quelle série.
											Il doit trouver des séries 
vraiment, vraiment exceptionnelles.
											Autrement dit, il doit trouver des séries
											sur l'extrême droite de cette courbe.
									","
											Roy Price ist leitender Angestellter
bei Amazon Studios,
											der TV-Produktionsfirma von Amazon.
											Er ist 47 Jahre alt, schlank,
hat eine Igelfrisur
											und beschreibt sich auf Twitter
als ""Filme, TV, Technik, Tacos"".
											Roy hat einen sehr wichtigen Job,
weil er dafür verantwortlich ist,
											die Shows und den Inhalt auszusuchen,
den Amazon produzieren wird.
											Natürlich ist das eine
sehr hart umkämpfte Branche.
											Es gibt schon so viele TV-Serien,
											dass Roy nicht irgendeine auswählen kann.
											Er muss Shows finden,
die sehr, sehr gut sind.
											In anderen Worten, er muss Shows finden,
											die sich ganz rechts
auf dieser Kurve befinden.
									",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
","
","
","
",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
											So this curve here
is the rating distribution
											of about 2,500 TV shows
on the website IMDB,
											and the rating goes from one to 10,
											and the height here shows you
how many shows get that rating.
											So if your show gets a rating
of nine points or higher, that's a winner.
											Then you have a top two percent show.
											That's shows like ""Breaking Bad,""
""Game of Thrones,"" ""The Wire,""
											so all of these shows that are addictive,
											whereafter you've watched a season,
your brain is basically like,
											""Where can I get more of these episodes?""
											That kind of show.
											On the left side, just for clarity,
here on that end,
											you have a show called
""Toddlers and Tiaras"" —
									","
											Esta curva aqui
é a distribuição de avaliações
											de cerca de 2500 programas de TV,
no site do IMDb.
											Essas avaliações vão de 1 a 10.
											Esta altura aqui mostra quantos 
programas obtêm essa avaliação.
											Se o programa tem uma avaliação
de 9 pontos ou superior, é um vencedor.
											Assim temos 2% de programas de topo.
											São programas como o ""Breaking Bad"",
""Game of Thrones"", ""The Wire"",
											todos esses programas que são viciantes,
											em que, depois de se ter visto uma série,
o cérebro fica assim como:
											""Onde posso obter mais
destes episódios?""
											Esse tipo de programas.
											No lado esquerdo, só para clarificar,
tem-se, por outro lado,
											um programa chamado 
""Toddlers and Tiaras""...
									","
											Cette courbe représente
la distribution des notes
											attribuées à 2 500 séries télés
sur le site IMDB,
											ces notes allant de 1 à 10,
											et l'ordonnée montre combien 
de séries obtiennent cette note.
											Donc, si votre série obtient une note
de neuf points ou plus, ça cartonne.
											Elle est meilleure que 98 %
des autres.
											Ce sont des séries comme
											« Breaking Bad »,
« Game of Thrones », « Sur écoute »,
											des séries auxquelles on devient accro,
											où après avoir regardé une saison,
votre cerveau vous dit :
											« Il me faut plus d'épisodes ! »
											Ce genre d'émission.
											Pour être clair, 
du côté gauche,
											on retrouve une émission
appelé « Toddlers &amp; Tiaras » ;
									","
											Diese Kurve ist die Bewertungsverteilung
											von über 2500 TV-Serien
auf der Website IMDB.
											Die Bewertung geht von 1 bis 10
											und die Höhe zeigt, wie viele Shows
diese Bewertung erhalten.
											Wird Ihre Show mit neun und
höher bewertet, ist diese ein Gewinner.
											Dann hat man eine erfolgreiche Show.
											Das sind Shows wie ""Breaking Bad"",
""Game of Thrones"", ""The Wire"" —
											all die Shows, die süchtig machen,
											wo, nachdem man eine Staffel
geschaut hat, Ihr Gehirn fragt:
											""Wo gibt es mehr von diesen Episoden?""
											Diese Art von Show.
											Auf der linken Seite, hier an diesem Ende,
											sind Shows wie ""Toddlers and Tiaras"" —
									",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
","
","
","
",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Lachen)
									",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
","
","
","
",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
"
											— which should tell you enough
											about what's going on
on that end of the curve.
									","
											... que deve dizer o suficiente
											sobre o que se passa neste lado da curva.
									","
											ce qui illustre bien
											ce à quoi on a affaire
de ce côté de la courbe.
									","
											— das sollte Ihnen genug sagen,
											was an diesem Ende der Kurve abgeht.
									",How to use data to make a hit TV show,Sebastian Wernicke,12:25,"TEDx,algorithm,brain,decision-making,intelligence,media,data,technology,television"
