en,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
											Curiosity:
											a blessing, or a curse?
											The paradoxical nature of this trait
											was personified for the ancient Greeks
											in the mythical figure of Pandora.
											According to legend,
											she was the first mortal woman,
											whose blazing curiosity set a chain 
of earth-shattering events in motion.
									","
											Merak:
											Bir lütuf mu lanet mi?
											Bu özelliğin paradoksal doğası
											antik Yunanlılar tarafından
											Pandora miti olarak kişiselleştirildi.
											Efsaneye göre o,
											merakının alevi dünyayı sarsacak
											bir dizi olayı başlatan 
ilk ölümlü kadındı.
									","
											Curiosidade:
											uma bênção, ou uma maldição?
											A índole contraditória
desta característica
											foi personificada pelos antigos gregos
											na mítica figura de Pandora.
											Segundo a lenda, ela foi
a primeira mulher mortal,
											cuja ardente curiosidade desencadeou
uma cadeia de eventos perturbadores.
									","
											La curiosité :
											bénédiction ou malédiction ?
											La nature paradoxale de ce trait
											a été personnifiée pour les Grecs anciens
											dans la figure mythique de Pandore.
											Selon la légende,
											elle fut la première femme mortelle
											dont la curiosité enflammée a déclenché
une chaîne d'événements catastrophiques.
									",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
","
","
","
",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
											Pandora was breathed into being 
by Hephaestus, God of fire,
											who enlisted the help of his divine 
companions to make her extraordinary.
											From Aphrodite she received the capacity 
for deep emotion;
											from Hermes she gained 
mastery over language.
											Athena gave the gift of fine craftsmanship
and attention to detail,
											and Hermes gave her her name.
									","
											Pandora, onu olağanüstü kılmak için
ilahi arkadaşlarının yardımına başvuran
											ateş tanrısı Hephaestus'un 
nefesiyle can buldu.
											Apfrodite'den yoğun duygu 
kabiliyetine erişti,
											Hermes'ten diller üzerinde ustalık edindi.
											Athena zanaatkarlık 
ve detaya titizliği hediye etti,
											Hermes ise ona adını verdi.
									","
											Hefesto, o deus do fogo, criou Pandora
insuflando-lhe vida
											e pediu ajuda aos deuses seus companheiros
para a tornar extraordinária.
											De Afrodite, recebeu a capacidade
de experimentar emoções profundas.
											De Hermes, ganhou o domínio da fala.
											Atena deu o dom do artesanato requintado
e a atenção aos detalhes,
											e Hermes deu-lhe o nome.
									","
											Héphaïstos, dieu du feu,
a inspiré Pandore,
											a demandé l'aide de ses divins compagnons
pour la rendre extraordinaire.
											Elle reçut d'Aphrodite
la capacité d'émotion profonde ;
											d'Hermès, la maîtrise du langage.
											Athéna lui a donné
l'ingéniosité et la sophistication,
											et Hermès lui donna son nom.
									",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
","
","
","
",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
											Finally, Zeus bestowed 
two gifts on Pandora.
											The first was the trait of curiosity,
											which settled in her spirit and sent 
her eagerly out into the world.
											The second was a heavy box, ornately 
curved, heavy to hold –
											and screwed tightly shut.
											But the contents, Zeus told her, 
were not for mortal eyes.
											She was not to open the box 
under any circumstance.
									","
											Son olarak Zeus, 
Pandora'ya iki hediye bahşetti.
											İlki merak özelliğiydi;
											ruhuna yerleşip onu 
hevesle dünyaya gönderdi.
											İkincisi ise ağır mı ağır, 
süslü bir şekilde oyulmuş
											ve sıkıca kapatılmış bir kutuydu.
											Ama Zeus'un söylediğine göre, 
içeriği ölümlü gözlere uygun değildi.
											Ne olursa olsun, o kutuyu açmamalıydı.
									","
											Finalmente, Zeus concedeu
a Pandora dois presentes.
											O primeiro foi o atributo da curiosidade,
											que se enraizou no seu espírito
e a enviou impaciente para o mundo.
											O segundo foi uma caixa pesada,
com ornatos sinuosos, muito pesada
											e muito bem aparafusada.
											Mas o conteúdo, disse-lhe Zeus,
não era para os olhos dos mortais.
											Ela não devia abrir a caixa
sob nenhuma circunstância.
									","
											Enfin, Zeus offrit deux cadeaux à Pandore.
											Le premier était le trait de curiosité,
											qui s'est installé dans son esprit et
lui a donné le désir d'explorer le monde.
											La seconde était une lourde boîte,
richement décorée, lourde à tenir –
											et bien fermée.
											Mais le contenu, lui dit Zeus,
n'était pas pour des yeux mortels.
											Elle ne devait en aucun cas
ouvrir la boîte.
									",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
","
","
","
",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
											On earth, Pandora met and fell in love 
with Epimetheus, a talented titan
											who had been given the task 
of designing the natural world by Zeus.
											He had worked alongside 
his brother Prometheus,
											who created the first humans
											but was eternally punished 
for giving them fire.
											Epimetheus missed his brother desperately,
											but in Pandora he found another 
fiery-hearted soul for companionship.
									","
											Pandora dünyada, Zeus tarafından
doğal yaşamı tasarlamakla görevlendirilen
											yetenekli titan 
Epimetheus ile tanışıp aşık oldu.
											İlk insanları yaratan
											ama onlara ateşi verdiği için 
sonsuza dek cezalandırılan,
											kardeşi Prometheus'un yanında çalışıyordu.
											Epimetheus kardeşini deli gibi özlüyordu
											ama Pandora ile, arkadaşlık için 
başka bir tutkulu ruh bulmuştu.
									","
											Na Terra, Pandora conheceu e apaixonou-se
por Epimeteu, um titã talentoso
											que foi encarregado por Zeus
de projetar o mundo natural.
											Trabalhara em conjunto
com o seu irmão Prometeu,
											que criara os primeiros seres humanos
											mas foi eternamente castigado
por lhes ter dado o fogo.
											Epimeteu teve imensas
saudades do seu irmão,
											mas encontrou em Pandora a companhia
de outra alma do coração ardente.
									","
											Sur Terre, Pandore a rencontré et
est tombée amoureuse d’Epiméthée,
											un titan doué à qui Zeus avait confié
la tâche de former le monde naturel.
											Il avait travaillé aux côtés
de son frère Prométhée,
											qui a créé les premiers humains
											mais a été puni éternellement
pour leur avoir donné le feu.
											Son frère manquait
désespérément à Epiméthée,
											mais avec Pandore, il trouva une autre
âme ardente pour lui tenir compagnie.
									",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
","
","
","
",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
"
											Pandora brimmed with excitement 
at life on earth.
											She was also easily distracted 
and could be impatient,
											given her thirst for knowledge and desire
to question her surroundings.
											Often, her mind wandered to the contents 
of the sealed box.
											What treasure was so great it could never 
be seen by human eyes,
											and why was it in her care?
											Her fingers itched to pry it open.
											Sometimes she was convinced 
she heard voices whispering
											and the contents rattling around inside,
											as if straining to be free.
											Its enigma became maddening.
									","
											Pandora dünyadaki yaşam için heyecanlıydı.
											Ayrıca bilgiye olan açlığı 
ve çevresini sorgulama tutkusundan dolayı
											kolayca dikkati dağılabilir 
ve sabırsızlaşabilirdi.
											Aklı sıkça mühürlü 
kutunun içeriğine giderdi.
											Hangi hazine insan gözüyle 
görülemeyecek kadar muhteşem olabilirdi,
											ve neden ona emanet edilmişti?
											Parmakları onu açmak için can atıyordu.
											Bazen fısıltı sesleri duyduğuna
											ve içindekilerin 
dışarı çıkmaya çalışır gibi
											tıkırdadğına ikna oluyordu.
											Bu gizem çıldırtıcı bir hal aldı.
									","
											Pandora transbordava de emoção
com a vida na Terra.
											Também se distraía facilmente,
e podia ser impaciente,
											dada a sua sede de conhecimento
e o seu desejo de investigar os arredores.
											Muitas vezes imaginava
o que podia estar contido na caixa.
											Que tesouro era tão grande que não podia
ser visto por olhos humanos,
											e porque é que estava entregue
aos seus cuidados?
											Sentia um formigueiro
nos dedos para abri-la.
											Por vezes, convencia-se
que ouvia vozes a murmurar
											e o conteúdo a chocalhar lá dentro,
											como se estivesse a esforçar-se para sair.
											Aquele enigma tornou-se exasperante.
									","
											Pandore regorgeait d'excitation
à la vie sur Terre.
											Elle était aussi facilement distraite
et pouvait être impatiente,
											Elle avait soif de connaissances
et le désir de tout découvrir.
											Souvent, son esprit revenait
au contenu de la boîte scellée.
											Quel trésor était si grand qu'il ne
pouvait pas être vu par des humains ?
											Pourquoi était-il sous sa responsabilité ?
											L'envie de l'ouvrir la démangeait.
											Parfois, elle était convaincue
d’entendre des voix qui chuchotaient
											et de sentir le contenu trembler,
											comme s’il se démenait pour être libre.
											Cette énigme devenait exaspérante.
									",The myth of Pandora's box,Iseult Gillespie,3:49,"animation,history,TED-Ed,ancient world"
