en,tr,de,pt,title,speaker,duration,tags
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Video) Hyowon Gweon: See this?
(Ball squeaks)
											Did you see that?
(Ball squeaks)
											Cool.
											See this one?
											(Ball squeaks)
											Wow.
									","
											(Video) Hyowon Gweon: Bunu görüyor musun?
(Top ses çıkarıyor)
											Gördün mü?
(Top ses çıkarıyor)
											Çok güzel.
											Bunu görüyor musun?
											(Top ses çıkarıyor)
											Vay be.
									","
											(Video) Hyowon Gweon: Siehst du das?
(Der Ball quietscht)
											Hast du das gesehen?
(Der Ball quietscht.)
											Cool.
											Siehst du den hier?
											(Der Ball quietscht.)
											Wow.
									","
											Hyowon Gweon: Vês isto?
											(Bola chia)
											Viste?
											(Bola chia)
											Fixe.
											Vês esta?
											(Bola chia)
											Uau.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											Laura Schulz: Told you. (Laughs)
									","
											Laura Schulz: Dedim size. (Gülüşmeler)
									","
											Laura Schulz: Das meinte ich. (Lacht)
									","
											Laura Schulz: Eu não disse?
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Video) HG: See this one?
(Ball squeaks)
											Hey Clara, this one's for you.
You can go ahead and play.
											(Laughter)
									","
											(Video) HG: Bunu görüyor musun?
(Top ses çıkarıyor)
											Bak Clara, bu sana.
Alıp oynayabilirsin.
											(Gülüşmeler)
									","
											(Video) HG: Siehst du das?
(Der Ball quietscht.)
											Hey Clara, der hier ist für dich.
Damit kannst du spielen.
											(Gelächter)
									","
											HG: Estás a ver esta?
											(Bola chia)
											Ei, Clara, esta é para ti.
Podes brincar, se quiseres.
											(Risos)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											LS: I don't even have to talk, right?
											All right, it's nice that babies
will generalize properties
											of blue balls to yellow balls,
											and it's impressive that babies
can learn from imitating us,
											but we've known those things about babies
for a very long time.
											The really interesting question
											is what happens when we show babies
exactly the same thing,
											and we can ensure it's exactly the same
because we have a secret compartment
											and we actually pull the balls from there,
											but this time, all we change
is the apparent population
											from which that evidence was drawn.
											This time, we're going to show babies
three blue balls
											pulled out of a box
of mostly yellow balls,
											and guess what?
											You [probably won't] randomly draw
three blue balls in a row
											out of a box of mostly yellow balls.
											That is not plausibly
randomly sampled evidence.
											That evidence suggests that maybe Hyowon
was deliberately sampling the blue balls.
											Maybe there's something special
about the blue balls.
											Maybe only the blue balls squeak.
											Let's see what the baby does.
									","
											LS: Konuşmama bile gerek yok, değil mi?
											Pekâlâ, bebeklerin mavi topların
özelliklerini sarı toplara
											genellemesi güzel
											ve bizi taklit ederek
öğrenebilmeleri etkileyici
											fakat bebeklerle ilgili olarak
bunları uzun süredir biliyoruz.
											Gerçekten ilginç olan soru şu:
											bebeklere tam olarak
aynı şeyi gösterirsek ne olur?
											Birebir aynı olduğuna emin olabiliriz,
çünkü gizli bir bölmemiz var
											ve aslında topları oradan çekiyoruz,
											ancak bu sefer, değiştirdiğimiz
tek şey bulgunun çekildiği
											görünürdeki ana kitlenin kendisi.
											Bu sefer, bebeklere üç mavi topu
											çoğunlukla sarı topların olduğu
kutudan çekerek göstereceğiz
											ve bilin bakalım ne olacak?
											Çoğunluğun sarı toplar olduğu
kutudan art arda üç mavi topu
											[muhtemelen] çekemezsiniz.
											Böyle bir şey muhtemelen
rastgele örnekli bulgu olmaz.
											Böyle bir bulgu, Hyowon'un kasıtlı olarak
mavi topları çektiği izlenimini verebilir.
											Belki toplarla ilgili özel bir şey var.
											Belki yalnızca mavi toplar ses çıkarıyor.
											Bakalım bebek ne yapıyor.
									","
											Laura Schulz: Das ist deutlich, oder?
											Es ist super, dass Babys 
Eigenschaften blauer Bälle
											auf gelbe Bälle übertragen,
											und beeindruckend, dass sie 
davon lernen, uns nachzuahmen.
											Dies wissen wir aber schon seit langem.
											Die wirklich interessante Frage ist,
											was passiert, wenn wir Babys 
genau dasselbe zeigen
											und es auch genau dasselbe ist,
da wir ein Geheimfach haben,
											aus dem wir die Bälle 
tatsächlich herausnehmen.
											Dieses Mal ändern wir nur 
die Grundgesamtheit,
											aus dem der Beweis stammt.
											Dieses Mal werden wir den Babys 
drei blaue Bälle zeigen,
											die aus einer Box mit mehrheitlich
gelben Bällen gezogen werden.
											Raten Sie mal, was passiert?
											Sie werden höchstwahrscheinlich 
keine 3 blauen Bälle hintereinander
											aus einer Box mit
überwiegend gelben ziehen.
											Das wäre also keine zufällige Stichprobe.
											Diese Stichprobe würde unterstellen, dass 
Hyowon absichtlich blaue Bälle zieht.
											Vielleicht sind die blauen Bälle
ja etwas Besonderes.
											Vielleicht quietschen
nur die blauen Bälle.
											Schauen wir uns an, was das Baby macht.
									","
											LS: Nem preciso dizer nada, certo?
											Tudo bem, é bom que os bebés
generalizem as propriedades
											das bolas azuis para as amarelas.
											É impressionante que os bebés
aprendam por imitação,
											mas já sabemos estas coisas 
sobre bebés há muito tempo.
											A questão mais interessante
											é o que acontece quando mostramos
exatamente a mesma coisa,
											e podemos garantir que é a mesma coisa
pois temos um compartimento secreto
											e tiramos as bolas de lá.
											Mas, desta vez, vamos mudar
a população aparente
											a partir da qual foram obtidas as evidências .
											Desta vez, vamos mostrar
aos bebés três bolas azuis
											tiradas de uma caixa com 
a maioria de bolas amarelas,
											e adivinhem?
											Não é provável tirarmos
três bolas azuis de seguida
											de uma caixa com a maioria 
de bolas amarelas.
											Isto não é uma prova
de uma amostra aleatória plausível.
											Estas evidências indicam
											que Hyowon escolheu
as bolas azuis, de propósito.
											Talvez haja algo especial 
nas bolas azuis.
											Talvez apenas as bolas azuis chiem.
											Vamos ver o que o bebé faz.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Video) HG: See this?
(Ball squeaks)
											See this toy?
(Ball squeaks)
											Oh, that was cool. See?
(Ball squeaks)
											Now this one's for you to play.
You can go ahead and play.
									","
											(Video) HG: Bunu görüyor musun?
(Top ses çıkarıyor)
											Bu oyuncağı görüyor musun?
(Top ses çıkarıyor)
											Aman da ne güzel. Gördün mü?
(Top ses çıkarıyor)
											Bak bu da senin için.
Alıp oynayabilirsin.
									","
											(Video) HG: Siehst du das?
(Der Ball quietscht.)
											Siehst du das Spielzeug?
(Der Ball quietscht.)
											Oh, das war cool. Siehst du?
(Der Ball quietscht.)
											Der hier ist für dich zum Spielen.
Damit kannst du spielen.
									","
											(Vídeo) HG: Vês isto?
											(Bola chia)
											Vês este brinquedo?
											(Bola chia)
											Oh, isto foi fixe! Vês?
											(Bola chia)
											Agora, esta é para tu brincares.
Podes brincar se quiser.
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
											(Fussing)
(Laughter)
									","
											(Mızıldanıyor)
(Gülüşmeler)
									","
											(Gejammer) (Gelächter)
									","
											(Balbucios)
									",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
"
","
","
","
",The surprisingly logical minds of babies,Laura Schulz,20:18,"brain,children,cognitive science,mind,science,youth,physiology,behavioral economics,education,data"
