en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
											The villainous Dr. Schrödinger 
has developed a growth ray
											and intends to create 
an army of giant cats
											to terrorize the city.
											Your team of secret agents
											has tracked him 
to his underground lab.
											You burst in to find… that it’s a trap!
									","
											El malvado Dr. Schrödinger 
ha desarrollado un rayo de crecimiento
											e intenta crear un ejército
de gatos gigantes
											para aterrorizar la ciudad.
											Tu equipo de agentes secretos
											lo ha rastreado hasta 
su laboratorio subterráneo.
											Irrumpieron para encontrar...
¡qué es una trampa!
									","
											O malvado Dr. Schrödinger 
desenvolveu um raio de crescimento
											e tenciona criar um exército
de gatos gigantes
											para aterrorizarem a cidade.
											A tua equipa de agentes secretos
descobriu o seu laboratório subterrâneo.
											Entras lá de surpresa e descobres... 
que é uma armadilha!
									","
											Le maléfique Dr Schrödinger
a développé un rayon de croissance
											avec l'intention de créer
une armée de chats géants
											pour terroriser la ville.
											Votre équipe d'agents secrets
											l'a suivi jusqu'à 
son laboratoire souterrain.
											Vous faites irruption pour constater
que.... c'est un piège !
									",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
","
","
","
",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
											Dr. Schrödinger has slipped 
into the next room to activate his device
											and disabled the control
panel on the way out.
									","
											El Dr. Schrödinger escapó a otra 
habitación para activar el dispositivo
											e inhabilitó el panel de control
en su escape.
									","
											O Dr. Schrödinger esgueirou-se
para a sala ao lado para ativar o aparelho
											e avariou o painel de controlo
da saída para o exterior.
									","
											Le Dr Schrödinger a filé dans 
la pièce voisine pour activer son appareil
											et a désactivé le panneau
de contrôle en sortant.
									",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
","
","
","
",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
											Fortunately, your teammates are 
masters of spy-craft.
											Agent Delta has hacked 
into the control panel
											and managed to reactivate 
some of its functionality.
											Meanwhile, Agent Epsilon has
searched through surveillance
											to find the code for the door:
											2,
											10,
											14.
									","
											Por suerte, tus compañeros 
son expertos espías.
											El Agente Delta ha hackeado
el panel de control
											y conseguido reactivar 
parte de sus funciones.
											Mientras tanto, el Agente Épsilon
ha buscado en el sistema de vigilancia
											para encontrar el código de la puerta:
											2,
											10,
											14.
									","
											Felizmente, os teus colegas
são mestres de espionagem.
											O agente Delta entrou
no painel de controlo
											e conseguiu reativar
algumas das suas funções.
											Entretanto, o agente Epsilon
investigou a segurança
											e encontrou o código para a porta:
											2 - 10 - 14
									","
											Heureusement, vos coéquipiers sont
des maîtres de l'espionnage.
											L'agent Delta a piraté
le panneau de contrôle
											et a réussi à réactiver
certaines de ses fonctionnalités.
											Pendant ce temps, l'agent Epsilon a
recherché dans le système de surveillance
											le code de la porte :
											2,
											10,
											14.
									",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
","
","
","
",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
											All you have to do is enter those numbers 
and you’ll be free.
											But there’s a problem.
											The control panel has only three buttons:
											one which adds 5 to the display number,
											one which adds 7,
											and one which takes the square root.
											You need to make the display output
the numbers
											2, 10, and 14, 
in that order.
											It’s okay if it outputs different 
numbers in between,
											but there’s no way to reset the display,
											so once you get to 2,
											you’ll have to continue 
on to 10 and 14 from there.
									","
											Todo lo que tienes que hacer es
introducir estos números y serás libre.
											Pero hay un problema.
											El panel de control tiene solo 3 botones:
											uno que suma 5 al número de la pantalla,
											uno que suma 7,
											y otro que toma la raíz cuadrada.
											Tienes que hacer que la pantalla
muestre los números
											2,10 y 14 en ese orden.
											Está bien si salen 
diferentes números en medio,
											pero no hay forma de
reiniciar la pantalla,
											así que una vez que consigas el 2
											tendrás que continuar
hacia el 10 y el 14 desde allí.
									","
											Só precisas de introduzir
esses números e ficas livre.
											Mas há um problema.
											O painel de controlo só tem três botões:
											um que acrescenta 5
ao número do mostrador,
											outro que acrescenta 7
											e ouro que tira a raiz quadrada.
											Precisas que o mostrador
exiba os números
											2, 10 e 14, por esta ordem.
											Não há problema se aparecerem
números diferentes, entre eles,
											mas não há hipótese
de reiniciar o mostrador.
											Assim, depois de obter o 2,
											tens que continuar até 10
e, depois, até 14.
									","
											Il vous suffit d'encoder
ces chiffres pour vous libérer.
											Mais il y a un os.
											Il n'y a que trois boutons
sur le panneau de contrôle :
											un qui additionne 5
au chiffre affiché sur l'écran,
											un qui additionne 7
											et un qui calcule la racine carrée.
											Vous devez faire en sorte
que l'écran affiche les nombres
											2, 10 et 14 dans cet ordre précis.
											Vous pouvez afficher des chiffres
différents entre les coups
											mais vous ne pouvez
pas annuler l'opération.
											Dès que vous aurez obtenu 2,
											vous devrez continuer avec le 10 et le 14.
									",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
","
","
","
",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
"
											Not only that, Agent Delta explains
											that there are other traps 
built into the panel.
											If it ever shows the same number 
more than once,
											a number greater than 60,
											or a non-whole number,
											the room will explode.
									","
											No solo eso, el Agente Delta explica
											que hay otras trampas 
construidas dentro del panel.
											Si muestra el mismo número
más de una vez,
											un número mayor que 60,
											o un número no entero,
											la habitación explotará.
									","
											Mas não é só isso,
explica o agente Delta,
											também há outras armadilhas
inseridas no painel.
											Se aparecer o mesmo número
mais do que uma vez,
											ou um número superior a 60
											ou um número não inteiro,
											a sala explode.
									","
											Agent Delta vous explique
qu'en plus de ça,
											il y a d'autres pièges dans le panneau.
											Si le même chiffre apparaît
plus d'une fois,
											ou un chiffre plus grand que 60,
											ou un nombre non entier,
											la salle explosera.
									",Can you solve the giant cat army riddle?,Dan Finkel,4:44,"math,TED-Ed"
