en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
											(Interpreter voice-over) Hello, everyone.
My name is Keith Nolan.
											I’m a cadet private.
											My talk today is on the topic
of the military.
											How many of you out there thought
you’d ever like to join the military?
											I see a number of you nodding.
											And I thought the same thing
ever since I was young.
									","
											(Voz fuera de pantalla de la intérprete)
Hola a todos, mi nombre es Keith Nolan.
											Soy cadete.
											Mi charla hoy es sobre el tema 
de las fuerzas armadas.
											¿Cuántos de Uds. pensaron
en unirse al ejército?
											Veo a algunos asintiendo.
											Yo pensé lo mismo 
desde que era joven.
									","
											(voix off de l'interprète)
Bonjour à tous. Je m'appelle Keith Nolan.
											Je suis aspirant dans l'armée.
											Ma présentation porte sur l'armée.
											Combien parmi vous ont déjà envisagé
de rejoindre les rangs ?
											J'en vois un certain nombre acquiescer.
											Je suis dans le même cas
depuis que je suis enfant.
									","
											(Voz de intérprete): Olá a todos.
Chamo-me Keith Nolan.
											Eu sou cadete.
											A minha palestra é sobre o tópico
das forças armadas.
											Quem aqui pensou em alistar-se
nas forças armadas?
											Estou a ver alguns a dizer que sim.
											Eu pensava o mesmo desde pequeno.
									","
											(Tercüman seslendirmesi) Herkese merhaba.
Benim adım Keith Nolan.
											Harp okulu öğrencisiyim.
											Bugün, askeriyeye dair konuşacağım.
											İçinizde hiç orduya katılmayı
düşünmüş olanlar var mı?
											Baş sallayarak evet diyenleri görüyorum.
											Küçüklüğümden beri 
ben de aynı şeyi düşünüyordum.
									",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
","
","
","
","
",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
											Growing up, I’d always wanted
to join the military.
											I loved military history
											and I’ve read a great deal on the subject.
											Also, I have various family members,
such as my grandfather and great uncle,
											who fought in World War II.
											And like them, I wanted the same thing:
to serve my country.
											So the question is: Can I?
											No, I can’t.
											Why? Simply because I’m deaf.
											Regardless of that fact, I still had
that longing to join the military.
									","
											Al crecer, siempre quise
entrar al ejército.
											Amo la historia militar
											y he leído un montón sobre el tema.
											Además, varios miembros de mi familia, 
como mi abuelo y mi tío abuelo,
											lucharon en la II Guerra Mundial.
											Y como ellos, yo quería una cosa:
servir a mi país.
											La cuestión es: ¿Puedo?
											No, no puedo.
											¿Por qué? Simplemente porque soy sordo.
											Independientemente de eso, 
aún quería entrar al ejército.
									","
											Enfant, j'ai toujours voulu
rejoindre l'armée
											J'adore l'histoire militaire
et j'ai beaucoup lu sur le sujet.
											Plusieurs membres de ma famille ont
combattu durant la seconde guerre mondiale
											comme mon grand-père
et mon grands-oncle.
											Et comme eux,
je voulais aussi servir mon pays.
											En ai-je la possibilité ?
											Non.
											Pourquoi ?
Parce que je suis sourd. C'est tout.
									","
											Em miúdo, sempre quis
alistar-me nas forças armadas.
											Eu adorava a história militar
											e lia muito sobre este tema.
											Também tenho vários familiares,
como o meu avô e um tio avô,
											que lutaram na II Guerra Mundial.
											Como eles, eu queria o mesmo:
servir o meu país.
											O problema era: Posso ser?
											Não, não posso.
											Porquê? Simplesmente porque sou surdo.
											Apesar disso, eu mantinha
o desejo de integrar as forças armadas.
									","
											Büyürken hep orduya katılmak istemiştim.
											Askeri tarihe bayılıyordum
											ve konu hakkında çok fazla okumuştum.
											Ayrıca, ailemin pek çok üyesi,
örneğin büyük babam ve büyük amcam
											II. Dünya Savaşı'ndaydılar.
											Onlar gibi, benim de isteğim aynıydı:
Ülkeme hizmet etmek.
											Sorun şu ki: Edebilir miydim?
											Hayır.
											Zira duyma engelliyim.
											Her şeye rağmen orduya katılmak için
büyük bir istek duyuyordum.
									",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
","
","
","
","
",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
											For example, after I graduated
from high school,
											three months before 9/11 occurred,
											I went to a naval recruiting center
with high hopes of joining the navy.
											I went in and a strapping naval man
stood up and addressed me.
											As he was speaking to me,
it was impossible for me to read his lips,
											so I said, “I'm sorry, I’m deaf.”
											He tore off a little piece of paper
and wrote down three words:
											“Bad ear. Disqual.”
											He didn't even fully
spell out ""Disqualified,""
											just: “Bad ear. Disqual.”
											So I went on my way.
											I tried various locations a number
of different times, trying to join,
											but over and over again,
I got the same response:
											“Sorry, you’re deaf. We can’t accept you.”
									","
											Por ejemplo, tras graduarme del instituto,
											tres meses antes del 11S
											fui a un centro de reclutamiento naval 
con grandes esperanzas de entrar.
											Fui y un marino robusto se
levantó y se dirigió hacia mí.
											Mientras me hablaba,
me fue imposible leer sus labios,
											así que dije: ""Lo siento, soy sordo"".
											Él arrancó un trozo de papel
y escribió tres palabras:
											""Mal oído. Descal"".
											Ni siquiera terminó de
deletrear ""Descalificado"",
											solo: ""Mal oído. Descal"".
											Así que seguí mi camino.
											Probé en varios sitios, varias veces, 
tratando de entrar,
											pero una y otra vez 
obtenía la misma respuesta:
											""Lo sentimos, Ud. es sordo.
No podemos aceptarlo"".
									","
											Quoi qu'il en soit, j'ai toujours eu
l'envie de m'engager.
											Par exemple, après mon baccalauréat,
											trois mois avant le 11 Septembre,
											je suis allé dans un centre de recrutement
avec le bon espoir de rejoindre la Marine.
											Je suis entré et un colosse de la Navy
s'est dressé devant moi et m'a interpellé.
											Il m'était impossible de lire
sur ses lèvres, et donc je lui ai dit :
											« Désolé, je suis sourd ».
											Il a déchiré un morceau de papier
et a écrit trois mots :
											« Mauvaise ouïe, ref. »
											Il n'a même pas écrit refusé en entier,
juste « Mauvaise ouïe, ref. »
											J'ai essayé plusieurs centres,
plusieurs fois,
											mais c'était encore et toujours
la même réponse :
											« Désolé, vous êtes sourd.
On ne peut pas vous accepter. »
									","
											Por exemplo, depois
de acabar o secundário,
											três meses antes do 11 de setembro,
											fui a um centro de recruta naval
na esperança de entrar para a Marinha.
											Entrei e um marinheiro robusto
levantou-se e dirigiu-me a palavra.
											Enquanto falava comigo,
não consegui ler-lhe nos lábios e disse:
											""Desculpe, eu sou surdo"".
											Ele arrancou um pedaço de papel
e escreveu três palavras.
											""Ouvido mau. Desqualif"".
											Nem sequer escreveu
a palavra completa ""desqualificado"",
											apenas: ""Ouvido mau. Desqualif"".
											Por isso, fui-me embora.
											Tentei vários locais, várias vezes,
tentando entrar.
											Mas, repetidamente,
obtinha a mesma resposta:
											""Lamento, o senhor é surdo.
Não podemos aceitá-lo"".
									","
											Örneğin liseden mezun olduktan sonra
											11 Eylül'den üç ay evvel,
											donanmaya katılma umuduyla
bir askerlik merkezine gittim.
											İçeri girdim, iri yarı bir bahriyeli
ayağa kalkıp bana seslendi.
											Konuştuğu esnada
dudaklarını okumam mümkün olmadı
											dolayısıyla ""Üzgünüm, sağırım."" dedim.
											Ufak bir parça kağıt koparıp
şu üç kelimeyi yazdı:
											""Bozuk kulak. Eleme.""
											""Elenme sebebidir"" yazmaya bile
zahmet etmedi,
											yalnızca ""Bozuk kulak. Eleme.""
											Ben de bildiğimi okudum.
											Farklı merkezlere, birkaç kere başvurdum.
											Ancak cevap her defasında aynıydı:
											""Üzgünüz, sağırsınız. Sizi alamayız.""
									",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
","
","
","
","
",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
											So I shifted gears
and decided to become a teacher.
											I completed a master's in deaf education
and taught for almost two years,
											until this past spring,
when three things occurred
											that changed that course,
											the first of which, while I was teaching
a high school history class.
											I’d lectured on the Mexican-American War.
											The bell had rung,
and I was seated at my desk,
											when one of my students,
who is deaf, approached me
											and said that he’d like
to join the military.
											I said, “Ah, sorry.
You can’t. You're deaf.”
											Then I caught myself.
											It struck me that all along
I had been told no, I can’t,
											and now I was perpetuating
that same message
											to the next generation, to my own student.
											That realization had a large impact
that really resonated with me.
									","
											Así que cambié de rumbo
y decidí volverme profesor.
											Completé un máster en educación para 
sordos y enseñé por casi dos años,
											hasta la primavera pasada,
cuando ocurrieron 3 cosas
											que cambiaron el rumbo,
											la primera, mientras enseñaba
historia en un instituto.
											Había explicado la guerra
entre América y México.
											La campana había sonado,
y estaba en mi escritorio,
											cuando uno de mis estudiantes,
que era sordo, se acercó
											y dijo que le gustaría entrar al ejército.
											Y le dije: ""Lo siento,
no puedes. Eres sordo"".
											Entonces me sorprendí a mí mismo.
											Me sorprendió que todo lo
que me habían dicho era no,
											y ahora perpetuaba
el mismo mensaje
											con la siguiente generación,
con mi propio estudiante.
											Este darme cuenta tuvo un gran 
impacto, e hizo eco en mí.
									","
											J'ai renoncé et j'ai décidé
de devenir enseignant.
											J'ai obtenu un master en
enseignement pour sourds.
											J'ai enseigné durant presque deux ans.
											Mais trois événements ont changé le cours
des choses au printemps dernier.
											Le premier, c'était pendant
que j'enseignais l'histoire en lycée.
											Le cours portait
sur la guerre américano-mexicaine.
											La sonnerie a retenti
et j'étais assis à mon bureau.
											Un de mes élèves sourds est venu me dire
qu'il voulait s'enrôler dans l'armée.
											J'ai dit : « Ah, désolé, tu ne peux pas,
tu es sourd. »
											Et là, ça a fait tilt.
											On m'a toujours dit que non,
je ne pouvais pas,
											et maintenant, je propageais
le même message
											à la génération suivante,
à mon propre élève.
									","
											Então, mudei de rumo
e decidi ser professor.
											Acabei o mestrado em educação de surdos
e ensinei durante quase dois anos
											até que, na primavera passada,
ocorreram três coisas
											que mudaram esse percurso.
											A primeira foi que, quando
estava a ensinar História no secundário,
											fiz uma lição sobre
a guerra mexicano-americana.
											A campainha tocou
e eu continuei sentado à secretária.
											Um dos meus alunos, que era surdo,
aproximou-se de mim
											e disse que gostava
de entrar para o exército.
											Eu disse: ""Lamento. Não podes. És surdo"".
											Depois, pensei no que tinha dito.
											Fiquei chocado porque
toda a vida me tinham dito que não
											e agora eu estava a perpetuar
a mesma mensagem
											à geração seguinte, a um aluno meu.
											Essa perceção teve um grande impacto
que mexeu comigo.
									","
											Alan değiştirip öğretmen olmaya
karar verdim.
											Duyma engelliler eğitimi yüksek lisansını
tamamlayıp 2 yıl kadar öğretmenlik yaptım.
											Ta ki geçen ilkbaharda,
hayatımı değiştirecek
											üç olay gerçekleşene kadar.
											İlkinde, lisede tarih öğretiyordum.
											Meksika-Amerika savaşından bahsetmiştim.
											Zil çaldı, masamda oturuyordum.
											Duyma engelli bir öğrencim yanıma geldi
											ve orduya katılmak istediğini söyledi.
											""Üzgünüm"" dedim, ""Katılamazsın. Sağırsın.""
											Sonra farkına vardım.
											Yıllar boyunca yapamayacağım
kafama öyle kakılmıştı ki
											aynı engeli şimdi öğrencime,

											sonraki nesillere aktarmakta
beis görmüyordum.
											Bu farkındalık öyle etkileyiciydi ki
içimde yer etti.
									",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
","
","
","
","
",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
"
											Now, the second thing that happened,
my friend had just moved to Israel.
											Did you know that in Israel
they accept deaf people into the military?
											How can deaf people be
in the military, right?
											Could this really be true? Come on!
											Well, I went to Israel last summer
to see for myself.
											I interviewed 10 deaf Israeli soldiers,
											all of those video interviews
and questions I’ve compiled,
											and the findings,
I’ll share with you later.
									","
											Lo segundo que pasó fue que
un amigo se acababa de mudar a Israel.
											¿Saben que Israel acepta a
gente sorda en el ejército?
											¿Cómo pueden los sordos
estar en el ejército?
											¿Podría ser verdad? ¡Por favor!
											El verano pasado fui a Israel
para verlo por mí mismo.
											Entrevisté a diez soldados 
israelíes sordos,
											y todas las entrevistas en video,
las preguntas compiladas,
											y los descubrimientos, los
compartiré luego con Uds.
									","
											Le comprendre m'a profondément touché.
											Le second événement,
c'est qu'un ami est parti vivre en Israël.
											Saviez-vous qu'en Israël,
les sourds sont admis dans l'armée ?
											Comment peut-il y avoir
des sourds dans l'armée ?
											Est-ce seulement vrai ?
											Donc l'été dernier, je suis allé en Israël
voir par moi-même.
											J'ai fait des interviews vidéos
de 10 soldats israéliens sourds,
											et j'ai amassé des informations.
									","
											A segunda coisa que aconteceu foi
um amigo meu que tinha ido para Israel.
											Sabiam que em Israel aceitam
pessoas surdas nas forças armadas?
											Como é que um surdo pode ser militar?
											Seria mesmo verdade?
											Fui a Israel no verão passado
para ver por mim mesmo.
											Entrevistei 10 soldados
israelitas surdos.
											Vou mostrar-vos daqui a pouco
os vídeos dessas entrevistas
											as perguntas e as conclusões
a que cheguei.
									","
											İkinci olaya gelince:
Bir arkadaşım İsrail'e taşındı.
											İsrail'de duyma engellilerin askerlik
yapabildiğini biliyor muydunuz?
											Nasıl mümkün olabilir ki, değil mi?
											Gerçekten yapmıyorlardır canım!
											Nasıl olduğunu görmek için
geçen yaz İsrail'e gittim.
											10 duyma engelli askerle konuştum.
											Video mülakatlarını, sorduğum soruları
											ve çıkarımlarımı daha sonra paylaşacağım.
									",Deaf in the military,Keith Nolan,18:38,"TEDx,disability,global issues,military"
