en,es,fr,title,speaker,duration,tags
"
","
","
",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
											Election night 2008
											was a night that tore me in half.
											It was the night that Barack Obama was elected.
											[One hundred and forty-three] 
years after the end of slavery,
											and [43] years after the passage
											of the Voting Rights Act,
											an African-American was elected president.
											Many of us never thought that this was possible
											until the moment that it happened.
											And in many ways, it was the climax
											of the black civil rights movement
											in the United States.
									","
											La noche de las elecciones en el 2008
											fue una noche que me partió por la mitad.
											La noche en que Barack Obama fue elegido.
											143 años 
después del fin de la esclavitud,
											y 43 años después de la aprobación
											de la Ley de Derechos Electorales,
											un afroamericano fue elegido presidente.
											Muchos de nosotros nunca 
pensamos que esto sería posible
											hasta el momento en que ocurrió.
											Y en muchos sentidos, 
fue el punto culminante
											del movimiento negro por
											los derechos civiles en EEUU.
									","
											La nuit des élections de 2008
											m'a déchirée en deux.
											C'était la nuit de l'élection 
de Barack Obama.
											[143] ans après la fin de l'esclavage,
											et [43] ans après le passage
											de la loi sur le droit de vote,
											un afro-américain était élu président.
											Beaucoup d'entre nous n'auraient jamais
pensé que c'était possible
											jusqu'au moment où ça s'est produit.
											C'était en quelque sorte l'apogée
											de la campagne pour 
les droits civils des noirs
											aux États-Unis.
									",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
","
","
",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
											I was in California that night,
											which was ground zero at the time
											for another movement:
											the marriage equality movement.
											Gay marriage was on the ballot
											in the form of Proposition 8,
											and as the election returns started to come in,
											it became clear that the right
											for same sex couples to marry,
											which had recently been granted
by the California courts,
											was going to be taken away.
											So on the same night
											that Barack Obama won his historic presidency,
											the lesbian and gay community suffered
											one of our most painful defeats.
									","
											Yo estaba en California esa noche,
											la zona cero en el momento
											de otro movimiento:
											el movimiento por el matrimonio igualitario.
											El matrimonio gay estaba en la papeleta
											en el formulario de la Proposición 8,
											y a medida que llegaban 
los resultados de las elecciones
											se hizo evidente que el derecho
											de las parejas del mismo sexo 
a contraer matrimonio,
											concedido por los tribunales 
de California,
											iba a anularse.
											En la misma noche
											que Barack Obama ganó 
la histórica presidencia,
											la comunidad gay y lesbiana sufrió
											una de nuestras derrotas más dolorosas.
									","
											Cette nuit-là, j'étais en Californie,
											qui à ce moment-là, 
était le point de départ
											d'un autre mouvement :
											la campagne du mariage pour tous.
											Il y avait un vote sur le mariage gay
											sous la forme de la Proposition 8,
											et, alors que les résultats commençaient
à être dévoilés,
											il est devenu clair que le droit
											pour les couples de même sexe 
de se marier,
											qui venait d'être accordé récemment
par la cour de justice californienne,
											allait leur être enlevé.
											La même nuit
											où Barack Obama a marqué l'histoire
en étant élu,
											la communauté lesbienne et gay a subi
											l'une de ses défaites
les plus douloureuses.
									",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
","
","
",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
											And then it got even worse.
											Pretty much immediately,
											African-Americans started to be blamed
											for the passage of Proposition 8.
											This was largely due to an incorrect poll that said
											that blacks had voted for the measure
											by something like 70 percent.
											This turned out not to be true,
											but this idea of pervasive black homophobia set in,
											and was grabbed on by the media.
											I couldn't tear myself away from the coverage.
											I listened to some gay commentator say
											that the African-American community
											was notoriously homophobic,
											and now that civil rights had been achieved for us,
											we wanted to take away other people's rights.
											There were even reports of racist epithets
											being thrown at some of the participants
											of the gay rights rallies
											that took place after the election.
											And on the other side,
											some African-Americans dismissed or ignored
											homophobia that was indeed real in our community.
											And others resented this comparison
											between gay rights and civil rights,
											and once again, the sinking feeling
											that two minority groups
											of which I'm both a part of
											were competing with each other
											instead of supporting each other
											overwhelmed and, frankly, pissed me off.
									","
											Y luego aún empeoró.
											Casi de inmediato,
											los afroamericanos 
comenzaron a ser culpados
											por la aprobación de la Proposición 8.
											Esto se debió principalmente a 
una encuesta incorrecta que decía
											que los negros habían votado a favor
											en 70 % aproximadamente.
											Esto resultó no ser cierto,
											pero esta idea de la extendida 
homofobia negra se instauró,
											y fue utilizada por los medios.
											Yo no podía apartarme de la cobertura.
											Escuché a un comentarista gay decir
											que la comunidad afroamericana
											era notoriamente homófoba,
											y ahora que los derechos civiles 
se habían logrado para nosotros,
											queríamos quitárselos a otras personas.
											Incluso hubo informes de epítetos racistas
											lanzados a algunos de los participantes
											de las concentraciones por los derechos gay
											que tuvieron lugar 
después de las elecciones.
											Y por otro lado,
											algunos afroamericanos 
desestimaron o ignoraron
											la homofobia existente como hecho real
en nuestra comunidad.
											Y otros se ofendieron por esta comparación
											entre los derechos de los 
homosexuales y civiles,
											y una vez más, la sensación de hundimiento
											porque dos grupos minoritarios
											de los cuales yo soy parte
											competían entre sí
											en lugar de apoyarse entre sí
											me abrumó y, francamente, 
me molestó.
									","
											Ensuite, ça a encore empiré.
											Presqu'immédiatement,
											le passage de la Proposition 8
											a été reproché aux afro-américains.
											C'était principalement dû
à un sondage incorrect qui affirmait
											qu'environ 70% des noirs
											avaient voté pour la mesure.
											Cela s'est avéré faux,
											mais cette idée répandue
d'homophobie des noirs s'était installée,
											et les média s'en sont emparée.
											Je n'arrivais pas à m'arracher
des reportages sur le sujet.
											J'écoutais un commentateur gay dire
											que la communauté afro-américaine
											était notoirement homophobe,
											et maintenant que nous avions
des droits civils,
											nous voulions les ôter aux autres.
											On a rapporté qu'il y avait eu
des qualificatifs racistes
											lancés à certains participants
											des manifestations
pour les droits des homosexuels
											qui ont eu lieu après l'élection.
											D'un autre côté,
											certains afro-américains
rejetaient ou ignoraient
											l'homophobie qui était vraiment présente
dans notre communauté.
											D'autres n'aimaient pas 
cette comparaison
											entre les droits des homosexuels
et les droits civils,
											et encore une fois, le sentiment navrant
											que deux minorités
											auxquelles j'appartiens
											étaient en compétition
l'une contre l'autre
											plutôt que de se soutenir
											m'a submergée et, franchement, énervée.
									",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
","
","
",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
											Now, I'm a documentary filmmaker,
											so after going through my pissed off stage
											and yelling at the television and radio,
											my next instinct was
											to make a movie.
											And what guided me in making this film was,
											how was this happening?
											How was it that the gay rights movement
											was being pitted against the civil rights movement?
											And this wasn't just an abstract question.
											I'm a beneficiary of both movements,
											so this was actually personal.
											But then something else happened
											after that election in 2008.
											The march towards gay equality
											accelerated at a pace
											that surprised and shocked everyone,
											and is still reshaping our laws and our policies,
											our institutions and our entire country.
											And so it started to become increasingly clear to me
											that this pitting of the two movements
											against each other actually didn't make sense,
											and that they were in fact
											much, much more interconnected,
											and that, in fact, some of the way
											that the gay rights movement has been able
											to make such incredible gains so quickly
											is that it's used some of the same tactics
											and strategies that were first laid down
											by the civil rights movement.
											Let's just look at a few of these strategies.
									","
											Soy cineasta de documentales,
											así que después de mi etapa 
de bronca fuera del escenario
											y gritando en la TV y la radio,
											mi siguiente reacción fue
											hacer una película.
											Y lo que me guió 
al hacer esta película fue,
											cómo es que esto sucedía.
											¿Cómo fue que el movimiento por 
los derechos de los homosexuales
											se enfrentó contra el movimiento
de los derechos civiles?
											Y esto no era sólo una cuestión abstracta.
											Soy beneficiaria de ambos movimientos,
											así que esto era en realidad
algo personal.
											Pero entonces sucedió algo más
											tras las elecciones del 2008.
											La marcha por la igualdad gay
											se aceleró a un ritmo
											que sorprendió y conmocionó a todos,
											y aún está transformando nuestras leyes
y nuestras políticas,
											nuestras instituciones y 
nuestro país entero.
											Y así comenzó a ser cada vez 
más claro para mí
											que esta fisura 
entre los dos movimientos,
											uno contra el otro, en realidad
no tenía sentido,
											y que estaban, de hecho,
											mucho más interconectados,
											y que, de hecho, parte de la forma
											en que el movimiento gay ha podido
											realizar los increíbles logros
tan rápidamente
											es por utilizar algunas de las tácticas
											y estrategias que se pusieron 
en marcha primero
											por el movimiento de los derechos civiles.
											Veamos algunas de estas estrategias.
									","
											Je suis cinéaste,
je fais des documentaires,
											donc après m'être calmée
											et avoir fini de crier 
sur la télévision et la radio,
											ma réaction suivante
											a été de faire un film.
											Ce qui m'a guidée
dans la réalisation de ce film était :
											Que se passait-il ?
											Comment était-il possible
que le mouvement pour les droits des gays
											était opposé au mouvement
pour les droits civils ?
											Et ceci n'était qu'une question abstraite.
											Je bénéficie des deux mouvements,
											c'était donc personnel.
											Et puis quelque chose d'autre
s'est produit
											après les élections de 2008.
											La marche vers l'égalité
pour les homosexuels
											a accéléré à un rythme
											qui a surpris et choqué tout le monde,
											et est en train de changer nos lois
et nos politiques,
											nos institutions 
et notre pays tout entier.
											C'est devenu de plus en plus clair
à mes yeux
											que cette opposition des deux mouvements
											n'avait aucun sens,
											et qu'ils étaient en fait
											beaucoup plus liés l'un à l'autre
											et que l'une des choses
											qui a permis au mouvement gay
											de progresser si rapidement
											était qu'il avait utilisé
certaines tactiques
											et stratégies déjà utilisées
											par le mouvement pour les droits civils.
											Jetons un œil à quelques-unes
de ces stratégies.
									",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
","
","
",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
"
											First off, it's really interesting to see,
											to actually visually see, how quick
											the gay rights movement has made its gains,
											if you look at a few of the major events
											on a timeline of both freedom movements.
											Now, there are tons of milestones
											in the civil rights movement,
											but the first one we're going to start with
											is the 1955 Montgomery bus boycott.
											This was a protest campaign
											against Montgomery, Alabama's segregation
											on their public transit system,
											and it began when a woman named Rosa Parks
											refused to give up her seat to a white person.
											The campaign lasted a year,
											and it galvanized the civil rights movement
											like nothing had before it.
											And I call this strategy the
											""I'm tired of your foot on my neck"" strategy.
									","
											Primero, es realmente interesante ver,
											realmente ver, lo rápido
											que ha avanzado el movimiento gay,
											si nos fijamos en algunos 
de los principales eventos
											en un plazo de tiempo de los 
dos movimientos de liberación.
											Ahora hay toneladas de hitos
											en el movimiento por los derechos civiles,
											pero el primero con el que comenzaremos
											fue el boicot a los autobuses
de Montgomery en 1955.
											Esa fue una campaña de protesta
											contra Montgomery, 
la segregación de Alabama
											en su sistema de transporte público,
											y que comenzó cuando 
una mujer llamada Rosa Parks
											se negó a ceder su asiento
a una persona blanca.
											La campaña duró un año,
											y impulsó el movimiento
de los derechos civiles
											como nada antes.
											Y llamé a esta estrategia la
											estrategia ""Estoy cansada
de que me pisen"".
									","
											Tout d'abord, 
il est très intéressant de voir,
											de visualiser avec quelle rapidité
											le mouvement gay a avancé,
											si on regarde quelques-uns
des événements majeurs
											sur une chronologie
de chacun des mouvements.
											Il y a plein d'événements-clés
											dans le mouvement pour les droits civils,
											mais le premier auquel nous allons
nous intéresser
											est le boycott du bus 
de Montgomery en 1955.
											C'était une campagne de protestation
											contre Montgomery, contre
la ségrégation en Alabama
											dans leurs transports publics,
											et elle a commencé quand une femme
du nom de Rosa Parks
											a refusé de laisser sa place
à une personne blanche.
											La campagne a duré un an,
											et a galvanisé le mouvement
pour les droits civils
											comme rien ne l'avait
jamais fait auparavant.
											Et j'appelle cette stratégie 
la stratégie du :
											« J'en ai marre 
de ton pied sur ma nuque ».
									",What the gay rights movement learned from the civil rights movement,Yoruba Richen,17:42,"LGBT,activism,film,inequality,race,gender equality"
