en,pt,title,speaker,duration,tags
"
","
",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
											The word concussion evokes a fear
these days more so than it ever has,
											and I know this personally.
											I played 10 years of football,
											was struck in the head thousands of times.
											And I have to tell you, though,
what was much worse than that
											was a pair of bike accidents I had
where I suffered concussions,
											and I'm still dealing with the effects
of the most recent one
											today as I stand in front of you.
									","
											A palavra ""traumatismo"" suscita hoje
mais medo do que alguma vez suscitou,
											e eu sei isto por experiência própria.
											Joguei futebol americano durante 10 anos,
											fui atingido na cabeça milhares de vezes.
											No entanto, posso dizer
que, muito pior do que isso,
											foram dois acidentes de bicicleta,
nos quais tive traumatismos cerebrais,
											e ainda hoje estou a sofrer
os efeitos do mais recente
											enquanto estou aqui.
									",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
","
",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
											There is a fear around concussion
											that does have some evidence behind it.
											There is information
that a repeated history of concussion
											can lead to early dementia,
such as Alzheimer's,
											and chronic traumatic encephalopathy.
											That was the subject
of the Will Smith movie ""Concussion.""
											And so everybody is caught up in football
and what they see in the military,
											but you may not know
											that bike riding is the leading cause
of concussion for kids,
											sports-related concussion, that is.
											And so another thing
that I should tell you
											that you may not know
											is that the helmets that are worn
in bicycling and football
											and many activities,
											they're not designed or tested
											for how well they can protect
your children against concussion.
											They're in fact designed and tested
											for their ability to protect
against skull fracture.
									","
											Há muito medo à volta
do traumatismo cerebral
											que é fundamentado.
											Há informações de que um historial
de traumatismos cerebrais repetidos
											pode conduzir à demência precoce,
como a doença de Alzheimer,
											e à encefalopatia traumática crónica.
											Foi este o tema do filme de Will Smith
""A Força da Verdade"".
											As pessoas estão obcecadas no futebol
americano e no que veem no exército,
											mas podem não saber
											que andar de bicicleta é a principal causa
dos traumatismos cerebrais em crianças,
											ou seja, traumatismos
cerebrais desportivos.
											Outra coisa que vos devo dizer,
											e que talvez não saibam,
											é que os capacetes usados
no ciclismo e no futebol americano
											e em muitas atividades,
											não foram concebidos nem testados
											para proteção contra
traumatismos cerebrais nas crianças.
											De facto, eles são concebidos e testados
											para proteção contra fraturas cranianas.
									",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
","
",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
											And so I get this question
all the time from parents,
											and they ask me,
											""Would you let your own child
play football?""
											Or, ""Should I let my child play soccer?""
											And I think that as a field,
											we're a long way from giving an answer
with any kind of confidence there.
									","
											Muitas vezes, recebo esta questão
											de pais que me perguntam:
											""Deixaria o seu filho
jogar futebol americano?""
											Ou: ""Devo deixar o meu filho
jogar futebol?""
											Acho que, nesta área,
											estamos longe de poder
responder com confiança.
									",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
","
",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
											So I look at that question
from a bit of a different lens,
											and I want to know,
how can we prevent concussion?
											Is that even possible?
											And most experts think that it's not,
											but the work that we're doing in my lab
											is starting to reveal more
of the details around concussion
											so that we can have
a better understanding.
											The reason we're able
to prevent skull fracture with helmets
											is because it's pretty simple.
We know how it works.
											Concussion has been
much more of a mystery.
									","
											Por isso, vejo a pergunta
por um prisma diferente,
											e quero saber como podemos
evitar os traumatismos cerebrais.
											Será que é possível?
											Muitos peritos pensam que não,
											mas o trabalho que fazemos
no meu laboratório
											começa a revelar mais detalhes
sobre o traumatismo cerebral
											para o compreendermos melhor.
											A razão pela qual podemos impedir
as fraturas cranianas com capacetes
											é porque é muito simples impedi-las,
sabemos como funcionam.
											O traumatismo cerebral é um mistério.
									",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
","
",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
"
											So to give you a sense of what might
be happening in a concussion,
											I want to show you the video here
											that you see when you type into Google,
											""What is a concussion?""
											The CDC website comes up,
											and this video essentially
tells the whole story.
											What you see is the head moves forward,
											the brain lags behind,
											then the brain catches up
											and smashes into the skull.
											It rebounds off the skull
											and then proceeds to run
into the other side of the skull.
											And what you'll notice is highlighted
in this video from the CDC,
											which I'll note was funded by the NFL,
											is that the outer surface of the brain,
											where it was to have
smashed into the skull,
											looks like it's been damaged or injured,
so it's on the outer surface of the brain.
											And what I'd like to do with this video
											is to tell you that there are
some aspects that are probably right,
											indicative of what the scientists
think happens with concussion,
											but there's probably more
that's wrong with this video.
									","
											Para vos dar uma ideia do que pode estar
a acontecer durante um traumatismo,
											quero mostrar-vos este vídeo
											que se vê quando se escreve no Google:
											""O que é um traumatismo?""
											No ""site"" dos Centros de Controlo
e Prevenção de Doenças (CPD)
											este vídeo conta a história toda.
											Vemos a cabeça
a deslocar-se para a frente,
											o cérebro fica para trás,
											depois avança
											e esmaga-se contra o crânio,
											ressalta,
											e vai embater no lado oposto do crânio.
											Vemos iluminado
neste vídeo do CPD
											— que sublinho foi financiado pela NFL —
											que a superfície exterior do cérebro,
											onde este terá embatido no crânio,
											parece ter sido danificada ou magoada,
na superfície exterior do cérebro.
											O que pretendo fazer com este vídeo
											é dizer-vos que alguns aspetos
estão provavelmente certos,
											refletem o que os cientistas acham
que ocorre no traumatismo cerebral,
											mas provavelmente há mais
aspetos errados neste vídeo.
									",Why helmets don't prevent concussions — and what might,David Camarillo,15:56,"biomechanics,design,health,brain,children,invention,medical research,innovation,engineering,neuroscience,product design,mental health,technology,science,TEDx"
