en,tr,fr,title,speaker,duration,tags
"
","
","
",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
											""It gets easier, right?""
											These are the words
I often hear from young parents
											who are new to the game
of worrying about their children.
											I tell them that it doesn't.
											It gets different,
											but there's always something
to worry about as parents.
											I remember how I would lie
half-awake at night
											listening to my son breathe
											when he was young and had asthma,
											and then, when he was a teen,
											until I heard the front door chime open,
											and I knew that he was home safe.
											Worrying about our kids
comes with the territory.
									","
											""Zamanla kolaylaşır, değil mi?""
											Bu soruyu genç ebeveynler hep sorar.
											Oysa kaygı oyunu daha yeni başlıyor.
											Kolaylaşmıyor diyorum onlara,
											değişiyor
											ama ebeveyn olarak kaygılanacak
bir şeylerimiz hep oluyor.
											Geceleri yatağımda yarı uyanık
uzandığımı hatırlıyorum,
											oğlumun nefes alışını dinlediğimi.
											O zaman daha küçüktü ve astımı vardı.
											Sonra biraz büyüdüğünde
											o gelecek diye kulağım
bahçe kapısında olurdu,
											sesini duyunca sağ salim geldi derdim.
											Çoçuklarımız için kaygılanmak işin doğası.
									","
											« Cela devient plus simple, hein ? »
											Ce sont les mots que j'entends
souvent de jeunes parents
											qui commencent à s'inquiéter
de leurs enfants.
											Je leur dis que non.
											Cela change
											mais il y a toujours de quoi s'inquiéter
en tant que parents.
											Je me souviens être restée
allongée, à moitié éveillée,
											à écouter mon fils respirer
											quand il était jeune
et qu'il avait de l'asthme
											puis, quand il était ado,
											jusqu'à entendre la porte d'entrée
											et savoir qu'il était bien rentré.
											S'inquiéter pour ses enfants
fait partie du métier de parent.
									",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
","
","
",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
											Now, many of these worries
are about basic issues,
											like what they eat,
where they are, who they're with.
											But we also need to keep an eye on
new behaviors and fads.
											The latest craze is something
that may not yet be on everyone's radar
											as a serious health concern,
											and that is the newfound
popularity of vaping,
											or inhaling sweet aerosols
											produced by vaporizing
e-liquids in e-cigarettes.
									","
											Çoğu kaygımız genel şeylerle ilgili;
											ne yemiş, neredeymiş, kimleymiş.
											Ama yeni alışkanlıklarına
ve çılgınlıklarına da dikkat etmeliyiz.
											Son çılgınlığın, ciddi bir sağlık riski
olduğundan çoğu kişi haberdar olmayabilir.
											Bu, yeni moda olan elektronik sigara içmek
											veya e-sigaralardaki e-likitlerin
buharlaşmasıyla ortaya çıkan
											tatlı aerosolleri solumak.
									","
											Nombre de ces inquiétudes
sont sur des questions de fond
											telles que ce qu'ils mangent,
où ils sont, avec qui ils sont.
											Mais nous devons aussi garder un œil
sur les nouveaux comportements et modes.
											La dernière tendance n'est peut-être
pas encore sur le radar de tout le monde
											en tant que risque sérieux pour la santé
											et c'est la nouvelle
popularité du vapotage
											ou l'inhalation d'aérosols sucrés
											produits par la vaporisation de liquides
dans des cigarettes électroniques.
									",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
","
","
",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
											E-cigarettes, or ""vapes,""
as they are commonly called,
											are flying off the shelves like candy.
											This year, the e-cigarette
market is expected to drive
											26 billion dollars in sales worldwide.
											Over the next six years,
											that volume is expected to double.
											We have a lot of serious concerns
about the health impact of vaping,
											and unfortunately,
not nearly enough answers.
											This becomes even more concerning
when you think of who uses e-cigarettes.
											E-cigarette use, at least in the US,
											has grown rapidly among youth
and young adults —
											our kids,
											our most vulnerable population.
											There was a 900 percent growth
in the use of e-cigarettes by youth
											between 2012 and 2015.
											The most recent estimates suggest
											that approximately 3.6 million
high school and middle school students
											have used e-cigarettes in the US.
									","
											E-sigara veya yaygın adıyla nargile
peynir ekmek gibi satıyor.
											Bu yıl, e-sigara piyasasının dünya çapında
26 milyar dolar geliri olması bekleniyor.
											Önümüzdeki altı yılda
											bu rakamın ikiye katlanması bekleniyor.
											E-sigaranın sağlığa etkisiyle ilgili
ciddi kaygılarımız var
											ama maalesef yeterli cevabımız yok.
											Kaygımız, e-sigarayı kimlerin kullandığını
düşününce daha da artıyor.
											E-sigara kullanımı, en azından ABD'de
											gençler ve genç yetişkinler
arasında hızla artıyor.
											Bunlar bizim çocuklarımız,
											içimizdeki en savunmasız kesim.
											2012 - 2015 yılları arasında
gençlerin e-sigara kullanımında
											yüzde 900'lük bir artış oldu.
											Son tahminler, ABD'de yaklaşık
3,6 milyon ortaokul ve lise öğrencisinin
											e-sigara kullandığını söylüyor.
									","
											Les cigarettes électroniques,
ou « vapoteuses »,
											se vendent comme des petits pains.
											Cette année, le marché
de la cigarette électronique
											devrait générer 26 milliards
de dollars dans le monde.
											Les six prochaines années,
											ce volume devrait doubler.
											Nous avons de sérieuses inquiétudes
sur l'influence du vapotage sur la santé
											et malheureusement, pas assez de réponses.
											Cela devient encore plus inquiétant
											quand on pense à qui utilise
les cigarettes électroniques.
											Leur utilisation, au moins aux États-Unis,
											a vite augmenté parmi la jeunesse
et chez les jeunes adultes —
											nos enfants,
											notre population la plus vulnérable.
											Il y a eu une croissance de 900%
											de l'utilisation des cigarettes
électroniques par la jeunesse
											entre 2012 et 2015.
											Les estimations
les plus récentes suggèrent
											qu'aux États-Unis, environ 3,6 millions
d'élèves de collège et de lycée
											ont utilisé une cigarette électronique.
									",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
","
","
",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
											Now, e-cigarettes were originally created
											to offer smokers a cleaner
form of nicotine
											to help with their cigarette addiction.
											In the US, these devices
come under the FDA's jurisdiction
											as a tobacco product.
											But the science on these devices
has not been able to keep up
											with the rapid market growth,
											so regulations on the components
of these devices and e-liquids
											are lagging.
											Current regulations do restrict
sales of these devices
											to anyone under the age of 18,
											but these do not seem
to have had much of an impact
											on the explosion in the use
of these devices by teens.
									","
											E-sigaralar aslında sigara bağımlılarına
											nikotinin daha temiz bir türünü
sunmak için üretilmişti.
											ABD'de bu cihazlar FDA'ya göre
tütün ürünleri sınıfına giriyor.
											Ama cihazlardaki teknik,
piyasadaki ani artışa yetişemiyor
											bu yüzden cihazların parçaları
ve e-sıvıyla ilgili yasalar geri kalıyor.
											Şu anki yasalar 18 yaşından küçüklere
cihaz satışını kısıtlıyor
											ama bunun, gençlerin cihaz kullanımı
üzerinde pek etkisi olmuş gibi görünmüyor.
									","
											Les cigarettes électroniques
ont initialement été créées
											pour offrir aux fumeurs
une nicotine plus propre
											pour aider avec leur addiction
à la cigarette.
											Aux États-Unis, ces appareils sont
sous la juridiction de la FDA
											en tant que produit du tabac.
											Mais la science sur ces appareils
n'a pas pu tenir la cadence
											face à la rapide croissance du marché
											et les réglementations sur les composants
de ces appareils et les liquides à vapoter
											sont à la traîne.
											Les réglementations actuelles
interdisent la vente de ces appareils
											à quiconque ayant moins de 18 ans
											mais cela ne semble pas avoir
une grande influence
											sur l'explosion de l'utilisation
de ces appareils chez les ados.
									",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
","
","
",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
"
											You know, the first time
I heard of and saw an e-cigarette,
											I knew right away
that teens would love it.
											These devices are technology on a stick,
											a perfect fit for
the smartphone generation —
											small, rechargeable, easy to use,
easy to modify, nice smelling —
											some even sync with your smartphone
to let you know how much you have vaped.
											Even I was very drawn
to these very clever devices.
											And since I had spent a long time
researching teen and adult addictions,
											I immediately realized that these devices
fit perfectly into the teen psyche.
									","
											E-sigaraları ilk duyduğumda
											gençlerin buna bayılacağından emindim.
											Bu cihazlar teknolojik çubuklar,
											akıllı telefon nesli için
son derece uygun;
											küçük, şarj edilebilir, kullanımı kolay,
ayarlanması kolay, güzel kokulu.
											Hatta bazıları, akıllı telefonunuzla
eşlenerek ne kadar içtiğinizi gösteriyor.
											Ben bile bu akıllı cihazların
cazibesine kapılmıştım.
											O zamandan beri genç ve yetişkin
bağımlılıklarını uzun süre araştırdım
											ve bu cihazların gençlerin ruhuna
tam olarak uyduğunu hemen fark ettim.
									","
											La première fois que j'ai entendu parler
et vu une cigarette électronique,
											j'ai su immédiatement
que les ados allaient adorer.
											Ces appareils sont
de la technologie en bâton,
											cela convient parfaitement
à la génération des smartphones —
											petits, rechargeables, faciles à utiliser,
faciles à modifier, sentant bon —
											certains se synchronisent même
avec votre téléphone
											pour savoir combien vous avez vapoté.
											J'ai moi-même été très attirée
par ces appareils ingénieux.
											Et puisque j'avais passé beaucoup de temps
											à étudier les addictions
chez les ados et adultes,
											j'ai immédiatement réalisé
que ces appareils
											convenaient parfaitement
à la psyché adolescente.
									",What you should know about vaping and e-cigarettes,Suchitra Krishnan-Sarin,14:29,"health,science,medical research,children,addiction,public health,human body"
