en,tr,de,title,speaker,duration,tags
"
","
","
",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
											When Dorothy was a little girl,
											she was fascinated by her goldfish.
											Her father explained to her that fish swim
by quickly wagging their tails
											to propel themselves through the water.
											Without hesitation,
little Dorothy responded,
											""Yes, Daddy, and fish swim backwards
by wagging their heads.""
									","
											Dorothy küçük bir kızken,
											japon balığı onu büyülüyordu.
											Babası ona, balıkların suda ileri
gidebilmeleri için, kuyruklarını hızla
											salladıklarını söyledi.
											Dorothy, tereddüt etmeden, şöyle dedi,
											""Evet baba, geriye doğru yüzmek
için de kafalarını sallarlar.""
									","
											Dorothy war als kleines Mädchen
											von ihren Goldfischen fasziniert.
											Ihr Vater erklärte ihr, dass Fische 
mit der Schwanzflosse wedeln,
											um sich im Wasser fortzubewegen.
											Ohne zu zögern, 
erwiderte die kleine Dorothy:
											""Ja, Papa, und um rückwärts zu schwimmen,
wackeln sie mit dem Kopf.""
									",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
","
","
",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
","
","
",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
											In her mind, it was a fact
as true as any other.
											Fish swim backwards
by wagging their heads.
											She believed it.
									","
											Zihninde, bu da diğer olgular
kadar doğru bir olguydu.
											Balık, kafasını sallayarak
geriye doğru yüzer.
											Buna inanmıştı.
									","
											Für sie stand es einfach fest.
											Fische schwimmen rückwärts, 
indem sie mit dem Kopf wackeln.
											Sie glaubte das wirklich.
									",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
","
","
",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
											Our lives are full
of fish swimming backwards.
											We make assumptions
and faulty leaps of logic.
											We harbor bias.
											We know that we are right,
and they are wrong.
											We fear the worst.
											We strive for unattainable perfection.
											We tell ourselves
what we can and cannot do.
											In our minds, fish swim by in reverse
frantically wagging their heads
											and we don't even notice them.
									","
											Hayatlarımız, geriye doğru
yüzen balıklarla doludur.
											Varsayımlar ve hatalı mantık
sıçramaları yapıyoruz.
											Ön yargı besliyoruz.
											Bizler doğruyuz, onlar yanlış.
											En kötüsünden korkuyoruz.
											Ulaşılmaz mükemmellik için uğraşıyoruz.

											Yapıp yapamayacaklarımızı söylüyoruz.
											Zihnimizde, balıklar kafalarını çılgınca
sallayarak ters yüzüyorlar
											ve onları fark etmiyoruz.
									","
											Unser Leben ist voll von rückwärts 
schwimmenden Fischen.
											Wir stellen Prämissen auf und 
ziehen falsche Schlüsse daraus.
											Wir haben Vorurteile.
											Wir wissen, dass wir Recht
und andere Unrecht haben.
											Wir fürchten das Schlimmste.
											Wir streben nach
unerreichbarer Perfektion.
											Wir reden uns ein, was wir 
können und was nicht.
											In unserer Vorstellung 
schwimmen Fische rückwärts,
											wackeln dabei heftig mit dem Kopf
und wir bemerken sie nicht einmal.
									",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
","
","
",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
"
											I'm going to tell you
five facts about myself.
											One fact is not true.
											One: I graduated from Harvard at 19
with an honors degree in mathematics.
											Two: I currently run
a construction company in Orlando.
											Three: I starred on a television sitcom.
											Four: I lost my sight
to a rare genetic eye disease.
											Five: I served as a law clerk
to two US Supreme Court justices.
											Which fact is not true?
											Actually, they're all true.
											Yeah. They're all true.
									","
											Size, kendim hakkında beş durum
söyleyeceğim.
											Bir tanesi doğru değil.
											Bir: 19 yaşımda, Harvard'dan, matematikten
yüksek onur alarak mezun oldum.
											İki: Şu anda Orlando'da bir
inşaat şirketi işletiyorum.
											Üç: Bir televizyon dizisinde yer aldım.
											Dört: Nadir, genetik bir göz
hastalığından ötürü kör oldum.
											Beş: İki ABD Yüksek Mahkeme yargıcına
hukuk danışmanlığı yaptım.
											Hangi durum doğru değil?
											Aslında, hepsi doğru.
											Evet, hepsi doğru.
									","
											Ich werde Ihnen fünf Dinge
über mich selbst sagen.
											Eins ist nicht wahr.
											1. Mein Mathematikstudium in Harvard
schloss ich mit 19 mit Auszeichnung ab.
											2. Ich leite zurzeit eine 
Baufirma in Orlando.
											3. Ich spielte die Hauptrolle
in einer Fernsehkomödie.
											4. Ich erblindete aufgrund 
einer seltenen Augenkrankheit.
											5. Ich war Protokollführer 
an zwei US-Gerichtshöfen.
											Was stimmt nicht?
											Eigentlich stimmt alles.
											Ja. Alles ist wahr.
									",What reality are you creating for yourself?,Isaac Lidsky,11:46,"brain,choice,fear,humanity,identity,motivation,personal growth,success,blindness"
