en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
											It's like a dream.
											Imagine, in the empty desert,
											you come upon a huge wheel
ringed in skeletons,
											and someone invites you to come pull
a series of heavy ropes at its base,
											so you walk to one side,
where a team is waiting,
											and you all throw your backs into it,
											and you pull in turn,
											and eventually, the wheel roars to life,
											lights begin to flicker,
and the audience cheers,
											and you've just activated
Peter Hudson's ""Charon,""
											one of the world's largest zoetropes.
											This is the farthest thing
from marketable art.
									","
											C'est comme un rêve.
											Imaginez, dans le désert,
											vous tombez sur une immense roue
annelée de squelettes
											et quelqu'un vous invite à venir tirer
une série de lourdes cordes à son pied
											alors vous allez d'un côté,
où une équipe attend,
											et vous vous y mettez tous,
											vous tirez à tour de rôle
											et, finalement, la roue
se met à ronronner,
											des lumières commencent à scintiller
et le public applaudit.
											Vous venez d'activer
« Charon » de Peter Hudson,
											l'un des plus grands zootropes du monde.
											On ne pourrait pas faire d'art
moins commercialisable.
									","
											É como num sonho.
											Imaginem, no meio do deserto vazio,
											chegamos a uma roda enorme
com esqueletos a toda a volta
											e somos convidados a puxar
uma série de pesadas cordas na base.
											Então, avançamos para um dos lados,
onde está uma equipa à espera.
											E todos se empenham nisso.
											Puxa um de cada vez.
											Por fim, a roda anima-se com um rugido,
											as luzes começam a piscar
e a audiência aplaude.
											Acabamos de ativar
o ""Charon"" de Peter Hudson,
											um dos maiores zootrópios do mundo.
											É a coisa mais distante
da arte comerciável.
									","
											Hayal gibi bir şey.
											Düşünün, bomboş bir çölde
											içinde çepeçevre iskeletler olan 
dev bir çembere rastlıyorsunuz
											ve birisi, sizi onun dibindeki
ağır halatları çekmeye davet ediyor
											ve bir tarafta bekleyen takıma katılıp
											başlıyorsunuz dönüp bütün gücünüzle
											sırayla çekmeye
											ve sonunda çember kükreyip canlanıyor,
											ışıklar parıldamaya ve izleyiciler
coşkuyla bağırmaya başlıyor
											ve böylece dünyanın en büyük
zoetroplarından biri olan
											Peter Hudson'ın ""Charon""unu
harekete geçirmiş oluyorsunuz.
											Ticari sanata fena aykırı bir şey bu.
									",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
","
","
","
",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
","
","
","
",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
											It's huge, it's dangerous,
											it takes a dozen people to run,
and it doesn't go with the sofa.
									","
											C'est immense, c'est dangereux,
											il faut douze personnes pour l'allumer
et cela ne va pas avec le canapé.
									","
											É enorme, é perigoso.
											São precisas 12 pessoas para a pôr
em movimento e não condiz com o sofá.
									","
											Çok büyük, tehlikeli bir şey,
											çalıştırmak için bir düzine insan
gerekiyor ve salonda şık durmaz.
									",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
","
","
","
",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
","
","
","
",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
											It's beautifully crafted
and completely useless,
											and it's wonderful.
									","
											C'est un ouvrage remarquable
et totalement inutile
											et c'est merveilleux.
									","
											Está magnificamente trabalhado
e não tem utilidade nenhuma.
											É maravilhoso.
									","
											Çok güzel yapılmış,
kesinlikle işe yaramaz
											ve muhteşem bir şey.
									",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
"
","
","
","
",Why art thrives at Burning Man,Nora Atkinson,10:21,"art,community,creativity,culture,museums,society"
