en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
											So, I'd like to spend a few minutes with you folks today
											imagining what our planet might look like in a thousand years.
											But before I do that,
											I need to talk to you about synthetic materials like plastics,
											which require huge amounts of energy to create
											and, because of their disposal issues,
											are slowly poisoning our planet.
											I also want to tell you and share with you
											how my team and I
											have been using mushrooms over the last three years.
											Not like that. (Laughter)
											We're using mushrooms to create an entirely new class of materials,
											which perform a lot like plastics during their use,
											but are made from crop waste
											and are totally compostable at the end of their lives.
									","
											Gente, me gustaría pasar unos minutos con Uds
											imaginando la forma de nuestro planeta en mil años.
											Pero antes de hacerlo
											tengo que hablarles de materiales sintéticos como los plásticos
											cuya creación consume grandes cantidades de energía
											y debido a los problemas de su eliminación
											están contaminando lentamente el planeta.
											También quiero contarles y compartir con Uds
											cómo mi equipo y yo
											hemos estado usando los hongos en los últimos 3 años.
											No de ese modo. (Risas)
											Los estamos usando para crear materiales completamente nuevos
											que rinden en gran medida como los plásticos
											pero se hacen con desechos de cultivos
											y son totalmente biodegradables al final de sus vidas.
									","
											Eu gostava de passar hoje
uns minutos com vocês
											imaginando como será o nosso planeta
daqui a umas centenas de anos.
											Mas antes disso,
											preciso de falar-vos sobre
materiais sintéticos, como os plásticos,
											que requerem uma enorme quantidade
de energia para o seu fabrico
											e, por causa dos problemas de eliminação,
											estão a envenenar lentamente o planeta.
											Também quero falar e transmitir-vos
											como a minha equipa e eu
											temos utilizado cogumelos
nos últimos três anos.
											Não dessa forma.
											(Risos)
											Utilizamos os cogumelos para criar
uma classe de materiais totalmente novos
											que se comportam como os plásticos
quanto ao uso,
											mas que são criados
a partir de restos de cultivos
											e são totalmente degradáveis
no fim da vida.
									","
											Siz milletle bir kaç dakika geçirmek istiyorum burada
											gezegenimizin bin yıl içinde neye benziyebileceğini hayal edeceğiz.
											Ama bunu yapmadan önce,
											Sizlerle plastik ve benzeri sentetik maddeler hakkında konuşmam lazım,
											yaratabilmek için çok yüksek enerjiler sarf edilmesi gereken
											ve, yok edilme sorunları yüzünden,
											yavaşça gezegenimizi zehirliyor.
											Sizlerle paylaşmak istediğim başka bir şey de
											ben ve takımımın nasıl
											son üç yıl boyunca mantarlardan nasıl yararlandığımız
											Hayır, öyle değil. (Kahkaha)
											Mantarları tamamen yeni bir madde sınıfı olarak yaratmaya uğraşıyoruz,
											kullanımı alanlarında gerçekten plastik görevi görebilen,
											ama kesilmiş atıklardan yapılmış
											ve yaşamlarının sonunda tamamen gübreleştirilebilir.
									","
											Et bien j'aimerais passer quelques minutes avec vous aujourd'hui
											à imaginer à quoi notre planète pourrait ressembler dans un millier d'années.
											Mais avant ça,
											il faut que je vous parle des matériaux synthétiques comme le plastique,
											et des énormes quantités d'énergie qu'il faut pour les créer
											et, qui à cause de leur nature jetable,
											sont lentement en train d'empoisonner notre planète.
											Je veux aussi vous raconter et partager avec vous
											comment avec mon équipe
											nous avons utilisé les champignons depuis trois ans.
											Pas comme ça. (rires)
											Nous nous servons des champignons pour créer une catégorie de matériaux complètement nouvelle,
											qui se comporte comme du plastique quand on l'utilise,
											mais qui est à base de déchets végétaux
											et est complètement biodégradable à la fin de sa vie.
									","
											Ich würde heute gerne mit Ihnen 
einige Minuten damit verbringen,
											uns vorzustellen, wie unser Planen 
vielleicht in tausend Jahren aussehen könnte.
											Aber bevor ich das tun kann,
											muss ich mit Ihnen über synthetische Materialien, 
wie z.B. Kunststoffe sprechen,
											die eine große Menge Energie 
bei der Herstellung benötigen
											und, aufgrund ihres Wegwerfcharakters,
											langsam unseren Planeten vergiften.
											Ich möchte Ihnen auch erzählen 
und Sie daran teilhaben lassen,
											auf welche Weise mein Team und ich
											in den letzten drei Jahren Pilze genutzt haben.
											Nicht wie Sie denken. (Gelächter)
											Wir benutzen Pilze, um eine ganz neuartige Klasse 
von Materialien herzustellen,
											die sich in Vielem genauso 
gebrauchen lassen wie Kunststoff,
											aber aus Ernteabfällen gemacht sind
											und die am Ende ihres Lebens 
vollständig kompostierbar sind.
									",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
","
","
","
","
","
",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
											(Cheering)
									","
											(Vítores)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(applaudissements)
									","
											(Jubel)
									",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
","
","
","
","
","
",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
											But first,
											I need to talk to you about what I consider one of the most egregious offenders
											in the disposable plastics category.
											This is a material you all know is Styrofoam,
											but I like to think of it as toxic white stuff.
											In a single cubic foot of this material —
											about what would come around your computer or large television —
											you have the same energy content
											of about a liter and a half of petrol.
											Yet, after just a few weeks of use,
											you'll throw this material in the trash.
											And this isn't just found in packaging.
											20 billion dollars of this material is produced every year,
											in everything from building materials to surfboards
											to coffee cups to table tops.
											And that's not the only place it's found.
											The EPA estimates, in the United States,
											by volume, this material occupies 25 percent of our landfills.
											Even worse is when it finds its way into our natural environment —
											on the side of the road or next to a river.
											If it's not picked up by a human, like me and you,
											it'll stay there for thousands and thousands of years.
											Perhaps even worse
											is when it finds its way into our oceans, like in the great plastic gyre,
											where these materials are being mechanically broken
											into smaller and smaller bits,
											but they're not really going away.
											They're not biologically compatible.
											They're basically fouling up
											Earth's respiratory and circulatory systems.
											And because these materials are so prolific,
											because they're found in so many places,
											there's one other place you'll find this material, styrene,
											which is made from benzene, a known carcinogen.
											You'll find it inside of you.
									","
											Pero primero
											tengo que hablarles de lo que considero es uno de los culpables más flagrantes
											en la categoría plásticos desechables.
											Es un material conocido: la espuma de poliestireno,
											pero me gusta verla como una sustancia blanca tóxica.
											En 33 cm3 de este material,
											como el envase de una computadora o un televisor grande,
											existe el mismo contenido de energía:
											cerca de un litro y medio de petróleo.
											Sin embargo, en unas semanas de uso
											uno tira este material a la basura.
											Esto no se encuentra sólo en los envases.
											Se producen 20.000 millones de dólares de este material por año
											en todo, desde materiales de construcción, tablas de surf,
											tazas de café, hasta mesas.
											Pero no es el único lugar donde se encuentra.
											La agencia ambiental de EE.UU. estima
											que por volumen este material ocupa el 25% de los vertederos.
											Peor aún cuando se hace camino en nuestro medio ambiente natural
											al lado de la carretera, o de un río.
											Si no es recogido por un ser humano, como Uds y yo,
											va a permanecer allí durante miles y miles de años.
											Quizá, incluso peor,
											si se hace camino por los océanos, como el gran remolino de basura,
											donde estos materiales se parten mecánicamente
											en trozos cada vez más pequeños
											pero no desaparecen.
											No son biológicamente compatibles.
											Están echando a perder
											los sistemas respiratorio y circulatorio terrestres.
											Y debido a que estos materiales son tan prolíficos,
											porque se encuentran en tantos lugares,
											hay otro lugar donde encontrarán este material, el estireno,
											hecho de bencina, un conocido carcinógeno.
											Lo van a encontrar dentro de Uds.
									","
											Mas primeiro, tenho de falar
											sobre o que considero
um dos criminosos mais notáveis
											na categoria dos plásticos descartáveis.
											É um material que conhecemos
como esferovite,
											mas prefiro pensar nele
como uma coisa branca tóxica.
											Em poucos centímetros cúbicos
deste material
											— o tamanho da embalagem
dum computador ou televisor —
											gastou-se energia equivalente
a cerca de litro e meio de petróleo.
											Porém, apenas depois
de umas semanas de uso,
											mandamos este material para o lixo.
											Isto não se encontra apenas em embalagens.
											Produzem-se 20 mil milhões de dólares
deste material por ano,
											para materiais de construção,
pranchas de surf,
											copos de café, tampos de mesas.
											E não é só aí que o encontramos.
											A EPA calcula que, nos EUA,
											este material ocupa 25%
do espaço nas nossas lixeiras.
											Pior ainda, quando chega
ao nosso ambiente natural
											— à beira da estrada ou de um rio,
											se não for apanhado por uma pessoa,
como eu ou como vocês,
											ficará lá durante milhares
e milhares de anos.
											Talvez pior ainda,
											chega aos oceanos, 
a um grande giro de plásticos,
											onde este materiais
são mecanicamente partidos
											em pedaços cada vez mais pequenos,
											mas nunca desaparecem.
											Não são biologicamente compatíveis.
											Enganam os sistemas circulatórios
e respiratórios da Terra.
											Como estes materiais são prolíficos,
											porque se encontram em tantos sítios,
											há outro sítio onde encontramos
este material, o estireno,
											que é feito de benzeno,
um conhecido carcinogénico.
											Vamos encontrá-lo dentro de nós.
									","
											Ama önce,
											yok edilebilir plastikler kategorisinde benim en berbat suçlu
											olarak gördüğüm şey hakkında konuşmalıyım.
											Hepinizin Strafor (suni köpük) olarak bildiği madde,
											ben onu daha çok toksik beyaz bir şey olarak görüyorum.
											Bu maddenin bir ayak kübü (,028cm3)
											bilgisayarınızın veya geniş televizyonlarınızın içinde geldiği şey —
											yaklaşık bir yada yarım litre petrolün
											enerjisine sahiptir.
											Bir kaç haftalık kullanımdan sonra,
											bu maddeyi çöpe atarsınız.
											Ve bu sadece paketlemede görülen bir şey değil.
											Her sene bu maddenin 20 milyar dolarlık üretimi yapılıyor,
											inşaat malzemelerinden, sörf tahtalarına,
											kahve bardaklarından, masa üstlerine kadar her şeyde kullanılıyor.
											Ve bu maddenin bulunduğu tek yer bunlarda değildir.
											Birleşik Devletler de EPA'nın tahminlerine göre,
											bu madde arazilerimizin %25 'ini kaplıyor.
											Daha da kötüsü bu madde'nin yolu doğal ortamlarımıza düştüğünde —
											bir göl'e yakın yol kenarında.
											Siz veya ben, bir insan tarafından kaldırılmıyor.
											Orada binlerce ve binlerce sene boyunca kalacak.
											Belki dahada kötüsü
											kendilerini okyanuslarımız da bulmalarıdır, dev bir plastik girdap gibi,
											maddelerin mekanik olarak kırıldırı
											küçük ve daha da küçük parçalara,
											ama aslında kaybolmuyorlar.
											Biyolojik olarak uyum sağlayamazlar.
											Basit bir şekilde tortu halinde birikiyorlar
											Dünya'nın solunum ve dolaşım sistemi.
											Ve bu maddeler çok bereketli olduklarından,
											çok fazla yerde bulunabildikleri için,
											bu maddeyi bulacağınız bir yer daha var, stirolen ,
											benzinden yapılan bir madde, kanserojen olarak bilinir.
											Kendi içinizde bulabilirsiniz.
									","
											Mais d'abord,
											il faut que je vous parle de ce qui est je pense, l'un des coupables les plus évidents
											dans la catégorie des plastiques jetables.
											C'est un matériau que vous connaissez tous, le polystyrène expansé
											mais j'aime y penser comme au truc blanc toxique.
											Dans 30 centimètres cube de ce matériau —
											à peu près ce qui emballerait votre ordinateur ou une grande télé —
											vous avez la même quantité d'énergie
											qu'un litre et demi d'essence.
											Et pourtant, après seulement quelques semaines d'utilisation,
											vous jetterez ce matériau à la poubelle.
											Et on ne le trouve pas seulement dans les emballages.
											20 milliards de dollars de ce matériau sont produits tous les ans,
											dans tout depuis des matériaux de construction à des planches de surf
											des gobelets et des plateaux de table.
											Et ce n'est pas le seul endroit où on le trouve.
											L'EPA estime qu'aux Etats-Unis,
											en volume, ce matériau occupe 25 pour cent de nos décharges.
											C'est encore pire quand il se retrouve dans notre environnement naturel —
											sur le bord de la route ou près d'une rivière.
											Si des humains comme vous et moi ne le ramassent pas,
											il restera là pendant des milliers et des milliers d'années.
											Peut être pire encore
											c'est quand il termine dans nos océans, dans le broyeur à plastique géant,
											où ces matériaux sont mécaniquement broyés
											en morceaux de plus en plus petits,
											mais ils ne disparaissent pas.
											Ils sont biologiquement incompatibles.
											Et ils obstruent
											la respiration et le système circulatoire de la terre.
											Et parce que ces matériaux sont si prolifiques,
											parce qu'on les trouve dans tellement d'endroits,
											il y a un autre endroit où vous trouverez ce matériau, le styrène,
											qui est fait de benzine, un cancérigène connu.
											Vous le trouverez en vous.
									","
											Aber zuerst muss ich mit Ihnen
											über das reden, was ich für eines der unerhörtesten Übel
											der Wegwerf-Kunstoffbranche halte.
											Dieses Material, das Sie alle kennen, ist Styropur,
											aber ich halte es eher für giftiges weißes Zeug.
											30 Liter dieses Materials –
											ungefähr die Menge, die sich in Ihrem Computer 
oder großen Fernseher befindet –
											haben den gleichen Energiegehalt
											wie ungefähr eineinhalb Litern Kraftstoff.
											Aber nach nur ein paar Wochen Gebrauch
											werfen Sie dieses Material trotzdem in den Müll.
											Und es findet sich nicht nur im Verpackungsmaterial.
											20 Milliarden Dollar dieses Materials 
werden jedes Jahr produziert,
											in allen möglichen Dingen: von Baustoffen über Surfboards
											bis hin zu Kaffeebechern und Tischplatten.
											Und nicht nur dort findet man es.
											Die amerikanische Umweltschutzbehörde schätzt, 
dass in den USA
											dieses Material, dem Volumen nach, 
25 % unserer Mülldeponie ausmacht.
											Und noch schlimmer ist es, wenn es den Weg 
in unsere natürliche Umwelt findet –
											an den Straßenrand oder ans Ufer eines Flusses.
											Wenn es nicht von einem Menschen 
wie Ihnen oder mir aufgehoben wird,
											bleibt es dort für tausend und abertausende von Jahren.
											Und vielleicht sogar noch schlimmer ist es,
											wenn es den Weg in unsere Ozeane findet, 
in die großen Plastik-Ströme,
											wo diese Materialien mechanisch
											in immer kleinere Teile zerrieben werden,
											aber nicht wirklich verschwinden.
											Sie sind biologisch nicht kompatibel.
											Sie verschmutzen praktisch die Atmungs-
											und Kreislaufsysteme der Erde.
											Und weil diese Materialien so weit verbreitet sind,
											weil sie an so vielen Orten gefunden werden,
											gibt es noch einen weiteren Ort, 
wo wir dieses Material, Styrol, finden,
											das aus Benzol, einem bekannten 
krebserregendem Stoff, hergestellt wird:
											Wir finden es in uns selbst.
									",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
","
","
","
","
","
",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
											So, for all these reasons,
											I think we need better materials,
											and there are three key principles we can use to guide these materials.
											The first is feedstocks.
											Today, we use a single feedstock, petroleum,
											to heat our homes, power our cars
											and make most of the materials you see around you.
											We recognize this is a finite resource,
											and it's simply crazy to do this, to put a liter and a half of petrol in the trash
											every time you get a package.
											Second of all, we should really strive to use far less energy
											in creating these materials.
											I say far less, because 10 percent isn't going to cut it.
											We should be talking about half, a quarter,
											one-tenth the energy content.
											And lastly, and I think perhaps most importantly,
											we should be creating materials
											that fit into what I call nature's recycling system.
											This recycling system has been in place for the last billion years.
											I fit into it, you fit into it,
											and a hundred years tops, my body can return to the Earth with no preprocessing.
											Yet that packaging I got in the mail yesterday
											is going to last for thousands of years.
											This is crazy.
									","
											Así, por todas estas razones,
											creo que necesitamos mejores materiales
											y hay tres principios clave que podemos usar para encontrarlos.
											El primero es la materia prima.
											Hoy usamos un solo insumo, el petróleo,
											para calentar hogares, propulsar autos,
											y construir los materiales que vemos a nuestro alrededor.
											Reconocemos que este es un recurso finito,
											y hacer esto es simplemente una locura, tirar un litro y medio de gasolina a la basura
											cada vez que recibimos un paquete.
											El segundo principio: deberíamos usar mucha menos energía
											en la creación de estos materiales.
											Digo mucho menos porque el 10% no se va a recortar.
											Deberíamos estar hablando de la mitad, un cuarto,
											una décima parte del contenido energético.
											Y finalmente, quizá el principio más importante:
											deberíamos crear materiales
											que se ajusten a lo que yo llamo sistema de reciclaje natural.
											Este sistema de reciclaje ha estado en vigor durante mil millones de años.
											Yo me ajusto a eso, Uds se ajustan a eso,
											y como máximo en 100 años mi cuerpo puede volver a la Tierra sin preprocesamiento.
											Mientras que el envase que vino ayer con el correo
											va a durar miles de años.
											Es una locura.
									","
											Portanto, por todas estas razões,
											penso que precisamos
de melhores materiais.
											Há três princípios chave que podemos usar
para obter esses materiais.
											O primeiro é a matéria-prima.
											Hoje, usamos apenas
uma matéria-prima, o petróleo,
											para aquecer as casas,
abastecer os carros
											e fazer a maioria dos materiais
que vemos à nossa volta.
											Sabemos que é um recurso finito,
											e é uma loucura colocar no lixo
litro e meio de petróleo
											sempre que recebemos uma embalagem.
											Em segundo lugar, devemos procurar
usar muito menos energia
											na criação desses materiais.
											Digo muito menos
porque 10% não são suficientes.
											Deviamos falar de metade, de um quarto
											ou de um décimo do conteúdo de energia.
											Por fim, e penso que
talvez o mais importante,
											devemos criar materiais
											que se adequem ao sistema
de reciclagem da natureza.
											Este sistema de reciclagem tem funcionado
durante milhares de milhões de anos.
											Eu enquadro-me nele, vocês também.
											Dentro de cem anos, o meu corpo
regressa à Terra sem tratamento prévio.
											No entanto, a embalagem
que recebi ontem pelo correio
											vai durar milhares de anos.
											Isto é uma loucura.
									","
											İşte bütün bu nedenlerden dolayı,
											daha iyi maddelere ihtiyacımız olduğunu düşünüyorum,
											ve bu maddelere yön verebilmemiz için üç anahtar prensibi bilmeliyiz.
											İlki hammadeler.
											Bugün, tek bir hammade kullanıyoruz, petrol.
											evlerimizi ısıtmak, arabalarımızı çalıştırmak
											ve etrafımızdaki çoğu objeyi yapabilmek için.
											Bu sonu olan bir kaynak, farkındayız,
											ve bunu yapmak gerçekten delice, çöpe çakmak ve petrol atmak
											elinize her paket geçtiği zaman.
											İkincisi, çok daha az enerji kullanmak için elimizden geleni yapmalıyız
											bu maddeleri yaratırken.
											Çok daha az diyorum çünkü yüzde 10 yeterli olmayacak.
											Yarımdan veya çeyrekden bahsediyor olmamız gerek,
											enerjinin onda biri.
											Son olarak, ve muhtemelen en önemlisi,
											benim doğanın geri dönüşüm sistemi olarak adlandırdığım
											şeye uygun maddeler yaratıyor olmamız lazım.
											Bu geri dönüşüm sistemi son bir milyar yıldır yer etmiş.
											Ben uyum sağlıyorum, sizde,
											ve yüz yıldan fazla bir süre sonra, ön işleme olmadan bedenim dünyaya geri dönebilir.
											Dün bana postayla gelen paket
											seneler boyunca kalacak.
											Bu delice.
									","
											Donc, pour toutes ces raisons,
											je pense que nous avons besoin de meilleurs matériaux,
											et il y a trois principes clé que nous pouvons utiliser pour les définir.
											Le premier est les matières premières.
											Aujourd'hui nous utilisons une seule matière première, le pétrole,
											pour chauffer nos maisons, alimenter nos voitures
											et fabriquer la plupart des matériaux que vous voyez autour de vous.
											Nous le considérons comme une ressource limitée,
											et c'est complètement fou de mettre un litre et demi d'essence à la poubelle
											à chaque fois que l'on reçoit un paquet.
											Deuxièmement, nous devrions faire tout ce que nous pouvons pour utiliser moins d'énergie
											pour créer ces matériaux.
											Je dis beaucoup moins parce que 10 pour cent ça ne va pas le faire.
											Nous devrions parler de la moitié, du quart,
											du dixième d'énergie.
											Et enfin, et je pense que c'est peut être le plus important,
											nous devrions créer des matériaux
											qui ont leur place dans ce que j'appelle le système de recyclage de la nature.
											Ce système de recyclage est en place depuis des milliards d'années.
											J'y ai ma place, vous y avez la vôtre,
											et dans cent ans maxi, mon corps peut retourner à la terre sans préparation.
											Et pourtant, cet emballage que j'ai reçu par la poste hier
											va durer des milliers d'années.
											C'est fou.
									","
											Wegen all dieser Gründe glaube ich,
											dass wir bessere Materialien brauchen.
											Es gibt drei Grundprinzipen, die wir nutzen können, 
um diese Materialien zu finden.
											Das erste sind die Rohstoffe.
											Heute nutzen wir nur einen einzigen Rohstoff, Petroleum,
											um unsere Häuser zu heizen, unsere Autos anzutreiben
											und um die meisten Materialien, 
die Sie um sich herum sehen, herzustellen.
											Wir erkennen, dass es eine endliche Ressource ist 
und dass es einfach verrückt wäre,
											jedes Mal eineinhalb Liter Kraftstoff in den Müll zu werfen,
											wenn man ein Paket bekommt.
											Als zweites sollten wir uns wirklich bemühen, 
weit weniger Energie
											für die Herstellung dieser Materialien aufzuwenden.
											Weit weniger daher, weil 10 % 
einfach nicht ausreichen werden.
											Wir sollten da schon von der Hälfte, einem Viertel,
											einem Zehntel der Energiemenge ausgehen.
											Und schließlich und vielleicht am allerwichtigsten:
											Wir sollten Materialien entwickeln, die zu dem passen,
											was ich das Recycling-System der Natur nenne.
											Dieses Recycling-System gibt es 
schon seit einer Milliarde Jahren.
											Ich passe da hinein, Sie passen da hinein,
											denn in hundert Jahren kann mein Körper 
wieder ohne Aufbereitung in die Erde zurückkehren.
											Die Verpackung aber, die ich gestern mit der Post erhielt,
											wird noch tausende von Jahren halten.
											Das ist verrückt.
									",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
","
","
","
","
","
",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
"
											But nature provides us with a really good model here.
											When a tree's done using its leaves —
											its solar collectors, these amazing molecular photon capturing devices —
											at the end of a season,
											it doesn't pack them up, take them to the leaf reprocessing center
											and have them melted down to form new leaves.
											It just drops them, the shortest distance possible,
											to the forest floor,
											where they're actually upcycled into next year's topsoil.
											And this gets us back to the mushrooms.
											Because in nature,
											mushrooms are the recycling system.
											And what we've discovered
											is, by using a part of the mushroom you've probably never seen —
											analogous to its root structure; it's called mycelium —
											we can actually grow materials
											with many of the same properties of conventional synthetics.
									","
											Pero la Naturaleza nos ofrece un modelo muy bueno.
											Cuando un árbol termina de usar sus hojas,
											sus colectores solares, estos dispositivos asombrosos de captura de fotones,
											al final de una estación
											no las empaquetan, ni las envían al centro de reprocesamiento de hojas
											para derretirlas y formar así nuevas hojas.
											Sencillamente las dejan caer, la distancia más corta posible,
											al suelo del bosque,
											formando así la superficie del suelo del próximo año.
											Y esto nos lleva de vuelta a los hongos.
											Porque en la Naturaleza
											los hongos son el sistema de reciclaje.
											Y hemos descubierto que
											usando una parte del hongo que probablemente nunca han visto,
											análoga a la estructura de la raíz (se llama micelio)
											podemos cultivar materiales
											con muchas de las propiedades de los materiales sintéticos convencionales.
									","
											Mas a natureza oferece-nos
um bom modelo para isto.
											Quando uma árvore deixa
de precisar das folhas
											— esses fascinantes dispositivos
moleculares de captura de fotões —
											no final da estação,
											não as embala, nem as leva
a um centro de tratamento de folhas,
											onde as derrete para fazer novas folhas.
											Deixa-as cair, à menor distância possível,
											no solo da floresta,
											onde são transformados
no solo do ano seguinte.
											Isto leva-nos de novo aos cogumelos.
											Porque, na natureza,
											os cogumelos são o sistema de reciclagem.
											Descobrimos que, utilizando
uma parte do cogumelo
											que, provavelmente, nunca viram
											— semelhante a uma estrutura de raízes,
chamado micélio —
											podemos criar materiais
											com muitas das propriedades
dos sintéticos convencionais.
									","
											Ama doğa burada bize çok iyi bir model veriyor.
											Bir ağaç yapraklarını kullanmayı bitirdikten sonra —
											güneş ışığı toplayıcılarını, bu inanılmaz moleküler poton yakalayan cihazları —
											sezonun sonunda,
											ağaç onları toplamaz, yaprak geri dönüştürme merkezine götürmez
											ve yeni yapraklar üretmek için eritmez.
											Onları sadece düşürür, mümkün olan en yakın mesafeye,
											ormanın zeminine,
											aslında bir sonraki senenin toprak zeminine karışıyor.
											Ve işte bu bizi mantarlara geri götürüyor.
											Çünkü doğada,
											mantarlar geri dönüşüm sistemidir.
											Ve keşfettiğimiz şey
											mantarın sizin muhtemelen hiç görmediğiniz bir kısmını kullanarak —
											kök yapısına benzer; misel
											aslında maddeleri yetiştirebiliriz
											geleneksel sentetiklerde ki özelliklerin çoğuyla aynı yöntemi kullanarak.
									","
											Mais la nature nous donne ici un vraiment bon modèle.
											Quand un arbre a fini d'utiliser ses feuilles —
											ses capteurs solaires, ces incroyables engins à capturer les molécules de photon —
											à la fin de la saison,
											il ne les emballe pas pour les emmener au centre de recyclage des végétaux
											pour qu'elles soient fondues et qu'on en fasse de nouvelles feuilles.
											Il les laisse tomber, le plus près possible,
											sur la terre de la forêt,
											où elles sont intégrées dans le terreau de l'année suivante.
											Et ça nous ramène aux champignons.
											Parce que dans la nature,
											les champignons sont le système de recyclage.
											Et ce que nous avons découvert
											c'est qu'en utilisant une partie du champignon que vous n'avez probablement jamais vue —
											analogue à la structure de ses racines ; on l'appelle le mycélium —
											nous pouvons en fait cultiver des matériaux
											qui ont beaucoup des mêmes propriétés que les plastiques conventionnels.
									","
											Aber die Natur liefert uns hier ein wirklich gutes Vorbild.
											Wenn ein Baum seine Blätter 
– seine Sonnenkollektoren –
											diese wunderbaren molekularen Photon-Fänger,
											am Ende der Saison nicht mehr benötigt,
											dann packt er sie nicht ein, um sie zur Blätterwiederaufbereitungsanlage zu bringen,
											damit sie dort eingeschmolzen 
und zu neuen Blättern geformt werden,
											sondern er lässt sie auf dem kürzesten Wege
											einfach auf den Waldboden fallen,
											wo sie zu echtem Humus f
ürs nächste Jahr verbessert werden.
											Und das bringt uns zurück zu den Pilzen.
											Denn in der Natur
											bilden Pilze das Recycling-System.
											Was wir bei der Verwendung 
eines Teils eines Pilzes herausfanden,
											den Sie vermutlich nie zuvor gesehen haben, ist,
											dass wir analog zu seiner Wurzelstruktur, 
auch Myzelium genannt,
											wirklich Material wachsen lassen können,
											das viele Eigenschaften herkömmlicher Kunststoffe besitzt.
									",Are mushrooms the new plastic?,Eben Bayer,9:05,"environment,green,nature,plastic,product design,technology,manufacturing,Anthropocene,fungi"
