fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
											Je vais vous parler de secrets.
											Évidemment, la meilleure façon de divulguer un secret
											est de dire à quelqu'un de ne rien dire.
											(Rires)
											Les secrets. J'utilise PowerPoint cette année
											simplement parce que, vous le savez, je suis à fond dans TED.
											(Rires)
											Et lorsque vous utilisez ces trucs vous n'avez pas besoin de faire ça.
											Il vous suffit d'appuyer dessus.
											(Rires)
											Oh là. Euh, oui.
											(Rires)
											Oui. Je suis sûr! Change moi ça!
											(Rires)
											Bill Gates est ici?
											Change-le! Allez! Comment?
											(Rires)
											Ah! Très bien.
											Ce ne sont pas mes diapositives, mais ça va.
											(Rires)
									","
											I am going to be talking about secrets.
											Obviously the best way to divulge a secret
											is to tell someone to not say anything about it.
											(Laughter)
											Secrets. I'm using PowerPoint this year
											just because, you know, I'm into the TED thing.
											(Laughter)
											And when you use these things you don't have to go like that.
											You just press it.
											(Laughter)
											Oh, man. Um, yes.
											(Laughter)
											Yes. I'm sure! Just change it!
											(Laughter)
											Is Bill Gates here?
											Change it! Come on! What?
											(Laughter)
											Ah! Okay.
											That's not my slides, but it's okay.
											(Laughter)
									","
											Sırlar hakkında konuşacağım.
											Açıkçası bir sırrı ortaya dökmenin en iyi yolu
											birisine, bu konuda hiç bir şey söylememesini söylemektir.
											(Kahkaha)
											Sırlar. Bu yıl PowerPoint kullanıyorum.
											bilirsiniz, çünkü, TED şeyiyle ilgileniyorum.
											(Kahkaha)
											Bunları kullanırken böyle yapmak zorunda değilsiniz.
											Sadece basın.
											(Kahkaha)
											Hım. Hah evet..
											(Kahkaha)
											Evet. Eminim! Değiştir artık!
											(Kahkaha)
											Bill Gates burada mı?
											Değiştir! Haydi! Ne?
											(Kahkaha)
											Ah! Tamam.
											Bunlar benim slaytlarım değil, ama sorun değil.
											(Kahkaha)
									","
											Ich werde über Geheimnisse sprechen.
											Natürlich ist der beste Weg, ein Geheimnis zu verbreiten,
											jemandem zu sagen, nicht darüber zu sprechen.
											(Lachen)
											Geheimnisse. Ich benutze dieses Jahr PowerPoint,
											nur weil, wissen Sie, ich steh' auf TED.
											(Lachen)
											Und wenn Sie diese Dinger benutzen, dann brauchen Sie nicht soooo machen.
											Sie drücken einfach.
											(Lachen)
											Oh man, um, ja!
											(Lachen)
											Ja, ich bin sicher! Änder' es einfach!
											(Lachen)
											Ist Bill Gates hier?
											Änder' es! Los! Was?
											(Lachen)
											Ah! Okay.
											Das ist nicht meine Präsentation, aber das ist okay.
											(Lachen)
									","
											Hoy les hablaré acerca de los secretos.
											Obviamente la mejor manera de divulgar un secreto
											es decirle a alguien que no diga nada acerca de él.
											(Risas)
											Secretos. Este año estoy usando Power Point.
											sólo porque ahora, ya sabes, estoy metido y me gusta esto de ""TED"".
											(Risas)
											Y cuando usas estas cosas no tienes que hacer esto.
											Sólo lo presionas.
											(Risas)
											¡Oh no! Um, sí.
											(Risas)
											Sí. ¡Estoy seguro! ¡Sólo cámbialo!
											(Risas)
											¿Se encuentra Bill Gates por aquí?
											¡Cámbialo! ¡Vamos! ¿Qué?
											(Risas)
											¡Ah! Vale.
											Esas no son mis diapositvas, pero está bien.
											(Risas)
									",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
											Comme vous pouvez le voir, ce sont toutes des cartes.
											Et les cartes sont des dispositifs importants pour transférer des informations,
											surtout si vous avez la capacité cognitive de l'homme.
											Nous pouvons voir que toutes les formules sont vraiment des cartes.
											Maintenant, en tant qu'êtres humains, nous faisons des cartes de lieux
											où nous allons rarement.
											Ce qui semble un peu une perte de temps.
									","
											As you can see, these are all maps.
											And maps are important devices for transferring information,
											especially if you have human cognitive ability.
											We can see that all formulas are really maps.
											Now, as humans, we make maps of places
											that we seldom even go,
											which seems a little wasteful of time.
									","
											Gördüğünüz gibi, bunların hepsi harita.
											Ve haritalar bilgiyi aktarmada önemli araçlar,
											özellikle insani kavrama yeteneğiniz varsa.
											Tüm formüllerin gerçekten haritalar olduğunu görebiliriz.
											İnsanlar olarak, yerlerlin haritalarını yaparız,
											belki de hiç gitmediğimiz yerlerin.
											Bu biraz zamanı boşa harcamakmış gibi geliyor.
									","
											Wie Sie sehen können, das sind alles Karten.
											Und Karten sind wichtige Mittel, um Informationen zu übermitteln,
											besonders wenn Sie über menschliche kognitive Fähigkeiten verfügen.
											Wir sehen, dass alle Formeln eigentlich Karten sind.
											Nun, als Menschen erstellen wir Karten von Orten,
											an die wir selten reisen.
											Was ein bisschen wie Zeitverschwendung wirkt.
									","
											Como pueden ver, estos son todos mapas.
											Y los mapas son recursos importantes para transferir información,
											especialmente si tienes la habilidad cognitiva del humano.
											Podemos ver que todas las fórmulas son realmente mapas.
											Ahora bien, como humanos, hacemos mapas de lugares
											a los que raras veces vamos.
											Lo cual parece, un poco, como desperdiciar el tiempo.
									",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
											Ceci, bien sûr, est une carte de la lune.
											Il y a quelques noms tout à fait adorables.
											Tranquilacalitis, [pas clair]. Mon préféré est Frigoris.
											Qu'est-ce que ces gens ont dans la tête? Frigoris?
											Mais bon Frigoris, que faites-vous là? Les noms sont importants.
											Frigoris? Il s'agit de la Lune. Les gens pourraient y vivre un jour.
											Je te retrouve à Frigoris. Non, je ne crois pas.
											(Rires)
									","
											This, of course, is a map of the moon.
											There're some very delightful names.
											Tranquilacalitis, [unclear]. My favorite is Frigoris.
											What are these people thinking? Frigoris?
											What the Frigoris you doing? Names are important.
											Frigoris? This is the Moon. People could live there one day.
											I'll meet you at Frigoris. No. I don't think so.
											(Laughter)
									","
											Bu, tabii ki, ayın bir haritası.
											Çok hoş bazı isimler var.
											Tranquilacalitis. Benim favorim, Frigoris.
											Bu insanların aklından ne geçiyor? Frigoris?
											Ne Frigoris ediyorsun? İsimler önemlidir.
											Frigoris? Aydan bahsediyoruz. İnsanlar günün birinde orada yaşayabilir.
											Seninle Frigoris'te buluşuruz. Hayır. Hiç sanmıyorum.
											(Kahkaha)
									","
											Dies ist natürlich eine Karte vom Mond.
											Da gibt es ein paar sehr köstliche Namen.
											Tranquilacalitis ...... Mein Favorit ist Frigoris.
											Was denken sich diese Leute dabei? Frigoris?
											Was zum Frigoris machen Sie? Namen sind wichtig.
											Frigoris? Das ist der Mond. Menschen könnten da eines Tages leben.
											Ich treff dich am Frigoris. Nein, ich glaub nicht.
											(Lachen)
									","
											Este, por supuesto, es un mapa de la luna.
											Hay algunos nombres bastante encantadores.
											Tranquilacalitis, [incomprensible]. Mi favorito es Frigoris.
											¿En qué están pensando esta gente? ¿Frigoris?
											¿Qué Frigoris estás haciendo? Los nombres son importantes.
											¿Frigoris? ¡Esta es la Luna! ¡La gente podrían vivir allí algún día!
											Te veo en Frigoris. ¡No, no lo creo!
											(Risas)
									",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
											Là, on voit Mars, encore une fois avec des noms variés et divers.
											Et tout cela est fait, soit dit en passant
											par l'Union astronomique internationale.
											Il s'agit d'un véritable groupe de personnes
											qui s'asseyent autour d'une table pour donner des noms à des objets planétaires.
											C'est vraiment tiré de leur livre.
											Voici quelques-uns des noms qu'ils ont choisi, mesdames et messieurs.
									","
											There we see Mars, again with various names.
											And this is all done, by the way,
											by the International Astronomical Union.
											This is an actual group of people
											that sit around naming planetary objects.
											This is from their actual book.
											These are some of the names that they have chosen, ladies and gentlemen.
									","
											İşte Mars' ı görüyoruz, yine çeşitli isimler.
											Ve bu arada bütün bunlar
											Uluslararası Astronomi Birliği tarafından yapılıyor.
											Bu gerçekten de oturup
											gezegenleri isimlendiren bir grup insan.
											Bu mevcut kitaplarından.
											Baylar ve bayanlar, bunlar seçtikleri isimlerden bazıları.
									","
											Hier sehen wir den Mars, wieder mit den unterschiedlichsten Namen.
											Und all das ist übrigens die Arbeit von
											der International Astronomical Union.
											Das ist eine Gruppe von Menschen,
											die herumsitzt und Himmelskörper benennt.
											Dies ist aus ihrem Buch.
											Dies sind ein paar Namen, die sie ausgewählt haben, meine Damen und Herren.
									","
											Esto es Marte, otra vez con varios nombres.
											Por cierto, todo esto lo hace
											la Unión Internacional Astronómica.
											Un grupo auténtico de personas
											que pasan su tiempo poniéndole nombre a los objetos planetarios.
											Esto es de su libro.
											Damas y caballeros, estos son algunos de los nombres que ese grupo han elegido.
									",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
											Je vais en passer quelques uns en revue. Bolotnitsa.
											C'est, bien sûr, la sirène des marais slave.
											(Rires)
											Maintenant, je pense que tout le concept d'une sirène
											ne s'intègre pas vraiment dans l'idée de marais.
											(Rires)
											""Oh regarde! Une sirène qui sort du marais. Eh bien ça alors!
											C'est le moment pour un Bolotnitsa! ""
											(Rires)
									","
											I'll go through a little of them. Bolotnitsa.
											That, of course, is the Slavic swamp mermaid.
											(Laughter)
											Now I think the whole concept of a mermaid
											doesn't really blend into the swamp feel.
											(Laughter)
											""Oh look! Mermaid come out of swamp. Oh boy!
											It's time for Bolotnitsa!""
											(Laughter)
									","
											Bazıları üzerinden geçeceğim. Bolotnitsa.
											Bu, elbette, Slav bataklık denizkızı.
											(Kahkaha)
											Şimdi. Bence denizkızı kavramı,
											bataklık hissiyle çok kaynaşmıyor.
											(Kahkaha)
											""Hey bak! Denizkızı bataklıktan çıkıyor. Vaay!
											Bolotnitsa zamanı!""
											(Kahkaha)
									","
											Ich werde ein paar durchgehen. Bolotnitsa.
											Das ist - natürlich - die slawische Moor-Nixe.
											(Lachen)
											Nun denk ich, das ganze Nixen-Konzept
											passt nicht wirklich zum Moor-Gefühl.
											(Lachen)
											""Oh schau! Die Nixe kommt aus dem Moor. Alter Schwede!
											""Hier kommt Bolotnitsa!""
											(Lachen)
									","
											Les contaré algunos de ellos. Bolotnitsa.
											Significa, por supuesto, la sirena eslava del pantano.
											(Risas)
											Ahora, creo que todo el concepto de sirena
											no combina realmente con la idea de pantano.
											(Risas)
											""¡Miren! Una sirena saliendo del pantano. ¡Vaya!
											¡Ahora la Bolotnitsa!&gt;
											(Risas)
									",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
											Djabran Fluctus .
											Si cela ne se prononce pas facilement, alors rien ne le fait.
											(Rires)
											Sérieusement, les enfants étudient ce genre de choses
											et ils ont le mot ""Fluctus"" là-haut. Ça ne va pas.
											(Rires)
											Un enfant dyslexique et ça pourrait lui gâcher sa vie.
											(Rires)
											""On est fluctus, maman.""
									","
											Djabran Fluctus.
											If that don't flow off the tongue, what does?
											(Laughter)
											I mean kids are studying this stuff
											and they've got the word ""fluctus"" up there. That's wrong.
											(Laughter)
											One dyslexic kid and he could be ruining his life.
											(Laughter)
											""It fluctus up, Mama.""
									","
											Djabran Fluctus.
											Bu dilden akıp kaymıyorsa, ne akar?
											(Kahkaha)
											Yani çocuklar bunları okuyor
											ve orada ""fluctus"" kelimesi var. Bu yanlış.
											(Kahkaha)
											Okuma güçlüğü çeken tek bir çocuk ve hayatını perişan edebilir.
											(Kahkaha)
											''Fluctus yap gitsin, anne.''
									","
											Djabran Fluctus.
											Wenn das nicht leicht über die Lippen geht, was dann?
											(Lachen)
											Ich meine, Kinder lernen dieses Zeugs
											und sie haben das Wort ""Fluctus"" da stehen. Das ist falsch.
											(Lachen)
											Ein legasthenisches Kind, und es könnte für sein Leben ruiniert sein.
											(Lachen)
											""Es fluktuiert hoch, Mama.""
									","
											Djabran Fluctus.
											Si eso no es fácil de pronunciar, entonces no sé que lo es.
											(Risas)
											¡Esto es lo que le damos a los niños para estudiar!
											y tienen palabras como ""fluctus"". Eso no está bien.
											(Risas)
											Sólo un niño disléxico y se podría arruinar la vida.
											(Risas)
											&lt;Nos fluctus, mamá.&gt;
									",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
"
","
","
","
","
",All things are Moleeds,Charles Fleischer,18:03,"astronomy,comedy,humor,map,science"
