en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
											This is a thought experiment.
									","
											Este es un experimento mental.
									","
											Isto é um exercício intelectual.
									","
											Bu bir düşünce deneyi.
									","
											Ceci est une expérience de pensée.
									",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
","
","
","
","
",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
											Let's say at some point
in the not so distant future,
											you're barreling down the highway
in your self-driving car,
											and you find yourself boxed in
on all sides by other cars.
											Suddenly, a large, heavy object
falls off the truck in front of you.
											Your car can't stop in time
to avoid the collision,
											so it needs to make a decision:
											go straight and hit the object,
											swerve left into an SUV,
											or swerve right into a motorcycle.
											Should it prioritize your safety
by hitting the motorcycle,
											minimize danger to others by not swerving,
											even if it means hitting the large object
and sacrificing your life,
											or take the middle ground
by hitting the SUV,
											which has a high passenger safety rating?
											So what should the self-driving car do?
									","
											Digamos que en algún momento 
en un futuro cercano,
											irás a toda velocidad por la carretera 
en tu automóvil robótico
											y estarás acorralado por todos lados 
por otros autos.
											De repente, un objeto grande 
y pesado cae del camión ante ti.
											Tu auto no puede parar a tiempo 
para evitar la colisión,
											por eso debes tomar una decisión:
											seguir recto y golpear el objeto,
											girar a la izquierda hacia un 4x4
											o desviarse a la derecha 
hacia una motocicleta.
											¿Debe priorizar tu seguridad 
golpeando la motocicleta,
											minimizar el peligro para los demás 
no desviándose,
											incluso si eso significa golpear 
el objeto grande y sacrificar tu vida,
											u optar por el término medio 
golpeando la camioneta,
											que tiene un alto índice de seguridad 
para sus pasajeros?
											Entonces, ¿qué debe 
hacer el automóvil robótico?
									","
											Digamos que, um dia,
num futuro não muito distante,
											seguem rapidamente pela autoestrada
no vosso carro autónomo
											e encontram-se rodeados
de carros por todos os lados.
											Subitamente, um objeto grande e pesado
cai do camião que está à vossa frente.
											O vosso carro não vai conseguir parar
a tempo de evitar a colisão,
											portanto tem que tomar uma decisão:
											avançar e colidir com o objeto,
											desviar-se para a esquerda
e bater noutro veículo
											ou desviar-se para a direita
e bater numa motoreta.
											Deverá dar prioridade à vossa segurança,
batendo na motoreta,
											minimizar o perigo para os outros,
não se desviando,
											mesmo que isso implique bater no objeto
e sacrificar a vossa vida,
											ou escolher uma solução intermédia,
e colidir com o outro veículo
											que tem uma alta probabilidade
de segurança para o passageiro?
											Que deverá fazer o carro autónomo?
									","
											Diyelim ki gelecekte, çok da uzak 
olmayan bir noktada,
											sürücüsüz arabanızla 
otoyolda hızla giderken
											diğer arabalar sizi 
dört bir yandan çeviriyor.
											Birden önünüzdeki tırdan 
büyük, ağır bir nesne düşüyor.
											Arabanız çarpışmadan kaçınmak için
zamanında duramaz,
											o yüzden bir karar vermesi lazım:
											Düz gidip nesneye çarpmak,
											soldaki cipin üzerine kırmak
											veya sağdaki motosikletin üzerine kırmak.
											Motosiklete çarparak 
güvenliğinize öncelik mi vermeli,
											yandakilere doğru kırmayarak 
tehlikeyi mi azaltmalı,
											büyük nesneye çarparak hayatınızı 
feda etmeniz anlamına gelse bile,
											yoksa yolcu güvenlik 
puanlaması yüksek olan
											cipe çarparak orta yolu mu seçmeli?
											Bu durumda sürücüsüz araba ne yapmalı?
									","
											Imaginons qu'un jour,
dans un futur pas si lointain,
											vous fonciez à toute allure sur
l'autoroute, dans votre voiture autonome,
											et vous vous trouvez enfermé de tous
les côtés par d'autres voitures.
											Tout à coup, un objet lourd et volumineux
tombe du camion qui roule devant vous.
											Votre voiture ne peut s'arrêter
à temps pour éviter la collision,
											elle doit donc prendre une décision :
											aller tout droit et percuter l'objet,
											tourner à gauche et percuter un 4x4,
											ou tourner à droite et percuter une moto.
											Doit-elle faire passer votre sécurité 
en priorité en percutant la moto,
											limiter le danger pour les autres
en continuant tout droit,
											même si cela implique de percuter l'objet
et sacrifier votre vie,
											ou choisir une solution intermédiaire
et percuter le 4x4,
											qui a une cote de sécurité du passager
élevée ?
											Alors, que doit faire
la voiture autonome ?
									",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
","
","
","
","
",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
											If we were driving that boxed in car
in manual mode,
											whichever way we'd react
would be understood as just that,
											a reaction,
											not a deliberate decision.
											It would be an instinctual panicked move
with no forethought or malice.
											But if a programmer were to instruct
the car to make the same move,
											given conditions it may 
sense in the future,
											well, that looks more
like premeditated homicide.
									","
											Si condujéramos el automóvil 
en modo manual,
											de cualquier forma que quisiéramos
reaccionar se entendería como solo eso,
											una reacción,
											no una decisión deliberada.
											Sería un movimiento de pánico 
instintivo sin premeditación o malicia.
											Pero si un programador tuviera que 
asignar al auto hacer un movimiento,
											dadas las condiciones que pueden 
presentarse en el futuro,
											bueno, eso se parece más 
a homicidio premeditado.
									","
											Se estivermos a guiar o carro
em modo manual,
											qualquer que seja a nossa reação,
ela será entendida apenas como tal,
											uma reação,
											e não uma decisão deliberada.
											Será um gesto instintivo de pânico
sem premeditação ou maldade.
											Mas, se um programador tiver que instruir
o carro para agir do mesmo modo,
											segundo condições
que possam acontecer no futuro,
											isso já se parece mais
com um homicídio premeditado.
									","
											Eğer arabanın içinde 
manuel olarak biz sürüyor olsaydık,
											ne şekilde reaksiyon vereceğimiz,
											kasıtlı bir karar
											olarak değil, bir reaksiyon 
olarak görülürdü.
											Önceden düşünce veya kasıt olmayan
içgüdüsel bir panik hareketi olurdu.
											Ama bir programcı arabaya gelecekte 
hissettiği koşulları göz önüne alarak
											aynı hareketi yapmasını emrederse,
											bu önceden tasarlanmış 
bir cinayete benzer.
									","
											Si cette voiture encerclée
était conduite manuellement,
											n'importe quelle réaction
serait considérée comme telle,
											une réaction,
											pas une décision délibérée.
											Ce serait un geste instictif de panique
sans préméditation ni malveillance.
											Mais si un programmeur ordonnait
à la voiture d'agir de la même façon,
											selon des conditions qu'elle pourrait
détecter à l'avenir,
											cela ressemble davantage
à un homicide volontaire prémédité.
									",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
","
","
","
","
",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
											Now, to be fair,
											self-driving cars are are predicted 
to dramatically reduce traffic accidents
											and fatalities
											by removing human error 
from the driving equation.
											Plus, there may be all sorts 
of other benefits:
											eased road congestion,
											decreased harmful emissions,
											and minimized unproductive
and stressful driving time.
											But accidents can and will still happen,
											and when they do,
											their outcomes may be determined
months or years in advance
											by programmers or policy makers.
											And they'll have 
some difficult decisions to make.
											It's tempting to offer up general 
decision-making principles,
											like minimize harm,
											but even that quickly leads 
to morally murky decisions.
									","
											Ahora, para ser justos,
											con los autos robóticos se prevé reducir 
drásticamente los accidentes de tráfico
											y las muertes
											por la eliminación del error 
humano en la conducción.
											Además, puede haber todo tipo 
de beneficios adicionales:
											congestión vial aliviada,
											disminución de emisiones nocivas,
											y reducción al mínimo del tiempo de 
conducción improductivo y estresante.
											Pero los accidentes pueden 
suceder y sucederán,
											y cuando sucedan,
											los resultados pueden determinarse 
meses o años de antelación
											por programadores o diseñadores 
de políticas.
											Y ellos tendrán que tomar 
algunas decisiones difíciles.
											Es tentador ofrecer principios 
generales de decisión,
											como minimizar el daño,
											pero eso incluso lleva fácilmente a
decisiones moralmente cuestionables.
									","
											Para sermos justos,
											prevê-se que os carros autónomos 
reduzam drasticamente
											os acidentes de trânsito e as mortes,
											eliminando o erro humano
da equação da condução.
											Além disso, pode haver todo o tipo
de outros benefícios:
											redução dos engarrafamentos na estrada,
											redução das emissões prejudiciais,
											e redução ao minimo do tempo de condução,
Improdutiva e desgastante.
											Mesmo assim, podem ocorrer,
e ocorrerão, acidentes.
											Quando isso acontecer,
											os resultados podem ter sido determinados
com meses ou anos de antecedência
											pelos programadores ou pelos legisladores.
											Vão ter que tomar decisões difíceis.
											É tentador apresentar princípios gerais
de tomada de decisões,
											como minimizar sempre os prejuízos.
											Mas até isso leva facilmente
a decisões moralmente questionáveis.
									","
											Adil olmak gerekirse,
											sürücüsüz arabaların sürüş denkleminden 
insan hatasını kaldırarak
											trafik kazalarını
											ve ölümleri dramatik olarak 
azaltacağı öngörülüyor.
											Artı, belki başka yararları da var:
											Rahatlayan trafik sıkışıklığı,
											düşen zararlı emisyonlar,
											azalan verimsiz ve stresli sürüş zamanı.
											Ama kazalar olabilir ve hâlâ olacaktır;
											olduğu zamansa,
											sonuçları programcılar veya 
karar alıcılar tarafından
											aylar veya yıllar önce belirlenebilir.
											Bazı zor kararlar vermeleri gerek.
											Zararı azaltmak gibi genel 
karar alma prensiplerini
											koymaları cazip gelmekle birlikte,
											bu bile hemen etiksel olarak 
belirsiz kararlara yol açıyor.
									","
											Pour être juste,
											les voitures autonomes 
devraient réduire drastiquement
											le nombre de décès et d'accidents
											en supprimant l'erreur humaine
de l'équation de la conduite.
											Il y aurait toutes sortes
d'autres avantages :
											des embouteillages atténués,
											des échappements nocifs diminués,
											et un temps de conduite stressant
et improductif réduit au minimum.
											Si des accidents peuvent
et vont toujours arriver,
											quand ils arrivent,
											leurs bilans pourraient être déterminés
des mois ou des années à l'avance
											par des programmeurs 
ou des décisionnaires.
											Et ils vont avoir des décisions
difficiles à prendre.
											Il est tentant d'établir des principes
décisionnels généraux,
											comme de toujours limiter les dégâts,
											mais même cela conduit vite à des
décisions troubles sur le plan moral.
									",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
","
","
","
","
",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
"
											For example,
											let's say we have the same initial set up,
											but now there's a motorcyclist 
wearing a helmet to your left
											and another one without 
a helmet to your right.
											Which one should 
your robot car crash into?
											If you say the biker with the helmet
because she's more likely to survive,
											then aren't you penalizing 
the responsible motorist?
											If, instead, you save the biker 
without the helmet
											because he's acting irresponsibly,
											then you've gone way beyond the initial
design principle about minimizing harm,
											and the robot car is now 
meting out street justice.
									","
											Por ejemplo,
											con la misma configuración inicial,
											pero a la izquierda 
un motociclista con casco
											y a la derecha otro sin casco.
											¿Con quién debería chocar 
el automóvil robótico?
											Si dices con motociclista con casco por 
tener más probabilidad de sobrevivir,
											entonces, ¿no penalizas 
al motociclista responsable?
											Si, en cambio,
vas hacia al motociclista sin casco
											porque él actúa de 
manera irresponsable, entonces
											has ido mucho más allá del principio de
diseño inicial de minimización de daños,
											y el automóvil robótico está ahora 
haciendo justicia en la calle.
									","
											Por exemplo,
											digamos que temos o mesmo cenário inicial,
											mas agora. à vossa esquerda,
há um motociclista de capacete
											e à vossa direita há outro sem capacete.
											Em qual deles é que
o nosso carro robô deve bater?
											Se escolherem o motociclista de capacete
porque tem maior hipótese de sobreviver,
											não estão a penalizar
o motociclista responsável?
											Se, pelo contrário, escolherem
o motociclista sem capacete
											porque está a agir irresponsavelmente,
											estão a ultrapassar o princípio inicial
de minimização de prejuízos
											e o carro robô estará a fazer
justiça pelas próprias mãos.
									","
											Örneğin,
											aynı başlangıç kurulumuna sahibiz diyelim,
											ama şimdi solunuzda kask 
giymiş bir motosikletçi var
											ve sağınızda ise kask giymemiş 
bir motosikletçi var.
											Robot arabanız hangisine çarpmalı?
											Eğer yaşaması daha muhtemel diye 
kasklı motosikletçiye derseniz,
											o zaman sorumluluk sahibi olan 
motosikletçiyi cezalandırmıyor musunuz?
											Eğer onun yerine 
sorumsuzca hareket ettiği için
											kasksız motosikletçiyi kurtarırsanız,
											o zaman zararı azaltma konusundaki ilk 
tasarım prensibinin çok ötesine geçtiniz
											ve robot araba artık yol
adaletini pay etmiş olur.
									","
											Par exemple,
											imaginons la même situation initiale,
											mais cette fois avec un motard
avec un casque à votre gauche,
											et un autre, sans casque, à votre droite.
											Lequel des deux votre voiture-robot
doit-elle percuter ?
											Si vous dites le motard avec un casque,
parce qu'il a plus de chances de survivre,
											alors n'êtes-vous pas en train
de pénaliser le conducteur responsable ?
											Si, plutôt, vous choisissez
le motard sans casque
											parce qu'il agit de façon irresponsable,
											alors vous avez largement dépassé le but
initial, qui est de limiter les dégâts,
											et la voiture-robot transgresse alors
le code de la route.
									",The ethical dilemma of self-driving cars,Patrick Lin,4:15,"TED-Ed,driverless cars,cars,morality,AI,machine learning"
