en,fr,tr,title,speaker,duration,tags
"
","
","
",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
											(Singing) I see the moon.
The moon sees me.
											The moon sees somebody that I don't see.
											God bless the moon, and God bless me.
											And God bless the somebody
that I don't see.
											If I get to heaven, before you do,
											I'll make a hole and pull you through.
											And I'll write your name on every star,
											and that way the world
											won't seem so far.
									","
											(Chantant) Je vois la lune.
La lune me voit.
											La lune voit quelqu'un que je ne vois pas.
											Que Dieu bénisse la lune
et que Dieu me bénisse, moi.
											Et que Dieu bénisse ce quelqu'un
que je ne vois pas.
											Si je vais au paradis avant toi,
											je ferai un trou et te ferai traverser.
											J'écrirai ton nom sur toutes les étoiles
											afin que le monde
											ne semble pas si lointain.
(Fin du chant)
									","
											(Şarkı) Ayı görüyorum.
Ay beni görüyor.
											Ay birisini görüyor benim göremediğim.
											Tanrı ayı kutsasın ve Tanrı beni kutsasın.
											Ve Tanrı göremediğim o birisini kutsasın.
											Eğer cennete gidersem senden önce,
											Bir delik açacağım ve seni oradan çekeceğim.
											Ve adını her yıldızın üzerine yazacağım,
											ve böylece dünya
											çok uzak görünmeyecek.
									",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
","
","
",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
											The astronaut will not be at work today.
											He has called in sick.
											He has turned off his cell phone,
his laptop, his pager, his alarm clock.
											There is a fat yellow cat
asleep on his couch,
											raindrops against the window
											and not even the hint
of coffee in the kitchen air.
											Everybody is in a tizzy.
											The engineers on the 15th floor have
stopped working on their particle machine.
											The anti-gravity room is leaking,
											and even the freckled kid with glasses,
											whose only job is to take
out the trash, is nervous,
											fumbles the bag, spills
a banana peel and a paper cup.
											Nobody notices.
											They are too busy recalculating
what this all mean for lost time.
											How many galaxies
are we losing per second?
											How long before next rocket
can be launched?
											Somewhere an electron
flies off its energy cloud.
											A black hole has erupted.
											A mother finishes setting
the table for dinner.
											A Law &amp; Order marathon is starting.
											The astronaut is asleep.
											He has forgotten to turn off his watch,
											which ticks, like a metal
pulse against his wrist.
											He does not hear it.
											He dreams of coral reefs and plankton.
											His fingers find
the pillowcase's sailing masts.
											He turns on his side,
opens his eyes at once.
											He thinks that scuba divers must have
the most wonderful job in the world.
											So much water to glide through!
									","
											L'astronaute n'ira pas
travailler aujourd'hui.
											Il s'est porté malade.
											Il a éteint son téléphone portable,
son ordinateur, son pager, son réveil.
											Il y a un gros chat jaune
endormi sur son canapé,
											des gouttes de pluie sur la fenêtre
											et pas même une pointe
de café dans l'air de la cuisine.
											Tout le monde est excité.
											Les ingénieurs au 15ème étage ont arrêté
leur travail sur la machine à particules.
											La chambre anti-gravité fuit.
											Même l'enfant rouquin
avec des lunettes,
											qui ne fait que sortir
les poubelles est nerveux,
											il fouille le sac, répand
une peau de banane, un gobelet.
											Personne ne remarque.
											Ils sont trop occupés à recalculer
ce que cela signifie pour le temps perdu.
											Combien de galaxies perdues par seconde ?
											Combien de temps
avant de lancer une fusée ?
											Quelque part, un électron se détache
de son nuage énergétique.
											Un trou noir est apparu.
											Une mère finit
de mettre la table pour le dîner.
											Un marathon de New York,
police judiciaire débute.
											L'astronaute est endormi.
											Il a oublié d'éteindre sa montre,
											qui tique, telle une pulsation
métallique contre son poignet.
											Il ne l'entend pas.
											Il rêve de récifs de corail
et de plancton.
											Ses doigts trouvent le mât
pour naviguer l'oreiller.
											Il se tourne sur le côté,
ouvre soudainement les yeux.
											Il se dit que les plongeurs
ont le meilleur boulot du monde.
											Tant d'eau dans laquelle glisser !
									","
											Astronot bugün çalışmayacak.
											Hastaymış.
											Telefonunu, laptopunu, çağrı cihazını ve
alarm saatini kapattı.
											Kanepesinde uyuyan sarı şişman 
bir kedi,
											pencereye yağmur damlaları 
çarpıyor,
											ve mutfağın havasında kahvenin izi bile yok.
											Herkesin kafası karışmış.
											15. kattaki mühendisler partikül makineleri 
üzerinde çalışmayı bıraktılar.
											Yer çekimsiz oda sızdırıyor,
											ve hatta işi, sadece çöpü çıkarmak olan,
											çilli ve gözlüklü çocuk bile gergin,
											çantayı düşürdü, muz kabuklarını ve
kağıt bardakları döktü.
											Kimse fark etmiyor.
											Onlar bunların hepsinin kayıp zaman için ne anlama 
geldiğinin yeniden hesaplanmasıyla meşgul.
											Saniyede kaç galaksi
kaybediyoruz?
											Sonraki roketin gönderilmesine
ne kadar var?
											Bir yerlerde bir elektron
yörüngesinden çıkıyor.
											Bir kara delik patladı.
											Bir anne masayı
akşam yemeği için hazırlamayı bitiriyor.
											""Law &amp; Order"" dizisi başlıyor.
											Astronot uyuyor.
											Kendi bileğine, metalik vuruşlarla
tıklayan
											saatini kapatmayı unuttu.
											Onu duymuyor.
											Rüyasında mercan kayalıkları ve
planktonlar görüyor.
											Parmakları yastık kılıfında 
yelken direklerini buldu.
											Kendi tarafına döndü
ve bir anda gözlerini açtı.
											Dalgıçların dünyadaki en müthiş işe
sahip olduklarını düşünüyor.
											İçinde süzülecek çok sular var...
									",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
","
","
",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkış)
									",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
","
","
",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
											Thank you.
									","
											Merci.
									","
											Teşekkür ederim.
									",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
","
","
",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
"
											When I was little, I could
not understand the concept
											that you could only live one life.
											I don't mean this metaphorically.
											I mean, I literally thought
that I was going to get to do
											everything there was to do
											and be everything there was to be.
											It was only a matter of time.
											And there was no limitation
based on age or gender
											or race or even appropriate time period.
											I was sure that I was going
to actually experience
											what it felt like to be a leader
of the civil rights movement
											or a ten-year old boy living
on a farm during the dust bowl
											or an emperor of the Tang
dynasty in China.
											My mom says that when people asked me
											what I wanted to be when I grew up,
my typical response was:
											princess-ballerina-astronaut.
											And what she doesn't understand
is that I wasn't trying to invent
											some combined super profession.
											I was listing things I thought
I was gonna get to be:
											a princess and a ballerina
and an astronaut.
											and I'm pretty sure the list
probably went on from there.
											I usually just got cut off.
											It was never a question
of if I was gonna get to do something
											so much of a question of when.
									","
											Petite, je ne comprenais pas
le concept selon lequel
											nous ne pouvions vivre qu'une seule vie.
											C'est n'est pas une métaphore.
											Littéralement, je pensais pouvoir faire
											tout ce qu'on pouvait faire
											et pouvoir être
tout ce qu'on pouvait être.
											Il ne me fallait que du temps.
											Il n'y avait pas de restriction
basée sur l'âge, le sexe,
											la race ou même le fait
que la période soit adéquate.
											J'étais sûre que j'allais
pouvoir ressentir
											ce que cela faisait d'être un leader
du mouvement pour les droits civiques
											ou un garçon de dix ans vivant
dans une ferme durant le Dust Bowl
											ou un empereur chinois
de la dynastie Tang.
											Ma mère dit que quand les gens demandaient
											ce que je voulais faire
quand je serai grande,
											ma réponse habituelle était :
											princesse-ballerine-astronaute.
											Ce qu'elle ne comprend pas
est que je n'essayais pas d'inventer
											une super profession combinée.
											Je listais les choses
que je pensais pouvoir être :
											une princesse, une ballerine
et une astronaute.
											Je suis certaine
que la liste s'allongeait.
											En général, on m'interrompait.
											Il ne s'agissait pas de savoir
si j'allais faire quelque chose
											mais plutôt quand j'allais le faire.
									","
											Ben küçükken,
""tek bir hayatınız var""
											konseptini anlayamıyordum.
											Bunu mecazi olarak kastetmiyorum.
											Benim kastettiğim, benim gerçekten
düşündüğüm şey:
											yapılacak her şeyi yapacak,
											olunacak her şeyi olacaktım.
											Bu, sadece zaman meselesiydi.
											Ve yaşa veya cinsiyete veya ırka
veya hatta uygun zaman periyoduna
											dayalı bir kısıtlama yoktu.
											Eminim ki, bir insan hakları hareketi lideri
											veya kuraklık boyunca çiftlikte yaşayan
on yaşındaki çocuk,
											veya Çin'deki Tang imparatoru
											olmanın nasıl hissettirdiğini gerçekten
tecrübe edecektim.
											Annem, insanlar bana büyünce ne olmak
istediğimi sorduklarında
											prenses-balerin-astronot 
olmak istiyorum şeklinde
											cevapladığımı söyler.
											Ve annemin anlamadığı şey
ben birleşik süper bir meslek
											icat etmeye çalışmıyordum.
											Olacağımı düşündüğüm şeyleri 
listeliyordum:
											bir prenses, bir balerin ve bir astronot.
											Ve eminim liste 
böylece devam edecekti.
											Genellikle sadece engellendim.
											Bu asla , bir şeyi yapmaya başlayıp
başlamayacağım sorunu değil,
											daha çok ne zaman yapacağım sorunuydu.
									",How many lives can you live?,Sarah Kay,12:15,"TEDx,entertainment,poetry,spoken word,performance,performance art,storytelling"
