en,es,pt,de,title,speaker,duration,tags
"
","
","
","
",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
											The urban explosion
											of the last years of economic boom
											also produced dramatic marginalization,
											resulting in the explosion of slums
											in many parts of the world.
											This polarization of enclaves of mega-wealth
											surrounded by sectors of poverty
											and the socioeconomic inequalities
they have engendered
											is really at the center of today's urban crisis.
											But I want to begin tonight
											by suggesting that this urban crisis
											is not only economic or environmental.
											It's particularly a cultural crisis,
											a crisis of the institutions
											unable to reimagine the stupid ways
											which we have been growing,
											unable to challenge the oil-hungry,
											selfish urbanization that have perpetuated
											cities based on consumption,
											from southern California to New York to Dubai.
											So I just really want to share with you a reflection
											that the future of cities today
											depends less on buildings
											and, in fact, depends more
											on the fundamental reorganization
of socioeconomic relations,
											that the best ideas in the shaping
											of the city in the future
											will not come from enclaves of economic power
											and abundance,
											but in fact from sectors of conflict and scarcity
											from which an urgent imagination
											can really inspire us to rethink urban growth today.
									","
											La explosión urbana
											de los últimos años de bonanza económica
											también produjo una marginación dramática,
											que llevó a la explosión de barrios pobres
											en muchas partes del mundo.
											Esta polarización de lugares 
de riqueza descomunal
											rodeados por sectores de pobreza
											y las desigualdades socioeconómicas 
que han engendrado
											están en el centro de la crisis urbana de hoy.
											Pero quiero empezar esta noche
											sugiriendo que esta crisis urbana
											no es solo económica o medioambiental.
											Es sobre todo una crisis cultural,
											una crisis de las instituciones
											incapaces de reimaginar las estúpidas formas
											en las que hemos ido creciendo,
											incapaces de desafiar a los sedientos de petróleo,
											una urbanización egoísta que ha perpetuado
											ciudades basadas en el consumo,
											del sur de California a Nueva York a Dubái.
											Solo quiero compartir con Uds. una reflexión:
											el futuro de las ciudades de hoy
											depende menos de edificios
											y más, de hecho, de
											la reorganización básica 
de las relaciones socioeconómicas,
											pues las mejores ideas en la definición
											de la ciudad en el futuro
											no vendrá de los enclaves de poder económico
											y la abundancia,
											sino de los sectores de conflicto y escasez,
											por lo que desde una imaginación urgente
											realmente nos puede inspirar a 
repensar el crecimiento urbano actual.
									","
											A explosão urbana
											dos últimos anos do ""boom"" económico
											também provocou
uma marginalização terrível,
											que resultou na explosão
de bairros de lata
											em muitas partes do mundo.
											Esta polarização de enclaves
de mega riqueza
											rodeados por sectores de pobreza
											e as desigualdades socioeconómicas
que suscitaram
											estão, de facto, no centro
da crise urbana atual.
											Mas esta noite,
quero começar por sugerir
											que esta crise urbana
											não é apenas económica nem ambiental.
											É, muito especialmente,
uma crise cultural,
											uma crise das instituições
											incapazes de reinventar
as formas estúpidas
											em que temos vivido,
											incapazes de desafiar a urbanização
											sedenta de petróleo, egoísta,
											que perpetuou
cidades baseadas no consumo,
											desde o sul da Califórnia
a Nova Iorque ou a Dubai.
											O que eu quero é transmitir-vos
uma reflexão
											de que o futuro das cidades de hoje
											depende menos dos edifícios
											e, na realidade, depende mais
											da reorganização fundamental 
de relações socioeconómicas,
											de que as melhores ideias na conceção
											da cidade no futuro
											não virão dos enclaves de poder económico
											e de abundância,
											mas dos sectores de conflito e de penúria
											dos quais uma imaginação urgente
											pode inspirar-nos a repensar
o crescimento urbano atual.
									","
											Die Explosion der Städte
											im Zuge des Wirtschaftsbooms 
der letzten Jahre
											bewirkte auch eine 
dramatische Marginalisierung,
											die in vielen Teilen der Welt
											zu einer Explosion von Slums führte.
											Diese Polarisierung 
von extrem reichen Enklaven,
											umgeben von Armutsvierteln
											und den sozioökonomischen Ungleichheiten,
die sie erzeugt haben,
											ist der wahre Kernpunkt der 
aktuellen Krise der Städte.
											Aber heute Abend beginne 
ich mit der Behauptung,
											dass diese urbane Krise
											nicht nur eine ökonomische 
oder ökologische ist,
											sie ist insbesonders eine kulturelle,
											eine Krise der Institutionen,
											die unfähig sind, 
die Unvernunft wiederzuerkennen,
											mit der wir gewachsen sind;
											unfähig, die ölhungrige,
											selbstsüchtige Verstädterung
herauszufordern,
											die konsumbasierte Städte
											von Südkalifornien über New York 
bis Dubai aufrechterhalten haben.
											Ich möchte Ihnen 
den Gedanken nahelegen,
											dass die Zukunft der heutigen Städte
											weniger von Gebäuden abhängt,
											sondern viel mehr
											von der grundlegenden Neugestaltung 
der sozioökonomischen Beziehungen;
											dass die besten Ideen für
											die Stadtgestaltung in der Zukunft
											nicht von Enklaven wirtschaftlicher Macht
											und Reichtum kommen werden,
											sondern tatsächlich aus 
Konflikt- und Mangelbereichen,
											aus denen eine eindringliche Vorstellung
											uns wirklich inspirieren kann, heutiges 
städtisches Wachstum zu überdenken.
									",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
","
","
","
",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
											And let me illustrate what I mean
											by understanding or engaging sites of conflict
											as harboring creativity, as I briefly introduce you
											to the Tijuana-San Diego border region,
											which has been the laboratory to
rethink my practice as an architect.
									","
											Permítanme ilustrar lo que quiero decir
											entendiendo o participando en sitios de conflicto
											que son semilleros de creatividad, 
como brevemente les mostraré
											en la región fronteriza de Tijuana-San Diego,
											que ha sido mi laboratorio para repensar 
mi práctica como arquitecto.
									","
											E permitam que eu ilustre
o que quero dizer,
											ao compreendermos ou vermos 
locais de conflito
											como fomentadores da criatividade, 
ao vos apresentar, resumidamente,
											a região fronteiriça de Tijuana-San Diego,
											que tem sido o laboratório onde reflito 
sobre a minha prática enquanto arquiteto.
									","
											Lassen Sie mich verdeutlichen,
											was ich mit dem Verstehen und 
Einbeziehen von Konfliktherden meine,
											die Kreativität beherbergen, 
indem ich Ihnen kurz
											die Tijuana-San Diego-Grenzregion vorstelle,
											die das Labor war, in dem ich meine 
Architektenpraxis überdacht habe.
									",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
","
","
","
",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
											This is the wall, the border wall,
											that separates San Diego and Tijuana,
											Latin America and the United States,
											a physical emblem
											of exclusionary planning policies
											that have perpetuated the division
											of communities, jurisdictions
											and resources across the world.
											In this border region, we find
											some of the wealthiest real estate,
											as I once found in the edges of San Diego,
											barely 20 minutes away
											from some of the poorest 
settlements in Latin America.
											And while these two cities have the same population,
											San Diego has grown six times larger than Tijuana
											in the last decades,
											immediately thrusting us to confront
											the tensions and conflicts
											between sprawl and density,
											which are at the center of today's discussion
											about environmental sustainability.
											So I've been arguing in the last years
											that, in fact, the slums of Tijuana can teach a lot
											to the sprawls of San Diego
											when it comes to socioeconomic sustainability,
											that we should pay attention and learn
											from the many migrant communities
											on both sides of this border wall
											so that we can translate their informal processes
											of urbanization.
									","
											Este es el muro, el muro fronterizo,
											que separa a San Diego y Tijuana,
											América Latina y EE. UU.,
											un emblema físico
											de políticas excluyentes de planificación
											que han perpetuado la división
											de las comunidades, las jurisdicciones
											y los recursos en todo el mundo.
											En esta región fronteriza, encontramos
											algunas de las propiedades inmobiliarias más ricas,
											como una vez encontré en las fronteras de San Diego,
											a escasos 20 minutos
											de algunos de los asentamientos 
más pobres en América Latina.
											Y aunque que estas dos ciudades 
tienen la misma población,
											San Diego ha crecido seis 
veces más que Tijuana
											en las últimas décadas,
											lo que inmediatamente nos lleva a confrontar
											las tensiones y conflictos
											entre la desorganización y la densidad,
											que se encuentran en el centro del debate de hoy
											sobre la sostenibilidad ambiental.
											Así que he venido argumentando en los últimos años
											que, de hecho, los barrios pobres 
de Tijuana pueden enseñar mucho
											al descontrolado San Diego
											en lo referente a sostenibilidad socio-económica,
											que debemos prestar atención y aprender
											de las muchas comunidades migrantes
											a ambos lados de este muro fronterizo
											para que podamos trasladar sus procesos informales
											de urbanización.
									","
											Este é o muro, o muro da fronteira,
											que separa San Diego de Tijuana.
											a América Latina
e os Estados Unidos da América,
											um emblema físico
											de políticas de planeamento de exclusão
											que têm perpetuado a divisão
											de comunidades, de jurisdições
											e de recursos em todo o mundo.
											Nesta região fronteiriça,
											encontramos algumas
das propriedades mais ricas
											que encontrei
nas proximidades de San Diego,
											a uns 20 minutos
											de algumas das povoações 
mais pobres na América Latina.
											E, embora estas duas cidades 
tenham igual população,
											San Diego cresceu seis vezes mais
do que Tijuana
											nas últimas décadas,
											obrigando-nos imediatamente a enfrentar
											as tensões e os conflitos
											entre expansão e densidade
											que estão no centro da atual discussão
											acerca da sustentabilidade ambiental.
											Tenho vindo a defender nos últimos anos
											que os bairros degradados 
de Tijuana podem ensinar muita coisa
											à expansão de San Diego
											no que se refere
à sustentabilidade socioeconómica,
											que devíamos prestar atenção e aprender
											com as muitas comunidades de migrantes
											de ambos os lados deste muro
de fronteira,
											de modo a podermos traduzir 
estes procedimentos informais
											de urbanização.
									","
											Das ist die Grenzmauer,
											die San Diego und Tijuana trennt,
											Lateinamerika und die Vereinigten Staaten,
											ein physisches Kennzeichen
											einer ausgrenzenden Planungspolitik,
											die sich in der Teilung
											von Gemeinschaften, Rechtssystemen
											und Ressourcen weltweit verewigt hat.
											In dieser Grenzregion finden wir
											einige der hochwertigsten Immobilien,
											wie ich sie einmal am 
Stadtrand von San Diego fand,
											kaum 20 Minuten entfernt
											von einigen der ärmsten 
Siedlungen in Lateinamerika.
											Und obwohl diese beiden Städte 
die gleiche Einwohnerzahl haben,
											ist San Diego in den letzten Jahrzehnten
											sechsmal größer geworden als Tijuana,
											was uns sofort vor Augen führt,
											welche Spannungen und Konflikte
											zwischen Zersiedlung und Dichte herrschen,
											die im Mittelpunkt der aktuellen Diskussion
											über Umweltverträglichkeit stehen.
											Ich argumentiere seit Jahren,
											dass die Slums von Tijuana 
den Randgebieten
											von San Diego viel lehren können,
											was die sozioökonomische 
Nachhaltigkeit betrifft.
											Wir sollten dem Beachtung schenken
											und von den vielen Migrantengemeinden
											beiderseits dieser Grenzmauer lernen,
											damit wir deren informelle Prozesse
											der Urbanisierung übertragen können.
									",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
","
","
","
",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
											What do I mean by the informal in this case?
											I'm really just talking about
											the compendium of social practices of adaptation
											that enable many of these migrant communities
											to transgress imposed political and economic recipes
											of urbanization.
											I'm talking simply about the creative intelligence
											of the bottom-up,
											whether manifested in the slums of Tijuana
											that build themselves, in fact,
with the waste of San Diego,
											or the many migrant neighborhoods
in Southern California
											that have begun to be retrofitted with difference
											in the last decades.
									","
											¿Qué quiero decir por informales en este caso?
											Solo hablo de
											el compendio de las prácticas sociales de adaptación
											que muestran muchas de estas comunidades migrantes
											para transgredir recetas políticas y económicas impuestas
											por la urbanización.
											Hablo simplemente de la inteligencia creativa
											de las bases,
											que se manifiesta en los barrios pobres de Tijuana
											que ellos construyen, de hecho, 
con los desperdicios de San Diego,
											o de los muchos barrios 
migrantes del sur de California
											que han comenzado a ser reajustados con diferencia
											en las últimas décadas.
									","
											O que é que, neste caso, 
eu quero dizer com ""informal""?
											Estou a falar
											do compêndio de práticas sociais
de adaptação
											que permite que muitas 
destas comunidades de migrantes
											ultrapassem receitas 
políticas e económicas impostas
											de urbanização.
											Estou a falar simplesmente
da inteligência criativa
											de baixo para cima,
											quer se manifeste
nos bairros degradados de Tijuana
											que são construídos 
com os desperdícios de San Diego,
											quer dos muitos bairros de migrantes 
no sul da Califórnia,
											que começaram a ser reabilitados,
com diferenças,
											nas últimas décadas.
									","
											Was meine ich in diesem Fall 
mit ""informell""?
											Ich spreche eigentlich
											von einem Spektrum 
sozialer Anpassungspraktiken,
											das es vielen dieser 
Migrantengemeinden ermöglicht,
											auferlegte politische 
und ökonomische ""Rezepte""
											für die Verstädterung zu überschreiten.
											Ich spreche einfach 
über kreative Intelligenz
											von der Basis,
											ob nun in den Slums von Tijuana,
											die sich selbst mit dem Abfall 
San Diegos erbauen,
											oder die vielen Migrantenviertel 
Südkaliforniens,
											die in den letzten Jahrzehnten
											etwas anders nachgerüstet wurden.
									",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
","
","
","
",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
"
											So I've been interested as an artist
											in the measuring, the observation,
											of many of the trans-border informal flows
											across this border:
											in one direction, from south to north,
											the flow of immigrants into the United States,
											and from north to south the flow of waste
											from southern California into Tijuana.
											I'm referring to the recycling
											of these old post-war bungalows
											that Mexican contractors bring to the border
											as American developers are disposing of them
											in the process of building a more inflated version
											of suburbia in the last decades.
											So these are houses waiting to cross the border.
											Not only people cross the border here,
											but entire chunks of one city move to the next,
											and when these houses are placed
on top of these steel frames,
											they leave the first floor to become the second
											to be in-filled with more house,
											with a small business.
											This layering of spaces and economies
											is very interesting to notice.
											But not only houses, also small debris
											from one city, from San Diego, to Tijuana.
											Probably a lot of you have seen the rubber tires
											that are used in the slums to build retaining walls.
											But look at what people have done here in conditions
											of socioeconomic emergency.
											They have figured out how to peel off the tire,
											how to thread it and interlock it
											to construct a more efficient retaining wall.
											Or the garage doors that are brought
											from San Diego in trucks
											to become the new skin of emergency housing
											in many of these slums
											surrounding the edges of Tijuana.
									","
											Así que me ha interesado como artista
											medir, observar,
											los muchos flujos informales transfronterizos
											a través de esta frontera:
											en una dirección, de sur a norte,
											el flujo de inmigrantes hacia EE. UU.,
											y de norte a sur el flujo de residuos
											del sur de California hacia Tijuana.
											Me estoy refiriendo al reciclaje
											de estos viejos bungalows de posguerra
											que contratistas mexicanos traen a la frontera
											porque los promotores inmobiliarios 
de EE. UU. se deshacen de ellos
											en el proceso de construir una versión más inflada
											de los suburbios en las últimas décadas.
											Estas son casas esperando para cruzar la frontera.
											No solo las personas cruzan la frontera
											sino que mueven trozos enteros de una ciudad a otra,
											y cuando estas casas se ponen 
encima de los marcos de acero,
											hacen que el primer piso se convierta en el segundo
											para ampliar la casa,
											con un pequeño negocio.
											Esta superposición de espacios y economías
											es muy interesante.
											Pero no solo casas, también pequeños escombros
											van de una ciudad, San Diego, a otra, Tijuana.
											Probablemente muchos de Uds. 
han visto que los neumáticos
											se utilizan en los barrios pobres 
para construir muros de contención.
											Pero miren lo que la gente 
ha hecho aquí en condiciones
											de emergencia socioeconómica.
											Han averiguado cómo arrancar el neumático,
											cómo pasarlo y enclavarlo
											para construir un muro de contención más eficiente.
											O las puertas del garaje que traen
											de San Diego en camiones
											para convertirlas en la nueva piel 
de vivienda emergentes
											en muchos de estos barrios pobres
											que rodean Tijuana.
									","
											Interessei-me, enquanto artista,
											nas medidas, na observação.
											de muitos dos fluxos informais
transfronteiras
											através desta fronteira:
											numa direção, de sul para norte,
											o fluxo de imigrantes
para os Estados Unidos da América,
											e de norte para sul,
o fluxo de desperdícios
											do sul da Califórnia para Tijuana.
											Estou a referir-me à reciclagem
											daquelas vivendas pós-guerra
											que os empreiteiros mexicanos 
levam para a fronteira
											à medida que os urbanizadores
as desmontam
											para construírem uma versão
mais elaborada
											de bairros nas últimas décadas.
											São casas que ficam à espera na fronteira.
											Não são só pessoas
que atravessam aqui a fronteira,
											mas grandes fatias de uma cidade 
que passam para a outra,
											e quando estas casas são colocadas 
em cima destas estruturas de ferro,
											deixam de ser o andar térreo
e passam a ser o piso superior
											para incorporarem mais uma casa,
											com um pequeno negócio.
											Esta disposição em camadas 
de espaços e economias
											é muito interessante de observar.
											Mas não são só as casas, 
também pequenos destroços
											de uma cidade, de San Diego para Tijuana.
											Provavelmente já viram
os pneus de borracha
											que se usam nos bairros degradados 
para construir muros de suporte.
											Mas vejam o que as pessoas fizeram aqui,
											numa situação
de emergência socioeconómica.
											Descobriram como descascar o pneu,
											como tecê-lo e interligá-lo
											para construir
um muro de suporte mais eficaz.
											Ou as portas das garagens que vêm
											de San Diego, em camiões
											para se tornarem na nova pele 
de uma habitação de emergência
											em muitos destes bairros degradados,
											que rodeiam os limites de Tijuana.
									","
											Als Künstler war ich
											am Vermessen und Beobachten
											der vielen grenzüberschreitenden

											informellen Ströme interessiert:
											In eine Richtung, von Süden nach Norden
											die Zuwanderungsströme in die USA,
											und von Norden nach Süden, die Abfallströme
											von Südkalifornien nach Tijuana.
											Ich beziehe mich auf das Recycling
											dieser alten Nachkriegs-Bungalows,
											die mexikanische Bauunternehmer 
zur Grenze bringen,
											während amerikanische Bauunternehmer
											sie im Zuge des Aufbaus einer 
aufgeblaseneren Version
											der Vorstadt in den letzten 
Jahrzehnten entsorgen.
											Diese Häuser warten also darauf,
die Grenze zu überqueren.
											Nicht nur Menschen überqueren 
hier die Grenze,
											sondern ganze Stadtteile 
wandern in die nächste Stadt,
											und wenn diese Häuser auf 
Stahlgerüste gesetzt werden,
											wird das Erdgeschoss zum 1. Stock,
											wodurch weiterer Raum geschaffen wird —
											für einen kleinen Laden.
											Diese Überlagerung von Räumen und Läden
											ist sehr interessant.
											Aber nicht nur Häuser, sondern 
auch Bauschutt wandert
											von San Diego nach Tijuana.
											Wahrscheinlich haben Sie 
die Gummireifen gesehen,
											die in den Slums zum Bau 
von Stützmauern benutzt werden.
											Sehen Sie, was die Menschen hier
											in einer sozioökonomischen Notlage tun.
											Sie haben herausgefunden, 
wie sie die Reifen ablösen,
											sie auffädeln und verbinden können,
											um eine effizientere Stützmauer zu bauen.
											Oder die Garagentore, 
die mit LKWs aus San Diego
											hergebracht werden,
											und zur ""neuen Haut"" für Notunterkünfte
											in vielen dieser Slums
											am Stadtrand Tijuanas werden.
									",How architectural innovations migrate across borders,Teddy Cruz,13:14,"architecture,cities,design,infrastructure"
