en,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											For the past few years,
											I've been spending my summers
in the marine biological laboratory
											in Woods Hole, Massachusetts.
											And there, what I've been doing
is essentially renting a boat.
											What I would like to do is ask you
											to come on a boat ride with me tonight.
									","
											Ces dernières années,
											j'ai passé mes étés
au laboratoire de biologie marine
											de Woods Hole, dans le Massachusetts.
											Et là-bas, ce que je faisais la plupart
du temps, c'était de louer un bateau.
											Ce soir, je voudrais vous demander
											d'embarquer avec moi sur un bateau.
									","
											Nos últimos anos,
											tenho passado os meus verões
no laboratório de biologia marinha
											em Woods Hole, Massachusetts.
											E aí, o que essencialmente
tenho feito é alugar um barco.
											O que gostaria de vos propor
											é que façam uma viagem
de barco comigo esta noite.
									","
											Son birkaç senedir yazlarımı,
											Woods Hole, Massachusetts'teki
deniz biyoloji laboratuvarında
											geçiriyorum.
											Ve orada yaptığım şey, sadece
bir tekne kiralamak.
											Sizden, bu gece benimle

											bir tekne turuna çıkmanızı istiyorum.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											So, we ride off from Eel Pond
into Vineyard Sound,
											right off the coast of Martha's Vineyard,
											equipped with a drone
to identify potential spots
											from which to peer into the Atlantic.
											Earlier, I was going to say
into the depths of the Atlantic,
											but we don't have to go too deep
to reach the unknown.
											Here, barely two miles away
											from what is arguably the greatest
marine biology lab in the world,
											we lower a simple
plankton net into the water
											and bring up to the surface
											things that humanity rarely
pays any attention to,
											and oftentimes has never seen before.
									","
											Nous partirons de Eel Pond
jusqu'à Vineyard Sound,
											au large de la côte de Martha's Vineyard,
											équipés d'un drone
afin d'identifier les endroits
											qui nous permettraient
de découvrir l'Atlantique.
											Au début, j'allais dire
les profondeurs de l'Atlantique,
											mais il n'est pas nécessaire d'aller
si profond pour atteindre l'inconnu.
											Ici, à tout juste deux kilomètres
											de ce qui est probablement le meilleur
labo de biologie marine au monde,
											nous abaissons un simple
filet à plancton dans l'eau
											et ramenons à la surface
											des choses dont l'humanité
ne se soucie que très peu,
											d'ailleurs la plupart des gens
n'ont jamais rien vu de tel.
									","
											Partimos de Eel Pond
através da Vineyard Sound,
											mesmo depois da costa
de Martha´s Vineyard,
											equipados com um ""drone""
para identificar locais potenciais
											para entrarmos no Atlântico.
											Anteriormente era para dizer para entrar
nas profundezas do Atlântico,
											mas não temos de ir muito fundo
para alcançar o desconhecido.
											Aqui, apenas a duas milhas de distância
											daquele que é, sem dúvida, o maior
laboratório de biologia marinha do mundo,
											largamos uma simples
rede de plâncton na água
											e vêm à superfície coisas
											a que a humanidade
raramente presta atenção,
											e que muitas vezes nunca viu.
									","
											Martha's Vineyard adasının
hemen kıyısında,
											Atlantik'e bakacağımız muhtemel noktaları
											belirlemek için, bir drone ile
Eel Pond'dan
											Vineyard Boğazı'na açılacağız.
											Önceden, Atlantik'in derinliklerine
açılacağız, derdim
											ama bilinmeyene ulaşmak için
fazla derine inmemize gerek yok.
											Dünyanın en iyi 
deniz biyoloji laboratuvarı
											denilen yerden 
sadece 3 km ötede
											basit bir plankton ağını
suya indiriyoruz
											ve insanlığın, nadiren dikkat ettiği
											ve genellikle daha önce
görülmemiş şeyleri
											su yüzüne çıkarıyoruz.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											Here's one of the organisms
that we caught in our net.
											This is a jellyfish.
											But look closely,
											and living inside of this animal
is another organism
											that is very likely
entirely new to science.
											A complete new species.
											Or how about this other transparent beauty
											with a beating heart,
											asexually growing on top of its head,
											progeny that will move on
to reproduce sexually.
											Let me say that again:
											this animal is growing asexually
on top of its head,
											progeny that is going to reproduce
sexually in the next generation.
											A weird jellyfish?
											Not quite.
											This is an ascidian.
											This is a group of animals
											that now we know we share
extensive genomic ancestry with,
											and it is perhaps the closest
invertebrate species to our own.
											Meet your cousin,
											Thalia democratica.
									","
											Voici un des organismes
que nous avons pris dans nos filets.
											C'est une méduse.
											Mais regardez de plus près,
											un autre organisme
vit à l'intérieur de cet animal.
											Il est très probablement
nouveau pour la science.
											Une nouvelle espèce tout à fait inédite.
											Regardez cette autre beauté transparente
											avec un cœur qui bat,
											grandissant de façon asexuée
sur le dessus de sa tête,
											c'est une progéniture qui évoluera
et se reproduira sexuellement.
											Je vous explique à nouveau :
											sur le dessus de sa tête de cet animal
et de façon asexuée,
											grandit sa progéniture qui se reproduira
sexuellement à la génération suivante.
											S'agit-il d'une méduse bizarre ?
											Pas vraiment.
											C'est un Ascidiacea.
											C'est un groupe d'animaux
											avec lesquels nous partageons
un important héritage génétique
											et c'est peut-être l'espèce invertébrée
la plus proche de la nôtre.
											Voici votre cousine :
											Thalia democratica.
									","
											Eis um dos organismos
que apanhámos na nossa rede.
											Isto é uma alforreca.
											Mas vejam com atenção,
											dentro deste animal
está a viver outro organismo
											que é muito provavelmente
totalmente novo para a ciência.
											Uma espécie totalmente nova.
											E que tal esta outra
beleza transparente
											com um coração palpitante,
											a crescer assexuadamente na sua cabeça,
											a sua prole irá continuar
e reproduzir-se sexualmente.
											Deixem-me repetir:
											Este animal está a crescer
assexuadamente na sua cabeça,
											a sua prole vai reproduzir-se
sexualmente na próxima geração.
											Uma alforreca esquisita?
											Nem por isso.
											Isto é uma ascídia.
											Este é um grupo de animais
											com quem, sabemos agora, partilhamos
uma extensa descendência genética,
											e é talvez a espécie invertebrada
mais próxima de nós.
											Conheçam o nosso primo,
											Thalia democratica.
									","
											Bu, ağımızda yakaladığımız
organizmalardan biri.
											Bu bir deniz anası.
											Ama yakından bakarsanız,
											bu canlının içinde başka bir
organizma yaşamakta
											ve bu organizma muhtemelen
bilim için yeni.
											Tamamiyle yeni bir tür.
											Ya da bir diğer transparan güzellik,
											atan bir kalbe sahip,
											üremeye eşeyli devam edecek olan 
yavruların,
											başının tepesinde
eşeysiz olarak üremesini sağlıyor.
											Tekrar edeyim:
											Bu canlı, başının tepesinde,
gelecek nesilde
											eşeyli üreyecek yavruları
eşeysiz üremeyle büyütüyor.
											Tuhaf bir deniz anası mı?
											Pek değil.
											Bu bir tulumlu.
											Tulumlular, bugün
											geniş çapta genomik soy ortaklığımız
olduğunu bildiğimiz ve belki de
											bizim türümüze en yakın
omurgasız tür olan bir hayvan grubu.
											Kuzeninizle tanışın.
											Thalia democratica.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									","
											(Gülüşmeler)
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
","
","
","
","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
"
											I'm pretty sure you didn't save a spot
at your last family reunion
											for Thalia,
											but let me tell you,
											these animals are profoundly related to us
											in ways that we're just
beginning to understand.
											So, next time you hear anybody
derisively telling you
											that this type of research
is a simple fishing expedition,
											I hope that you'll remember
the trip that we just took.
									","
											Je suis sûr que vous n'avez
pas gardé de place
											à votre dernière réunion de famille
											pour Thalia,
											mais laissez-moi vous dire que
ces animaux sont intimement liés à nous
											d'une façon que nous commençons
tout juste à comprendre.
											Alors, la prochaine fois
que vous entendrez quelqu'un vous dire
											que ce type de recherches
se résume à une expédition de pêche,
											j'espère que vous vous rappellerez
de notre voyage.
									","
											Tenho a certeza que não reservaram
um lugar na vossa última reunião familiar
											para a Thalia,
											mas deixem -me que vos diga,
											estes animais são profundamente
relacionados connosco
											em formas que estamos apenas
agora a começar a compreender.
											Na próxima vez que que alguém
vos diga ironicamente
											que este tipo de pesquisas
são apenas expedições de pesca,
											espero que se lembrem
da viagem que fizemos agora.
									","
											En son aile toplanmanızda
Thalia için yer ayırmadığınıza
											çok eminim,
											ama şunu söylemeliyim,
											bu canlılar, daha yeni
anlamaya başladığımız şekillerde
											son derece bize bağlılar.
											Yani bir dahaki sefere birinin size
alaycı bir biçimde
											bu tip bir araştırmaya balık tutma
macerası dediğini duyduğunuzda,
											umarım biraz önceki
yolculuğumuzu hatırlarsınız.
									","To solve old problems, study new species",Alejandro Sánchez Alvarado,12:39,"animals,biodiversity,beauty,biology,biomechanics,biosphere,creativity,education,discovery,curiosity,exploration,environment,innovation,illness,intelligence,medical research,life,nature,medicine,neuroscience,oceans,physiology,science,TEDx,marine biology"
